"shard","candidate_id","expression","family","sortino","ret","rank_ic","amount","turnover","float_mcap_b","passes_smoke","promoted","expr"
"supervisor-shard_15_of_16","stockpit-ff-039921194a60","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,33)))))","rx_beam_momentum_x_turnover_curve","1.663115","0.002119","0.008369","827716875.704107","0.056886","20.237756","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,33)))))"
"supervisor-shard_15_of_16","stockpit-ff-7674b15abec8","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,38)))))","rx_beam_momentum_x_volume_curve","1.660858","0.002207","0.008254","837266755.468104","0.056604","20.306207","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,38)))))"
"supervisor-shard_15_of_16","stockpit-ff-6f265d95939d","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,37)))))","rx_beam_momentum_x_turnover_curve","1.657947","0.00211","0.008253","836727596.187765","0.056741","19.895086","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,37)))))"
"supervisor-shard_15_of_16","stockpit-ff-98c85fde31e0","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,44)))))","rx_beam_momentum_x_turnover_curve","1.648031","0.00212","0.009153","855755302.19145","0.057124","19.827871","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,44)))))"
"supervisor-shard_15_of_16","stockpit-ff-dd6e2259071e","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,31)))))","rx_beam_momentum_x_turnover_curve","1.632189","0.001844","0.008429","825223200.874242","0.056178","20.494276","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,31)))))"
"supervisor-shard_15_of_16","stockpit-ff-94777bd8f59b","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,42)))))","rx_beam_momentum_x_turnover_curve","1.621885","0.00226","0.008089","851720047.309768","0.056623","19.904763","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,42)))))"
"supervisor-shard_15_of_16","stockpit-ff-d49e3364504f","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,42)))))","rx_beam_momentum_x_volume_curve","1.616708","0.002143","0.008046","864536481.147228","0.056969","20.569781","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,42)))))"
"supervisor-shard_15_of_16","stockpit-ff-072a02b67862","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,38)))))","rx_beam_momentum_x_turnover_curve","1.603423","0.002193","0.008313","829865591.536923","0.056409","20.16829","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,38)))))"
"supervisor-shard_12_of_16","stockpit-ff-b55b677965c4","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),7))))","rx_vol_curve_inverted_rank","1.598228","0.002141","0.014188","416853245.125396","0.034118","19.668445","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),7))))"
"supervisor-shard_13_of_16","stockpit-ff-d1df38609968","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,10)))))","rx_beam_momentum_x_turnover_curve","1.578685","0.001729","0.008705","792281884.617934","0.052651","22.000972","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,10)))))"
"supervisor-shard_15_of_16","stockpit-ff-8cc51091e995","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,30)))))","rx_beam_momentum_x_turnover_curve","1.576358","0.001956","0.008428","821887368.241795","0.056136","20.615616","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,30)))))"
"supervisor-shard_13_of_16","stockpit-ff-51df692a96cd","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,7)))))","rx_beam_momentum_x_turnover_curve","1.564749","0.001813","0.008569","783969305.404281","0.053006","22.235306","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,7)))))"
"supervisor-shard_12_of_16","stockpit-ff-f5359c5c3343","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),8))))","rx_vol_curve_inverted_rank","1.515729","0.002084","0.013603","408511992.993618","0.033353","19.623733","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),8))))"
"supervisor-shard_15_of_16","stockpit-ff-6efbc3f7b6f7","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,44)))))","rx_beam_momentum_x_volume_curve","1.506931","0.002081","0.009115","859963605.742724","0.057321","19.914641","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,44)))))"
"supervisor-shard_11_of_16","stockpit-ff-c0aff8c0082a","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),5))))","rx_vol_curve_inverted_rank","1.490994","0.001831","0.016914","428530115.836491","0.035463","19.439163","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),5))))"
"supervisor-shard_13_of_16","stockpit-ff-aeca0849de8a","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,8)))))","rx_beam_momentum_x_turnover_curve","1.429376","0.001607","0.008763","774685062.064714","0.052241","21.81118","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,8)))))"
"supervisor-shard_05_of_16","stockpit-ff-16e5a3119cad","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),52))))","rx_vol_curve_inverted_rank","1.417234","0.001604","0.01383","291718471.523169","0.024537","21.668537","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),52))))"
"supervisor-shard_05_of_16","stockpit-ff-f2c76efe70cb","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),51))))","rx_vol_curve_inverted_rank","1.397404","0.001582","0.014714","290830297.258865","0.024503","21.73017","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),51))))"
"supervisor-shard_12_of_16","stockpit-ff-bac4856e534f","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),16))))","rx_vol_curve_inverted_rank","1.390213","0.00178","0.014828","364752736.913869","0.030859","18.940001","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),16))))"
"supervisor-shard_12_of_16","stockpit-ff-7878bcd0ae47","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),11))))","rx_vol_curve_inverted_rank","1.351231","0.001982","0.012027","386293670.181111","0.031995","19.145919","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),11))))"
