capacity_proxy,cluster_id,cost_adjusted_score,deployable_count,effective_signal_count,field_families,limit_hit_rate,liquidity_bucket,liquidity_eval_error,max_corr_to_registry,median_amount_20d,median_cost_adjusted_sortino,median_float_mcap,median_replay_turnover,median_strict_turnover,median_total_mcap,median_volume_20d,new_vs_149,operator_families,p90_replay_turnover,p90_strict_turnover,participation_capacity_proxy,raw_pass_count,representative_candidate_id,representative_expression,selected_date_count,selected_row_count,source_concentration,source_lane,source_lane_counts,suspension_rate,tradable_breadth
852884.015405,s51_cluster_035,0.35946,1,110.0,"[""price"", ""size_capital""]",0.005131,thin,,0.670199,37198837.0,0.366423,852884015.405273,0.02848,0.017839,2717000000.0,1068981.6,,"[""CSRank"", ""CSResidual"", ""Mean"", ""Neg""]",0.02848,0.017839,1859941.85,1,stockpit-cem_adaptive_grammar-b768e4b826b1,"Neg(CSRank(CSResidual(CSRank(Mean($final_float_market_cap,34)),CSRank(Mean($close,1)))))",89,9745,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
38590345.544531,s52_cluster_001,2.694595,1,110.0,"[""flow"", ""price"", ""size_capital""]",0.023524,high,,0.0,1860544390.4,3.263457,38590345544.53125,0.398595,0.378563,46516042500.0,11769014.625,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Std"", ""ZScore""]",0.398595,0.378563,93027219.52,1,fgv2-repair-add_state_gate-32a489bbd2,"CSRank(Mul(CSRank(Mul(ZScore(Std($amount,2)),ZScore(Std($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11180,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
69546080.957031,s52_cluster_002,2.96599,2,110.0,"[""flow"", ""price""]",0.015291,high,,0.958598,2851132067.2,3.217961,69546080957.03125,0.110025,0.096706,82846635000.0,20562044.8,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.1414,0.127914,142556603.36,2,stockpit-cem_adaptive_grammar-f9b8d3d0761e,"CSRank(Mul(ZScore(Mean(Abs($amount),8)),ZScore(Mean(Abs($close),21))))",102,11183,0.5,r0_cem_led,"{""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 1}",0.0,110.0
31314104.342725,s52_cluster_003,3.347058,3,110.0,"[""price""]",0.00919,medium,,1.0,993165275.428571,3.970537,31314104342.72461,0.052267,0.037872,39373622500.0,4989503.1,,"[""CSRank""]",0.381506,0.367029,49658263.771429,3,stockpit-cem_adaptive_grammar-f32782f94940,CSRank($close),122,13384,0.333333,r0_cem_led,"{""agnostic_freeform_ast"": 1, ""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 1}",0.0,110.0
26349601.273633,s52_cluster_008,1.430029,1,110.0,"[""price""]",0.013917,medium,,0.567496,819559992.615385,1.739132,26349601273.632816,0.438144,0.426862,34375535000.0,4917151.2,,"[""CSRank"", ""Corr"", ""Mean"", ""Mul"", ""ZScore""]",0.438144,0.426862,40977999.630769,1,agnostic-freeform-ad4fff6465e1,"CSRank(Mul(ZScore($vwap),Corr(Mean($vwap,5),$high,5)))",114,12503,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
25480245.859375,s52_cluster_009,3.080926,1,110.0,"[""price""]",0.01699,high,,0.620154,1184123244.8,3.284579,25480245859.375,0.098279,0.081835,32430302500.0,6486359.25,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.098279,0.081835,59206162.24,1,fgv2-repair-add_state_gate-468a6c5cf1,"CSRank(Mul(CSRank($close),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
118609766.951953,s52_cluster_011,2.283187,1,110.0,"[""price"", ""size_capital""]",0.009236,high,,0.717528,2439256185.6,2.33673,118609766951.95312,0.028193,0.01645,135323650000.0,17903947.15,,"[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.028193,0.01645,121962809.28,1,stockpit-cem_adaptive_grammar-88b6b63c5f2f,"CSRank(Mul(ZScore(Mean($close,34)),ZScore(Mean($final_float_market_cap,5))))",89,9745,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
31496725.0,s52_cluster_012,2.555187,1,110.0,"[""price""]",0.008959,medium,,0.45254,995730528.0,2.760104,31496725000.0,0.146011,0.140226,39442782500.0,4992604.55,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.146011,0.140226,49786526.4,1,stockpit-cem_adaptive_grammar-5f048933181f,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($close),2))))",115,12613,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
27201787.563672,s52_cluster_013,3.905575,1,110.0,"[""price""]",0.018574,high,,0.75741,1214148345.6,4.11471,27201787563.67187,0.069113,0.058166,33361385000.0,6679010.8,,"[""Abs"", ""CSRank"", ""CSResidual"", ""Delta"", ""Mean"", ""ZScore""]",0.069113,0.058166,60707417.28,1,agnostic-freeform-fba56bd17cd8,"CSRank(CSResidual(ZScore(Mean(Abs(Delta($open,1)),34)),CSRank($high)))",89,9745,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
22728218.225781,s52_cluster_015,1.839672,1,110.0,"[""price""]",0.021606,medium,,0.547427,824737665.6,2.064182,22728218225.78125,0.205154,0.189335,29150202500.0,6048866.7,,"[""CSRank"", ""Delta"", ""Mean"", ""Mul""]",0.205154,0.189335,41236883.28,1,agnostic-freeform-698afa8bbd63,"CSRank(Mul(CSRank(Mean($open,21)),CSRank(Delta($high,8))))",103,11293,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
104685539.252344,s52_cluster_017,0.425112,1,110.0,"[""price"", ""size_capital""]",0.026737,high,,0.178697,2549864985.6,0.471376,104685539252.34375,0.164631,0.15455,131586830000.0,51176210.5,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",0.164631,0.15455,127493249.28,1,agnostic-freeform-a1780804e563,"CSRank(Mul(Sign(Delta($open,21)),ZScore(Mean(Abs(Delta($final_total_market_cap,1)),21))))",101,11071,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
22144681.590918,s52_cluster_028,0.450196,1,110.0,"[""flow""]",0.034688,high,,0.529531,1072367868.8,0.522204,22144681590.91797,0.253753,0.234845,27908753750.0,16740893.4,,"[""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",0.253753,0.234845,53618393.44,1,stockpit-cem_adaptive_grammar-0704e1b1331d,"Neg(CSRank(Mul(ZScore(Mean($amount,5)),ZScore(Mean($volume,1)))))",118,12944,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
18203547.140625,s52_cluster_030,1.714116,1,110.0,"[""size_capital""]",0.022451,medium,,0.50358,405354274.8,1.794472,18203547140.625,0.047298,0.033955,19021640625.0,20876487.575,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",0.047298,0.033955,20267713.74,1,stockpit-cem_adaptive_grammar-e8bde889a166,"Neg(CSRank(Mul(ZScore(Mean(Abs($final_float_market_cap),21)),ZScore(Mean(Abs($final_float_market_cap),8)))))",102,11180,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
32905658.172363,s53_cluster_001,3.835719,3,110.0,"[""price""]",0.00903,medium,,0.99562,996631756.8,3.970537,32905658172.36328,0.052267,0.037872,40125747500.0,5077618.25,,"[""CSRank"", ""Mean""]",0.052267,0.037872,49831587.84,3,agnostic-freeform-08f917f6347f,"CSRank(Mean($low,34))",89,9745,0.333333,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1, ""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 1}",0.0,110.0
22877982.360352,s53_cluster_002,3.181867,1,110.0,"[""price"", ""size_capital""]",0.024286,high,,0.596226,1126885824.0,3.486701,22877982360.351562,0.143169,0.121022,29126910000.0,7341124.5,,"[""Abs"", ""Add"", ""CSRank"", ""Delta"", ""Mean"", ""Mom"", ""Sign""]",0.143169,0.121022,56344291.2,1,agnostic-freeform-176ab8ab97a7,"CSRank(Add(Sign(Mom($final_total_market_cap,34)),CSRank(Mean(Abs(Delta($open,1)),34))))",88,9635,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
28596551.40752,s53_cluster_003,3.047705,1,110.0,"[""price"", ""size_capital""]",0.017263,high,,0.734376,1299505779.2,3.499075,28596551407.51953,0.27302,0.25881,35637343750.0,7181355.175,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.27302,0.25881,64975288.96,1,fgv2-repair-add_state_gate-71636e4924,"CSRank(Mul(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11180,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
114204507.063281,s53_cluster_004,2.517883,2,110.0,"[""price"", ""size_capital""]",0.009497,high,,1.0,2362833614.769231,2.589647,114204507063.28125,0.037819,0.025571,134125630000.0,18056868.65,,"[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.037819,0.025571,118141680.738462,2,stockpit-cem_adaptive_grammar-71b556bd5adc,"CSRank(Mul(ZScore(Mean($close,2)),ZScore(Mean($final_float_market_cap,2))))",121,13268,0.5,r0_cem_led,"{""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 1}",0.0,110.0
25480245.859375,s53_cluster_005,3.080926,1,110.0,"[""price""]",0.01699,high,,0.581423,1184123244.8,3.284579,25480245859.375,0.098279,0.081835,32430302500.0,6486359.25,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",0.098279,0.081835,59206162.24,1,fgv2-repair-add_state_gate-7a09229418,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
20583709.256006,s53_cluster_007,0.696888,1,110.0,"[""price"", ""size_capital""]",0.026021,high,,0.116398,1025707763.2,0.784575,20583709256.00586,0.202382,0.196053,28018813750.0,7289053.15,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",0.202382,0.196053,51285388.16,1,agnostic-freeform-c0097a58b16d,"CSRank(Mul(CSRank($open),Mul(ZScore(Mean(Abs(Delta($open,1)),13)),Sign(Delta($final_float_market_cap,21)))))",101,11068,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
2463555.615039,s53_cluster_008,1.79737,1,110.0,"[""price"", ""size_capital""]",0.00904,low,,0.164251,106763938.3,2.366709,2463555615.039062,0.702656,0.696529,4513840781.25,2691674.366667,,"[""CSRank"", ""CSResidual"", ""Neg"", ""Std""]",0.702656,0.696529,5338196.915,1,stockpit-cem_adaptive_grammar-efc7f9878c62,"Neg(CSRank(CSResidual(CSRank(Std($final_float_market_cap,2)),CSRank(Std($close,8)))))",115,12610,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
13615944.087891,s53_cluster_009,-0.038821,1,110.0,"[""price""]",0.017794,medium,,0.147959,701091420.8,-0.046512,13615944087.890625,0.384838,0.375194,17991163750.0,7227755.0,,"[""CSRank"", ""Delta"", ""Mul"", ""Neg"", ""ZScore""]",0.384838,0.375194,35054571.04,1,stockpit-cem_adaptive_grammar-a3f6766592fb,"Neg(CSRank(Mul(ZScore(Delta($close,21)),ZScore(Delta($close,5)))))",101,11071,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
23208150.297852,s53_cluster_010,0.210041,1,110.0,"[""price"", ""size_capital""]",0.022155,medium,,0.443316,922602947.2,0.230361,23208150297.851562,0.150138,0.138594,29729190000.0,6797376.55,,"[""CSRank"", ""Corr"", ""Delay"", ""Mom"", ""Mul"", ""Std"", ""ZScore""]",0.150138,0.138594,46130147.36,1,agnostic-freeform-f3f27838c626,"CSRank(Mul(ZScore($open),Corr(Std($low,5),Delay(Mom($final_total_market_cap,2),1),21)))",114,12503,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
19862985.192187,s53_cluster_011,0.875706,1,110.0,"[""price""]",0.036222,high,,0.595833,1126582209.6,0.982916,19862985192.1875,0.170228,0.15447,26227462500.0,9037229.15,,"[""CSRank"", ""Delta"", ""ZScore""]",0.170228,0.15447,56329110.48,1,agnostic-freeform-8f34095b0c2f,"CSRank(ZScore(Delta($high,34)))",88,9635,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
58246788.769531,s53_cluster_014,0.998102,1,110.0,"[""price"", ""size_capital""]",0.039366,high,,0.324285,2031294113.723077,1.237291,58246788769.53125,0.41811,0.400182,66527107500.0,18450975.025,,"[""CSRank"", ""Delta"", ""Mul"", ""Sign"", ""ZScore""]",0.41811,0.400182,101564705.686154,1,fgv2-repair-nonlinearize-8c0ad6a6f3,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))))),Mul(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))),ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))))))",114,12498,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
21242319.447461,s53_cluster_018,0.313703,1,110.0,"[""price""]",0.027007,medium,,0.354998,887616192.0,0.369115,21242319447.460938,0.310703,0.300772,28091040000.0,7027189.85,,"[""CSRank"", ""Delta"", ""Mul"", ""Sign""]",0.310703,0.300772,44380809.6,1,agnostic-freeform-43e09f8110e4,"CSRank(Mul(CSRank($vwap),Mul(CSRank(Delta($vwap,21)),Sign(Delta($high,13)))))",101,11071,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
18145724.98916,s53_cluster_025,-0.029897,1,110.0,"[""price""]",0.044077,medium,,0.891839,975570296.8,-0.034526,18145724989.160156,0.218653,0.208459,24734160000.0,8680673.4,,"[""CSRank"", ""Delta"", ""ZScore""]",0.218653,0.208459,48778514.84,1,agnostic-freeform-a5710c793d1a,"CSRank(ZScore(Delta($open,21)))",102,11185,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
23180912.869824,s53_cluster_028,1.105761,1,110.0,"[""flow""]",0.021847,high,,0.312815,1041644592.0,1.234675,23180912869.82422,0.192879,0.175652,29410337500.0,14329659.95,,"[""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",0.192879,0.175652,52082229.6,1,stockpit-cem_adaptive_grammar-2bc436e799e0,"Neg(CSRank(Mul(ZScore(Mean($amount,2)),ZScore(Mean($volume,2)))))",121,13274,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
14447756.916406,s54_cluster_001,3.640617,2,110.0,"[""other"", ""price""]",0.021595,medium,,1.0,524492321.6,4.130283,14447756916.40625,0.232103,0.220816,18266666250.0,14892748.45,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.232103,0.220816,26224616.08,2,stockpit-ast_evolutionary_mutation-f6f25eb678ae,"CSRank(Mul(ZScore(CSRank(Mean(Abs($ret),8))),ZScore(CSRank($close))))",114,12503,0.5,r0_cem_led,"{""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 1}",0.0,110.0
25044245.442773,s54_cluster_002,3.763897,4,110.0,"[""flow"", ""price""]",0.024012,high,,1.0,1223183433.6,3.970537,25044245442.773438,0.052267,0.037872,31640000000.0,7050244.85,,"[""CSRank"", ""Mean"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.060015,0.044205,61159171.68,4,agnostic-freeform-c100f7a7e29b,"CSRank(Mul(ZScore(Std($low,34)),Mul(Sign($turnover_rate),Sign(Mean($low,34)))))",89,9745,0.5,r0_cem_led,"{""agnostic_freeform_ast"": 1, ""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 2}",0.0,110.0
15712530.164062,s54_cluster_004,5.541102,1,110.0,"[""flow"", ""price""]",0.025581,medium,,0.571008,863082118.4,6.861985,15712530164.0625,0.456125,0.440146,24934113750.0,7592604.375,,"[""CSRank"", ""Delta"", ""Mean"", ""Sub"", ""ZScore""]",0.456125,0.440146,43154105.92,1,agnostic-freeform-0d31b5cc990d,"CSRank(Sub(ZScore(Mean($close,21)),ZScore(Delta($turnover_rate,5))))",102,11180,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
57611127.090234,s54_cluster_005,1.105188,1,110.0,"[""flow"", ""price"", ""size_capital""]",0.026051,high,,0.273914,1938888038.4,1.21114,57611127090.234375,0.139171,0.12967,70636365000.0,16665337.85,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",0.139171,0.12967,96944401.92,1,agnostic-freeform-0d22c03a7b39,"CSRank(Mul(Sign(Mean(Abs(Delta($amount,1)),2)),Mul(ZScore(Mean($high,3)),ZScore(Delta($final_total_market_cap,34)))))",88,9635,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
113995836.100781,s54_cluster_006,2.450911,2,110.0,"[""price"", ""size_capital""]",0.009344,high,,0.99463,2362434291.2,2.524857,113995836100.78125,0.037182,0.025398,134119045000.0,18050556.55,,"[""CSRank"", ""Mul"", ""Sign"", ""ZScore""]",0.041512,0.030416,118121714.56,2,fgv2-repair-nonlinearize-69d3d3bbf5,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close))))),Mul(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))),ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))))))",122,13378,0.5,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 1}",0.0,110.0
25480245.859375,s54_cluster_007,3.080926,1,110.0,"[""price""]",0.01699,high,,0.349309,1184123244.8,3.284579,25480245859.375,0.098279,0.081835,32430302500.0,6486359.25,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.098279,0.081835,59206162.24,1,fgv2-repair-add_state_gate-68d2626882,"CSRank(Mul(CSRank($close),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
22429531.010742,s54_cluster_009,2.493615,1,110.0,"[""flow"", ""price""]",0.024799,high,,0.571464,1061436833.6,3.082375,22429531010.742188,0.453117,0.442302,29941768750.0,6795149.175,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Sub"", ""ZScore""]",0.453117,0.442302,53071841.68,1,agnostic-freeform-1b1e0c31ce20,"CSRank(Sub(ZScore(Mean(Abs(Delta($open,1)),5)),CSRank(Delta($amount,2))))",118,12944,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
21990144.123828,s54_cluster_010,2.435467,1,110.0,"[""other"", ""price""]",0.020567,high,,0.777104,1157034569.6,2.64646,21990144123.828125,0.132702,0.116862,28871245000.0,7009866.95,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.132702,0.116862,57851728.48,1,fgv2-repair-add_state_gate-ab9b152404,"CSRank(Mul(CSRank(Mul(ZScore(CSRank(Mean(Abs($ret),8))),ZScore(CSRank($close)))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
111278781.9,s54_cluster_011,-0.012741,1,110.0,"[""price"", ""size_capital""]",0.009352,high,,0.777311,2331151340.8,-0.013161,111278781900.0,0.047161,0.036874,131935515000.0,17464687.8,,"[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.047161,0.036874,116557567.04,1,agnostic-freeform-38cb2f740c76,"CSRank(Mul(ZScore($low),Mul(CSRank(Mean($vwap,5)),ZScore($final_float_market_cap))))",118,12938,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
26165386.804102,s54_cluster_012,1.695468,1,110.0,"[""flow"", ""price"", ""size_capital""]",0.009041,medium,,0.753389,872999079.836364,1.851249,26165386804.101562,0.170744,0.155858,35495067500.0,5088077.45,,"[""CSRank"", ""Corr"", ""Delta"", ""Mul"", ""Std"", ""ZScore""]",0.170744,0.155858,43649953.991818,1,agnostic-freeform-a76a85f5d6b4,"CSRank(Mul(ZScore($vwap),Corr(Std($final_float_market_cap,3),Delta($volume,5),21)))",113,12388,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
