field,field_family,coverage_ratio,usable_rows,usable_dates,unique_values,lag_days,window,train_2025h2_days,train_2025h2_mean_ic,train_2025h2_median_ic,train_2025h2_ic_positive_rate,scan_stage,oos_2026_days,oos_2026_mean_ic,oos_2026_median_ic,oos_2026_ic_positive_rate,oos_2026_r3_on_days,oos_2026_r3_on_mean_ic,oos_2026_r3_on_median_ic,oos_2026_r3_on_ic_positive_rate,oos_2026_r3_off_days,oos_2026_r3_off_mean_ic,oos_2026_r3_off_median_ic,oos_2026_r3_off_ic_positive_rate,preferred_direction,decision,fast_score,train_2025h2_mean_spread,train_2025h2_median_turnover,train_2025h2_p90_turnover,train_2025h2_ls_ann,train_2025h2_ls_sortino,train_2025h2_ls_maxdd,train_2025h2_ls_top3_share,train_2025h2_ls_net10_ann,train_2025h2_ls_net10_sortino,train_2025h2_ls_net10_maxdd,oos_2026_mean_spread,oos_2026_median_turnover,oos_2026_p90_turnover,oos_2026_ls_ann,oos_2026_ls_sortino,oos_2026_ls_maxdd,oos_2026_ls_top3_share,oos_2026_ls_net10_ann,oos_2026_ls_net10_sortino,oos_2026_ls_net10_maxdd,oos_2026_r3_on_mean_spread,oos_2026_r3_on_median_turnover,oos_2026_r3_on_p90_turnover,oos_2026_r3_on_ls_ann,oos_2026_r3_on_ls_sortino,oos_2026_r3_on_ls_maxdd,oos_2026_r3_on_ls_top3_share,oos_2026_r3_on_ls_net10_ann,oos_2026_r3_on_ls_net10_sortino,oos_2026_r3_on_ls_net10_maxdd,oos_2026_r3_off_mean_spread,oos_2026_r3_off_median_turnover,oos_2026_r3_off_p90_turnover,oos_2026_r3_off_ls_ann,oos_2026_r3_off_ls_sortino,oos_2026_r3_off_ls_maxdd,oos_2026_r3_off_ls_top3_share,oos_2026_r3_off_ls_net10_ann,oos_2026_r3_off_ls_net10_sortino,oos_2026_r3_off_ls_net10_maxdd
ctx_rzrq_rzche3d,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026,100,-0.02345,-0.014284,0.45,deep_top_bottom,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.03038495,0.002428,0.15493,0.197183,0.84244,2.688395,-0.2093864,0.140273,0.76908,2.507956,-0.21346737,0.000305,0.12987,0.156285,0.079801,0.392132,-0.09303232,0.246208,0.043123,0.215777,-0.09771134,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_on,100,-0.02345,-0.014284,0.45,deep_top_bottom,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.03038495,0.002428,0.15493,0.197183,0.84244,2.688395,-0.2093864,0.140273,0.76908,2.507956,-0.21346737,0.000305,0.12987,0.156285,0.079801,0.392132,-0.09303232,0.246208,0.043123,0.215777,-0.09771134,0.002613,0.134615,0.160256,0.930382,4.185863,-0.06238118,0.526567,0.857425,3.955022,-0.06314623,,,,,,,,,,
ctx_rzrq_rzche3d,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_off,100,-0.02345,-0.014284,0.45,deep_top_bottom,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.03038495,0.002428,0.15493,0.197183,0.84244,2.688395,-0.2093864,0.140273,0.76908,2.507956,-0.21346737,0.000305,0.12987,0.156285,0.079801,0.392132,-0.09303232,0.246208,0.043123,0.215777,-0.09771134,0.002613,0.134615,0.160256,0.930382,4.185863,-0.06238118,0.526567,0.857425,3.955022,-0.06314623,-0.000938,0.12987,0.155844,-0.210688,-1.122837,-0.08526769,0.322926,-0.235861,-1.276706,-0.08883557
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,train_2025h2,100,-0.02345,-0.014284,0.45,deep_top_bottom,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.03038495,0.002428,0.15493,0.197183,0.84244,2.688395,-0.2093864,0.140273,0.76908,2.507956,-0.21346737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026,100,-0.02345,-0.014284,0.45,deep_top_bottom,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.03038495,0.002428,0.15493,0.197183,0.84244,2.688395,-0.2093864,0.140273,0.76908,2.507956,-0.21346737,0.000305,0.12987,0.156285,0.079801,0.392132,-0.09303232,0.246208,0.043123,0.215777,-0.09771134,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_on,100,-0.02345,-0.014284,0.45,deep_top_bottom,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.03038495,0.002428,0.15493,0.197183,0.84244,2.688395,-0.2093864,0.140273,0.76908,2.507956,-0.21346737,0.000305,0.12987,0.156285,0.079801,0.392132,-0.09303232,0.246208,0.043123,0.215777,-0.09771134,0.002613,0.134615,0.160256,0.930382,4.185863,-0.06238118,0.526567,0.857425,3.955022,-0.06314623,,,,,,,,,,
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_off,100,-0.02345,-0.014284,0.45,deep_top_bottom,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.03038495,0.002428,0.15493,0.197183,0.84244,2.688395,-0.2093864,0.140273,0.76908,2.507956,-0.21346737,0.000305,0.12987,0.156285,0.079801,0.392132,-0.09303232,0.246208,0.043123,0.215777,-0.09771134,0.002613,0.134615,0.160256,0.930382,4.185863,-0.06238118,0.526567,0.857425,3.955022,-0.06314623,-0.000938,0.12987,0.155844,-0.210688,-1.122837,-0.08526769,0.322926,-0.235861,-1.276706,-0.08883557
rete,other_numeric,0.916731,822512,150,452884,1,train_2025h2,89,-0.041791,-0.037579,0.359551,deep_top_bottom,61,-0.024919,-0.032736,0.377049,22,-0.034316,-0.039496,0.272727,39,-0.019618,-0.01308,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0297514,-0.001104,0.357798,0.412844,-0.243047,-1.693524,-0.21984781,0.177777,-0.307628,-2.156907,-0.23651378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rete,other_numeric,0.916731,822512,150,452884,1,oos_2026,89,-0.041791,-0.037579,0.359551,deep_top_bottom,61,-0.024919,-0.032736,0.377049,22,-0.034316,-0.039496,0.272727,39,-0.019618,-0.01308,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0297514,-0.001104,0.357798,0.412844,-0.243047,-1.693524,-0.21984781,0.177777,-0.307628,-2.156907,-0.23651378,-0.002993,0.35,0.409091,-0.53015,-3.173101,-0.22099881,0.307945,-0.569865,-3.5449,-0.23645079,,,,,,,,,,,,,,,,,,,,
rete,other_numeric,0.916731,822512,150,452884,1,oos_2026_r3_on,89,-0.041791,-0.037579,0.359551,deep_top_bottom,61,-0.024919,-0.032736,0.377049,22,-0.034316,-0.039496,0.272727,39,-0.019618,-0.01308,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0297514,-0.001104,0.357798,0.412844,-0.243047,-1.693524,-0.21984781,0.177777,-0.307628,-2.156907,-0.23651378,-0.002993,0.35,0.409091,-0.53015,-3.173101,-0.22099881,0.307945,-0.569865,-3.5449,-0.23645079,-0.003449,0.361364,0.434091,-0.581371,-5.542207,-0.08709681,0.612062,-0.618245,-6.14143,-0.09373211,,,,,,,,,,
rete,other_numeric,0.916731,822512,150,452884,1,oos_2026_r3_off,89,-0.041791,-0.037579,0.359551,deep_top_bottom,61,-0.024919,-0.032736,0.377049,22,-0.034316,-0.039496,0.272727,39,-0.019618,-0.01308,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0297514,-0.001104,0.357798,0.412844,-0.243047,-1.693524,-0.21984781,0.177777,-0.307628,-2.156907,-0.23651378,-0.002993,0.35,0.409091,-0.53015,-3.173101,-0.22099881,0.307945,-0.569865,-3.5449,-0.23645079,-0.003449,0.361364,0.434091,-0.581371,-5.542207,-0.08709681,0.612062,-0.618245,-6.14143,-0.09373211,-0.002735,0.33945,0.387273,-0.498549,-2.493471,-0.20055654,0.4284,-0.539928,-2.80368,-0.20762618
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,train_2025h2,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,0.000438,0.089744,0.116883,0.116707,0.533257,-0.07594743,0.231206,0.08984,0.415797,-0.07849661,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_on,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,0.000438,0.089744,0.116883,0.116707,0.533257,-0.07594743,0.231206,0.08984,0.415797,-0.07849661,0.002597,0.089744,0.115385,0.92229,4.112767,-0.05986199,0.50145,0.86847,3.944919,-0.06034996,,,,,,,,,,
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_off,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,0.000438,0.089744,0.116883,0.116707,0.533257,-0.07594743,0.231206,0.08984,0.415797,-0.07849661,0.002597,0.089744,0.115385,0.92229,4.112767,-0.05986199,0.50145,0.86847,3.944919,-0.06034996,-0.000724,0.084416,0.116883,-0.166864,-0.810587,-0.07594743,0.334559,-0.185129,-0.909028,-0.07849661
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,train_2025h2,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,0.000438,0.089744,0.116883,0.116707,0.533257,-0.07594743,0.231206,0.08984,0.415797,-0.07849661,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_on,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,0.000438,0.089744,0.116883,0.116707,0.533257,-0.07594743,0.231206,0.08984,0.415797,-0.07849661,0.002597,0.089744,0.115385,0.92229,4.112767,-0.05986199,0.50145,0.86847,3.944919,-0.06034996,,,,,,,,,,
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_off,100,-0.022123,-0.010743,0.47,deep_top_bottom,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02939815,0.002235,0.105634,0.133803,0.755001,2.464617,-0.22232108,0.138842,0.707156,2.342043,-0.22496897,0.000438,0.089744,0.116883,0.116707,0.533257,-0.07594743,0.231206,0.08984,0.415797,-0.07849661,0.002597,0.089744,0.115385,0.92229,4.112767,-0.05986199,0.50145,0.86847,3.944919,-0.06034996,-0.000724,0.084416,0.116883,-0.166864,-0.810587,-0.07594743,0.334559,-0.185129,-0.909028,-0.07849661
retf,other_numeric,0.852808,765159,140,465322,1,train_2025h2,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retf,other_numeric,0.852808,765159,140,465322,1,oos_2026,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,-0.00189,0.266055,0.3,-0.379245,-2.759712,-0.18793265,0.282325,-0.419296,-3.052451,-0.20016004,,,,,,,,,,,,,,,,,,,,
retf,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_on,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,-0.00189,0.266055,0.3,-0.379245,-2.759712,-0.18793265,0.282325,-0.419296,-3.052451,-0.20016004,-0.004476,0.276251,0.3,-0.677119,-9.831219,-0.12349347,0.697407,-0.698645,-10.052579,-0.12833432,,,,,,,,,,
retf,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_off,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,-0.00189,0.266055,0.3,-0.379245,-2.759712,-0.18793265,0.282325,-0.419296,-3.052451,-0.20016004,-0.004476,0.276251,0.3,-0.677119,-9.831219,-0.12349347,0.697407,-0.698645,-10.052579,-0.12833432,-0.000432,0.261468,0.295771,-0.103125,-0.583531,-0.14790065,0.341086,-0.159907,-0.889415,-0.15186192
amtm,other_numeric,0.852808,765159,140,465322,1,train_2025h2,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amtm,other_numeric,0.852808,765159,140,465322,1,oos_2026,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,-0.00189,0.266055,0.3,-0.379245,-2.759712,-0.18793265,0.282325,-0.419296,-3.052451,-0.20016004,,,,,,,,,,,,,,,,,,,,
amtm,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_on,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,-0.00189,0.266055,0.3,-0.379245,-2.759712,-0.18793265,0.282325,-0.419296,-3.052451,-0.20016004,-0.004476,0.276251,0.3,-0.677119,-9.831219,-0.12349347,0.697407,-0.698645,-10.052579,-0.12833432,,,,,,,,,,
amtm,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_off,79,-0.035997,-0.038264,0.367089,deep_top_bottom,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02798205,-0.001267,0.275229,0.316514,-0.273562,-2.118809,-0.1645737,0.181615,-0.321349,-2.57233,-0.17619811,-0.00189,0.266055,0.3,-0.379245,-2.759712,-0.18793265,0.282325,-0.419296,-3.052451,-0.20016004,-0.004476,0.276251,0.3,-0.677119,-9.831219,-0.12349347,0.697407,-0.698645,-10.052579,-0.12833432,-0.000432,0.261468,0.295771,-0.103125,-0.583531,-0.14790065,0.341086,-0.159907,-0.889415,-0.15186192
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,train_2025h2,100,-0.019561,-0.016927,0.46,deep_top_bottom,60,-0.030088,-0.021387,0.416667,21,-0.035347,-0.059708,0.428571,39,-0.027257,-0.020642,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02782045,0.001581,0.056338,0.084507,0.488932,1.82268,-0.22847937,0.150835,0.463841,1.74323,-0.22993054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,oos_2026,100,-0.019561,-0.016927,0.46,deep_top_bottom,60,-0.030088,-0.021387,0.416667,21,-0.035347,-0.059708,0.428571,39,-0.027257,-0.020642,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02782045,0.001581,0.056338,0.084507,0.488932,1.82268,-0.22847937,0.150835,0.463841,1.74323,-0.22993054,8.4e-05,0.057692,0.076923,0.021389,0.110519,-0.09965224,0.223677,0.004837,0.025209,-0.10066285,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,oos_2026_r3_on,100,-0.019561,-0.016927,0.46,deep_top_bottom,60,-0.030088,-0.021387,0.416667,21,-0.035347,-0.059708,0.428571,39,-0.027257,-0.020642,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02782045,0.001581,0.056338,0.084507,0.488932,1.82268,-0.22847937,0.150835,0.463841,1.74323,-0.22993054,8.4e-05,0.057692,0.076923,0.021389,0.110519,-0.09965224,0.223677,0.004837,0.025209,-0.10066285,0.002515,0.057692,0.070513,0.883374,3.855112,-0.0592222,0.493623,0.84574,3.736908,-0.05957523,,,,,,,,,,
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,oos_2026_r3_off,100,-0.019561,-0.016927,0.46,deep_top_bottom,60,-0.030088,-0.021387,0.416667,21,-0.035347,-0.059708,0.428571,39,-0.027257,-0.020642,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.02782045,0.001581,0.056338,0.084507,0.488932,1.82268,-0.22847937,0.150835,0.463841,1.74323,-0.22993054,8.4e-05,0.057692,0.076923,0.021389,0.110519,-0.09965224,0.223677,0.004837,0.025209,-0.10066285,0.002515,0.057692,0.070513,0.883374,3.855112,-0.0592222,0.493623,0.84574,3.736908,-0.05957523,-0.001225,0.051948,0.077123,-0.265774,-1.534504,-0.09965224,0.3282,-0.276169,-1.605916,-0.10066285
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,train_2025h2,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,-3.6e-05,0.051282,0.071978,-0.008957,-0.044935,-0.10078711,0.226198,-0.023829,-0.120525,-0.10170108,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_on,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,-3.6e-05,0.051282,0.071978,-0.008957,-0.044935,-0.10078711,0.226198,-0.023829,-0.120525,-0.10170108,0.002201,0.051282,0.076923,0.740283,3.424042,-0.05522831,0.502599,0.707191,3.309508,-0.0555284,,,,,,,,,,
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_off,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,-3.6e-05,0.051282,0.071978,-0.008957,-0.044935,-0.10078711,0.226198,-0.023829,-0.120525,-0.10170108,0.002201,0.051282,0.076923,0.740283,3.424042,-0.05522831,0.502599,0.707191,3.309508,-0.0555284,-0.00124,0.051282,0.071429,-0.268529,-1.442303,-0.10078711,0.344044,-0.277917,-1.502492,-0.10170108
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,train_2025h2,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,-3.6e-05,0.051282,0.071978,-0.008957,-0.044935,-0.10078711,0.226198,-0.023829,-0.120525,-0.10170108,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_on,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,-3.6e-05,0.051282,0.071978,-0.008957,-0.044935,-0.10078711,0.226198,-0.023829,-0.120525,-0.10170108,0.002201,0.051282,0.076923,0.740283,3.424042,-0.05522831,0.502599,0.707191,3.309508,-0.0555284,,,,,,,,,,
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_off,100,-0.018042,-0.013847,0.46,deep_top_bottom,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.0268071,0.001842,0.06338,0.084507,0.590036,2.071764,-0.20173394,0.146766,0.562805,1.993052,-0.20326486,-3.6e-05,0.051282,0.071978,-0.008957,-0.044935,-0.10078711,0.226198,-0.023829,-0.120525,-0.10170108,0.002201,0.051282,0.076923,0.740283,3.424042,-0.05522831,0.502599,0.707191,3.309508,-0.0555284,-0.00124,0.051282,0.071429,-0.268529,-1.442303,-0.10078711,0.344044,-0.277917,-1.502492,-0.10170108
