expression_hash,candidate_id,phase3bk_rank,factor_lane,fields,expression,horizon_min,shard_count,ic_mean,ic_abs_mean,ic_hit_rate,spread_mean,spread_abs_mean,spread_hit_rate,wrong_lag_prev_ic_mean,wrong_lag_future_ic_mean,mean_one_way_turnover,signal_unique_min,signal_nonnull_sum,eval_rows_sum,expected_direction,primary_horizon_min,aligned_ic_mean,aligned_spread_mean,blocker_flags,phase3bl_decision,source_generator,source_lane,policy_score,note,open_direction,abs_aligned_ic_mean,positive_horizon_count,phase3bp_blocker_flags,phase3bp_decision
eac8039dd584de14582c9d95,phase3bp_00052,,rx_interaction::rx_range_location::rx_opening_amount::spread,close|high|low|m1_first30_vol|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2205327809,0.2247909748,0.02205882353,-0.0006552947507,0.0008405382775,0.03676470588,-0.00596761496,0.5604125948,0.7891639417,1924,45322,51736,1,0,-0.2205327809,-0.0006552947507,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09773416,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x m1_first30_vol spread,short_top,0.2205327809,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
b4534e0bb90bc0a942afca65,phase3bp_00071,,rx_interaction::rx_range_location::rx_opening_amount::spread,close|high|low|m1_first5_vol|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2192557261,0.2224666585,0.02027027027,-0.000715064059,0.0008257704851,0.02702702703,-0.00727667666,0.5669829987,0.7906418451,1924,49181,51736,1,0,-0.2192557261,-0.000715064059,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.08828886,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x m1_first5_vol spread,short_top,0.2192557261,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
8563d3c7e146fa9af386e693,phase3bp_00127,,cem_interaction::rx_range_location::rx_opening_amount::spread,close|high|low|m1_first15_vol|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2184429213,0.2220781657,0.02027027027,-0.0006927228243,0.0008416562164,0.02702702703,-0.007528478376,0.5665853008,0.791568991,1924,49181,51736,1,0,-0.2184429213,-0.0006927228243,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.08692485,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_30 x m1_first15_vol spread,short_top,0.2184429213,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
c70970f75bba91b06e076457,phase3bp_00003,,rx_range_location::rank,close|high|low,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))))",1,4,-0.2178656872,0.2253619599,0.05263157895,-0.0006577671571,0.0009078227942,0.05921052632,-0.009184767604,0.5684782155,0.7835046688,2167,50464,51736,1,0,-0.2178656872,-0.0006577671571,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.22042639,hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_30,short_top,0.2178656872,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
99d1e7f5a79f49f3a2661218,phase3bp_00002,,rx_range_location::inverted,close|high|low,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30)))))",1,4,0.2178656872,0.2253619599,0.9473684211,0.0006490895633,0.000909129035,0.9407894737,0.009184767604,-0.5684782155,0.7822972076,2167,50464,51736,1,0,0.2178656872,0.0006490895633,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.22123996,hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_30,long_top,0.2178656872,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
8bb84c94da7e4647c7e659f2,phase3bp_00141,,cem_interaction::rx_range_location::rx_opening_amount::spread,close|high|low|m1_first30_vol|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2175969885,0.22141326,0.02205882353,-0.0006767572811,0.0007914677009,0.04411764706,-0.004255925095,0.5644209603,0.7869372939,1924,45322,51736,1,0,-0.2175969885,-0.0006767572811,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.08386336,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_20 x m1_first30_vol spread,short_top,0.2175969885,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
70059e34f028e13c03845e5a,phase3bp_00079,,cem_atom::rx_range_location::rank,close|high|low,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))))",1,4,-0.215048724,0.2214117079,0.05263157895,-0.0006578693281,0.0008733714433,0.05921052632,-0.007126642807,0.5726411576,0.7819060362,2269,50464,51736,1,0,-0.215048724,-0.0006578693281,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.20655559,hybrid arm from phase3bp_true1min_cem_elite: cem seed atom bar_loc_shift_20,short_top,0.215048724,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
c8af19143070433e5893b16e,phase3bp_00045,,rx_interaction::rx_range_location::rx_opening_amount::product,close|high|low|m1_first30_vol|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,0.2140891183,0.215232452,0.9779411765,0.0007279829376,0.000744510806,0.9779411765,0.008894320337,-0.5548837312,0.7807579969,1924,45322,51736,1,0,0.2140891183,0.0007279829376,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.10004375,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x m1_first30_vol product,long_top,0.2140891183,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
8cfdf831882907b7b7d18131,phase3bp_00143,,cem_interaction::rx_range_location::rx_opening_amount::spread,close|high|low|m1_first30_vol|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2140322904,0.2180925907,0.02205882353,-0.0006354953767,0.0007995972754,0.04411764706,-0.006075537335,0.5685895741,0.7893117511,1924,45322,51736,1,0,-0.2140322904,-0.0006354953767,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.08347406,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_15 x m1_first30_vol spread,short_top,0.2140322904,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
79f1112e7eb77e8a8c7c6172,phase3bp_00080,,cem_atom::rx_range_location::rank,close|high|low,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))))",1,4,-0.2129089761,0.2185053915,0.03947368421,-0.0006436159955,0.000881874504,0.05263157895,-0.008287088809,0.5767535761,0.7878541605,2343,50464,51736,1,0,-0.2129089761,-0.0006436159955,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.20616629,hybrid arm from phase3bp_true1min_cem_elite: cem seed atom bar_loc_shift_15,short_top,0.2129089761,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
