candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,cem_prior_score
phase3bt_00001,cc7c85f741adf020dd1b66a2,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,20),2)),ZScore(Std($ret_1m,2))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_delta_product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",20,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Std,CSRank:1|Delta:2|Mul:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,20,maxwin_le_30,11,complexity_le_14,phase3bp:cc7c85f741adf020dd1b66a2,0.23916868,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem round 2 elite resample intraday_delta_20 x ret_vol_2,0.24738968
phase3bt_00002,bdb823d9593b8bcaa5eb3f73,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std($ret_1m,20)))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_inverted_product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Neg:1|Std:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:bdb823d9593b8bcaa5eb3f73,0.24020125,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem round 3 elite resample intraday_delta_30 x ret_vol_20,0.24264425
phase3bt_00003,b92ef510ca131f5fab218466,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Std($ret_1m,30)))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_inverted_product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Neg:1|Std:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:b92ef510ca131f5fab218466,0.24020125,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem round 1 elite resample intraday_delta_20 x ret_vol_30,0.24238225
phase3bt_00004,aa43098dca3f2d37af4c99e0,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,30))),ZScore(Std($ret_1m,20))))",cem_interaction::rx_intraday_return::rx_volatility_state::signed_state,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(Sign(ZScore(Delta($F,N))),ZScore(Std($F,N))))",CSRank>Mul>Sign>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Sign:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:aa43098dca3f2d37af4c99e0,0.23980124,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem seed interaction intraday_delta_30 x ret_vol_20 signed_state,0.24208224
phase3bt_00005,efc6f5ba2f7feb2b3f4c69fc,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,20))),ZScore(Std($ret_1m,30))))",cem_interaction::rx_intraday_return::rx_volatility_state::signed_state,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(Sign(ZScore(Delta($F,N))),ZScore(Std($F,N))))",CSRank>Mul>Sign>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Sign:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:efc6f5ba2f7feb2b3f4c69fc,0.23980124,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem seed interaction intraday_delta_20 x ret_vol_30 signed_state,0.24183824
phase3bt_00006,52ce498e751386c5e03cc60e,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Delta($volume,30)))))",cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Delta($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Mul:1|Neg:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:52ce498e751386c5e03cc60e,0.16610396,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem round 3 elite resample intraday_delta_20 x volume_delta_30,0.17486496
phase3bt_00007,a87a8f137bdf2eb3b482e3f4,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,3),2)),ZScore(Delta($volume,20))))",cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_delta_product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",20,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Delta($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Delta,CSRank:1|Delta:3|Mul:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:a87a8f137bdf2eb3b482e3f4,0.16538812,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem round 1 elite resample intraday_delta_3 x volume_delta_20,0.17381112
phase3bt_00008,8812a4bb0e7cfe4e78bd386f,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Delta($volume,20))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",20,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Delta($F,N))))",CSRank>Mul>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Mul:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,20,maxwin_le_30,9,complexity_le_10,phase3bp:8812a4bb0e7cfe4e78bd386f,0.16491217,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem seed interaction intraday_delta_20 x volume_delta_20 product,0.17358017
phase3bt_00009,2f17242704862ffbb7778619,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,5),2)),ZScore(Delta($amount,20))))",cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_delta_product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",20,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Delta($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Delta,CSRank:1|Delta:3|Mul:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:2f17242704862ffbb7778619,0.16533813,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem round 2 elite resample intraday_delta_5 x amount_delta_20,0.17345413
phase3bt_00010,d5abd17d84e66aa65295b324,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,15),2)),ZScore(Delta($amount,20))))",cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_delta_product,phase3bt_ast_cem_dominant_ucb,phase3bt_ast_cem_dominant_ucb,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",20,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Delta($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Delta,CSRank:1|Delta:3|Mul:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:d5abd17d84e66aa65295b324,0.16530051,1,read_only_research_candidate,phase3bt_ast_cem_dominant_ucb: cem round 1 elite resample intraday_delta_15 x amount_delta_20,0.17345351
