candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,source_family,source_id,parent_expression_hash,parent_expression,field_list,note,fresh_search_intent,x0_r3_role
phase3ay_x0_minute_transfer_00135,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:caf91cbd813b24c2d7949c21,caf91cbd813b24c2d7949c21,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount_yuan,$final_float_market_cap,$high",old family residualized against AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00136,"CSRank(Add(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:9fd345b0630337f195cd0857,9fd345b0630337f195cd0857,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount_yuan,$final_float_market_cap,$high",old family plus AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00137,"CSRank(Mul(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:9f379c63da0e11453e9cdee2,9f379c63da0e11453e9cdee2,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount_yuan,$final_float_market_cap,$high",old family interaction with AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00138,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:e8af50db368eb74233d41480,e8af50db368eb74233d41480,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount_yuan,$final_float_market_cap,$high",old family residualized against AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00139,"CSRank(Add(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:4ba1b2eda432eab00fcce137,4ba1b2eda432eab00fcce137,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount_yuan,$final_float_market_cap,$high",old family plus AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00140,"CSRank(Mul(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:5e49aa7a54484e05ab7429f0,5e49aa7a54484e05ab7429f0,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount_yuan,$final_float_market_cap,$high",old family interaction with AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00141,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:d6a6214fef08e001c951411e,d6a6214fef08e001c951411e,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount_yuan,$final_float_market_cap,$high",old family residualized against AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00142,"CSRank(Add(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:b36c136f15431f0f1e43335f,b36c136f15431f0f1e43335f,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount,$float_share,$high",old family plus AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00143,"CSRank(Mul(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:4df5bdab7d14ff490a750a5d,4df5bdab7d14ff490a750a5d,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount,$float_share,$high",old family interaction with AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00144,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($high,6),Mean($high,3)))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:e73c93a2f04f49fc85bbd345,e73c93a2f04f49fc85bbd345,phase3k_149_representative,registry_004,52ff387454a8f49c9967976e,"CSRank(Sub(Mean($high,6),Mean($high,3)))","$amount,$float_share,$high",old family residualized against AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00145,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))",ay_old_family_minute_base,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:eaab803644a87675c879b118,eaab803644a87675c879b118,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$close,$final_float_market_cap",original expression on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00146,"Neg(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8)))))",ay_old_family_minute_neg,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:28cd18f3e71b3572ffef94b2,28cd18f3e71b3572ffef94b2,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$close,$final_float_market_cap",direction check on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00147,"CSRank(Add(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:053bfdf40d8476850283155b,053bfdf40d8476850283155b,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00148,"CSRank(Mul(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:229ef76ad7743e9cbccfdf57,229ef76ad7743e9cbccfdf57,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00149,"CSRank(CSResidual(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:9dfb10b0d980b4e5f32023a2,9dfb10b0d980b4e5f32023a2,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00150,"CSRank(Add(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:cef6d4d02f7df6d48008c830,cef6d4d02f7df6d48008c830,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00151,"CSRank(Mul(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:0fd098351305dc23f536012a,0fd098351305dc23f536012a,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00152,"CSRank(CSResidual(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:7878f12e741734f8ae52df16,7878f12e741734f8ae52df16,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00153,"CSRank(Add(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:f447c39fe572a05cbec82d69,f447c39fe572a05cbec82d69,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00154,"CSRank(Mul(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:20a2852578a9642265b5422f,20a2852578a9642265b5422f,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00155,"CSRank(CSResidual(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:2f6c0956eb013bc62b343da3,2f6c0956eb013bc62b343da3,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00156,"CSRank(Add(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:27e9bd5626584345789a609b,27e9bd5626584345789a609b,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount,$close,$final_float_market_cap,$float_share",old family plus AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00157,"CSRank(Mul(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:30b4f83fb0868ea759622b2d,30b4f83fb0868ea759622b2d,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount,$close,$final_float_market_cap,$float_share",old family interaction with AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00158,"CSRank(CSResidual(ZScore(CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:e10c05ac358d382b6984f0a5,e10c05ac358d382b6984f0a5,phase3k_149_representative,registry_005,eaab803644a87675c879b118,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","$amount,$close,$final_float_market_cap,$float_share",old family residualized against AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00159,"CSRank(Sub(Mean($close,8),Mean($close,5)))",ay_old_family_minute_base,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:2b30dbec716f5eb25739f866,2b30dbec716f5eb25739f866,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))",$close,original expression on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00160,"Neg(CSRank(Sub(Mean($close,8),Mean($close,5))))",ay_old_family_minute_neg,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:31db6f743d5a57bd6c98b37a,31db6f743d5a57bd6c98b37a,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))",$close,direction check on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00161,"CSRank(Add(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:99eb33eef3e927fb30f9ec57,99eb33eef3e927fb30f9ec57,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00162,"CSRank(Mul(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:36eba46d2627b9fc9cb7baea,36eba46d2627b9fc9cb7baea,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00163,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:e01e915ca37ae25d529e50e6,e01e915ca37ae25d529e50e6,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00164,"CSRank(Add(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:14f6e98c54f81b84cb3b9f90,14f6e98c54f81b84cb3b9f90,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00165,"CSRank(Mul(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:00b63aa849ad8555a8dd14d2,00b63aa849ad8555a8dd14d2,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00166,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:d7af023a0b6bb768be6d66f2,d7af023a0b6bb768be6d66f2,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00167,"CSRank(Add(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:d8a0001f1b7da961f1d51ca6,d8a0001f1b7da961f1d51ca6,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00168,"CSRank(Mul(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:54b645e8142d5be671320fda,54b645e8142d5be671320fda,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00169,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:52d2b85d9bf6b9484cb90d0b,52d2b85d9bf6b9484cb90d0b,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00170,"CSRank(Add(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:0586ca10fa37a0aa7734ae65,0586ca10fa37a0aa7734ae65,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount,$close,$float_share",old family plus AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00171,"CSRank(Mul(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:b0e79b72f26532c01d97556b,b0e79b72f26532c01d97556b,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount,$close,$float_share",old family interaction with AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00172,"CSRank(CSResidual(ZScore(CSRank(Sub(Mean($close,8),Mean($close,5)))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:3019c018dccbc4de6f2f8aa1,3019c018dccbc4de6f2f8aa1,phase3k_149_representative,registry_006,2b30dbec716f5eb25739f866,"CSRank(Sub(Mean($close,8),Mean($close,5)))","$amount,$close,$float_share",old family residualized against AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00173,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",ay_old_family_minute_base,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:869dadbfe44f5b0324867cf9,869dadbfe44f5b0324867cf9,phase3k_149_representative,registry_007,869dadbfe44f5b0324867cf9,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",$amount,original expression on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00174,"Neg(CSRank(Sub(Mean($amount,6),Mean($amount,3))))",ay_old_family_minute_neg,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:536b43a17c3d479cd8ddc31f,536b43a17c3d479cd8ddc31f,phase3k_149_representative,registry_007,869dadbfe44f5b0324867cf9,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",$amount,direction check on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00175,"CSRank(Sub(Mean($amount_yuan,6),Mean($amount_yuan,3)))",ay_old_family_amount_yuan_alias,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:e63848869efc2b822c3e8b47,e63848869efc2b822c3e8b47,phase3k_149_representative,registry_007,869dadbfe44f5b0324867cf9,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",$amount_yuan,amount field replaced by amount_yuan where available,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00176,"CSRank(Add(ZScore(CSRank(Sub(Mean($amount,6),Mean($amount,3)))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:6a718671c04bd793795d6250,6a718671c04bd793795d6250,phase3k_149_representative,registry_007,869dadbfe44f5b0324867cf9,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))","$amount,$amount_yuan,$final_float_market_cap",old family plus AW capacity signal capflow15,False,read_only_transfer_diagnostic
