candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note
phase3bt_00142,937d814dfc67ca4d8ecd5a46,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_amount::rx_range_location::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|high|low|m1_first30_amount|open,"['amount', 'high', 'low', 'm1_first30_amount', 'open']",0,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Std>Div>Sub,Abs:2|Add:2|CSRank:1|Div:2|Mul:1|Std:1|Sub:1|ZScore:2,CSRank,7,depth_le_8,12,opcount_le_12,5,fieldcount_le_6,1,wincount_le_1,30,maxwin_le_30,18,complexity_le_18,phase3bp:937d814dfc67ca4d8ecd5a46,0.23661764,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first30_amount x range_vol_30 product
phase3bt_00143,dfa3806f4636fc344764c71b,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Delta($volume,30))))",rx_interaction::rx_opening_amount::rx_flow_amount_volume::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first15_amount|volume,"['amount', 'm1_first15_amount', 'volume']",30,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Div>Add>Abs>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,12,complexity_le_14,phase3bp:dfa3806f4636fc344764c71b,0.23642776,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first15_amount x volume_delta_30 spread
phase3bt_00144,3d0bc3d9ac3987e70c31c058,"CSRank(Sub(ZScore(Div($m1_first15_range,Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_range::rx_range_location::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,high|low|m1_first15_range|open,"['high', 'low', 'm1_first15_range', 'open']",0,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Sub>ZScore>Div>Add>Abs>ZScore>Std>Div>Sub,Abs:2|Add:2|CSRank:1|Div:2|Std:1|Sub:2|ZScore:2,CSRank,7,depth_le_8,12,opcount_le_12,4,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,17,complexity_le_18,phase3bp:3d0bc3d9ac3987e70c31c058,0.23626858,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first15_range x range_vol_30 spread
phase3bt_00145,52d8d0c2c0b7562bd212dc62,"CSRank(Sub(ZScore(Div($m1_first5_range,Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_range::rx_range_location::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,high|low|m1_first5_range|open,"['high', 'low', 'm1_first5_range', 'open']",0,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Sub>ZScore>Div>Add>Abs>ZScore>Std>Div>Sub,Abs:2|Add:2|CSRank:1|Div:2|Std:1|Sub:2|ZScore:2,CSRank,7,depth_le_8,12,opcount_le_12,4,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,17,complexity_le_18,phase3bp:52d8d0c2c0b7562bd212dc62,0.23623383,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_range x range_vol_30 spread
phase3bt_00146,2ea44c35bf29065bb55ff03e,"CSRank(Mul(ZScore(Delta($ret_1m,30)),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,m1_first15_vol|ret_1m|volume,"['m1_first15_vol', 'ret_1m', 'volume']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Div($F,Add(Abs($F),N)))))",CSRank>Mul>ZScore>Delta>ZScore>Div>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,12,complexity_le_14,phase3bp:2ea44c35bf29065bb55ff03e,0.2361502,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction ret_delta_30 x m1_first15_vol product
phase3bt_00147,ba1b09de766d2f843d7ecf87,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Delta($amount,10))))",rx_interaction::rx_opening_amount::rx_flow_amount_volume::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first30_amount,"['amount', 'm1_first30_amount']",10,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Delta($F,N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,2,fieldcount_le_2,1,wincount_le_1,10,maxwin_le_15,11,complexity_le_14,phase3bp:ba1b09de766d2f843d7ecf87,0.23611221,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first30_amount x amount_delta_10 product
phase3bt_00148,2528fb92f500d6dcff896029,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std($ret_1m,8))))",rx_interaction::rx_opening_amount::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first5_amount|ret_1m,"['amount', 'm1_first5_amount', 'ret_1m']",8,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Std,Abs:1|Add:1|CSRank:1|Div:1|Mul:1|Std:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,8,maxwin_le_15,12,complexity_le_14,phase3bp:2528fb92f500d6dcff896029,0.23542747,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_amount x ret_vol_8 product
phase3bt_00149,769e874957302bd68de63012,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Std($ret_1m,10))))",rx_interaction::rx_opening_amount::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first30_amount|ret_1m,"['amount', 'm1_first30_amount', 'ret_1m']",10,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Std,Abs:1|Add:1|CSRank:1|Div:1|Mul:1|Std:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,10,maxwin_le_15,12,complexity_le_14,phase3bp:769e874957302bd68de63012,0.2353199,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first30_amount x ret_vol_10 product
phase3bt_00150,5eb50966879521c2558f14cb,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_amount::rx_range_location::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|high|low|m1_first5_amount|open,"['amount', 'high', 'low', 'm1_first5_amount', 'open']",0,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Std>Div>Sub,Abs:2|Add:2|CSRank:1|Div:2|Mul:1|Std:1|Sub:1|ZScore:2,CSRank,7,depth_le_8,12,opcount_le_12,5,fieldcount_le_6,1,wincount_le_1,30,maxwin_le_30,18,complexity_le_18,phase3bp:5eb50966879521c2558f14cb,0.23488703,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_amount x range_vol_30 product
phase3bt_00151,1d75d1d66daa48fa7c47031a,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Delta($amount,8))))",rx_interaction::rx_opening_amount::rx_flow_amount_volume::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first5_amount,"['amount', 'm1_first5_amount']",8,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Delta($F,N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,2,fieldcount_le_2,1,wincount_le_1,8,maxwin_le_15,11,complexity_le_14,phase3bp:1d75d1d66daa48fa7c47031a,0.2347776,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_amount x amount_delta_8 product
phase3bt_00152,dfb73bbecd457fd1d7eceabd,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Delta($volume,30))))",rx_interaction::rx_opening_amount::rx_flow_amount_volume::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first30_amount|volume,"['amount', 'm1_first30_amount', 'volume']",30,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Div>Add>Abs>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,12,complexity_le_14,phase3bp:dfb73bbecd457fd1d7eceabd,0.23461959,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first30_amount x volume_delta_30 spread
phase3bt_00153,72c54f459a3049a3ce3878ba,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_amount::rx_range_location::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|high|low|m1_first15_amount|open,"['amount', 'high', 'low', 'm1_first15_amount', 'open']",0,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Sub>ZScore>Div>Add>Abs>ZScore>Std>Div>Sub,Abs:2|Add:2|CSRank:1|Div:2|Std:1|Sub:2|ZScore:2,CSRank,7,depth_le_8,12,opcount_le_12,5,fieldcount_le_6,1,wincount_le_1,30,maxwin_le_30,18,complexity_le_18,phase3bp:72c54f459a3049a3ce3878ba,0.23447723,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first15_amount x range_vol_30 spread
phase3bt_00154,3a17c59b0483a1b8b716e8f3,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_amount::rx_range_location::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|high|low|m1_first30_amount|open,"['amount', 'high', 'low', 'm1_first30_amount', 'open']",0,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Sub>ZScore>Div>Add>Abs>ZScore>Std>Div>Sub,Abs:2|Add:2|CSRank:1|Div:2|Std:1|Sub:2|ZScore:2,CSRank,7,depth_le_8,12,opcount_le_12,5,fieldcount_le_6,1,wincount_le_1,30,maxwin_le_30,18,complexity_le_18,phase3bp:3a17c59b0483a1b8b716e8f3,0.23339233,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first30_amount x range_vol_30 spread
phase3bt_00155,667778818538c90db0024154,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Div(Mean($amount,10),Add(Abs(Mean($amount,30)),0.000001)))))",rx_interaction::rx_opening_divergence::rx_flow_amount_volume::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first15_vwap_return_vs_open,"['amount', 'm1_first15_vwap_return_vs_open']",30,"CSRank(Mul(ZScore($F),ZScore(Div(Mean($F,N),Add(Abs(Mean($F,N)),N)))))",CSRank>Mul>ZScore>ZScore>Div>Mean>Add>Abs>Mean,Abs:1|Add:1|CSRank:1|Div:1|Mean:2|Mul:1|ZScore:2,CSRank,7,depth_le_8,9,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,13,complexity_le_14,phase3bp:667778818538c90db0024154,0.23304077,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first15_vwap_open x amount_curve_10_30 product
phase3bt_00156,df096a3b5eb22a94446d7ff2,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Div(Mean($amount,10),Add(Abs(Mean($amount,30)),0.000001)))))",rx_interaction::rx_opening_divergence::rx_flow_amount_volume::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first5_vwap_return_vs_open,"['amount', 'm1_first5_vwap_return_vs_open']",30,"CSRank(Mul(ZScore($F),ZScore(Div(Mean($F,N),Add(Abs(Mean($F,N)),N)))))",CSRank>Mul>ZScore>ZScore>Div>Mean>Add>Abs>Mean,Abs:1|Add:1|CSRank:1|Div:1|Mean:2|Mul:1|ZScore:2,CSRank,7,depth_le_8,9,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,13,complexity_le_14,phase3bp:df096a3b5eb22a94446d7ff2,0.23293409,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_vwap_open x amount_curve_10_30 product
phase3bt_00157,16231566071f530d22d151ee,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std($ret_1m,10))))",rx_interaction::rx_opening_amount::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first5_amount|ret_1m,"['amount', 'm1_first5_amount', 'ret_1m']",10,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Std,Abs:1|Add:1|CSRank:1|Div:1|Mul:1|Std:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,10,maxwin_le_15,12,complexity_le_14,phase3bp:16231566071f530d22d151ee,0.23243555,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_amount x ret_vol_10 product
phase3bt_00158,db9eca816cedbc682f3023da,"CSRank(Sub(ZScore(Delta($ret_1m,30)),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,m1_first5_vol|ret_1m|volume,"['m1_first5_vol', 'ret_1m', 'volume']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Div($F,Add(Abs($F),N)))))",CSRank>Sub>ZScore>Delta>ZScore>Div>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,12,complexity_le_14,phase3bp:db9eca816cedbc682f3023da,0.2322818,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction ret_delta_30 x m1_first5_vol spread
phase3bt_00159,8876ebd02a4491b10d026528,"CSRank(Sub(ZScore(Delta($ret_1m,30)),ZScore(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|ret_1m,"['amount', 'ret_1m']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,30,maxwin_le_30,9,complexity_le_10,phase3bp:8876ebd02a4491b10d026528,0.23218473,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction ret_delta_30 x amount_delta_30 spread
phase3bt_00160,72cd1d064ef908c18645ff7f,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Delta($amount,10))))",rx_interaction::rx_opening_amount::rx_flow_amount_volume::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,amount|m1_first5_amount,"['amount', 'm1_first5_amount']",10,"CSRank(Mul(ZScore(Div($F,Add(Abs($F),N))),ZScore(Delta($F,N))))",CSRank>Mul>ZScore>Div>Add>Abs>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,2,fieldcount_le_2,1,wincount_le_1,10,maxwin_le_15,11,complexity_le_14,phase3bp:72cd1d064ef908c18645ff7f,0.23178568,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_amount x amount_delta_10 product
