candidate_id,z46_lane,diagnostic_role,source_lane,source_generator,actor_motif,expression,expected_horizon,official_book_eligible,required_lag_days,required_audits,feature_adapter,event_fields,event_family,lag_rule,tradability_rule,leakage_flag,search_memory_key,contains_new_event_adapter_field,pool_priority_version,pool_priority_score,source_quota_group,source_credit_cap_basis,source_credit_policy
z46_challenger_001,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_standalone_reversal,"Neg(ZScore(Mean(Delay($limit_up_streak_ge_2,1),2)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_002,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_event_module_rank,"CSRank(Mean(Delay($limit_up_streak_ge_2,1),2))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_003,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_standalone_reversal,"Neg(ZScore(Mean(Delay($limit_up_streak_ge_2,1),3)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_004,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_event_module_rank,"CSRank(Mean(Delay($limit_up_streak_ge_2,1),3))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_005,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_standalone_reversal,"Neg(ZScore(Mean(Delay($limit_up_streak_ge_2,1),5)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_006,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_event_module_rank,"CSRank(Mean(Delay($limit_up_streak_ge_2,1),5))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_007,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_state_decay,"CSRank(Sub(Mean(Delay($limit_up_streak_ge_2,1),2),Mean(Delay($limit_up_streak_ge_2,1),8)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_008,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_state_decay,"CSRank(Sub(Mean(Delay($limit_up_streak_ge_2,1),2),Mean(Delay($limit_up_streak_ge_2,1),11)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_009,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_state_decay,"CSRank(Sub(Mean(Delay($limit_up_streak_ge_2,1),2),Mean(Delay($limit_up_streak_ge_2,1),14)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_2,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:f57402e4788ab1ea,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:limit_streak,event_adapter:f57402e4788ab1ea,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_010,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,limit_streak_standalone_reversal,"Neg(ZScore(Mean(Delay($limit_up_streak_ge_3,1),2)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_up_streak_ge_3,limit_streak,derived_event_field; see family source fields,buy_side_may_be_unfilled_on_limit_up; enforce entry limit mask,unsafe_same_day_for_after_open_without_field_lag,event_adapter:d2375c669e2b265f,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:limit_streak,event_adapter:d2375c669e2b265f,metadata_only_opt_in_no_locked_selector_behavior_change
