candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,note,fresh_search_intent,x0_r3_role
phase3az_light_broad_minute_00089,"CSRank(Sub(ZScore(Mean($volume,3)),ZScore(Mean($volume,10))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:44205553f26b53ecbdb6681a,44205553f26b53ecbdb6681a,volume flow acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00090,"Neg(CSRank(Sub(ZScore(Mean($volume,3)),ZScore(Mean($volume,10)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:2a377703002b97a68e249fa8,2a377703002b97a68e249fa8,volume flow exhaustion 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00091,"CSRank(Sub(ZScore(Mean($volume,5)),ZScore(Mean($volume,20))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:cc1a95c0d6ecfd5910d36e1c,cc1a95c0d6ecfd5910d36e1c,volume flow acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00092,"Neg(CSRank(Sub(ZScore(Mean($volume,5)),ZScore(Mean($volume,20)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:58605a2b583728e6df42ba81,58605a2b583728e6df42ba81,volume flow exhaustion 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00093,"CSRank(Sub(ZScore(Mean($volume,8)),ZScore(Mean($volume,30))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0418fb3662ac15b41d8d0ad3,0418fb3662ac15b41d8d0ad3,volume flow acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00094,"Neg(CSRank(Sub(ZScore(Mean($volume,8)),ZScore(Mean($volume,30)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:64cfc914d8ea735bbdc8a75b,64cfc914d8ea735bbdc8a75b,volume flow exhaustion 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00095,"CSRank(Sub(ZScore(Mean($volume,10)),ZScore(Mean($volume,45))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0e83a68323d1bc2225b4bb90,0e83a68323d1bc2225b4bb90,volume flow acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00096,"Neg(CSRank(Sub(ZScore(Mean($volume,10)),ZScore(Mean($volume,45)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0521971f9b9179608b992846,0521971f9b9179608b992846,volume flow exhaustion 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00097,"CSRank(Sub(ZScore(Mean($volume,15)),ZScore(Mean($volume,60))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ac64fe86904f9d7b085f0cf2,ac64fe86904f9d7b085f0cf2,volume flow acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00098,"Neg(CSRank(Sub(ZScore(Mean($volume,15)),ZScore(Mean($volume,60)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:a280b18040bc1ba57d3dd18b,a280b18040bc1ba57d3dd18b,volume flow exhaustion 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00099,"CSRank(Sub(ZScore(Mean($amount,1)),ZScore(Mean($amount,5))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5eba1418ea5b285e1ff90fce,5eba1418ea5b285e1ff90fce,amount flow acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00100,"Neg(CSRank(Sub(ZScore(Mean($amount,1)),ZScore(Mean($amount,5)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ca01a64278493da7e4c47d5c,ca01a64278493da7e4c47d5c,amount flow exhaustion 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00101,"CSRank(Sub(ZScore(Mean($amount,2)),ZScore(Mean($amount,8))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f176e320a6b13133e4d91556,f176e320a6b13133e4d91556,amount flow acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00102,"Neg(CSRank(Sub(ZScore(Mean($amount,2)),ZScore(Mean($amount,8)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:644b5818ddbcb50d009a0698,644b5818ddbcb50d009a0698,amount flow exhaustion 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00103,"CSRank(Sub(ZScore(Mean($amount,3)),ZScore(Mean($amount,10))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:698b3931a5ed4623363505bc,698b3931a5ed4623363505bc,amount flow acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00104,"Neg(CSRank(Sub(ZScore(Mean($amount,3)),ZScore(Mean($amount,10)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1e8063152257c60a8a7af7bc,1e8063152257c60a8a7af7bc,amount flow exhaustion 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00105,"CSRank(Sub(ZScore(Mean($amount,5)),ZScore(Mean($amount,20))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:bd225515ee855a46e08cf354,bd225515ee855a46e08cf354,amount flow acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00106,"Neg(CSRank(Sub(ZScore(Mean($amount,5)),ZScore(Mean($amount,20)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:a3ecd4a3c7eca8f1fc2ba775,a3ecd4a3c7eca8f1fc2ba775,amount flow exhaustion 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00107,"CSRank(Sub(ZScore(Mean($amount,8)),ZScore(Mean($amount,30))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:fe68b59c08a7cf1d8eab95e7,fe68b59c08a7cf1d8eab95e7,amount flow acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00108,"Neg(CSRank(Sub(ZScore(Mean($amount,8)),ZScore(Mean($amount,30)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:66d4de1269821629a4329238,66d4de1269821629a4329238,amount flow exhaustion 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00109,"CSRank(Sub(ZScore(Mean($amount,10)),ZScore(Mean($amount,45))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d1d1329414d4eed7baa106fc,d1d1329414d4eed7baa106fc,amount flow acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00110,"Neg(CSRank(Sub(ZScore(Mean($amount,10)),ZScore(Mean($amount,45)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:96b47bb531e24d084a60c6ea,96b47bb531e24d084a60c6ea,amount flow exhaustion 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00111,"CSRank(Sub(ZScore(Mean($amount,15)),ZScore(Mean($amount,60))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:411cd9c3853c79edbf18f099,411cd9c3853c79edbf18f099,amount flow acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00112,"Neg(CSRank(Sub(ZScore(Mean($amount,15)),ZScore(Mean($amount,60)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1da5ee9f7ab61aeefd09d3a2,1da5ee9f7ab61aeefd09d3a2,amount flow exhaustion 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00113,"CSRank(Sub(ZScore(Mean($amount_yuan,1)),ZScore(Mean($amount_yuan,5))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:8f03b1a9f4251b7dd47eb674,8f03b1a9f4251b7dd47eb674,amount_yuan flow acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00114,"Neg(CSRank(Sub(ZScore(Mean($amount_yuan,1)),ZScore(Mean($amount_yuan,5)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:41c49f7148210fc041061ed2,41c49f7148210fc041061ed2,amount_yuan flow exhaustion 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00115,"CSRank(Sub(ZScore(Mean($amount_yuan,2)),ZScore(Mean($amount_yuan,8))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7acc45af7359a80e4e506dc5,7acc45af7359a80e4e506dc5,amount_yuan flow acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00116,"Neg(CSRank(Sub(ZScore(Mean($amount_yuan,2)),ZScore(Mean($amount_yuan,8)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:835936580d98afbe1185dcff,835936580d98afbe1185dcff,amount_yuan flow exhaustion 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00117,"CSRank(Sub(ZScore(Mean($amount_yuan,3)),ZScore(Mean($amount_yuan,10))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6d66109ee6c9a11e3fc74221,6d66109ee6c9a11e3fc74221,amount_yuan flow acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00118,"Neg(CSRank(Sub(ZScore(Mean($amount_yuan,3)),ZScore(Mean($amount_yuan,10)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e1c701b3cbeaa75bfb740cb5,e1c701b3cbeaa75bfb740cb5,amount_yuan flow exhaustion 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00119,"CSRank(Sub(ZScore(Mean($amount_yuan,5)),ZScore(Mean($amount_yuan,20))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0c3ab0eaf525af0d80e6d860,0c3ab0eaf525af0d80e6d860,amount_yuan flow acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00120,"Neg(CSRank(Sub(ZScore(Mean($amount_yuan,5)),ZScore(Mean($amount_yuan,20)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:16d2b727b3f2387615731f70,16d2b727b3f2387615731f70,amount_yuan flow exhaustion 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00121,"CSRank(Sub(ZScore(Mean($amount_yuan,8)),ZScore(Mean($amount_yuan,30))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0f0e54849d0230e74bfaf2c3,0f0e54849d0230e74bfaf2c3,amount_yuan flow acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00122,"Neg(CSRank(Sub(ZScore(Mean($amount_yuan,8)),ZScore(Mean($amount_yuan,30)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:32598f2fcf045f54124d28da,32598f2fcf045f54124d28da,amount_yuan flow exhaustion 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00123,"CSRank(Sub(ZScore(Mean($amount_yuan,10)),ZScore(Mean($amount_yuan,45))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:966600313d4aaf5615b67bcd,966600313d4aaf5615b67bcd,amount_yuan flow acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00124,"Neg(CSRank(Sub(ZScore(Mean($amount_yuan,10)),ZScore(Mean($amount_yuan,45)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:511083afce95b85fffe4b338,511083afce95b85fffe4b338,amount_yuan flow exhaustion 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00125,"CSRank(Sub(ZScore(Mean($amount_yuan,15)),ZScore(Mean($amount_yuan,60))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:3f71216936ba93d90483a5a2,3f71216936ba93d90483a5a2,amount_yuan flow acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00126,"Neg(CSRank(Sub(ZScore(Mean($amount_yuan,15)),ZScore(Mean($amount_yuan,60)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ef2975a8d4494e38157ae80f,ef2975a8d4494e38157ae80f,amount_yuan flow exhaustion 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00127,"CSRank(Mul(ZScore(Mom($close,1)),ZScore(Mean($volume,1))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:af8c593a34ba615b10fa67d9,af8c593a34ba615b10fa67d9,close momentum confirmed by volume 1,True,read_only_research_candidate
phase3az_light_broad_minute_00128,"Neg(CSRank(Mul(ZScore(Mom($close,1)),ZScore(Mean($volume,1)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ecf303417cf62a6fa8ee7632,ecf303417cf62a6fa8ee7632,close momentum exhausted by volume 1,True,read_only_research_candidate
phase3az_light_broad_minute_00129,"CSRank(Mul(ZScore(Mom($close,2)),ZScore(Mean($volume,2))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1749a4c2569f3fabf3ce83f2,1749a4c2569f3fabf3ce83f2,close momentum confirmed by volume 2,True,read_only_research_candidate
phase3az_light_broad_minute_00130,"Neg(CSRank(Mul(ZScore(Mom($close,2)),ZScore(Mean($volume,2)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e7ab52d260986479ea76986d,e7ab52d260986479ea76986d,close momentum exhausted by volume 2,True,read_only_research_candidate
phase3az_light_broad_minute_00131,"CSRank(Mul(ZScore(Mom($close,3)),ZScore(Mean($volume,3))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f0c103b6dc173bcbd9ba1360,f0c103b6dc173bcbd9ba1360,close momentum confirmed by volume 3,True,read_only_research_candidate
phase3az_light_broad_minute_00132,"Neg(CSRank(Mul(ZScore(Mom($close,3)),ZScore(Mean($volume,3)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:de3dbbad13eaebd9a6ce762a,de3dbbad13eaebd9a6ce762a,close momentum exhausted by volume 3,True,read_only_research_candidate
phase3az_light_broad_minute_00133,"CSRank(Mul(ZScore(Mom($close,5)),ZScore(Mean($volume,5))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0316912dad3b4c9de306cca6,0316912dad3b4c9de306cca6,close momentum confirmed by volume 5,True,read_only_research_candidate
phase3az_light_broad_minute_00134,"Neg(CSRank(Mul(ZScore(Mom($close,5)),ZScore(Mean($volume,5)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f148490e281449647389995f,f148490e281449647389995f,close momentum exhausted by volume 5,True,read_only_research_candidate
phase3az_light_broad_minute_00135,"CSRank(Mul(ZScore(Mom($close,8)),ZScore(Mean($volume,8))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:9f27c3114dab49ff34dd74dc,9f27c3114dab49ff34dd74dc,close momentum confirmed by volume 8,True,read_only_research_candidate
phase3az_light_broad_minute_00136,"Neg(CSRank(Mul(ZScore(Mom($close,8)),ZScore(Mean($volume,8)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:089e476dcd33273340d9fde9,089e476dcd33273340d9fde9,close momentum exhausted by volume 8,True,read_only_research_candidate
phase3az_light_broad_minute_00137,"CSRank(Mul(ZScore(Mom($close,10)),ZScore(Mean($volume,10))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ea1781ec8d5025e2a71579a2,ea1781ec8d5025e2a71579a2,close momentum confirmed by volume 10,True,read_only_research_candidate
phase3az_light_broad_minute_00138,"Neg(CSRank(Mul(ZScore(Mom($close,10)),ZScore(Mean($volume,10)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5e174003a288a1b449896495,5e174003a288a1b449896495,close momentum exhausted by volume 10,True,read_only_research_candidate
phase3az_light_broad_minute_00139,"CSRank(Mul(ZScore(Mom($close,15)),ZScore(Mean($volume,15))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d20b692e0bdac57dfffef689,d20b692e0bdac57dfffef689,close momentum confirmed by volume 15,True,read_only_research_candidate
phase3az_light_broad_minute_00140,"Neg(CSRank(Mul(ZScore(Mom($close,15)),ZScore(Mean($volume,15)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:905449504c7e49d43121641a,905449504c7e49d43121641a,close momentum exhausted by volume 15,True,read_only_research_candidate
phase3az_light_broad_minute_00141,"CSRank(Mul(ZScore(Mom($close,20)),ZScore(Mean($volume,20))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6b270d84aaef30815b30d39f,6b270d84aaef30815b30d39f,close momentum confirmed by volume 20,True,read_only_research_candidate
phase3az_light_broad_minute_00142,"Neg(CSRank(Mul(ZScore(Mom($close,20)),ZScore(Mean($volume,20)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e223377f79944c83594f40ec,e223377f79944c83594f40ec,close momentum exhausted by volume 20,True,read_only_research_candidate
phase3az_light_broad_minute_00143,"CSRank(Mul(ZScore(Mom($close,30)),ZScore(Mean($volume,30))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7172d94f381b7d350846b700,7172d94f381b7d350846b700,close momentum confirmed by volume 30,True,read_only_research_candidate
phase3az_light_broad_minute_00144,"Neg(CSRank(Mul(ZScore(Mom($close,30)),ZScore(Mean($volume,30)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e0acf85a97feb1b9bd1411f0,e0acf85a97feb1b9bd1411f0,close momentum exhausted by volume 30,True,read_only_research_candidate
phase3az_light_broad_minute_00145,"CSRank(Mul(ZScore(Mom($close,45)),ZScore(Mean($volume,45))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5a2f69974b6b01f062084b01,5a2f69974b6b01f062084b01,close momentum confirmed by volume 45,True,read_only_research_candidate
phase3az_light_broad_minute_00146,"Neg(CSRank(Mul(ZScore(Mom($close,45)),ZScore(Mean($volume,45)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f5e87a6ebb0f1f659d90f204,f5e87a6ebb0f1f659d90f204,close momentum exhausted by volume 45,True,read_only_research_candidate
phase3az_light_broad_minute_00147,"CSRank(Mul(ZScore(Mom($close,60)),ZScore(Mean($volume,60))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0bfe456fe1dd50cea88cf248,0bfe456fe1dd50cea88cf248,close momentum confirmed by volume 60,True,read_only_research_candidate
phase3az_light_broad_minute_00148,"Neg(CSRank(Mul(ZScore(Mom($close,60)),ZScore(Mean($volume,60)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ea250e59253969ceadc7891e,ea250e59253969ceadc7891e,close momentum exhausted by volume 60,True,read_only_research_candidate
phase3az_light_broad_minute_00149,"CSRank(Mul(ZScore(Mom($close,1)),ZScore(Mean($amount_yuan,1))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6edaa282cb4fef27ed6d3426,6edaa282cb4fef27ed6d3426,close momentum confirmed by amount_yuan 1,True,read_only_research_candidate
phase3az_light_broad_minute_00150,"Neg(CSRank(Mul(ZScore(Mom($close,1)),ZScore(Mean($amount_yuan,1)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d5e373d1a31d85707460945f,d5e373d1a31d85707460945f,close momentum exhausted by amount_yuan 1,True,read_only_research_candidate
phase3az_light_broad_minute_00151,"CSRank(Mul(ZScore(Mom($close,2)),ZScore(Mean($amount_yuan,2))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:46b247db7476fc28bfcc80ff,46b247db7476fc28bfcc80ff,close momentum confirmed by amount_yuan 2,True,read_only_research_candidate
phase3az_light_broad_minute_00152,"Neg(CSRank(Mul(ZScore(Mom($close,2)),ZScore(Mean($amount_yuan,2)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d92ea95c8f04a3889aa9f27d,d92ea95c8f04a3889aa9f27d,close momentum exhausted by amount_yuan 2,True,read_only_research_candidate
phase3az_light_broad_minute_00153,"CSRank(Mul(ZScore(Mom($close,3)),ZScore(Mean($amount_yuan,3))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:9f3a32d9002bfe5ace55c66a,9f3a32d9002bfe5ace55c66a,close momentum confirmed by amount_yuan 3,True,read_only_research_candidate
phase3az_light_broad_minute_00154,"Neg(CSRank(Mul(ZScore(Mom($close,3)),ZScore(Mean($amount_yuan,3)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:2d48055d6be1225e23b1e2c2,2d48055d6be1225e23b1e2c2,close momentum exhausted by amount_yuan 3,True,read_only_research_candidate
phase3az_light_broad_minute_00155,"CSRank(Mul(ZScore(Mom($close,5)),ZScore(Mean($amount_yuan,5))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c39111f2d5c478a723df07a5,c39111f2d5c478a723df07a5,close momentum confirmed by amount_yuan 5,True,read_only_research_candidate
phase3az_light_broad_minute_00156,"Neg(CSRank(Mul(ZScore(Mom($close,5)),ZScore(Mean($amount_yuan,5)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f7435c710ec3283031f89c0c,f7435c710ec3283031f89c0c,close momentum exhausted by amount_yuan 5,True,read_only_research_candidate
phase3az_light_broad_minute_00157,"CSRank(Mul(ZScore(Mom($close,8)),ZScore(Mean($amount_yuan,8))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:fde75371a31c7dad60f55cb8,fde75371a31c7dad60f55cb8,close momentum confirmed by amount_yuan 8,True,read_only_research_candidate
phase3az_light_broad_minute_00158,"Neg(CSRank(Mul(ZScore(Mom($close,8)),ZScore(Mean($amount_yuan,8)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:67202bf29bb43359f6b8a75d,67202bf29bb43359f6b8a75d,close momentum exhausted by amount_yuan 8,True,read_only_research_candidate
phase3az_light_broad_minute_00159,"CSRank(Mul(ZScore(Mom($close,10)),ZScore(Mean($amount_yuan,10))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:46ce65651c39f65fc4bcc0b0,46ce65651c39f65fc4bcc0b0,close momentum confirmed by amount_yuan 10,True,read_only_research_candidate
phase3az_light_broad_minute_00160,"Neg(CSRank(Mul(ZScore(Mom($close,10)),ZScore(Mean($amount_yuan,10)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:db9c78fa7a39d7496dd17083,db9c78fa7a39d7496dd17083,close momentum exhausted by amount_yuan 10,True,read_only_research_candidate
phase3az_light_broad_minute_00161,"CSRank(Mul(ZScore(Mom($close,15)),ZScore(Mean($amount_yuan,15))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:781a2ca14ee32480daf4b929,781a2ca14ee32480daf4b929,close momentum confirmed by amount_yuan 15,True,read_only_research_candidate
phase3az_light_broad_minute_00162,"Neg(CSRank(Mul(ZScore(Mom($close,15)),ZScore(Mean($amount_yuan,15)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:320bb11292e5fe815a952ed9,320bb11292e5fe815a952ed9,close momentum exhausted by amount_yuan 15,True,read_only_research_candidate
phase3az_light_broad_minute_00163,"CSRank(Mul(ZScore(Mom($close,20)),ZScore(Mean($amount_yuan,20))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:258d62d5d4363c6c5c18cb14,258d62d5d4363c6c5c18cb14,close momentum confirmed by amount_yuan 20,True,read_only_research_candidate
phase3az_light_broad_minute_00164,"Neg(CSRank(Mul(ZScore(Mom($close,20)),ZScore(Mean($amount_yuan,20)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:093b04c22de0ef7f6e3cc7a6,093b04c22de0ef7f6e3cc7a6,close momentum exhausted by amount_yuan 20,True,read_only_research_candidate
phase3az_light_broad_minute_00165,"CSRank(Mul(ZScore(Mom($close,30)),ZScore(Mean($amount_yuan,30))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1ae0c6ba163fa5ee01ee9791,1ae0c6ba163fa5ee01ee9791,close momentum confirmed by amount_yuan 30,True,read_only_research_candidate
phase3az_light_broad_minute_00166,"Neg(CSRank(Mul(ZScore(Mom($close,30)),ZScore(Mean($amount_yuan,30)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:8dc18b69431953eca172a8b8,8dc18b69431953eca172a8b8,close momentum exhausted by amount_yuan 30,True,read_only_research_candidate
phase3az_light_broad_minute_00167,"CSRank(Mul(ZScore(Mom($close,45)),ZScore(Mean($amount_yuan,45))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5e7fdaae35158e1824b41d05,5e7fdaae35158e1824b41d05,close momentum confirmed by amount_yuan 45,True,read_only_research_candidate
phase3az_light_broad_minute_00168,"Neg(CSRank(Mul(ZScore(Mom($close,45)),ZScore(Mean($amount_yuan,45)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4847d6a636e96da9f6b1f940,4847d6a636e96da9f6b1f940,close momentum exhausted by amount_yuan 45,True,read_only_research_candidate
phase3az_light_broad_minute_00169,"CSRank(Mul(ZScore(Mom($close,60)),ZScore(Mean($amount_yuan,60))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:af4d38e7aff064607dc1e1fc,af4d38e7aff064607dc1e1fc,close momentum confirmed by amount_yuan 60,True,read_only_research_candidate
