source_lane,factor_lane,candidate_horizon_rows,stable_rows,unique_candidates,mean_stability_score,stable_mean_spread_t,best_candidate
phase3bf_exploit,bf_exploit_ba_ay_ax_add_capacity_add,940,713,235,0.6383548898979946,0.981740927176994,phase3bf_ba_exploit_fresh_00372
phase3bf_exploit,bf_exploit_ba_ay_ax_add_capacity_resid,940,445,235,0.3004848331610051,0.5703457785867411,phase3bf_ba_exploit_fresh_00483
phase3bf_pure_fresh,bf_fresh_capacity_price_resid,572,359,143,0.5317738970254652,1.1737018986751928,phase3bf_ba_exploit_fresh_01000
phase3bf_exploit,bf_exploit_ba_triple_add_capacity_add,288,288,72,1.2961185446412469,1.8208515289340172,phase3bf_ba_exploit_fresh_00608
phase3bf_exploit,bf_exploit_ba_triple_add_capacity_resid,288,278,72,0.7867732464701419,1.1118369805087072,phase3bf_ba_exploit_fresh_00515
phase3bf_exploit,bf_exploit_ba_ay_ax_add_opening_intensifier,580,182,145,0.20691009658350298,0.6222632438313132,phase3bf_ba_exploit_fresh_00314
phase3bf_pure_fresh,bf_fresh_capacity_price_add,572,166,143,-0.09193506432552494,1.8019503960935392,phase3bf_ba_exploit_fresh_00820
phase3bf_exploit,bf_exploit_ba_triple_add_opening_intensifier,192,142,48,0.5220111208404644,0.8497839317840398,phase3bf_ba_exploit_fresh_00447
phase3bf_pure_fresh,bf_fresh_capacity_opening_add,236,142,59,0.36848260917348885,0.6925798256653631,phase3bf_ba_exploit_fresh_00984
