candidate_id,horizon_min,source_lane,factor_lane,fields,expression_hash,expression,shard_coverage,row_count,mean_spread_t,std_spread_t,min_spread_t,positive_spread_t_ratio,mean_spread_mean,mean_hit_rate,mean_ic_abs,mean_ic_mean,positive_ic_ratio,mean_ic_count,stability_score,shards
phase3bf_ba_exploit_fresh_00820,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|float_share|open|vwap,d837098da92afc74f709bd61,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,4.626437840585464,0.6195962393309123,3.2563024286910425,1.0,0.00013896881150269528,0.5428096870981569,0.10248709576123177,0.04652545224782424,1.0,2333.0,2.9590248724213812,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00812,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|float_share|open|vwap,19aeae08d935b5199f43ea5a,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,3),Add(Abs($open),0.000001))))))",16,16,4.583279209924981,0.609471736069515,3.0582671270159616,1.0,0.00013473931696399058,0.5398089171974523,0.10194925374004422,0.04506812124463433,1.0,2355.0,2.949640895171282,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00999,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_float_market_cap|open|vwap,bac331a41eb7e9339d67ffee,"CSRank(Add(ZScore(Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,4.80419111435254,0.6940095585806293,3.477006805728746,1.0,0.00013042954869850085,0.5391930990141449,0.08922141027655879,0.04608796318999099,1.0,2333.0,2.9252096076382426,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00939,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_float_market_cap|open|vwap,3ba45c123da00cabd4188b9c,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,4.713380245896915,0.6803118398267276,3.135108477754449,1.0,0.00013241143015355135,0.5359515645092157,0.09435508484758623,0.04707824824092446,1.0,2333.0,2.899417891750711,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00879,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|float_share|open|vwap,a24af1efc631a34876e19807,"CSRank(Add(ZScore(Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,4.672106432443315,0.6847469803302451,3.2529592797057267,1.0,0.0001366769914882614,0.5412023146163738,0.09904024794348973,0.04662731670968707,1.0,2333.0,2.8722201301400947,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00871,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|float_share|open|vwap,346110faa88aab1dfe1740c3,"CSRank(Add(ZScore(Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,3),Add(Abs($open),0.000001))))))",16,16,4.633703687040303,0.6861342835518522,3.101845040952048,1.0,0.00013169378784454563,0.5412951167728237,0.09853378126046408,0.04531877101205254,1.0,2355.0,2.846656355032808,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00991,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_float_market_cap|open|vwap,a1b9b935c054c438f784803e,"CSRank(Add(ZScore(Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,3),Add(Abs($open),0.000001))))))",16,16,4.903360323910616,0.8021619244458374,3.449651413385366,1.0,0.0001303827864318777,0.5397292993630574,0.08901413694477667,0.04499578341967074,1.0,2355.0,2.8098353114451715,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_01111,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_total_market_cap|open|vwap,2ae2c1a4fda761b2c0ee0cf8,"CSRank(Add(ZScore(Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($final_total_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,3),Add(Abs($open),0.000001))))))",16,16,4.786271161803911,0.7663003202392572,3.1420049316346117,1.0,0.00012697490134353637,0.5415870488322717,0.08789783075385622,0.044723672193037654,1.0,2355.0,2.797669836658027,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_01059,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_total_market_cap|open|vwap,eddd0063b5893a7201a4bd23,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($final_total_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,4.619631180901634,0.7114072854017782,2.9985956490617296,1.0,0.00012886097999380557,0.5340495070724389,0.09301243737350019,0.04679697637933951,1.0,2333.0,2.7923296719715216,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00931,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_float_market_cap|open|vwap,f3fd8e861748a3c7bac72c32,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,3),Add(Abs($open),0.000001))))))",16,16,4.714134832110435,0.7628294750498926,3.0837703243971,1.0,0.00013035051789870469,0.5351910828025478,0.09398690052150868,0.04573767211962711,1.0,2355.0,2.7681734278241636,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_01051,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_total_market_cap|open|vwap,7448daf0dac1227a1f771c9b,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($final_total_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,3),Add(Abs($open),0.000001))))))",16,16,4.616661241142542,0.7338278690416485,3.004674341396341,1.0,0.0001263264915724178,0.5374734607218683,0.09268178912531047,0.04551080549011541,1.0,2355.0,2.755380505402344,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_01119,5,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|final_total_market_cap|open|vwap,773525398e7cd699011bd650,"CSRank(Add(ZScore(Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($final_total_market_cap,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,4.7633688163327195,0.7865908516674285,3.282080475058216,1.0,0.00012786811502258906,0.5393806258036863,0.08806399417026266,0.04577700184078713,1.0,2333.0,2.7542417661470187,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00820,15,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|float_share|open|vwap,d837098da92afc74f709bd61,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,3.55824775891304,0.5173353778682873,2.539214302441014,1.0,0.00018479882190748227,0.529468495499357,0.11554754567174058,0.055678846730684295,1.0,2333.0,2.460611010752243,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
phase3bf_ba_exploit_fresh_00879,15,phase3bf_pure_fresh,bf_fresh_capacity_price_add,amount|float_share|open|vwap,a24af1efc631a34876e19807,"CSRank(Add(ZScore(Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))",16,16,3.5850890428849556,0.5402085959115996,2.397362784451451,1.0,0.00018358322545843612,0.5313437633947706,0.11152392336724641,0.055638066852539136,1.0,2333.0,2.4391885347720783,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15
