panel_field,source_group,dataset,route,field_family,nonnull_count,nonnull_rate,unique_nonnull_count,coverage_status,coverage_reason
ctx_fulla_bs_advance_receivables_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,231452,0.26940308,4423,selector_core,core_coverage_pass
ctx_fulla_bs_agent_trade_security_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,1773,0.00206372,35,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_agent_underwrite_security_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,39,4.539e-05,1,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_amortize_cost_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_amortize_cost_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_amortize_cost_ncfinasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_amortize_cost_ncfinliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_appoint_fvtpl_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_appoint_fvtpl_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_asset_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2694,0.00313573,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_asset_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,161,0.0001874,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_assign_cash_dividend_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_available_sale_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_bond_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,96444,0.11225788,1900,selector_core,core_coverage_pass
ctx_fulla_bs_borrow_fund_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,2304,0.00268179,49,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_buy_resale_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,3625,0.00421939,75,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_capital_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,796584,0.92719952,11181,selector_core,core_coverage_pass
ctx_fulla_bs_cip_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,678098,0.78928543,13343,selector_core,core_coverage_pass
ctx_fulla_bs_consumptive_biological_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_contract_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,289871,0.33740102,5597,selector_core,core_coverage_pass
ctx_fulla_bs_contract_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,790816,0.92048575,15680,selector_core,core_coverage_pass
ctx_fulla_bs_convert_diff_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_creditor_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,41466,0.04826516,791,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_current_asset_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2008,0.00233725,7,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_current_asset_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,3558,0.0041414,80,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_current_liab_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1776,0.00206721,5,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_current_liab_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,899,0.00104641,23,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_defer_income_1year_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_defer_income_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,680376,0.79193695,13222,selector_core,core_coverage_pass
ctx_fulla_bs_defer_tax_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,776363,0.9036629,15228,selector_core,core_coverage_pass
ctx_fulla_bs_defer_tax_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,632660,0.73639698,12192,selector_core,core_coverage_pass
ctx_fulla_bs_derive_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,28409,0.03306721,560,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_derive_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,26030,0.03029813,550,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_develop_expense_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,137529,0.16007957,2669,selector_core,core_coverage_pass
ctx_fulla_bs_div_holdsale_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_div_holdsale_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_dividend_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,179529,0.20896629,2347,selector_core,core_coverage_pass
ctx_fulla_bs_dividend_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,49417,0.05751988,738,selector_core,core_coverage_pass
ctx_fulla_bs_equity_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,1294,0.00150618,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_export_refund_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fee_commission_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,647,0.00075309,12,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_fin_fund_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,967,0.00112556,20,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_finance_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,515674,0.60022884,10229,selector_core,core_coverage_pass
ctx_fulla_bs_fixed_asset_disposal_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fixed_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799439,0.93052266,15860,selector_core,core_coverage_pass
ctx_fulla_bs_fvtoci_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fvtoci_ncfinasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fvtpl_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fvtpl_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_general_risk_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,14833,0.01726516,120,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_goodwill_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,375966,0.43761298,2477,selector_core,core_coverage_pass
ctx_fulla_bs_hold_maturity_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_holdsale_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,8470,0.00985882,90,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_holdsale_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1398,0.00162723,19,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_insurance_contract_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_intangible_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,795692,0.92616126,15780,selector_core,core_coverage_pass
ctx_fulla_bs_interest_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,34016,0.03959359,585,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_interest_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,25266,0.02940885,469,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_internal_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_internal_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_inventory_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,789136,0.91853028,15660,selector_core,core_coverage_pass
ctx_fulla_bs_invest_realestate_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,391882,0.45613872,7530,selector_core,core_coverage_pass
ctx_fulla_bs_lease_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,648324,0.7546294,12840,selector_core,core_coverage_pass
ctx_fulla_bs_lend_fund_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,1697,0.00197526,34,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_liab_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1742,0.00202763,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_liab_equity_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_liab_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_liab_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,161,0.0001874,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_loan_advance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,8720,0.01014981,173,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_loan_pbc_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,820,0.00095446,19,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_long_equity_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,524362,0.6103414,10155,selector_core,core_coverage_pass
ctx_fulla_bs_long_loan_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,434709,0.50598804,8298,selector_core,core_coverage_pass
ctx_fulla_bs_long_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,210832,0.24540203,3551,selector_core,core_coverage_pass
ctx_fulla_bs_long_prepaid_expense_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,708133,0.82424525,14003,selector_core,core_coverage_pass
ctx_fulla_bs_long_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,145478,0.16933196,2686,selector_core,core_coverage_pass
ctx_fulla_bs_long_staffsalary_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,92565,0.10774284,1683,selector_core,core_coverage_pass
ctx_fulla_bs_minority_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,622365,0.72441391,12296,selector_core,core_coverage_pass
ctx_fulla_bs_monetaryfunds_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799425,0.93050636,15859,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_asset_1year_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,154694,0.18005911,2894,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_asset_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2644,0.00307754,5,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_noncurrent_asset_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1191,0.00138629,26,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_noncurrent_liab_1year_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,727718,0.8470416,14376,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_liab_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,754,0.00087763,2,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_noncurrent_liab_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2307,0.00268528,44,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_note_accounts_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799001,0.93001284,15852,selector_core,core_coverage_pass
ctx_fulla_bs_note_accounts_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,796881,0.92754522,15813,selector_core,core_coverage_pass
ctx_fulla_bs_note_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,506444,0.5894854,9930,selector_core,core_coverage_pass
ctx_fulla_bs_note_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,536404,0.62435793,10624,selector_core,core_coverage_pass
ctx_fulla_bs_oil_gas_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2314,0.00269343,49,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_other_compre_income_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,557402,0.64879896,10048,selector_core,core_coverage_pass
ctx_fulla_bs_other_creditor_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,14378,0.01673555,269,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_other_current_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,788497,0.9177865,15639,selector_core,core_coverage_pass
ctx_fulla_bs_other_current_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,752740,0.87616644,14864,selector_core,core_coverage_pass
ctx_fulla_bs_other_equity_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,367979,0.42831635,4475,selector_core,core_coverage_pass
ctx_fulla_bs_other_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_other_equity_tool_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,77287,0.08995972,1391,selector_core,core_coverage_pass
ctx_fulla_bs_other_noncurrent_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,689243,0.80225787,13447,selector_core,core_coverage_pass
ctx_fulla_bs_other_noncurrent_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,289628,0.33711817,4009,selector_core,core_coverage_pass
ctx_fulla_bs_other_noncurrent_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,100497,0.11697545,1673,selector_core,core_coverage_pass
ctx_fulla_bs_other_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,255,0.00029681,5,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_other_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,217,0.00025258,5,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_parent_equity_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,2453,0.00285522,6,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_parent_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_perpetual_bond_paybale_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,144,0.00016761,2,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_perpetual_bond_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,11846,0.01378838,153,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_predict_current_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,708,0.00082409,19,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_predict_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,273935,0.318852,4992,selector_core,core_coverage_pass
ctx_fulla_bs_preferred_shares_paybale_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,218,0.00025375,5,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_preferred_shares_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,431,0.00050167,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_premium_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,324,0.00037713,6,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_prepayment_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,797683,0.92847873,15822,selector_core,core_coverage_pass
ctx_fulla_bs_productive_biology_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,23979,0.02791083,459,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_project_material_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_rc_reserve_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,162,0.00018856,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_reinsure_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,162,0.00018856,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_reinsure_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,162,0.00018856,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_sell_repo_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2193,0.00255259,49,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_settle_excess_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,2257,0.00262708,45,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_share_capital_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,799430,0.93051218,4913,selector_core,core_coverage_pass
ctx_fulla_bs_short_bond_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_short_fin_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,766,0.0008916,19,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_short_loan_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,587011,0.68326293,11375,selector_core,core_coverage_pass
ctx_fulla_bs_special_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,75,8.73e-05,1,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_special_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,249784,0.29074097,4865,selector_core,core_coverage_pass
ctx_fulla_bs_staff_salary_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,797412,0.92816329,15817,selector_core,core_coverage_pass
ctx_fulla_bs_subsidy_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_surplus_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,786416,0.91536428,3967,selector_core,core_coverage_pass
ctx_fulla_bs_tax_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799406,0.93048425,15858,selector_core,core_coverage_pass
ctx_fulla_bs_total_assets_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,802752,0.93437889,15903,selector_core,core_coverage_pass
ctx_fulla_bs_total_current_assets_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799471,0.9305599,15858,selector_core,core_coverage_pass
ctx_fulla_bs_total_current_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799471,0.9305599,15858,selector_core,core_coverage_pass
ctx_fulla_bs_total_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799439,0.93052266,15860,selector_core,core_coverage_pass
ctx_fulla_bs_total_liab_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799439,0.93052266,15860,selector_core,core_coverage_pass
ctx_fulla_bs_total_liabilities_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,802320,0.93387605,15897,selector_core,core_coverage_pass
ctx_fulla_bs_total_noncurrent_assets_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799471,0.9305599,15858,selector_core,core_coverage_pass
ctx_fulla_bs_total_noncurrent_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,797166,0.92787695,15807,selector_core,core_coverage_pass
ctx_fulla_bs_total_other_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,798220,0.92910378,15832,selector_core,core_coverage_pass
ctx_fulla_bs_total_other_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,798576,0.92951815,15843,selector_core,core_coverage_pass
ctx_fulla_bs_total_parent_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,802641,0.93424969,15902,selector_core,core_coverage_pass
ctx_fulla_bs_trade_finasset_notfvtpl_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,457990,0.53308642,8559,selector_core,core_coverage_pass
ctx_fulla_bs_trade_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_trade_finliab_notfvtpl_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,37971,0.04419709,710,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_trade_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_treasury_shares_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,313578,0.36499525,4217,selector_core,core_coverage_pass
ctx_fulla_bs_unassign_rpofit_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799430,0.93051218,15859,selector_core,core_coverage_pass
ctx_fulla_bs_unconfirm_invest_loss_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_useright_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,709756,0.82613438,14067,selector_core,core_coverage_pass
ctx_fulla_bs_osopinion_type,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
