factor_lane,expression_horizon_count,fresh_non_memory_count,best_directional_robust_score,mean_directional_robust_score,mean_direction_share,mean_abs_ic
pure_fresh_cross,27928,27928,0.09413735425,0.007011668403,0.9353135742,0.05992252728
opening_vwap_residual,112,112,0.05560990897,0.02185197948,0.9670758929,0.08889396347
micro_volatility,64,64,0.05034624126,0.01802216159,0.9716796875,0.08411877402
price_flow_divergence,1152,1120,0.04626728824,0.007301727425,0.969780816,0.06057701497
minute_vs_daily_vwap_residual,200,192,0.03560566921,0.0212928421,0.839375,0.08617924079
flow_relative_activity,1976,1936,0.01782328482,0.003864070234,0.9136196862,0.05628049322
flow_ratio_curve,400,384,0.01654131813,0.002649228458,0.8996875,0.05445467552
flow_impulse,872,840,0.01020766939,0.003044344289,0.9225200688,0.0567772959
range_absorption,64,64,0.007007654612,0.00315112867,0.908203125,0.06837208143
