candidate_id,factor_lane,deployable_proxy,signal_new_vs_149_proxy,max_corr_to_149_signal_vector,oos_days,oos_median_turnover,oos_p90_turnover,oos_mean_daily,oos_ann_compound,oos_sharpe,oos_sortino,oos_hit_rate,oos_max_drawdown,oos_total_return,oos_top1_day_share,oos_top3_day_share,expression
phase3aa_event_0264_cn_integrated_v2_rzrq_size_normalized_00325,rzrq_size_normalized,True,True,0.107494,60,0.620325,0.654904,-0.0007524,-0.172772,-0.761056,-1.017551,0.5,-0.1674217,-0.05124289,0.116606,0.293533,"CSRank(Div($ctx_rzrq_rzche,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,True,True,0.1004,60,0.564252,0.62034,-0.00084654,-0.192181,-0.874042,-1.148677,0.416667,-0.15479259,-0.05632438,0.109254,0.267134,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,True,True,0.251098,60,0.5079,0.56326,-0.00157736,-0.328209,-1.495328,-2.068652,0.466667,-0.16918037,-0.09805311,0.104467,0.282199,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,True,True,0.102194,60,0.367072,0.416207,-0.00046067,-0.109627,-0.466119,-0.652272,0.533333,-0.14796059,-0.03447408,0.090357,0.249574,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,True,True,0.24075,60,0.16879,0.203332,-0.0007049,-0.162805,-0.961799,-1.283384,0.483333,-0.10718452,-0.04534036,0.117308,0.259575,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,True,True,0.155557,60,0.47936,0.541942,0.00026593,0.069302,0.279512,0.387647,0.566667,-0.12218469,0.0091137,0.102967,0.245481,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,True,True,0.3823,60,0.542428,0.602336,-0.00077167,-0.176783,-0.779551,-1.178779,0.466667,-0.14289964,-0.05234522,0.093193,0.237014,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
