book,cluster_count,days,mean_daily,ann_compound,sharpe,sortino,hit_rate,max_drawdown,total_return,top1_day_share,top3_day_share,active_days,active_day_mean,corr_to_x0_r3,delta_ann_vs_x0_r3,delta_sortino_vs_x0_r3,factor_top,factor_top_share,factor_counts
B0_x0_r3,6,60,0.00145344,0.441958,2.262912,2.820995,0.216667,-0.02658464,0.08768393,0.193834,0.481733,21,0.0041527,1.0,0.0,0.0,,,{}
I0_integrated_signal_new_r3_equal,7,60,-0.00097091,-0.217129,-1.334418,-1.268176,0.166667,-0.1123258,-0.06041965,0.248848,0.603574,21,-0.00277402,0.231396,-0.659087,-4.089171,rzrq_size_normalized,1.0,"{""rzrq_size_normalized"": 7}"
I0_integrated_signal_new_ungated_equal,7,60,-0.00069251,-0.160185,-0.769591,-1.032312,0.5,-0.13685412,-0.04660982,0.112476,0.272807,21,-0.00277402,0.184322,-0.602143,-3.853307,rzrq_size_normalized,1.0,"{""rzrq_size_normalized"": 7}"
B1_x0_plus_integrated_equal_weight,13,60,0.00014802,0.038004,0.272482,0.319609,0.2,-0.05117063,0.00667845,0.280377,0.556938,21,0.00042293,0.712564,-0.403954,-2.501386,rzrq_size_normalized,0.538462,"{""rzrq_size_normalized"": 7}"
B1_x0_plus_integrated_10pct_overlay,13,60,0.00121101,0.356611,2.021405,2.327894,0.183333,-0.02537633,0.07242672,0.211612,0.4971,21,0.00346003,0.992996,-0.085347,-0.493101,rzrq_size_normalized,0.538462,"{""rzrq_size_normalized"": 7}"
B1_x0_plus_integrated_20pct_overlay,13,60,0.00096857,0.276297,1.712744,2.147021,0.2,-0.02416802,0.05726528,0.227426,0.51595,21,0.00276736,0.968159,-0.165661,-0.673974,rzrq_size_normalized,0.538462,"{""rzrq_size_normalized"": 7}"
