"shard","candidate_id","expression","family","sortino","ret","rank_ic","amount","turnover","float_mcap_b","passes_smoke","promoted","expr"
"supervisor-shard_17_of_24","stockpit-ff-0560d1480333","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),56)))))","rx_beam_open_gap_x_vol_curve","3.773753","0.000774","0.023433","1000370964.90794","0.065898","21.955549","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),56)))))"
"supervisor-shard_23_of_24","stockpit-ff-35f0993bda6c","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),32)))))","rx_beam_open_gap_x_vol_curve","3.69534","0.00133","0.023438","1033488185.57858","0.06914","20.629264","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),32)))))"
"supervisor-shard_22_of_24","stockpit-ff-fe9f99d5272c","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),26)))))","rx_beam_open_gap_x_vol_curve","3.607348","0.001161","0.023424","1029163039.81767","0.068625","21.271138","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),26)))))"
"supervisor-shard_21_of_24","stockpit-ff-72c06acaf45a","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),23)))))","rx_beam_open_gap_x_vol_curve","3.604863","0.001037","0.023607","1032063135.55746","0.068363","22.01217","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),23)))))"
"supervisor-shard_09_of_24","stockpit-ff-603c1fec6b69","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),60)))))","rx_beam_open_gap_x_vol_curve","3.589688","0.000836","0.022344","978406274.471434","0.063516","22.216403","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),60)))))"
"supervisor-shard_18_of_24","stockpit-ff-893b0e565e54","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),74)))))","rx_beam_open_gap_x_vol_curve","3.547885","-5.2E-05","0.031544","959903659.394032","0.063085","22.93655","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),74)))))"
"supervisor-shard_23_of_24","stockpit-ff-e34e3dbc825c","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),31)))))","rx_beam_open_gap_x_vol_curve","3.469205","0.001166","0.023485","1024986487.31546","0.068952","20.59627","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),31)))))"
"supervisor-shard_21_of_24","stockpit-ff-5e6221fc54ae","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),21)))))","rx_beam_open_gap_x_vol_curve","3.391273","0.001038","0.023604","1028746716.34435","0.068276","22.148242","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),21)))))"
"supervisor-shard_22_of_24","stockpit-ff-9bd5d62f6857","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),25)))))","rx_beam_open_gap_x_vol_curve","3.364109","0.001055","0.02363","1031331624.77655","0.068526","21.185879","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),25)))))"
"supervisor-shard_18_of_24","stockpit-ff-0e6fb21bdfdd","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),63)))))","rx_beam_open_gap_x_vol_curve","3.199448","0.00102","0.026367","988810142.949219","0.064751","22.236911","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),63)))))"
"supervisor-shard_22_of_24","stockpit-ff-5103cf4860eb","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),24)))))","rx_beam_open_gap_x_vol_curve","3.166032","0.001017","0.023514","1034911649.24481","0.068426","21.658648","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),24)))))"
"supervisor-shard_17_of_24","stockpit-ff-f7c5e00678d7","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),60)))))","rx_beam_open_gap_x_vol_curve","3.141907","0.00075","0.022876","998070417.712621","0.065251","22.136702","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),60)))))"
"supervisor-shard_19_of_24","stockpit-ff-064ee92800e5","CSRank(CSResidual(CSRank(Div(Sub($open,Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),90)))))","rx_beam_open_position_x_vol_curve","2.967437","0.003739","0.028609","758340007.291006","0.046268","31.491536","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),90)))))"
"supervisor-shard_08_of_24","stockpit-ff-6befbdbbb839","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),50))))","rx_vol_curve_inverted_rank","1.496874","0.001804","0.016321","289594286.974539","0.024617","21.639629","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),50))))"
"supervisor-shard_21_of_24","stockpit-ff-59098f43e661","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),22))))","rx_vol_curve_inverted_rank","1.374152","0.00172","0.01611","350173589.157428","0.029667","18.864843","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),22))))"
"supervisor-shard_10_of_24","stockpit-ff-5fd94ab6a112","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,78)))))","rx_beam_prior_close_position_x_volume_curve","1.363562","0.000806","0.007726","519930489.549942","0.043988","23.482245","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,78)))))"
"supervisor-shard_23_of_24","stockpit-ff-e9d2ee606792","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),33))))","rx_vol_curve_inverted_rank","1.351978","0.00194","0.01937","338847864.737687","0.028608","18.782283","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),33))))"
"supervisor-shard_23_of_24","stockpit-ff-9967e93334f3","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),32))))","rx_vol_curve_inverted_rank","1.318694","0.001982","0.018808","341795275.969472","0.028764","19.03107","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),32))))"
"supervisor-shard_21_of_24","stockpit-ff-85a12ce6d52e","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),21))))","rx_vol_curve_inverted_rank","1.291559","0.001792","0.017264","354239781.665774","0.029598","19.368842","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),21))))"
"supervisor-shard_09_of_24","stockpit-ff-e5687d30edf3","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),60))))","rx_vol_curve_inverted_rank","1.28849","0.00134","0.012554","297454343.014863","0.02467","22.080029","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),60))))"
"supervisor-shard_23_of_24","stockpit-ff-cb91884fabdf","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),31))))","rx_vol_curve_inverted_rank","1.256929","0.001929","0.018769","343016827.067633","0.028716","19.01883","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),31))))"
"supervisor-shard_21_of_24","stockpit-ff-2e3e0d69e7ec","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),23))))","rx_vol_curve_inverted_rank","1.255862","0.001849","0.017414","350797919.182431","0.029412","19.055761","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),23))))"
"supervisor-shard_22_of_24","stockpit-ff-ee01b4b95557","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),25))))","rx_vol_curve_inverted_rank","1.249923","0.001692","0.016923","345871219.550652","0.029334","19.093363","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),25))))"
"supervisor-shard_22_of_24","stockpit-ff-9b2efe094f7e","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),24))))","rx_vol_curve_inverted_rank","1.243282","0.001795","0.017227","344984638.978656","0.029362","18.898164","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),24))))"
"supervisor-shard_09_of_24","stockpit-ff-17dbf795f326","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,70)))))","rx_beam_prior_close_position_x_volume_curve","1.2211","0.000857","0.011798","472126548.608652","0.040232","22.012621","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,70)))))"
"supervisor-shard_09_of_24","stockpit-ff-ffcce3c5168a","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),63))))","rx_vol_curve_inverted_rank","1.215034","0.001203","0.012193","296706540.026026","0.024654","22.15694","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),63))))"
"supervisor-shard_09_of_24","stockpit-ff-9369bf1f7973","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,63)))))","rx_beam_prior_close_position_x_turnover_curve","1.206373","0.001182","0.012866","447722325.757187","0.038764","20.857734","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,63)))))"
"supervisor-shard_09_of_24","stockpit-ff-e6ad203876cf","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,70)))))","rx_beam_prior_close_position_x_turnover_curve","1.181039","0.000958","0.011867","461256550.178885","0.039324","21.581542","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,70)))))"
"supervisor-shard_10_of_24","stockpit-ff-aa20f449c2b1","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),78))))","rx_vol_curve_inverted_rank","1.17193","0.000771","0.014677","325736340.314196","0.025132","23.542607","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),78))))"
"supervisor-shard_22_of_24","stockpit-ff-7537fdc479d8","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),26))))","rx_vol_curve_inverted_rank","1.153811","0.001644","0.017123","343078773.579361","0.029205","19.397153","False","False","Neg(CSRank(Div(Mean(Abs($ret),3),Mean(Abs($ret),26))))"
"supervisor-shard_18_of_24","stockpit-ff-ffa2d84abcc0","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,63)))))","rx_beam_prior_close_position_x_volume_curve","1.138965","0.001521","0.012366","558970330.442856","0.048314","21.02298","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,63)))))"
"supervisor-shard_09_of_24","stockpit-ff-525eeec5357c","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),70))))","rx_vol_curve_inverted_rank","1.127298","0.000904","0.009827","303284522.608152","0.024566","22.896949","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),70))))"
"supervisor-shard_09_of_24","stockpit-ff-7ff76c149e8e","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,63)))))","rx_beam_prior_close_position_x_volume_curve","1.120434","0.001142","0.012836","446936887.31178","0.038696","21.317953","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,63)))))"
"supervisor-shard_10_of_24","stockpit-ff-0841f1f37b6f","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,78)))))","rx_beam_prior_close_position_x_turnover_curve","1.109779","0.000682","0.00774","521768278.04068","0.044297","22.650077","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,78)))))"
"supervisor-shard_18_of_24","stockpit-ff-1b79dab9acb2","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,2),Mean($amount,63)))))","rx_beam_prior_close_position_x_amount_curve","1.090972","0.001467","0.013007","552126722.000582","0.047414","21.283341","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,2),Mean($amount,63)))))"
"supervisor-shard_09_of_24","stockpit-ff-1b2f8aea2598","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,60)))))","rx_beam_prior_close_position_x_turnover_curve","1.061907","0.000938","0.007598","447342671.993479","0.038964","21.023013","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,60)))))"
"supervisor-shard_18_of_24","stockpit-ff-b59f54408f58","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,2),Mean($turnover_rate,63)))))","rx_beam_prior_close_position_x_turnover_curve","1.051677","0.001303","0.012334","554925258.601422","0.047501","20.841986","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,2),Mean($turnover_rate,63)))))"
"supervisor-shard_17_of_24","stockpit-ff-11a81032b9a2","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,60)))))","rx_beam_prior_close_position_x_volume_curve","1.02011","0.001234","0.006963","554050413.546391","0.048083","20.875661","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,60)))))"
"supervisor-shard_10_of_24","stockpit-ff-c509244a9c2e","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,74)))))","rx_beam_prior_close_position_x_volume_curve","0.966098","-8.9E-05","0.00741","500684369.744372","0.042718","22.553413","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,74)))))"
"supervisor-shard_10_of_24","stockpit-ff-4b7f509febc6","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),84))))","rx_vol_curve_inverted_rank","0.953639","-0.000256","0.017445","329308231.145193","0.024723","24.317953","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),84))))"
"supervisor-shard_18_of_24","stockpit-ff-6f49af8e50d5","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,70)))))","rx_beam_prior_close_position_x_volume_curve","0.950276","0.001133","0.011358","558173790.605287","0.046879","21.484004","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,70)))))"
"supervisor-shard_09_of_24","stockpit-ff-cb5b3129581a","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,60)))))","rx_beam_prior_close_position_x_volume_curve","0.904959","0.000901","0.007587","454890331.813311","0.039686","21.106981","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,60)))))"
"supervisor-shard_09_of_24","stockpit-ff-4f313d19bf1b","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,63)))))","rx_beam_prior_close_position_x_amount_curve","0.901549","0.000888","0.013475","458433627.477019","0.04034","19.505211","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,63)))))"
"supervisor-shard_22_of_24","stockpit-ff-0a0bd66dadfc","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,25)))))","rx_beam_prior_close_position_x_volume_curve","0.899614","0.000784","0.006729","653925199.630408","0.055785","21.735253","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,25)))))"
"supervisor-shard_18_of_24","stockpit-ff-8e5191186625","Neg(CSRank(Div(Mean($volume,2),Mean($volume,78))))","rx_volume_curve_inverted_rank","0.85102","0.000486","0.03664","114286990.922165","0.019144","6.384864","False","False","Neg(CSRank(Div(Mean($volume,2),Mean($volume,78))))"
"supervisor-shard_17_of_24","stockpit-ff-c5cc8da16b81","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,2),Mean($turnover_rate,60)))))","rx_beam_prior_close_position_x_turnover_curve","0.849774","0.000976","0.006856","547063204.762522","0.047621","20.606837","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,2),Mean($turnover_rate,60)))))"
"supervisor-shard_09_of_24","stockpit-ff-7355eb771188","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,70)))))","rx_beam_prior_close_position_x_amount_curve","0.845222","0.000578","0.012363","436649402.667004","0.037838","19.580876","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,70)))))"
"supervisor-shard_10_of_24","stockpit-ff-066d8ad09dba","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,78)))))","rx_beam_prior_close_position_x_amount_curve","0.842938","0.000438","0.008143","480203479.973597","0.041417","20.970866","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,78)))))"
"supervisor-shard_10_of_24","stockpit-ff-b7e886877ce4","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),74))))","rx_vol_curve_inverted_rank","0.83411","6E-05","0.009659","319068431.263556","0.025146","23.451321","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),74))))"
