pack,candidate_id,status,field_count,fields,blockers,expression
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_holder_residual_00257,blocked,2,ctx_fund_bs_cash_to_assets|ctx_holder_pre_holder_num,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_holder_pre_holder_num,"CSRank(Sub(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_holder_pre_holder_num)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00258,blocked,2,ctx_fund_bs_cash_to_assets|m1_amount_day,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:m1_amount_day,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_amount_day)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00259,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_amount,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_amount)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00260,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_high,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_high)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00261,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_last_return_vs_open,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_last_return_vs_open)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00262,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_low,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_low)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00263,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_range,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_range)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00264,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_vol,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_vol)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00265,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_vwap,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_vwap)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00266,blocked,2,ctx_fund_bs_cash_to_assets|m1_first15_vwap_return_vs_open,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_vwap_return_vs_open)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00267,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_amount,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_amount)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00268,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_high,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_high)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00269,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_last_return_vs_open,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_last_return_vs_open)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00270,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_low,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_low)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00271,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_range,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_range)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00272,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_vol,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_vol)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00273,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_vwap,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_vwap)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00274,blocked,2,ctx_fund_bs_cash_to_assets|m1_first30_vwap_return_vs_open,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first30_vwap_return_vs_open)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00275,blocked,2,ctx_fund_bs_cash_to_assets|m1_first5_amount,missing_contract:ctx_fund_bs_cash_to_assets,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first5_amount)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00276,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqjmg,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqjmg,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqjmg)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00277,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqjmg10d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqjmg10d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqjmg10d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00278,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqjmg3d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqjmg3d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqjmg3d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00279,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqjmg5d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqjmg5d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqjmg5d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00280,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqmcl,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqmcl,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqmcl)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00281,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqmcl10d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqmcl10d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqmcl10d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00282,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqmcl3d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqmcl3d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqmcl3d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00283,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqmcl5d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqmcl5d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqmcl5d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00284,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rqye,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rqye,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rqye)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00285,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzche,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzche,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzche)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00286,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzche10d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzche10d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzche10d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00287,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzche3d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzche3d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzche3d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00288,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzche5d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzche5d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzche5d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00289,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzjme,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzjme,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzjme)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00290,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzjme10d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzjme10d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzjme10d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00291,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzjme3d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzjme3d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzjme3d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00292,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzjme5d,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzjme5d,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzjme5d)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_rzrq_flow_00293,blocked,2,ctx_fund_bs_cash_to_assets|ctx_rzrq_rzmre,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_rzrq_rzmre,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_rzrq_rzmre)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00294,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_dt,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_dt,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_dt)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00295,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_q_zrcs,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_q_zrcs,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_q_zrcs)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00296,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_q_zrtj,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_q_zrtj,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_q_zrtj)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00297,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_s_zrcs,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_s_zrcs,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_s_zrcs)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00298,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_s_zrtj,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_s_zrtj,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_s_zrtj)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00299,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_sjdt,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_sjdt,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_sjdt)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00300,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_sjzt,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_sjzt,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_sjzt)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00301,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_stdt,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_stdt,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_stdt)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00302,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_stzt,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_stzt,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_stzt)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00303,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_szjs,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_szjs,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_szjs)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00304,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_xdjs,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_xdjs,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_xdjs)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_market_breadth_00305,blocked,2,ctx_fund_bs_cash_to_assets|ctx_mkt_updown_zt,missing_contract:ctx_fund_bs_cash_to_assets|missing_contract:ctx_mkt_updown_zt,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($ctx_mkt_updown_zt)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00306,blocked,2,ctx_rzrq_rqjmg|final_float_market_cap,missing_contract:ctx_rzrq_rqjmg|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqjmg,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00307,blocked,2,amount|ctx_rzrq_rqjmg,missing_contract:ctx_rzrq_rqjmg,"CSRank(Div($ctx_rzrq_rqjmg,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00308,blocked,2,ctx_rzrq_rqjmg10d|final_float_market_cap,missing_contract:ctx_rzrq_rqjmg10d|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqjmg10d,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00309,blocked,2,amount|ctx_rzrq_rqjmg10d,missing_contract:ctx_rzrq_rqjmg10d,"CSRank(Div($ctx_rzrq_rqjmg10d,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00310,blocked,2,ctx_rzrq_rqjmg3d|final_float_market_cap,missing_contract:ctx_rzrq_rqjmg3d|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqjmg3d,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00311,blocked,2,amount|ctx_rzrq_rqjmg3d,missing_contract:ctx_rzrq_rqjmg3d,"CSRank(Div($ctx_rzrq_rqjmg3d,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00312,blocked,2,ctx_rzrq_rqjmg5d|final_float_market_cap,missing_contract:ctx_rzrq_rqjmg5d|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00313,blocked,2,amount|ctx_rzrq_rqjmg5d,missing_contract:ctx_rzrq_rqjmg5d,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00314,blocked,2,ctx_rzrq_rqmcl|final_float_market_cap,missing_contract:ctx_rzrq_rqmcl|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00315,blocked,2,amount|ctx_rzrq_rqmcl,missing_contract:ctx_rzrq_rqmcl,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00316,blocked,2,ctx_rzrq_rqmcl10d|final_float_market_cap,missing_contract:ctx_rzrq_rqmcl10d|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqmcl10d,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00317,blocked,2,amount|ctx_rzrq_rqmcl10d,missing_contract:ctx_rzrq_rqmcl10d,"CSRank(Div($ctx_rzrq_rqmcl10d,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00318,blocked,2,ctx_rzrq_rqmcl3d|final_float_market_cap,missing_contract:ctx_rzrq_rqmcl3d|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqmcl3d,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00319,blocked,2,amount|ctx_rzrq_rqmcl3d,missing_contract:ctx_rzrq_rqmcl3d,"CSRank(Div($ctx_rzrq_rqmcl3d,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00320,blocked,2,ctx_rzrq_rqmcl5d|final_float_market_cap,missing_contract:ctx_rzrq_rqmcl5d|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqmcl5d,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00321,blocked,2,amount|ctx_rzrq_rqmcl5d,missing_contract:ctx_rzrq_rqmcl5d,"CSRank(Div($ctx_rzrq_rqmcl5d,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00322,blocked,2,ctx_rzrq_rqye|final_float_market_cap,missing_contract:ctx_rzrq_rqye|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00323,blocked,2,amount|ctx_rzrq_rqye,missing_contract:ctx_rzrq_rqye,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00324,blocked,2,ctx_rzrq_rzche|final_float_market_cap,missing_contract:ctx_rzrq_rzche|missing_contract:final_float_market_cap,"CSRank(Div($ctx_rzrq_rzche,Add(Abs($final_float_market_cap),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_rzrq_size_normalized_00325,blocked,2,amount|ctx_rzrq_rzche,missing_contract:ctx_rzrq_rzche,"CSRank(Div($ctx_rzrq_rzche,Add(Abs($amount),0.000001)))"
