panel_field,source_group,dataset,route,field_family,nonnull_count,nonnull_rate,unique_nonnull_count
ctx_fulla_bs_capital_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,828500,0.83855851,11351
ctx_fulla_bs_cip,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,726774,0.73559749,13732
ctx_fulla_bs_consumptive_biological_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_contract_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,332826,0.33686672,5885
ctx_fulla_bs_contract_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,824340,0.834348,15889
ctx_fulla_bs_convert_diff,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_creditor_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,71334,0.07220004,981
ctx_fulla_bs_current_asset_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830496,0.84057874,14
ctx_fulla_bs_current_asset_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,4270,0.00432184,87
ctx_fulla_bs_current_liab_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830496,0.84057874,10
ctx_fulla_bs_current_liab_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1352,0.00136841,28
ctx_fulla_bs_defer_income,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,727164,0.73599223,13573
ctx_fulla_bs_defer_income_1year,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_defer_tax_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,811260,0.8211092,15338
ctx_fulla_bs_defer_tax_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,686044,0.694373,12564
ctx_fulla_bs_derive_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,71471,0.0723387,952
ctx_fulla_bs_derive_finliab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,69034,0.06987212,943
ctx_fulla_bs_develop_expense,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,178528,0.18069544,2983
ctx_fulla_bs_div_holdsale_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_div_holdsale_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_dividend_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,243179,0.24613135,3175
ctx_fulla_bs_dividend_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,95726,0.09688817,1080
ctx_fulla_bs_equity_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830813,0.84089959,5
ctx_fulla_bs_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_export_refund_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_fee_commission_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,17544,0.017757,13
ctx_fulla_bs_fin_fund,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,978,0.00098987,19
ctx_fulla_bs_finance_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,582540,0.5896124,10994
ctx_fulla_bs_fixed_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830813,0.84089959,16033
ctx_fulla_bs_fixed_asset_disposal,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,164,0.00016599,4
ctx_fulla_bs_fvtoci_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_fvtoci_ncfinasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_fvtpl_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,19,1.923e-05,1
ctx_fulla_bs_fvtpl_finliab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_general_risk_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,35122,0.0355484,160
ctx_fulla_bs_goodwill,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,421616,0.42673468,3593
ctx_fulla_bs_hold_maturity_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_holdsale_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,43537,0.04406557,325
ctx_fulla_bs_holdsale_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,23219,0.02350089,73
ctx_fulla_bs_insurance_contract_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,15429,0.01561632,1
ctx_fulla_bs_intangible_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,827482,0.83752815,15967
ctx_fulla_bs_interest_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,74186,0.07508666,875
ctx_fulla_bs_interest_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,62575,0.0633347,687
ctx_fulla_bs_internal_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_internal_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_inventory,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,822669,0.83265672,15860
ctx_fulla_bs_invest_realestate,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,438044,0.44336213,7910
ctx_fulla_bs_lease_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,715163,0.72384553,13596
ctx_fulla_bs_lend_fund,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,18624,0.01885011,36
ctx_fulla_bs_liab_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830813,0.84089959,4
ctx_fulla_bs_liab_equity_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_liab_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_liab_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,326,0.00032996,7
ctx_fulla_bs_loan_advance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,24319,0.02461425,171
ctx_fulla_bs_loan_pbc,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,17962,0.01818007,21
ctx_fulla_bs_long_equity_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,581610,0.58867111,10653
ctx_fulla_bs_long_loan,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,522641,0.52898619,8825
ctx_fulla_bs_long_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,274739,0.2780745,4220
ctx_fulla_bs_long_prepaid_expense,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,756325,0.76550726,14493
ctx_fulla_bs_long_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,194153,0.19651014,3127
ctx_fulla_bs_long_staffsalary_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,120681,0.12214614,1777
ctx_fulla_bs_minority_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,675827,0.68403196,12902
ctx_fulla_bs_monetaryfunds,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830813,0.84089959,16033
ctx_fulla_bs_noncurrent_asset_1year,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,234809,0.23765973,3910
ctx_fulla_bs_noncurrent_asset_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830496,0.84057874,8
ctx_fulla_bs_noncurrent_asset_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1592,0.00161133,29
ctx_fulla_bs_noncurrent_liab_1year,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,777663,0.78710432,14738
ctx_fulla_bs_noncurrent_liab_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,829057,0.83912227,6
ctx_fulla_bs_noncurrent_liab_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2706,0.00273885,46
ctx_fulla_bs_note_accounts_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830370,0.84045121,16025
ctx_fulla_bs_note_accounts_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,829016,0.83908077,16002
ctx_fulla_bs_note_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,576216,0.58321162,10471
ctx_fulla_bs_note_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,614529,0.62198977,11522
ctx_fulla_bs_oil_gas_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,22655,0.02293005,53
ctx_fulla_bs_other_compre_income,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,618654,0.62616485,10692
ctx_fulla_bs_other_creditor_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,39533,0.04001296,378
ctx_fulla_bs_other_current_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,824365,0.83437331,15886
ctx_fulla_bs_other_current_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,794320,0.80396354,15223
ctx_fulla_bs_other_equity_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,416663,0.42172155,4694
ctx_fulla_bs_other_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_other_equity_tool,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,107481,0.10878589,1453
ctx_fulla_bs_other_noncurrent_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,746215,0.75527452,13914
ctx_fulla_bs_other_noncurrent_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,333421,0.33746894,4096
ctx_fulla_bs_other_noncurrent_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,144849,0.14660756,1943
ctx_fulla_bs_other_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,273,0.00027631,7
ctx_fulla_bs_other_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,218,0.00022065,5
ctx_fulla_bs_parent_equity_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830813,0.84089959,9
ctx_fulla_bs_parent_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,38,3.846e-05,1
ctx_fulla_bs_perpetual_bond,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,31712,0.032097,178
ctx_fulla_bs_perpetual_bond_paybale,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,18466,0.01869019,3
ctx_fulla_bs_predict_current_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1039,0.00105161,19
ctx_fulla_bs_predict_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,348889,0.35312473,5682
ctx_fulla_bs_preferred_shares,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,18095,0.01831468,6
ctx_fulla_bs_preferred_shares_paybale,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,18983,0.01921347,9
ctx_fulla_bs_premium_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,17240,0.0174493,11
ctx_fulla_bs_prepayment,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,829305,0.83937328,16003
ctx_fulla_bs_productive_biology_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,45402,0.04595321,476
ctx_fulla_bs_project_material,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16,1.619e-05,1
ctx_fulla_bs_rc_reserve_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16910,0.0171153,4
ctx_fulla_bs_reinsure_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16871,0.01707582,4
ctx_fulla_bs_reinsure_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16910,0.0171153,4
ctx_fulla_bs_sell_repo_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,19012,0.01924282,57
ctx_fulla_bs_settle_excess_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,19454,0.01969018,49
ctx_fulla_bs_share_capital,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,830804,0.84089048,7162
ctx_fulla_bs_short_bond_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_short_fin_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,824,0.000834,21
ctx_fulla_bs_short_loan,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,664445,0.67251178,11698
ctx_fulla_bs_special_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,91,9.21e-05,2
ctx_fulla_bs_special_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,289500,0.29301471,5158
ctx_fulla_bs_staff_salary_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,829362,0.83943097,15992
ctx_fulla_bs_subsidy_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_surplus_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,818770,0.82871038,5623
ctx_fulla_bs_tax_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830795,0.84088137,16032
ctx_fulla_bs_total_assets,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830813,0.84089959,16033
ctx_fulla_bs_total_current_assets,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830496,0.84057874,16027
ctx_fulla_bs_total_current_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830496,0.84057874,16027
ctx_fulla_bs_total_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830813,0.84089959,16033
ctx_fulla_bs_total_liab_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830813,0.84089959,16033
ctx_fulla_bs_total_liabilities,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830813,0.84089959,16033
ctx_fulla_bs_total_noncurrent_assets,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,830496,0.84057874,16027
ctx_fulla_bs_total_noncurrent_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,829057,0.83912227,15965
ctx_fulla_bs_total_other_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830311,0.8403915,16007
ctx_fulla_bs_total_other_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830092,0.84016984,16013
ctx_fulla_bs_total_parent_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830813,0.84089959,16033
ctx_fulla_bs_trade_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_trade_finasset_notfvtpl,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,546830,0.55346886,9384
ctx_fulla_bs_trade_finliab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_trade_finliab_notfvtpl,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,84072,0.08509269,1120
ctx_fulla_bs_treasury_shares,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,383455,0.38811038,4305
ctx_fulla_bs_unassign_rpofit,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,830804,0.84089048,16032
ctx_fulla_bs_unconfirm_invest_loss,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_useright_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,757406,0.76660138,14515
ctx_fulla_bs_accept_deposit_interbank_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,5053,0.00511435,106
ctx_fulla_bs_accounts_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,820816,0.83078122,15856
ctx_fulla_bs_accounts_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,818670,0.82860917,15813
ctx_fulla_bs_accrued_expense_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_advance_receivables_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,240438,0.24335707,4421
ctx_fulla_bs_agent_trade_security_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,1793,0.00181477,35
ctx_fulla_bs_agent_underwrite_security_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,39,3.947e-05,1
ctx_fulla_bs_amortize_cost_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_amortize_cost_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_amortize_cost_ncfinasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_amortize_cost_ncfinliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_appoint_fvtpl_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_appoint_fvtpl_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_asset_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2734,0.00276719,3
ctx_fulla_bs_asset_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,163,0.00016498,3
ctx_fulla_bs_assign_cash_dividend_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_available_sale_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_bond_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,99713,0.10092358,1900
ctx_fulla_bs_borrow_fund_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,2328,0.00235626,49
ctx_fulla_bs_buy_resale_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,3823,0.00386941,75
ctx_fulla_bs_capital_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,818251,0.82818508,11180
ctx_fulla_bs_cip_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,696286,0.70473935,13343
ctx_fulla_bs_consumptive_biological_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_contract_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,298956,0.30258551,5596
ctx_fulla_bs_contract_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,811945,0.82180252,15680
ctx_fulla_bs_convert_diff_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_creditor_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,42657,0.04317488,791
ctx_fulla_bs_current_asset_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2045,0.00206983,7
ctx_fulla_bs_current_asset_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,3913,0.00396051,80
ctx_fulla_bs_current_liab_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1798,0.00181983,5
ctx_fulla_bs_current_liab_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1071,0.001084,23
ctx_fulla_bs_defer_income_1year_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_defer_income_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,698200,0.70667659,13222
ctx_fulla_bs_defer_tax_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,797836,0.80752223,15228
ctx_fulla_bs_defer_tax_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,650920,0.65882258,12192
ctx_fulla_bs_derive_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,30671,0.03104337,560
ctx_fulla_bs_derive_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,27794,0.02813144,550
ctx_fulla_bs_develop_expense_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,141961,0.1436845,2669
ctx_fulla_bs_div_holdsale_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_div_holdsale_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_dividend_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,186719,0.18898589,2348
ctx_fulla_bs_dividend_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,51571,0.0521971,737
ctx_fulla_bs_equity_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,1311,0.00132692,3
ctx_fulla_bs_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_export_refund_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
