shard,attempt,attempt_dir,summary_path,rows_path,rows_exists,decision,error_count,input_candidate_count,evaluated_candidate_count,memory_hit_count,panel_rows,panel_codes,evaluated_trade_time_count,original_trade_time_count,panel_read_column_count,expression_field_count,lazy_sidecar_enabled,lazy_loaded_field_count,_mtime
shard_00,shard_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,775781,340,2400,58563,13,10,True,3,1781272491.4995205
shard_01,shard_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,778939,340,2400,58563,13,10,True,3,1781272493.4972725
shard_02,shard_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_02_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_02_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,771422,340,2400,58563,13,10,True,3,1781272495.7762008
shard_03,shard_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_03_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_03_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,770948,340,2400,58563,13,10,True,3,1781272497.5512052
shard_04,shard_04_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_04_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_04_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_04_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,768669,340,2400,58563,13,10,True,3,1781272499.235829
shard_05,shard_05_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_05_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_05_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_05_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,777615,340,2400,58563,13,10,True,3,1781272501.2580216
shard_06,shard_06_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_06_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_06_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_06_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,774707,340,2400,58563,13,10,True,3,1781272503.5051513
shard_07,shard_07_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_07_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_07_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_07_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,780609,340,2400,58563,13,10,True,3,1781272505.1898775
shard_08,shard_08_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_08_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_08_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_08_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,776402,340,2400,58563,13,10,True,3,1781272506.9376028
shard_09,shard_09_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_09_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_09_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_09_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,774197,340,2400,58563,13,10,True,3,1781272509.13478
