factor_lane,count,best_abs_aligned_ic,followup_count,future_wrong_lag_count
cem_interaction::rx_range_location::rx_opening_amount::spread,5,0.2117119988,0,5
cem_resample::rx_range_location::rx_opening_amount::elite_spread_mean3,1,0.2116036538,0,1
cem_resample::rx_range_location::rx_opening_amount::elite_inverted_product,1,0.2075660813,0,1
cem_interaction::rx_intraday_return::rx_opening_amount::spread,9,0.1908215085,0,6
rx_interaction::rx_intraday_return::rx_opening_amount::spread,3,0.1907098042,0,1
cem_resample::rx_intraday_return::rx_opening_amount::elite_spread_mean3,7,0.1886607928,0,6
rx_interaction::rx_intraday_return::rx_opening_amount::product,1,0.1783492644,0,1
cem_interaction::rx_range_location::rx_opening_amount::signed_state,8,0.1746562567,0,8
cem_interaction::rx_intraday_return::rx_opening_amount::product,3,0.1742535168,0,1
cem_interaction::rx_range_location::rx_flow_amount_volume::spread,8,0.173317745,0,8
cem_resample::rx_range_location::rx_volatility_state::elite_spread_mean3,4,0.1714519582,0,4
cem_resample::rx_range_location::rx_range_location::elite_spread_mean3,4,0.1709145128,0,4
cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_spread_mean3,3,0.1311224513,0,1
cem_resample::rx_intraday_return::rx_opening_amount::elite_delta_product,2,0.1229077194,0,2
rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,3,0.1142200768,0,1
cem_resample::rx_intraday_return::rx_range_location::elite_spread_mean3,5,0.1118672251,0,5
rx_interaction::rx_intraday_return::rx_range_location::spread,3,0.1034737392,0,3
rx_interaction::rx_intraday_return::rx_volatility_state::spread,3,0.08912343333,0,3
cem_interaction::rx_intraday_return::rx_opening_amount::signed_state,1,0.07931596492,1,0
cem_resample::rx_range_location::rx_range_location::elite_inverted_product,1,0.06687844469,0,0
rx_interaction::rx_range_location::rx_range_location::product,3,0.06669435211,0,1
cem_interaction::rx_opening_amount::rx_volatility_state::signed_state,3,0.0508586473,0,1
cem_atom::rx_volatility_state::inverted,1,0.0489474093,0,1
cem_atom::rx_volatility_state::rank,1,0.0489474093,0,1
cem_interaction::rx_opening_amount::rx_volatility_state::product,2,0.04837077798,0,0
cem_interaction::rx_opening_amount::rx_volatility_state::spread,1,0.04821955767,0,0
cem_interaction::rx_opening_amount::rx_range_location::signed_state,1,0.04815018445,0,1
cem_interaction::rx_opening_amount::rx_range_location::spread,3,0.04635632159,0,1
cem_interaction::rx_opening_divergence::rx_flow_amount_volume::spread,1,0.03629991704,0,1
rx_interaction::rx_intraday_return::rx_range_location::product,1,0.03454397731,0,1
rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,2,0.03362864882,0,0
cem_resample::rx_range_location::rx_flow_amount_volume::elite_inverted_product,1,0.03206199948,0,1
cem_atom::rx_opening_range::rank,1,0.03167475202,0,1
