candidate_id,expression,field_name,factor_lane,failed_fields,failed_reasons,failed_coverages
phase3ae_brepair_v1_00111,CSRank($ctx_hfq_amount_yuan_x),amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00112,CSRank(Neg($ctx_hfq_amount_yuan_x)),amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00113,"CSRank(Log(Add(Abs($ctx_hfq_amount_yuan_x),1)))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00114,CSRank(ZScore($ctx_hfq_amount_yuan_x)),amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00115,"CSRank(Mean($ctx_hfq_amount_yuan_x,3))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00116,"CSRank(Delta($ctx_hfq_amount_yuan_x,3))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00117,"CSRank(Mean($ctx_hfq_amount_yuan_x,5))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00118,"CSRank(Delta($ctx_hfq_amount_yuan_x,5))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00119,"CSRank(Mean($ctx_hfq_amount_yuan_x,10))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00120,"CSRank(Delta($ctx_hfq_amount_yuan_x,10))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_x,ctx_hfq_amount_yuan_x:zero_nonnull,0.0
phase3ae_brepair_v1_00121,CSRank($ctx_hfq_amount_yuan_y),amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00122,CSRank(Neg($ctx_hfq_amount_yuan_y)),amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00123,"CSRank(Log(Add(Abs($ctx_hfq_amount_yuan_y),1)))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00124,CSRank(ZScore($ctx_hfq_amount_yuan_y)),amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00125,"CSRank(Mean($ctx_hfq_amount_yuan_y,3))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00126,"CSRank(Delta($ctx_hfq_amount_yuan_y,3))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00127,"CSRank(Mean($ctx_hfq_amount_yuan_y,5))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00128,"CSRank(Delta($ctx_hfq_amount_yuan_y,5))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00129,"CSRank(Mean($ctx_hfq_amount_yuan_y,10))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00130,"CSRank(Delta($ctx_hfq_amount_yuan_y,10))",amount_yuan,lagged_daily_formula_lane,ctx_hfq_amount_yuan_y,ctx_hfq_amount_yuan_y:zero_nonnull,0.0
phase3ae_brepair_v1_00131,CSRank($ctx_hfq_volume_shares),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00132,CSRank(Neg($ctx_hfq_volume_shares)),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00133,"CSRank(Log(Add(Abs($ctx_hfq_volume_shares),1)))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00134,CSRank(ZScore($ctx_hfq_volume_shares)),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00135,"CSRank(Mean($ctx_hfq_volume_shares,3))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00136,"CSRank(Delta($ctx_hfq_volume_shares,3))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00137,"CSRank(Mean($ctx_hfq_volume_shares,5))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00138,"CSRank(Delta($ctx_hfq_volume_shares,5))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00139,"CSRank(Mean($ctx_hfq_volume_shares,10))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00140,"CSRank(Delta($ctx_hfq_volume_shares,10))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares,ctx_hfq_volume_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00141,CSRank($ctx_hfq_volume_shares_x),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00142,CSRank(Neg($ctx_hfq_volume_shares_x)),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00143,"CSRank(Log(Add(Abs($ctx_hfq_volume_shares_x),1)))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00144,CSRank(ZScore($ctx_hfq_volume_shares_x)),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00145,"CSRank(Mean($ctx_hfq_volume_shares_x,3))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00146,"CSRank(Delta($ctx_hfq_volume_shares_x,3))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00147,"CSRank(Mean($ctx_hfq_volume_shares_x,5))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00148,"CSRank(Delta($ctx_hfq_volume_shares_x,5))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00149,"CSRank(Mean($ctx_hfq_volume_shares_x,10))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00150,"CSRank(Delta($ctx_hfq_volume_shares_x,10))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_x,ctx_hfq_volume_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00151,CSRank($ctx_hfq_volume_shares_y),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00152,CSRank(Neg($ctx_hfq_volume_shares_y)),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00153,"CSRank(Log(Add(Abs($ctx_hfq_volume_shares_y),1)))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00154,CSRank(ZScore($ctx_hfq_volume_shares_y)),volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00155,"CSRank(Mean($ctx_hfq_volume_shares_y,3))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00156,"CSRank(Delta($ctx_hfq_volume_shares_y,3))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00157,"CSRank(Mean($ctx_hfq_volume_shares_y,5))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00158,"CSRank(Delta($ctx_hfq_volume_shares_y,5))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00159,"CSRank(Mean($ctx_hfq_volume_shares_y,10))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00160,"CSRank(Delta($ctx_hfq_volume_shares_y,10))",volume_shares,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,ctx_hfq_volume_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00161,CSRank($ctx_hfq_float_shares),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares,ctx_hfq_float_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00162,CSRank(Neg($ctx_hfq_float_shares)),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares,ctx_hfq_float_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00163,"CSRank(Log(Add(Abs($ctx_hfq_float_shares),1)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares,ctx_hfq_float_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00164,CSRank(ZScore($ctx_hfq_float_shares)),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares,ctx_hfq_float_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00165,"CSRank(Neg(Mean($ctx_hfq_float_shares,5)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares,ctx_hfq_float_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00166,"CSRank(Neg(Mean($ctx_hfq_float_shares,20)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares,ctx_hfq_float_shares:zero_nonnull,0.0
phase3ae_brepair_v1_00167,CSRank($ctx_hfq_float_shares_x),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_x,ctx_hfq_float_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00168,CSRank(Neg($ctx_hfq_float_shares_x)),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_x,ctx_hfq_float_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00169,"CSRank(Log(Add(Abs($ctx_hfq_float_shares_x),1)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_x,ctx_hfq_float_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00170,CSRank(ZScore($ctx_hfq_float_shares_x)),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_x,ctx_hfq_float_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00171,"CSRank(Neg(Mean($ctx_hfq_float_shares_x,5)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_x,ctx_hfq_float_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00172,"CSRank(Neg(Mean($ctx_hfq_float_shares_x,20)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_x,ctx_hfq_float_shares_x:zero_nonnull,0.0
phase3ae_brepair_v1_00173,CSRank($ctx_hfq_float_shares_y),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_y,ctx_hfq_float_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00174,CSRank(Neg($ctx_hfq_float_shares_y)),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_y,ctx_hfq_float_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00175,"CSRank(Log(Add(Abs($ctx_hfq_float_shares_y),1)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_y,ctx_hfq_float_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00176,CSRank(ZScore($ctx_hfq_float_shares_y)),float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_y,ctx_hfq_float_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00177,"CSRank(Neg(Mean($ctx_hfq_float_shares_y,5)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_y,ctx_hfq_float_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00178,"CSRank(Neg(Mean($ctx_hfq_float_shares_y,20)))",float_shares,lagged_daily_formula_lane,ctx_hfq_float_shares_y,ctx_hfq_float_shares_y:zero_nonnull,0.0
phase3ae_brepair_v1_00251,CSRank($ctx_hfq_pct_chg),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg,ctx_hfq_pct_chg:zero_nonnull,0.0
phase3ae_brepair_v1_00252,CSRank(Neg($ctx_hfq_pct_chg)),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg,ctx_hfq_pct_chg:zero_nonnull,0.0
phase3ae_brepair_v1_00253,"CSRank(Log(Add(Abs($ctx_hfq_pct_chg),1)))",pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg,ctx_hfq_pct_chg:zero_nonnull,0.0
phase3ae_brepair_v1_00254,CSRank(ZScore($ctx_hfq_pct_chg)),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg,ctx_hfq_pct_chg:zero_nonnull,0.0
phase3ae_brepair_v1_00255,CSRank($ctx_hfq_pct_chg_x),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_x,ctx_hfq_pct_chg_x:zero_nonnull,0.0
phase3ae_brepair_v1_00256,CSRank(Neg($ctx_hfq_pct_chg_x)),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_x,ctx_hfq_pct_chg_x:zero_nonnull,0.0
phase3ae_brepair_v1_00257,"CSRank(Log(Add(Abs($ctx_hfq_pct_chg_x),1)))",pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_x,ctx_hfq_pct_chg_x:zero_nonnull,0.0
phase3ae_brepair_v1_00258,CSRank(ZScore($ctx_hfq_pct_chg_x)),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_x,ctx_hfq_pct_chg_x:zero_nonnull,0.0
phase3ae_brepair_v1_00259,CSRank($ctx_hfq_pct_chg_y),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_y,ctx_hfq_pct_chg_y:zero_nonnull,0.0
phase3ae_brepair_v1_00260,CSRank(Neg($ctx_hfq_pct_chg_y)),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_y,ctx_hfq_pct_chg_y:zero_nonnull,0.0
phase3ae_brepair_v1_00261,"CSRank(Log(Add(Abs($ctx_hfq_pct_chg_y),1)))",pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_y,ctx_hfq_pct_chg_y:zero_nonnull,0.0
phase3ae_brepair_v1_00262,CSRank(ZScore($ctx_hfq_pct_chg_y)),pct_chg,pit_context_formula_lane,ctx_hfq_pct_chg_y,ctx_hfq_pct_chg_y:zero_nonnull,0.0
phase3ae_brepair_v1_00263,CSRank($m1_pct_chg_first),pct_chg,pit_context_formula_lane,m1_pct_chg_first,m1_pct_chg_first:zero_nonnull,0.0
phase3ae_brepair_v1_00264,CSRank(Neg($m1_pct_chg_first)),pct_chg,pit_context_formula_lane,m1_pct_chg_first,m1_pct_chg_first:zero_nonnull,0.0
phase3ae_brepair_v1_00265,"CSRank(Log(Add(Abs($m1_pct_chg_first),1)))",pct_chg,pit_context_formula_lane,m1_pct_chg_first,m1_pct_chg_first:zero_nonnull,0.0
phase3ae_brepair_v1_00266,CSRank(ZScore($m1_pct_chg_first)),pct_chg,pit_context_formula_lane,m1_pct_chg_first,m1_pct_chg_first:zero_nonnull,0.0
phase3ae_brepair_v1_00267,CSRank($m1_pre_close),pre_close,pit_context_formula_lane,m1_pre_close,m1_pre_close:zero_nonnull,0.0
phase3ae_brepair_v1_00268,CSRank(Neg($m1_pre_close)),pre_close,pit_context_formula_lane,m1_pre_close,m1_pre_close:zero_nonnull,0.0
phase3ae_brepair_v1_00269,"CSRank(Log(Add(Abs($m1_pre_close),1)))",pre_close,pit_context_formula_lane,m1_pre_close,m1_pre_close:zero_nonnull,0.0
phase3ae_brepair_v1_00270,CSRank(ZScore($m1_pre_close)),pre_close,pit_context_formula_lane,m1_pre_close,m1_pre_close:zero_nonnull,0.0
phase3ae_brepair_v1_00379,CSRank($ctx_hfq_amplitude_pct),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct,ctx_hfq_amplitude_pct:zero_nonnull,0.0
phase3ae_brepair_v1_00380,CSRank(Neg($ctx_hfq_amplitude_pct)),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct,ctx_hfq_amplitude_pct:zero_nonnull,0.0
phase3ae_brepair_v1_00381,"CSRank(Log(Add(Abs($ctx_hfq_amplitude_pct),1)))",amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct,ctx_hfq_amplitude_pct:zero_nonnull,0.0
phase3ae_brepair_v1_00382,CSRank(ZScore($ctx_hfq_amplitude_pct)),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct,ctx_hfq_amplitude_pct:zero_nonnull,0.0
phase3ae_brepair_v1_00383,CSRank($ctx_hfq_amplitude_pct_x),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_x,ctx_hfq_amplitude_pct_x:zero_nonnull,0.0
phase3ae_brepair_v1_00384,CSRank(Neg($ctx_hfq_amplitude_pct_x)),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_x,ctx_hfq_amplitude_pct_x:zero_nonnull,0.0
phase3ae_brepair_v1_00385,"CSRank(Log(Add(Abs($ctx_hfq_amplitude_pct_x),1)))",amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_x,ctx_hfq_amplitude_pct_x:zero_nonnull,0.0
phase3ae_brepair_v1_00386,CSRank(ZScore($ctx_hfq_amplitude_pct_x)),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_x,ctx_hfq_amplitude_pct_x:zero_nonnull,0.0
phase3ae_brepair_v1_00387,CSRank($ctx_hfq_amplitude_pct_y),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_y,ctx_hfq_amplitude_pct_y:zero_nonnull,0.0
phase3ae_brepair_v1_00388,CSRank(Neg($ctx_hfq_amplitude_pct_y)),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_y,ctx_hfq_amplitude_pct_y:zero_nonnull,0.0
phase3ae_brepair_v1_00389,"CSRank(Log(Add(Abs($ctx_hfq_amplitude_pct_y),1)))",amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_y,ctx_hfq_amplitude_pct_y:zero_nonnull,0.0
phase3ae_brepair_v1_00390,CSRank(ZScore($ctx_hfq_amplitude_pct_y)),amplitude_pct,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_y,ctx_hfq_amplitude_pct_y:zero_nonnull,0.0
phase3ae_brepair_v1_00391,CSRank($ctx_hfq_ma10),ma10,lagged_daily_formula_lane,ctx_hfq_ma10,ctx_hfq_ma10:zero_nonnull,0.0
phase3ae_brepair_v1_00392,CSRank(Neg($ctx_hfq_ma10)),ma10,lagged_daily_formula_lane,ctx_hfq_ma10,ctx_hfq_ma10:zero_nonnull,0.0
phase3ae_brepair_v1_00393,"CSRank(Log(Add(Abs($ctx_hfq_ma10),1)))",ma10,lagged_daily_formula_lane,ctx_hfq_ma10,ctx_hfq_ma10:zero_nonnull,0.0
phase3ae_brepair_v1_00394,CSRank(ZScore($ctx_hfq_ma10)),ma10,lagged_daily_formula_lane,ctx_hfq_ma10,ctx_hfq_ma10:zero_nonnull,0.0
phase3ae_brepair_v1_00395,CSRank($ctx_hfq_ma10_x),ma10,lagged_daily_formula_lane,ctx_hfq_ma10_x,ctx_hfq_ma10_x:zero_nonnull,0.0
phase3ae_brepair_v1_00396,CSRank(Neg($ctx_hfq_ma10_x)),ma10,lagged_daily_formula_lane,ctx_hfq_ma10_x,ctx_hfq_ma10_x:zero_nonnull,0.0
phase3ae_brepair_v1_00397,"CSRank(Log(Add(Abs($ctx_hfq_ma10_x),1)))",ma10,lagged_daily_formula_lane,ctx_hfq_ma10_x,ctx_hfq_ma10_x:zero_nonnull,0.0
phase3ae_brepair_v1_00398,CSRank(ZScore($ctx_hfq_ma10_x)),ma10,lagged_daily_formula_lane,ctx_hfq_ma10_x,ctx_hfq_ma10_x:zero_nonnull,0.0
phase3ae_brepair_v1_00399,CSRank($ctx_hfq_ma10_y),ma10,lagged_daily_formula_lane,ctx_hfq_ma10_y,ctx_hfq_ma10_y:zero_nonnull,0.0
phase3ae_brepair_v1_00400,CSRank(Neg($ctx_hfq_ma10_y)),ma10,lagged_daily_formula_lane,ctx_hfq_ma10_y,ctx_hfq_ma10_y:zero_nonnull,0.0
phase3ae_brepair_v1_00401,"CSRank(Log(Add(Abs($ctx_hfq_ma10_y),1)))",ma10,lagged_daily_formula_lane,ctx_hfq_ma10_y,ctx_hfq_ma10_y:zero_nonnull,0.0
phase3ae_brepair_v1_00402,CSRank(ZScore($ctx_hfq_ma10_y)),ma10,lagged_daily_formula_lane,ctx_hfq_ma10_y,ctx_hfq_ma10_y:zero_nonnull,0.0
phase3ae_brepair_v1_00403,CSRank($ctx_hfq_ma120),ma120,lagged_daily_formula_lane,ctx_hfq_ma120,ctx_hfq_ma120:zero_nonnull,0.0
phase3ae_brepair_v1_00404,CSRank(Neg($ctx_hfq_ma120)),ma120,lagged_daily_formula_lane,ctx_hfq_ma120,ctx_hfq_ma120:zero_nonnull,0.0
phase3ae_brepair_v1_00405,"CSRank(Log(Add(Abs($ctx_hfq_ma120),1)))",ma120,lagged_daily_formula_lane,ctx_hfq_ma120,ctx_hfq_ma120:zero_nonnull,0.0
phase3ae_brepair_v1_00406,CSRank(ZScore($ctx_hfq_ma120)),ma120,lagged_daily_formula_lane,ctx_hfq_ma120,ctx_hfq_ma120:zero_nonnull,0.0
phase3ae_brepair_v1_00407,CSRank($ctx_hfq_ma120_x),ma120,lagged_daily_formula_lane,ctx_hfq_ma120_x,ctx_hfq_ma120_x:zero_nonnull,0.0
phase3ae_brepair_v1_00408,CSRank(Neg($ctx_hfq_ma120_x)),ma120,lagged_daily_formula_lane,ctx_hfq_ma120_x,ctx_hfq_ma120_x:zero_nonnull,0.0
phase3ae_brepair_v1_00409,"CSRank(Log(Add(Abs($ctx_hfq_ma120_x),1)))",ma120,lagged_daily_formula_lane,ctx_hfq_ma120_x,ctx_hfq_ma120_x:zero_nonnull,0.0
phase3ae_brepair_v1_00410,CSRank(ZScore($ctx_hfq_ma120_x)),ma120,lagged_daily_formula_lane,ctx_hfq_ma120_x,ctx_hfq_ma120_x:zero_nonnull,0.0
phase3ae_brepair_v1_00411,CSRank($ctx_hfq_ma120_y),ma120,lagged_daily_formula_lane,ctx_hfq_ma120_y,ctx_hfq_ma120_y:zero_nonnull,0.0
phase3ae_brepair_v1_00412,CSRank(Neg($ctx_hfq_ma120_y)),ma120,lagged_daily_formula_lane,ctx_hfq_ma120_y,ctx_hfq_ma120_y:zero_nonnull,0.0
phase3ae_brepair_v1_00413,"CSRank(Log(Add(Abs($ctx_hfq_ma120_y),1)))",ma120,lagged_daily_formula_lane,ctx_hfq_ma120_y,ctx_hfq_ma120_y:zero_nonnull,0.0
phase3ae_brepair_v1_00414,CSRank(ZScore($ctx_hfq_ma120_y)),ma120,lagged_daily_formula_lane,ctx_hfq_ma120_y,ctx_hfq_ma120_y:zero_nonnull,0.0
