candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,search_memory_key,policy_score,expected_direction,x0_r3_role,note,cem_prior_score
phase3bs_00001,e24ad83e87d7fbe8b655fa20,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,10)),ZScore(Std($ret_1m,30))))",cem_interaction::rx_intraday_return::rx_volatility_state::product,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,phase3bp:e24ad83e87d7fbe8b655fa20,0.31768061,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction intraday_delta_10 x ret_vol_30 product,0.32597661
phase3bs_00002,d54e3933ccef3c52f6adde1d,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std($ret_1m,10))))",cem_interaction::rx_intraday_return::rx_volatility_state::product,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,phase3bp:d54e3933ccef3c52f6adde1d,0.31768061,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction intraday_delta_30 x ret_vol_10 product,0.32587361
phase3bs_00003,d131dacc39e6f41dbf4326da,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Std($ret_1m,30))))",cem_interaction::rx_intraday_return::rx_volatility_state::spread,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,phase3bp:d131dacc39e6f41dbf4326da,0.31336297,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction intraday_delta_8 x ret_vol_30 spread,0.32214897
phase3bs_00004,476e1b3e9e7adf169bba0da0,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Std($ret_1m,8))))",cem_interaction::rx_intraday_return::rx_volatility_state::product,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",8,phase3bp:476e1b3e9e7adf169bba0da0,0.31352981,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction intraday_delta_8 x ret_vol_8 product,0.32177281
phase3bs_00005,2094dc493a29bda8969e521e,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std($ret_1m,8))))",cem_interaction::rx_intraday_return::rx_volatility_state::spread,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,phase3bp:2094dc493a29bda8969e521e,0.31336297,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction intraday_delta_30 x ret_vol_8 spread,0.32162297
phase3bs_00006,95cd54b879907f00126ec896,"CSRank(Sub(ZScore(Delta($ret_1m,8)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",8,phase3bp:95cd54b879907f00126ec896,0.26355803,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction ret_delta_8 x range_vol_30 spread,0.26198603
phase3bs_00007,4585a91ac2810c33b6e000d7,"CSRank(Sub(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,phase3bp:4585a91ac2810c33b6e000d7,0.26355803,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction ret_delta_30 x range_vol_8 spread,0.26175903
phase3bs_00008,5d27192275a171befea4f66a,"CSRank(Sub(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),10))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,phase3bp:5d27192275a171befea4f66a,0.26234258,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction ret_delta_30 x range_vol_10 spread,0.26119958
phase3bs_00009,ad73db2b6460de7f3e83776f,"CSRank(Sub(ZScore(Delta($ret_1m,10)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",10,phase3bp:ad73db2b6460de7f3e83776f,0.26234258,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction ret_delta_10 x range_vol_30 spread,0.26072958
phase3bs_00010,329fe2e8e5a2a59b0c9f9edc,"CSRank(Mul(ZScore(Delta($ret_1m,10)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",cem_interaction::rx_intraday_return::rx_range_location::product,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",10,phase3bp:329fe2e8e5a2a59b0c9f9edc,0.26447885,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction ret_delta_10 x range_vol_30 product,0.25720885
phase3bs_00011,391156cd69d083d8877c832c,"CSRank(Mul(Sign(ZScore($m1_first15_vwap_return_vs_open)),ZScore(Std($ret_1m,8))))",cem_interaction::rx_opening_divergence::rx_volatility_state::signed_state,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",8,phase3bp:391156cd69d083d8877c832c,0.20890048,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction m1_first15_vwap_open x ret_vol_8 signed_state,0.21789048
phase3bs_00012,e3281940dd31430bf6416b8c,"CSRank(Sub(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,8))))",cem_interaction::rx_opening_divergence::rx_volatility_state::spread,phase3bs_cem_dominant_rx_entropy,phase3bs_cem_dominant_rx_entropy,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",8,phase3bp:e3281940dd31430bf6416b8c,0.20869462,1,read_only_research_candidate,phase3bs_cem_dominant_rx_entropy: cem seed interaction m1_first15_vwap_open x ret_vol_8 spread,0.21763162
