factor_lane,count,best_abs_aligned_ic,followup_count,future_wrong_lag_count
cem_interaction::rx_range_location::rx_opening_amount::spread,1,0.2076829346,0,1
cem_interaction::rx_range_location::rx_flow_amount_volume::spread,9,0.1970152621,0,9
cem_interaction::rx_range_location::rx_opening_amount::product,3,0.1945912094,0,3
cem_interaction::rx_range_location::rx_volatility_state::spread,4,0.1753233905,0,4
cem_interaction::rx_range_location::rx_opening_amount::signed_state,8,0.175153297,0,8
cem_interaction::rx_range_location::rx_range_location::spread,4,0.1749935355,0,4
cem_interaction::rx_intraday_return::rx_opening_amount::signed_state,4,0.1231039992,1,3
cem_interaction::rx_intraday_return::rx_range_location::spread,8,0.1108368508,0,7
rx_interaction::rx_intraday_return::rx_range_location::spread,4,0.09273693032,0,4
cem_interaction::rx_intraday_return::rx_volatility_state::spread,2,0.0850786551,0,2
cem_interaction::rx_intraday_return::rx_flow_amount_volume::spread,2,0.08294849091,0,0
cem_interaction::rx_range_location::rx_range_location::product,1,0.07350562223,0,0
rx_interaction::rx_range_location::rx_range_location::product,4,0.0638323052,0,1
cem_interaction::rx_opening_amount::rx_volatility_state::product,1,0.05680465034,0,1
cem_atom::rx_volatility_state::rank,1,0.05636772281,0,1
cem_interaction::rx_opening_amount::rx_range_location::signed_state,5,0.05245768583,0,2
cem_interaction::rx_intraday_return::rx_range_location::product,1,0.04214863537,0,1
cem_interaction::rx_range_location::rx_volatility_state::product,1,0.04107582464,0,0
rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,2,0.04097619319,1,0
cem_interaction::rx_opening_amount::rx_range_location::spread,6,0.03684745674,0,6
rx_interaction::rx_intraday_return::rx_range_location::product,3,0.03387140602,0,2
cem_atom::rx_range_location::rank,1,0.03296053597,0,1
cem_atom::rx_range_location::inverted,1,0.03296053597,0,1
cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,3,0.03247643651,0,1
rx_interaction::rx_range_location::rx_flow_amount_volume::product,1,0.03139893826,0,1
cem_interaction::rx_opening_range::rx_volatility_state::signed_state,1,0.02895052043,0,1
cem_interaction::rx_opening_range::rx_volatility_state::product,1,0.02884625197,0,0
cem_interaction::rx_opening_range::rx_range_location::signed_state,6,0.02858809667,0,3
cem_interaction::rx_opening_divergence::rx_volatility_state::spread,2,0.02790122165,0,2
rx_interaction::rx_intraday_return::rx_volatility_state::product,2,0.02631585214,0,0
cem_interaction::rx_opening_range::rx_range_location::spread,1,0.02526406371,0,0
cem_interaction::rx_intraday_return::rx_flow_amount_volume::signed_state,2,0.02399702984,0,0
cem_interaction::rx_opening_divergence::rx_flow_amount_volume::spread,1,0.02345083071,0,1
