entry_type,cluster_id,source_lane,signal_cluster_id,expression,score,turnover,daily_evidence_status,remaining_blocker,ablation_role,ablation_kind
full_formula_survivor,cluster_031,formula_gen_v2_repair_expansion,cluster_007,"CSRank(Mul(CSRank(CSResidual(CSRank(CSRank($close)),CSRank(Log($final_total_market_cap)))),ZScore(Mean(Abs(Delta($close,1)),20))))",1.541851,0.103397,FULL_FORMULA_DAILY_PASS_EX_REGIME,true_regime_bucket_replay_not_run,,
full_formula_survivor,s52_cluster_013,agnostic_freeform_ast,cluster_008,"CSRank(CSResidual(ZScore(Mean(Abs(Delta($open,1)),34)),CSRank($high)))",1.507126,0.069113,FULL_FORMULA_DAILY_PASS_EX_REGIME,true_regime_bucket_replay_not_run,,
full_formula_survivor,s53_cluster_002,agnostic_freeform_ast,cluster_011,"CSRank(Add(Sign(Mom($final_total_market_cap,34)),CSRank(Mean(Abs(Delta($open,1)),34))))",1.420147,0.143169,FULL_FORMULA_DAILY_PASS_EX_REGIME,true_regime_bucket_replay_not_run,,
full_formula_survivor,s53_cluster_001,agnostic_freeform_ast,cluster_002,"CSRank(Mean($low,34))",1.254644,0.03179,FULL_FORMULA_DAILY_PASS_EX_REGIME,true_regime_bucket_replay_not_run,,
full_formula_survivor,cluster_014,formula_gen_v2_repair_expansion,cluster_009,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))",1.229064,0.027425,FULL_FORMULA_DAILY_PASS_EX_REGIME,true_regime_bucket_replay_not_run,,
low_order_rescue,cluster_017,agnostic_freeform_ast,cluster_005,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))",1.462002,0.076805,LOW_ORDER_RESCUE_DAILY_PROXY_PASS,own_sign_flip_and_regime_tests_not_run,drop_component_1,leave_one_out_mul_component
