candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,field_list,parent_candidate_id,parent_factor_lane,parent_horizon_min,parent_stability_score,note,fresh_search_intent,x0_r3_role,proof_evaluator
phase3bh_bf_deepening_00001,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Mean($amount,7),Add(Abs(Mean($float_share,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_add,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:709d4f8a9327fcff0a19ccfd,709d4f8a9327fcff0a19ccfd,amount|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent plus refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00002,"CSRank(CSResidual(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Mean($amount,7),Add(Abs(Mean($float_share,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_resid,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:ff59c4e510eaafe194fb529c,ff59c4e510eaafe194fb529c,amount|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent residualized against refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00003,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Std($amount,7),Add(Abs(Mean($float_share,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_add,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:4944c6c8393f4df697079e41,4944c6c8393f4df697079e41,amount|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent plus refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00004,"CSRank(CSResidual(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Std($amount,7),Add(Abs(Mean($float_share,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_resid,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:4956750728a90fe433d22e33,4956750728a90fe433d22e33,amount|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent residualized against refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00005,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Mean($amount,7),Add(Abs(Mean($final_float_market_cap,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_add,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:c5f9fd3c6705b6017f6f5bab,c5f9fd3c6705b6017f6f5bab,amount|final_float_market_cap|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent plus refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00006,"CSRank(CSResidual(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Mean($amount,7),Add(Abs(Mean($final_float_market_cap,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_resid,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:f198c01ec109ec9dfe64625f,f198c01ec109ec9dfe64625f,amount|final_float_market_cap|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent residualized against refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00007,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Std($amount,7),Add(Abs(Mean($final_float_market_cap,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_add,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:786a53e6949ac258422650cd,786a53e6949ac258422650cd,amount|final_float_market_cap|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent plus refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00008,"CSRank(CSResidual(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Std($amount,7),Add(Abs(Mean($final_float_market_cap,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_resid,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:19c2d319eb180a81f0564aee,19c2d319eb180a81f0564aee,amount|final_float_market_cap|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent residualized against refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00009,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Mean($amount,7),Add(Abs(Mean($final_total_market_cap,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_add,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:9282fff68cb7dad233baa741,9282fff68cb7dad233baa741,amount|final_total_market_cap|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent plus refined term,True,read_only_research_candidate,pandas_only
phase3bh_bf_deepening_00010,"CSRank(CSResidual(ZScore(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001))))),ZScore(CSRank(Div(Mean($vwap,5),Add(Abs($open),0.000001))))))),ZScore(Neg(CSRank(Div(Mean($amount,7),Add(Abs(Mean($final_total_market_cap,7)),0.000001)))))))",bh_deepen_bf_fresh_capacity_price_add_resid,phase3bh_bf_parent_deepen,phase3bh_bf_deepening_pack_v1,phase3bh:93aac45a5cefea9498f2c23b,93aac45a5cefea9498f2c23b,amount|final_total_market_cap|float_share|open|vwap,phase3bf_ba_exploit_fresh_00820,bf_fresh_capacity_price_add,5,2.9590248724213812,BG-stable BF parent residualized against refined term,True,read_only_research_candidate,pandas_only
