arm,candidate_id,expr_hash,source_lane,source_generator,source_profile,selector_name,selector_version,base_e3_score,base_quality,turnover_proxy,turnover_structure_risk,cost_adjusted_proxy,liquidity_proxy,liquidity_proxy_source,capacity_proxy,capacity_proxy_source,factor_exposure_proxy,sector_concentration_proxy,complexity_score,operator_pathology_flag,max_corr_to_103_registry,mean_corr_to_103_registry,nearest_103_cluster,max_corr_to_134_registry,mean_corr_to_134_registry,nearest_134_cluster_id,novelty_vs_134,max_corr_to_selected_queue,max_corr_to_selected_queue_before_pick,mean_corr_to_selected_queue,mean_corr_to_selected_queue_before_pick,provisional_cluster_id,known_cluster_id,known_cluster_count_before_pick,provisional_cluster_count_before_pick,source_lane_cluster_count_before_pick,known_cluster_count_penalty,provisional_cluster_count_penalty,source_lane_cluster_count_penalty,anti_concentration_penalty,cluster_001_penalty,signal_vector_id,signal_vector_source,signal_vector_error,signal_vector_ready,nearest_134_signal_cluster_id,max_corr_to_134_signal_vector,mean_topk_corr_to_134_signal_vector,novelty_vs_134_signal_vector,known_signal_cluster_id,provisional_signal_cluster_id,source_lane_signal_cluster_id,signal_vector_cluster_basis,max_corr_to_selected_queue_signal,max_corr_to_selected_queue_signal_before_pick,mean_corr_to_selected_queue_signal,mean_corr_to_selected_queue_signal_before_pick,nearest_selected_signal_cluster_id,nearest_selected_signal_vector_id,known_signal_cluster_count_before_pick,provisional_signal_cluster_count_before_pick,source_lane_signal_cluster_count_before_pick,vector_diversity_penalty,known_signal_cluster_penalty,provisional_signal_cluster_penalty,source_lane_signal_cluster_penalty,cluster_001_signal_penalty,cluster_003_signal_penalty,cap_relaxed_for_backfill,selector_mode,turnover_penalty,turnover_structure_penalty,selector_pool_turnover_p80,selector_pool_turnover_p90,selector_pool_turnover_p95,high_turnover_p80_count_before_pick,high_turnover_p90_count_before_pick,turnover_tail_penalty,liquidity_penalty,capacity_penalty,registry_symbolic_corr_penalty,complexity_penalty,hard_gate_pass,hard_reject_reason,cap_reject_reason,feature_missing,gate_not_applied,selection_score,selection_score_final,rank_before_selection,selection_rank,selected_for_audit,selection_reason,uses_forbidden_replay_labels,book_marginal_mode,residual_ir_proxy,book_marginal_score,projection_topk_clusters,expression
Phase3AA_G2_event_source_priority,phase3aa_event_0548_phase3ad_newdata_event_x_market_sentiment_00057,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.2907142,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.8,0.335,cluster_033,0.8,0.335,cluster_033,0.2,0.235714,0.235714,0.194643,0.194643,prov_26e16b93,,,,,,,,,,632c44a20ab9a5d5056f,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_max,False,,0.0,0.0,1.0,,sigprov_632c44a20ab9,event_derived_feature_layer|sigprov_632c44a20ab9,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.8,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.1067858,0.1067858,,,False,backfill_candidate,False,signal_vector_proxy,,0.1067858,,"CSRank(Mul(ZScore($evt_uplimit_fd_max),ZScore($ctx_sent_damian_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0547_phase3ad_newdata_event_x_market_sentiment_00056,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.2907142,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.8,0.335,cluster_033,0.8,0.335,cluster_033,0.2,0.235714,0.235714,0.194643,0.194643,prov_26e16b93,,,,,,,,,,f285ef2bb04903a32bc2,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_max,False,,0.0,0.0,1.0,,sigprov_f285ef2bb049,event_derived_feature_layer|sigprov_f285ef2bb049,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.8,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.1067858,0.1067858,,,False,backfill_candidate,False,signal_vector_proxy,,0.1067858,,"CSRank(Mul(ZScore($evt_uplimit_fd_max),ZScore($ctx_sent_zb_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0546_phase3ad_newdata_event_x_market_sentiment_00055,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.2907142,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.8,0.335,cluster_033,0.8,0.335,cluster_033,0.2,0.235714,0.235714,0.194643,0.194643,prov_26e16b93,,,,,,,,,,9b9c96cdbd5334524add,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_max,False,,0.0,0.0,1.0,,sigprov_9b9c96cdbd53,event_derived_feature_layer|sigprov_9b9c96cdbd53,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.8,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.1067858,0.1067858,,,False,backfill_candidate,False,signal_vector_proxy,,0.1067858,,"CSRank(Mul(ZScore($evt_uplimit_fd_max),ZScore($ctx_sent_max_lb_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0545_phase3ad_newdata_event_x_market_sentiment_00054,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.3049999,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.8,0.335,cluster_033,0.8,0.335,cluster_033,0.2,0.283333,0.283333,0.254643,0.254643,prov_c72898c4,,,,,,,,,,4668f4ccea1355aad21d,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_max,False,,0.0,0.0,1.0,,sigprov_4668f4ccea13,event_derived_feature_layer|sigprov_4668f4ccea13,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.8,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.0925001,0.0925001,,,False,backfill_candidate,False,signal_vector_proxy,,0.0925001,,"CSRank(Mul(ZScore($evt_uplimit_fd_max),ZScore($ctx_sent_downlimit_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0544_phase3ad_newdata_event_x_market_sentiment_00053,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.3049999,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.8,0.335,cluster_033,0.8,0.335,cluster_033,0.2,0.283333,0.283333,0.254643,0.254643,prov_c72898c4,,,,,,,,,,94482d816ec538d44db0,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_max,False,,0.0,0.0,1.0,,sigprov_94482d816ec5,event_derived_feature_layer|sigprov_94482d816ec5,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.8,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.0925001,0.0925001,,,False,backfill_candidate,False,signal_vector_proxy,,0.0925001,,"CSRank(Mul(ZScore($evt_uplimit_fd_max),ZScore($ctx_sent_uplimit_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0543_phase3ad_newdata_event_x_market_sentiment_00052,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.3562504,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.866667,0.405833,cluster_033,0.866667,0.405833,cluster_033,0.133333,0.254167,0.254167,0.21,0.21,prov_54513cac,,,,,,,,,,0abdc3d296c87e43e8bb,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_close,False,,0.0,0.0,1.0,,sigprov_0abdc3d296c8,event_derived_feature_layer|sigprov_0abdc3d296c8,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.866667,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.0412496,0.0412496,,,False,backfill_candidate,False,signal_vector_proxy,,0.0412496,,"CSRank(Mul(ZScore($evt_uplimit_fd_close),ZScore($ctx_sent_damian_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0542_phase3ad_newdata_event_x_market_sentiment_00051,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.3562504,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.866667,0.405833,cluster_033,0.866667,0.405833,cluster_033,0.133333,0.254167,0.254167,0.21,0.21,prov_54513cac,,,,,,,,,,e189fc333304ee53e6b8,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_close,False,,0.0,0.0,1.0,,sigprov_e189fc333304,event_derived_feature_layer|sigprov_e189fc333304,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.866667,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.0412496,0.0412496,,,False,backfill_candidate,False,signal_vector_proxy,,0.0412496,,"CSRank(Mul(ZScore($evt_uplimit_fd_close),ZScore($ctx_sent_zb_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0541_phase3ad_newdata_event_x_market_sentiment_00050,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.3562504,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.866667,0.405833,cluster_033,0.866667,0.405833,cluster_033,0.133333,0.254167,0.254167,0.21,0.21,prov_54513cac,,,,,,,,,,ba85cb9b4ae76f312af0,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_close,False,,0.0,0.0,1.0,,sigprov_ba85cb9b4ae7,event_derived_feature_layer|sigprov_ba85cb9b4ae7,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.866667,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.0412496,0.0412496,,,False,backfill_candidate,False,signal_vector_proxy,,0.0412496,,"CSRank(Mul(ZScore($evt_uplimit_fd_close),ZScore($ctx_sent_max_lb_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0540_phase3ad_newdata_event_x_market_sentiment_00049,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.3562504,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.866667,0.405833,cluster_033,0.866667,0.405833,cluster_033,0.133333,0.254167,0.254167,0.214167,0.214167,prov_bb4441b4,,,,,,,,,,5b89643904f9a9eb01a2,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_close,False,,0.0,0.0,1.0,,sigprov_5b89643904f9,event_derived_feature_layer|sigprov_5b89643904f9,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.866667,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.0412496,0.0412496,,,False,backfill_candidate,False,signal_vector_proxy,,0.0412496,,"CSRank(Mul(ZScore($evt_uplimit_fd_close),ZScore($ctx_sent_downlimit_num)))"
Phase3AA_G2_event_source_priority,phase3aa_event_0539_phase3ad_newdata_event_x_market_sentiment_00048,,event_derived_feature_layer,cn_phase3ad_new_data_factor_pack_v1,phase3aa_research_feature_injection,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,-0.3562504,0.0,,0.0,,0.0,,0.0,,,,6.1,False,0.866667,0.405833,cluster_033,0.866667,0.405833,cluster_033,0.133333,0.254167,0.254167,0.214167,0.214167,prov_bb4441b4,,,,,,,,,,6a7469ed356d4d38713c,missing,UnsupportedExpressionError:missing_field:evt_uplimit_fd_close,False,,0.0,0.0,1.0,,sigprov_6a7469ed356d,event_derived_feature_layer|sigprov_6a7469ed356d,self_vector,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.058669,0.06795,0.074971,3,3,0.0,1.0,1.0,0.866667,0.0,True,,,turnover_proxy|cost_adjusted_proxy|liquidity_proxy|capacity_proxy|factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.0412496,0.0412496,,,False,backfill_candidate,False,signal_vector_proxy,,0.0412496,,"CSRank(Mul(ZScore($evt_uplimit_fd_close),ZScore($ctx_sent_uplimit_num)))"
