phase,declared_role,path,sample_path,exists,sample_rows,column_count,has_trade_time,has_date,has_exec_date,has_signal_date,has_code,row_granularity,minute_first_status,classification_reason,time_like_columns
raw_minute_2023_2025_sample,true_1min_silver_sample,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_local_minute_daily_silver_v1_20260531\stock_1min_2023_2025_symbol_parquet_v2\year=2023\code=000001.SZ\part.parquet,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_local_minute_daily_silver_v1_20260531\stock_1min_2023_2025_symbol_parquet_v2\year=2023\code=000001.SZ\part.parquet,True,58081,14,True,True,False,False,True,minute_row,true_1min_eligible,has trade_time,trade_time
raw_minute_2026_sample,true_1min_silver_sample,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_local_minute_daily_silver_v1_20260531\stock_1min_2026_parquet_by_date\date=20260105.parquet,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_local_minute_daily_silver_v1_20260531\stock_1min_2026_parquet_by_date\date=20260105.parquet,True,1318029,12,True,True,False,False,True,minute_row,true_1min_eligible,has trade_time,trade_time
phase3ad_daily_integrated_base,daily_integrated_backbone,G:\Project_V7_Rotation\data\company_phase2_panels\phase2_stock_tdx_official_20250806_to_20260410_cn_integrated_v2_phase3ad_newdata_v1_20260603.parquet,G:\Project_V7_Rotation\data\company_phase2_panels\phase2_stock_tdx_official_20250806_to_20260410_cn_integrated_v2_phase3ad_newdata_v1_20260603.parquet,True,988005,674,False,True,False,False,True,daily_backbone_plus_minute_derived,diagnostic_only_for_1min_claims,"code-date panel with minute-derived columns, no trade_time",m1_first15_high_minute;m1_first15_low_minute;m1_first15_range_minute;m1_first30_last_return_vs_open_minute;m1_first30_low_minute;m1_first30_range_minute;m1_first30_vwap_minute;ctx_fund_bs_cash_to_assets_nonminute;ctx_fund_bs_debt_to_assets_nonminute;ctx_fund_cf_operate_cash_to_netprofit_nonminute;ctx_fund_ps_netprofit_margin_nonminute;ctx_fund_ps_operate_profit_margin_nonminute;ctx_fund_ps_research_to_income_nonminute;ctx_holder_avg_market_cap_nonminute;ctx_rzrq_rqmcl10d_nonminute;ctx_rzrq_rqmcl3d_nonminute;ctx_rzrq_rqmcl5d_nonminute;ctx_rzrq_rqye_nonminute;ctx_rzrq_rzche_nonminute;ctx_rzrq_rzche10d_nonminute;ctx_rzrq_rzche3d_nonminute;ctx_rzrq_rzche5d_nonminute;ctx_rzrq_rzjme_nonminute;ctx_rzrq_rzjme10d_nonminute;ctx_rzrq_rzjme3d_nonminute;ctx_rzrq_rzjme5d_nonminute;ctx_rzrq_rzmre_nonminute
phase3ae_joined_panel,daily_backbone_plus_minute_derived,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet,True,988005,759,False,True,False,False,True,daily_backbone_plus_minute_derived,diagnostic_only_for_1min_claims,"code-date panel with minute-derived columns, no trade_time",m1_first15_high_minute;m1_first15_low_minute;m1_first15_range_minute;m1_first30_last_return_vs_open_minute;m1_first30_low_minute;m1_first30_range_minute;m1_first30_vwap_minute;ctx_fund_bs_cash_to_assets_nonminute;ctx_fund_bs_debt_to_assets_nonminute;ctx_fund_cf_operate_cash_to_netprofit_nonminute;ctx_fund_ps_netprofit_margin_nonminute;ctx_fund_ps_operate_profit_margin_nonminute;ctx_fund_ps_research_to_income_nonminute;ctx_holder_avg_market_cap_nonminute;ctx_rzrq_rqmcl10d_nonminute;ctx_rzrq_rqmcl3d_nonminute;ctx_rzrq_rqmcl5d_nonminute;ctx_rzrq_rqye_nonminute;ctx_rzrq_rzche_nonminute;ctx_rzrq_rzche10d_nonminute;ctx_rzrq_rzche3d_nonminute;ctx_rzrq_rzche5d_nonminute;ctx_rzrq_rzjme_nonminute;ctx_rzrq_rzjme10d_nonminute;ctx_rzrq_rzjme3d_nonminute;ctx_rzrq_rzjme5d_nonminute;ctx_rzrq_rzmre_nonminute
phase3an_joined_panel,daily_backbone_plus_minute_derived_and_sentiment,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3an_daily_sentiment_joined_panel_20260609\phase3an_daily_sentiment_joined_panel.parquet,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3an_daily_sentiment_joined_panel_20260609\phase3an_daily_sentiment_joined_panel.parquet,True,988005,811,False,True,False,False,True,daily_backbone_plus_minute_derived,diagnostic_only_for_1min_claims,"code-date panel with minute-derived columns, no trade_time",m1_first15_high_minute;m1_first15_low_minute;m1_first15_range_minute;m1_first30_last_return_vs_open_minute;m1_first30_low_minute;m1_first30_range_minute;m1_first30_vwap_minute;ctx_fund_bs_cash_to_assets_nonminute;ctx_fund_bs_debt_to_assets_nonminute;ctx_fund_cf_operate_cash_to_netprofit_nonminute;ctx_fund_ps_netprofit_margin_nonminute;ctx_fund_ps_operate_profit_margin_nonminute;ctx_fund_ps_research_to_income_nonminute;ctx_holder_avg_market_cap_nonminute;ctx_rzrq_rqmcl10d_nonminute;ctx_rzrq_rqmcl3d_nonminute;ctx_rzrq_rqmcl5d_nonminute;ctx_rzrq_rqye_nonminute;ctx_rzrq_rzche_nonminute;ctx_rzrq_rzche10d_nonminute;ctx_rzrq_rzche3d_nonminute;ctx_rzrq_rzche5d_nonminute;ctx_rzrq_rzjme_nonminute;ctx_rzrq_rzjme10d_nonminute;ctx_rzrq_rzjme3d_nonminute;ctx_rzrq_rzjme5d_nonminute;ctx_rzrq_rzmre_nonminute;evt_zls_up_limit_keep_times;ctx_zls_evt_up_limit_keep_times_lag1;evt_zls_up_limit_time;ctx_zls_evt_up_limit_time_lag1
minute_feature_panel_v2_retry1_sample,minute_derived_code_date_feature_panel,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\minute_feature_panels\cn_minute_feature_panel_v2_20260602_full_retry1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\minute_feature_panels\cn_minute_feature_panel_v2_20260602_full_retry1\year=2023\shard=00-of-02.parquet,True,593958,48,False,False,True,True,True,code_date_opening_window_feature,not_minute_first_search,"has exec_date/signal_date and opening-window fields, but no trade_time row",
minute_limit_event_alignment,intraday_event_availability_feature_panel,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\minute_feature_panels\cn_minute_limit_event_alignment_v2_20260602\cn_minute_limit_event_alignment_v1.parquet,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\minute_feature_panels\cn_minute_limit_event_alignment_v2_20260602\cn_minute_limit_event_alignment_v1.parquet,True,3997944,78,False,False,True,True,True,code_date_opening_window_feature,not_minute_first_search,"has exec_date/signal_date and opening-window fields, but no trade_time row",evt_limit_first_time_by_0930;evt_limit_keep_times_max_by_0930;evt_limit_first_time_by_0935;evt_limit_keep_times_max_by_0935;evt_limit_first_time_by_1000;evt_limit_keep_times_max_by_1000;evt_limit_first_time_by_1130;evt_limit_keep_times_max_by_1130;evt_limit_first_time_by_1430;evt_limit_keep_times_max_by_1430
nonminute_context_panel,lagged_nonminute_context_panel,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\nonminute_context_panels\cn_nonminute_pit_context_panel_v1_20260602,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\nonminute_context_panels\cn_nonminute_pit_context_panel_v1_20260602\year=2023\part.parquet,True,1186529,126,False,True,False,False,True,code_date_daily_or_context,not_1min,date-code panel without trade_time,
