source_lane,audited,raw_non_gap_replay_pass,cost_survive,deployable,median_replay_sortino,median_turnover,median_strict_cost_adjusted_sortino
cn_integrated_feature_layer,21,14,12,0,-0.46963099999999997,0.525,0.0
