expression_hash,candidate_id,horizon_min,fields,lane,factor_lane,source_lane,source_generator,fresh_eligible,memory_hit,shard_coverage,row_count,mean_ic_abs_mean,max_ic_abs_mean,mean_ic_mean,mean_ic_count,min_ic_count,mean_spread_mean,shards,expression
d7fc05c599a6a7b8595354d4,phase3ba_focused_minute_expansion_00296,30,amount|final_total_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.1710420516292449,0.18378773618300584,0.055490841834023495,2037.0,2037,0.0001267286894952438,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))"
352a276c73a502c5b00d2250,phase3ba_focused_minute_expansion_00302,30,amount|final_total_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.17068427502010808,0.18363128570733636,0.056292882886525376,2067.0,2067,0.00012660668906782046,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))"
636940a6802aff3fd8006ff7,phase3ba_focused_minute_expansion_00287,30,amount|final_float_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.1704438983974077,0.18457482248508475,0.054183563412406155,2037.0,2037,0.0001228391628276089,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001)))))))"
e2a898cd24bfa56d82373bf8,phase3ba_focused_minute_expansion_00290,30,amount|final_float_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.17013849298616252,0.18424432091149315,0.05499373103033931,2067.0,2067,0.00012486956034738717,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001)))))))"
a7f4d925d1a1aab07b396239,phase3ba_focused_minute_expansion_00359,30,amount|close|final_total_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16788484837589474,0.18102208847828705,0.053578949024778326,2037.0,2037,0.00011916317596389912,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001))),ZScore(Mom($close,30))))))))"
29bceb8720d4589158f119ab,phase3ba_focused_minute_expansion_00317,30,amount|close|final_float_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.167229675918642,0.18142619578811434,0.052197156352288915,2037.0,2037,0.0001196957947090836,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,30))))))))"
e62b38e268daded6ef5c8a22,phase3ba_focused_minute_expansion_00323,30,amount|close|final_float_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16703313547479157,0.18089766643897826,0.052546287110186635,2067.0,2067,0.00011788718661032057,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,30))))))))"
6cda219976de4f6f69dd064b,phase3ba_focused_minute_expansion_00329,30,amount|close|final_float_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16617517169023588,0.179827516924789,0.05244110598934936,2097.0,2097,0.00011916780168913644,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,30))))))))"
236db13dd906847c84121e5b,phase3ba_focused_minute_expansion_00341,30,amount|final_total_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16598774052810641,0.17883478228806932,0.057181150018096386,2135.0,2135,0.0001141152430881881,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,20),Add(Abs(Mean($final_total_market_cap,20)),0.000001)))))))"
76825a230e4a937b06a962d5,phase3ba_focused_minute_expansion_00305,30,amount|final_float_market_cap|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16577106680123066,0.1793922933659308,0.055966552086815835,2135.0,2135,0.00011286934462923438,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001)))))))"
