shard,attempt,attempt_dir,summary_path,rows_path,rows_exists,decision,error_count,input_candidate_count,evaluated_candidate_count,memory_hit_count,panel_rows,panel_codes,evaluated_trade_time_count,original_trade_time_count,panel_read_column_count,expression_field_count,lazy_sidecar_enabled,lazy_loaded_field_count,_mtime
shard_00,shard_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3BA_PARALLEL_V2_MERGED_TRUE1MIN_EVAL,0,768,768,0,775781,340,2400,58563,26,19,True,1,1781290220.6154902
shard_00,shard_00_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,775781,340,2400,58563,26,19,True,1,1781290222.0254252
shard_00,shard_00_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,775781,340,2400,58563,26,19,True,1,1781290223.265201
shard_00,shard_00_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,775781,340,2400,58563,18,12,True,3,1781290224.5999646
shard_00,shard_00_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,775781,340,2400,58563,27,21,True,2,1781290225.9142184
shard_00,shard_00_chunk_04_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_04_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_04_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_04_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,775781,340,2400,58563,27,22,True,2,1781290227.3839488
shard_00,shard_00_chunk_05_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_05_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_05_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_00_chunk_05_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,775781,340,2400,58563,22,16,True,2,1781290228.8610463
shard_01,shard_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3BA_PARALLEL_V2_MERGED_TRUE1MIN_EVAL,0,768,768,0,778939,340,2400,58563,26,19,True,1,1781290230.4918618
shard_01,shard_01_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,778939,340,2400,58563,26,19,True,1,1781290231.882343
shard_01,shard_01_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ba_company_focused_minute_expansion_20260612\shard_01_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,778939,340,2400,58563,26,19,True,1,1781290233.2899268
