candidate_id,horizon_min,expression,pandas_ic_mean,numba_ic_mean,diff_ic_mean,abs_diff_ic_mean,pandas_ic_abs_mean,numba_ic_abs_mean,diff_ic_abs_mean,abs_diff_ic_abs_mean,pandas_spread_mean,numba_spread_mean,diff_spread_mean,abs_diff_spread_mean,pandas_spread_abs_mean,numba_spread_abs_mean,diff_spread_abs_mean,abs_diff_spread_abs_mean,pandas_spread_hit_rate,numba_spread_hit_rate,diff_spread_hit_rate,abs_diff_spread_hit_rate,pandas_ic_count,numba_ic_count,pandas_spread_count,numba_spread_count
phase3ba_focused_minute_expansion_00269,1,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.02233200880732444,0.022332485200314008,4.7639298956722587e-07,4.7639298956722587e-07,0.2196119852302337,0.2196235742671082,1.158903687450974e-05,1.158903687450974e-05,-1.7009973814982533e-07,-5.734929622005087e-07,-4.0339322405068334e-07,4.0339322405068334e-07,0.0011333323254408196,0.001133250221086059,-8.21043547605e-08,8.21043547605e-08,0.5135923792311458,0.5135923792311458,0.0,0.0,53098,53098,53118,53118
phase3ba_focused_minute_expansion_00269,5,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.03832124657162183,0.03834379489505271,2.2548323430883477e-05,2.2548323430883477e-05,0.24132372144955555,0.24133005246226105,6.331012705501626e-06,6.331012705501626e-06,4.811490892739429e-05,4.877684250783777e-05,6.619335804434808e-07,6.619335804434808e-07,0.002387388473171114,0.0023870771533984047,-3.113197727094147e-07,3.113197727094147e-07,0.5279487903605384,0.5279864445072013,3.765414666290212e-05,3.765414666290212e-05,53115,53115,53115,53115
phase3ba_focused_minute_expansion_00269,15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.05506216637806194,0.05506759315209364,5.426774031702664e-06,5.426774031702664e-06,0.24806156675308452,0.2480767648787489,1.5198125664389606e-05,1.5198125664389606e-05,0.00011656418513454076,0.00011891023202521394,2.3460468906731825e-06,2.3460468906731825e-06,0.004187649314776139,0.004189264183334679,1.6148685585398032e-06,1.6148685585398032e-06,0.5354298088692213,0.5356369456736654,0.00020713680444406357,0.00020713680444406357,53105,53105,53105,53105
phase3ba_focused_minute_expansion_00269,30,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.06355996645192104,0.06356803802452266,8.071572601617283e-06,8.071572601617283e-06,0.25076278008364405,0.2507811438692797,1.8363785635633345e-05,1.8363785635633345e-05,0.00015244370465785105,0.00015405435947107878,1.6106548132277358e-06,1.6106548132277358e-06,0.00624280002231325,0.006245456915966185,2.6568936529348247e-06,2.6568936529348247e-06,0.5389338858542099,0.5389527217931814,1.8835938971561994e-05,1.8835938971561994e-05,53090,53090,53090,53090
phase3ba_focused_minute_expansion_00437,1,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.022462148973596715,0.022462366575341692,2.1760174497703622e-07,2.1760174497703622e-07,0.21987327064498507,0.21987748161533968,4.2109703546067134e-06,4.2109703546067134e-06,2.3597248714660278e-07,3.607982347977859e-07,1.2482574765118314e-07,1.2482574765118314e-07,0.001135030626578029,0.0011347028189647491,-3.2780761327990716e-07,3.2780761327990716e-07,0.5135735532211303,0.5136300312511767,5.6478030046380745e-05,5.6478030046380745e-05,53098,53098,53118,53118
phase3ba_focused_minute_expansion_00437,5,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.03869350151397053,0.0386970954443369,3.5939303663704014e-06,3.5939303663704014e-06,0.24158236523323165,0.24158777741747847,5.412184246822438e-06,5.412184246822438e-06,5.5592799896893174e-05,5.49112494105018e-05,-6.815504863913704e-07,6.815504863913704e-07,0.002392871196927639,0.0023922448087921903,-6.263881354487931e-07,6.263881354487931e-07,0.528890144027111,0.5287395274404594,-0.00015061658665160849,0.00015061658665160849,53115,53115,53115,53115
phase3ba_focused_minute_expansion_00437,15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.05555950169422533,0.055572458719346664,1.2957025121336507e-05,1.2957025121336507e-05,0.24861531591303526,0.24863043878657345,1.5122873538192527e-05,1.5122873538192527e-05,0.00014479884121471357,0.000144181396930051,-6.174442846625648e-07,6.174442846625648e-07,0.004193325772376089,0.004192695768884271,-6.300034918176739e-07,6.300034918176739e-07,0.5394219000094153,0.5393654081536579,-5.649185575740123e-05,5.649185575740123e-05,53105,53105,53105,53105
phase3ba_focused_minute_expansion_00437,30,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))",0.06368929516858869,0.0637207473826055,3.1452214016805535e-05,3.1452214016805535e-05,0.25087611585873004,0.25089407841729044,1.796255856040263e-05,1.796255856040263e-05,0.00020461832000744957,0.00020503122246183587,4.1290245438629415e-07,4.1290245438629415e-07,0.006268173322822523,0.00626871299112882,5.396683062965091e-07,5.396683062965091e-07,0.541269542286683,0.541269542286683,0.0,0.0,53090,53090,53090,53090
phase3ba_focused_minute_expansion_00440,1,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.022683813577867428,0.02267484199005254,-8.971587814887022e-06,8.971587814887022e-06,0.22004309361749477,0.22003824893249677,-4.84468499800661e-06,4.84468499800661e-06,1.2258609886079225e-06,1.2898330041100546e-06,6.39720155021321e-08,6.39720155021321e-08,0.0011384537306849889,0.0011381098390909783,-3.4389159401051507e-07,3.4389159401051507e-07,0.5144878452622864,0.5144878452622864,0.0,0.0,53128,53128,53148,53148
phase3ba_focused_minute_expansion_00440,5,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.038947055020574085,0.03894564316509706,-1.411855477022328e-06,1.411855477022328e-06,0.2416301543614726,0.24162319480785374,-6.959553618846037e-06,6.959553618846037e-06,6.409341701170168e-05,6.33968453993164e-05,-6.965716123852816e-07,6.965716123852816e-07,0.0023971430507923764,0.0023967876514382515,-3.553993541249162e-07,3.553993541249162e-07,0.5314140558848434,0.5314140558848434,0.0,0.0,53145,53145,53145,53145
phase3ba_focused_minute_expansion_00440,15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.05585534986387289,0.05586728369217613,1.1933828303244132e-05,1.1933828303244132e-05,0.2481865166223368,0.24820391587240295,1.7399250066163496e-05,1.7399250066163496e-05,0.00015528366842589415,0.0001555904332617595,3.0676483586534304e-07,3.0676483586534304e-07,0.004185808277415493,0.0041851452570702795,-6.630203452139341e-07,6.630203452139341e-07,0.5416015808788934,0.5415827608920674,-1.8819986826068558e-05,1.8819986826068558e-05,53135,53135,53135,53135
