candidate_id,horizon_min,expression,pandas_ic_mean,numba_ic_mean,diff_ic_mean,abs_diff_ic_mean,pandas_ic_abs_mean,numba_ic_abs_mean,diff_ic_abs_mean,abs_diff_ic_abs_mean,pandas_spread_mean,numba_spread_mean,diff_spread_mean,abs_diff_spread_mean,pandas_spread_abs_mean,numba_spread_abs_mean,diff_spread_abs_mean,abs_diff_spread_abs_mean,pandas_spread_hit_rate,numba_spread_hit_rate,diff_spread_hit_rate,abs_diff_spread_hit_rate,pandas_ic_count,numba_ic_count,pandas_spread_count,numba_spread_count
phase3ba_focused_minute_expansion_00440,30,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.06412810071152678,0.06415824362279333,3.0142911266559103e-05,3.0142911266559103e-05,0.2505010104092137,0.25052516477851133,2.4154369297646472e-05,2.4154369297646472e-05,0.00021957280048191173,0.00022090895800178743,1.3361575198756988e-06,1.3361575198756988e-06,0.006237650587587698,0.006237661802803337,1.1215215638994691e-08,1.1215215638994691e-08,0.5432605421686747,0.5432981927710844,3.765060240967788e-05,3.765060240967788e-05,53120,53120,53120,53120
phase3ba_focused_minute_expansion_00272,1,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.022377096262790195,0.02236878380694121,-8.312455848983463e-06,8.312455848983463e-06,0.22005805212420212,0.2200695032545325,1.1451130330381032e-05,1.1451130330381032e-05,1.5439135852232218e-06,1.596073112088878e-06,5.2159526865656277e-08,5.2159526865656277e-08,0.0011344592826493037,0.0011343523236490459,-1.069590002578287e-07,1.069590002578287e-07,0.5134041191309914,0.5133664671109605,-3.76520200309205e-05,3.76520200309205e-05,53098,53098,53118,53118
phase3ba_focused_minute_expansion_00272,5,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.038700108242192215,0.038712060365884,1.1952123691788552e-05,1.1952123691788552e-05,0.24165096026683028,0.2416569517777071,5.9915108768238134e-06,5.9915108768238134e-06,5.6482436203010384e-05,5.7699614011182574e-05,1.2171778081721899e-06,1.2171778081721899e-06,0.002388339072091618,0.002388335261155183,-3.810936434912177e-09,3.810936434912177e-09,0.5295302645203803,0.5296997081803634,0.00016944365998305955,0.00016944365998305955,53115,53115,53115,53115
phase3ba_focused_minute_expansion_00272,15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.05549405060731202,0.05551152560974377,1.7475002431745212e-05,1.7475002431745212e-05,0.24809453835754053,0.24810537864525042,1.0840287709895646e-05,1.0840287709895646e-05,0.0001380641462871602,0.0001413237166650813,3.2595703779211133e-06,3.2595703779211133e-06,0.004184467264671243,0.004185723557813884,1.2562931426410642e-06,1.2562931426410642e-06,0.5396290368138593,0.5399679879484041,0.00033895113454474046,0.00033895113454474046,53105,53105,53105,53105
phase3ba_focused_minute_expansion_00272,30,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",0.06390572727633705,0.06390259118236716,-3.1360939698882317e-06,3.1360939698882317e-06,0.25058934736766064,0.2505823576668921,-6.9897007685670864e-06,6.9897007685670864e-06,0.00017512033615119658,0.0001770317061429918,1.9113699917952336e-06,1.9113699917952336e-06,0.0062288416017968855,0.006230410533858436,1.5689320615507388e-06,1.5689320615507388e-06,0.5418534563948013,0.5420229798455453,0.00016952345074394692,0.00016952345074394692,53090,53090,53090,53090
phase3ba_focused_minute_expansion_00443,1,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.02266399606571373,0.022652856989936108,-1.1139075777620577e-05,1.1139075777620577e-05,0.22105813174251907,0.22107278068449543,1.4648941976364016e-05,1.4648941976364016e-05,-9.548055460994639e-07,-1.3638566791068456e-06,-4.090511330073818e-07,4.090511330073818e-07,0.0011563240758969352,0.00115607040943431,-2.536664626252936e-07,2.536664626252936e-07,0.5161435990065477,0.5159554451719726,-0.00018815383457515544,0.00018815383457515544,53128,53128,53148,53148
phase3ba_focused_minute_expansion_00443,5,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.039494942069937394,0.03945999337142741,-3.494869850998589e-05,3.494869850998589e-05,0.242365691879748,0.24236378369108574,-1.908188662247401e-06,1.908188662247401e-06,5.8077243833322206e-05,5.7038501428958656e-05,-1.03874240436355e-06,1.03874240436355e-06,0.002424846911805516,0.002424837671008428,-9.240797088031633e-09,9.240797088031633e-09,0.5318280176874588,0.5316586696772979,-0.00016934801016088574,0.00016934801016088574,53145,53145,53145,53145
phase3ba_focused_minute_expansion_00443,15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.057140532947277646,0.05710887411915289,-3.165882812475318e-05,3.165882812475318e-05,0.24911295664699565,0.24909702402562003,-1.593262137561391e-05,1.593262137561391e-05,0.00015623943573841838,0.00015565639226776127,-5.83043470657105e-07,5.83043470657105e-07,0.0042417730550855185,0.004240356153582764,-1.4169015027541351e-06,1.4169015027541351e-06,0.5403971017220288,0.5404347416956808,3.763997365202609e-05,3.763997365202609e-05,53135,53135,53135,53135
phase3ba_focused_minute_expansion_00443,30,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.06472154321022298,0.06471643655581281,-5.106654410169664e-06,5.106654410169664e-06,0.2508784673693299,0.25087138350802546,-7.0838613044355014e-06,7.0838613044355014e-06,0.0002349753671878806,0.00023538115465538,4.057874674993911e-07,4.057874674993911e-07,0.00627636071231391,0.006274938723456642,-1.4219888572683526e-06,1.4219888572683526e-06,0.5468938253012048,0.546875,-1.882530120478343e-05,1.882530120478343e-05,53120,53120,53120,53120
phase3ba_focused_minute_expansion_00663,1,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))",0.022074952562634313,0.022082472320252865,7.5197576185521975e-06,7.5197576185521975e-06,0.21890672086730362,0.21889975724835575,-6.963618947863903e-06,6.963618947863903e-06,-3.511763342642396e-06,-3.4883075329966384e-06,2.3455809645757554e-08,2.3455809645757554e-08,0.0011148594403989306,0.0011148318705931914,-2.7569805739150605e-08,2.7569805739150605e-08,0.5132508833922261,0.5131919905771496,-5.8892815076538874e-05,5.8892815076538874e-05,50920,50920,50940,50940
phase3ba_focused_minute_expansion_00663,5,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))",0.03849244201883323,0.03849705145326391,4.609434430681569e-06,4.609434430681569e-06,0.24054478056381565,0.24053833067021874,-6.449893596910394e-06,6.449893596910394e-06,3.935937485652292e-05,3.922832620507085e-05,-1.310486514520713e-07,1.310486514520713e-07,0.0023754452562564934,0.0023744987713229648,-9.464849335285956e-07,9.464849335285956e-07,0.5293009011131398,0.5292420048294952,-5.889628364452726e-05,5.889628364452726e-05,50937,50937,50937,50937
phase3ba_focused_minute_expansion_00663,15,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))",0.056979840202574704,0.056977634494721575,-2.205707853128458e-06,2.205707853128458e-06,0.24954987961805586,0.24952448232779664,-2.5397290259215888e-05,2.5397290259215888e-05,0.0001506728515433958,0.0001491428065114716,-1.5300450319242012e-06,1.5300450319242012e-06,0.004240965678864754,0.004239296537912874,-1.669140951879658e-06,1.669140951879658e-06,0.5420503858464076,0.5419325701494295,-0.00011781569697810745,0.00011781569697810745,50927,50927,50927,50927
phase3ba_focused_minute_expansion_00663,30,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))",0.06586789939566576,0.06587856392226546,1.0664526599701851e-05,1.0664526599701851e-05,0.2514189115823374,0.25141600851778184,-2.903064555581647e-06,2.903064555581647e-06,0.00034138345316589924,0.0003406185159266499,-7.649372392493125e-07,7.649372392493125e-07,0.00632905883033943,0.0063287521275397236,-3.067027997067165e-07,3.067027997067165e-07,0.5442331866750472,0.5441939032055311,-3.928346951609374e-05,3.928346951609374e-05,50912,50912,50912,50912
phase3ba_focused_minute_expansion_00275,1,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.022392741189049492,0.02238243138687118,-1.0309802178313371e-05,1.0309802178313371e-05,0.22089276025940202,0.22091286186653966,2.010160713764031e-05,2.010160713764031e-05,-2.6753189349228203e-06,-2.840543451230754e-06,-1.6522451630793387e-07,1.6522451630793387e-07,0.0011530979863651543,0.0011531714380962307,7.34517310763301e-08,7.34517310763301e-08,0.5154938062427049,0.5153808501826123,-0.00011295606009265047,0.00011295606009265047,53098,53098,53118,53118
phase3ba_focused_minute_expansion_00275,5,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.039236038923373205,0.03923313397467772,-2.904948695488241e-06,2.904948695488241e-06,0.24238347724139972,0.2424085578530125,2.5080611612771087e-05,2.5080611612771087e-05,5.1549403132539094e-05,5.2096169118294886e-05,5.467659857557924e-07,5.467659857557924e-07,0.0024202919667334574,0.00242028132043791,-1.0646295547402096e-08,1.0646295547402096e-08,0.5294926103737174,0.5296055728137061,0.00011296243998870636,0.00011296243998870636,53115,53115,53115,53115
phase3ba_focused_minute_expansion_00275,15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.05679499176935058,0.05679258476795681,-2.4070013937699253e-06,2.4070013937699253e-06,0.24902771584200173,0.24903115625349792,3.4404114961916754e-06,3.4404114961916754e-06,0.0001466820803192521,0.0001493975070268765,2.715426707624398e-06,2.715426707624398e-06,0.004232058733430205,0.004231553694645473,-5.050387847319732e-07,5.050387847319732e-07,0.5401751247528481,0.5402316166086056,5.6491855757512255e-05,5.6491855757512255e-05,53105,53105,53105,53105
phase3ba_focused_minute_expansion_00275,30,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))",0.06444383551605516,0.06445389515496552,1.0059638910361879e-05,1.0059638910361879e-05,0.25092755540652567,0.2509400516138133,1.2496207287604477e-05,1.2496207287604477e-05,0.0002035207501579416,0.00020647046851590646,2.9497183579648572e-06,2.9497183579648572e-06,0.0062759520047174465,0.00627595420107893,2.196361483311482e-09,2.196361483311482e-09,0.5452815972876248,0.5453192691655679,3.767187794312399e-05,3.767187794312399e-05,53090,53090,53090,53090
phase3ba_focused_minute_expansion_00667,1,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank($m1_first30_range)))))",0.022176392690255523,0.022179640762062837,3.248071807314401e-06,3.248071807314401e-06,0.21901276690335264,0.21900703233946714,-5.734563885501087e-06,5.734563885501087e-06,-1.432761606404348e-06,-1.4174396240939602e-06,1.532198231038781e-08,1.532198231038781e-08,0.0011174263663596782,0.001117422397797603,-3.968562075100032e-09,3.968562075100032e-09,0.5138398115429917,0.5138005496662741,-3.9261876717655575e-05,3.9261876717655575e-05,50920,50920,50940,50940
phase3ba_focused_minute_expansion_00667,5,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank($m1_first30_range)))))",0.03870692131883437,0.038708181281704855,1.2599628704881849e-06,1.2599628704881849e-06,0.2405147853696929,0.2405076868743528,-7.098495340085442e-06,7.098495340085442e-06,4.47261880167206e-05,4.4523714068186105e-05,-2.02473948534494e-07,2.02473948534494e-07,0.0023778089886123386,0.002376841558549231,-9.67430063107677e-07,9.67430063107677e-07,0.5297524392877476,0.5297131750986512,-3.926418909638851e-05,3.926418909638851e-05,50937,50937,50937,50937
phase3ba_focused_minute_expansion_00667,15,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank($m1_first30_range)))))",0.05734261563284382,0.057337811222428973,-4.804410414845084e-06,4.804410414845084e-06,0.24950985636873868,0.24948303339262043,-2.6822976118251463e-05,2.6822976118251463e-05,0.0001510050340842183,0.00014950742820457618,-1.4976058796421277e-06,1.4976058796421277e-06,0.0042526999778962375,0.004251021988164524,-1.6779897317135278e-06,1.6779897317135278e-06,0.5416969387554735,0.5415398511595029,-0.0001570875959706619,0.0001570875959706619,50927,50927,50927,50927
