candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,cem_prior_score
phase3bt_00001,d1a7db6c0da9ffcce993c113,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Std($ret_1m,20)))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_inverted_product,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",20,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Neg:1|Std:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,1,wincount_le_1,20,maxwin_le_30,10,complexity_le_10,phase3bp:d1a7db6c0da9ffcce993c113,0.24763645,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem round 1 elite resample intraday_delta_20 x ret_vol_20,0.25063145
phase3bt_00002,659e9536bbbabaf3e60edd65,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,20),2)),ZScore(Std($ret_1m,30))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_delta_product,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Std,CSRank:1|Delta:2|Mul:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,30,maxwin_le_30,12,complexity_le_14,phase3bp:659e9536bbbabaf3e60edd65,0.24185792,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem round 3 elite resample intraday_delta_20 x ret_vol_30,0.25059092
phase3bt_00003,28d3b9c1f960e8e75d7c7a87,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,30),2)),ZScore(Std($ret_1m,20))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_delta_product,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Std,CSRank:1|Delta:2|Mul:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,30,maxwin_le_30,12,complexity_le_14,phase3bp:28d3b9c1f960e8e75d7c7a87,0.24185792,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem round 2 elite resample intraday_delta_30 x ret_vol_20,0.25049892
phase3bt_00004,af1ed32b57dd75a80743b868,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,20))),ZScore(Std($ret_1m,20))))",cem_interaction::rx_intraday_return::rx_volatility_state::signed_state,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",20,"CSRank(Mul(Sign(ZScore(Delta($F,N))),ZScore(Std($F,N))))",CSRank>Mul>Sign>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Sign:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,1,wincount_le_1,20,maxwin_le_30,10,complexity_le_10,phase3bp:af1ed32b57dd75a80743b868,0.24723645,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem seed interaction intraday_delta_20 x ret_vol_20 signed_state,0.24992745
phase3bt_00005,618897bac8415fbc83731187,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,8),2)),ZScore(Std($ret_1m,20))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_delta_product,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",20,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Std,CSRank:1|Delta:2|Mul:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:618897bac8415fbc83731187,0.24048904,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem round 1 elite resample intraday_delta_8 x ret_vol_20,0.24944804
phase3bt_00006,70059e34f028e13c03845e5a,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))))",cem_atom::rx_range_location::rank,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,20,maxwin_le_30,18,complexity_le_18,phase3bp:70059e34f028e13c03845e5a,0.23945222,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem seed atom bar_loc_shift_20,0.23992222
phase3bt_00007,fcc3b29c418f9f9193061ab4,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20)))))",cem_atom::rx_range_location::inverted,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,close|high|low,"['close', 'high', 'low']",0,"Neg(CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N)))))",Neg>CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Neg:1|Sub:5|ZScore:1,Neg,9,depth_gt_8,15,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,20,maxwin_le_30,19,complexity_gt_18,phase3bp:fcc3b29c418f9f9193061ab4,0.23281991,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem seed atom bar_loc_shift_20,0.22698991
phase3bt_00008,c70970f75bba91b06e076457,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))))",cem_atom::rx_range_location::rank,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,18,complexity_le_18,phase3bp:c70970f75bba91b06e076457,0.21627574,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem seed atom bar_loc_shift_30,0.21635574
phase3bt_00009,919d4ed87c7ad94cd1a0cf0a,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))))",cem_atom::rx_range_location::rank,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,8,maxwin_le_15,18,complexity_le_18,phase3bp:919d4ed87c7ad94cd1a0cf0a,0.21111652,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem seed atom bar_loc_shift_8,0.21210652
phase3bt_00010,79f1112e7eb77e8a8c7c6172,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))))",cem_atom::rx_range_location::rank,phase3bt_ast_feedback_cem,phase3bt_ast_feedback_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,15,maxwin_le_15,18,complexity_le_18,phase3bp:79f1112e7eb77e8a8c7c6172,0.20948476,1,read_only_research_candidate,phase3bt_ast_feedback_cem: cem seed atom bar_loc_shift_15,0.21005376
