source_lane,audited,raw_non_gap_replay_pass,cost_survive,deployable,median_replay_sortino,median_turnover,median_strict_cost_adjusted_sortino
cn_integrated_feature_layer,19,14,10,0,-0.3919465,0.579617,0.0
