candidate_id,child_cluster,child_expression,complexity_delta,corr_to_parent,deployable,escaped_cluster,parent_cluster,parent_expression,repair_policy,seed,source_failure_reasons,turnover_delta
phase3repair-failure_detail-duplicate_escape-d99e93c97494,cluster_001,"CSRank(Mean($open,3))",-13,,True,True,cluster_054,"CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))",duplicate_escape,g1,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-93f48ff886e9,cluster_001,"CSRank(Mean($high,3))",-16,,True,True,cluster_069,"CSRank(ZScore(Div(Sub($open,Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))))",duplicate_escape,g1,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-8ecda9451d86,cluster_001,"CSRank(Mean($close,3))",-33,,True,True,cluster_380,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001))),CSRank(Div(Mean($volume,1),Add(Abs(Mean($volume,2)),0.000001)))))",duplicate_escape,g1,gap_dependency|turnover_too_high|corr_duplicate|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-fee255f54f4c,cluster_001,"CSRank(Mean($close,5))",-16,,True,True,cluster_105,"CSRank(ZScore(CSRank(CSResidual(CSRank(Mom($close,1)),CSRank(Mean(Abs($ret),4))))))",duplicate_escape,g1,turnover_too_high|subperiod_instability|operator_pathology,
phase3repair-failure_detail-duplicate_escape-1d74f30972a3,cluster_001,"CSRank(Mean($close,13))",-9,,True,True,cluster_268,"CSRank(CSResidual(CSRank(Mean($close,5)),CSRank(Mean($close,8))))",duplicate_escape,g1,subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-99f9c0297f5d,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),5))",-4,,True,True,cluster_377,"CSRank(CSResidual(CSRank(Mom($close,4)),CSRank(Log($final_total_market_cap))))",operator_sanitize,g1,corr_duplicate|subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-0efc32f5d6e2,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),8))",-12,,True,True,cluster_377,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,5)),Delay($close,5))),CSRank(Log($final_total_market_cap))))",operator_sanitize,g1,gap_dependency|corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-92247745ff4a,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),3))",-28,,True,True,cluster_380,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001))),CSRank(Div(Mean($volume,1),Add(Abs(Mean($volume,2)),0.000001)))))",operator_sanitize,g1,gap_dependency|turnover_too_high|corr_duplicate|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-34f2a069eb9f,cluster_001,"CSRank(Mean(Abs(Delta($high,1)),3))",-14,,True,True,cluster_069,"CSRank(Div(Sub($open,Mean($low,1)),Add(Abs(Sub(Mean($high,1),Mean($low,1))),0.000001)))",operator_sanitize,g1,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-a89f649cf269,cluster_060,"CSRank(Div(Delta($ret,8),Add(Abs(Mean($ret,5)),0.000001)))",8,,False,True,cluster_009,"CSRank(Mean(Abs($ret),21))",operator_sanitize,g2,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-b3970d08d4ea,cluster_175,"CSRank(Mul(ZScore(Mean($amount,13)),ZScore(Delta($amount,6))))",4,,False,True,cluster_179,"CSRank(Div(Mean($amount,5),Mean($amount,21)))",duplicate_escape,g2,corr_duplicate|subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-9659487c169f,cluster_247,"CSRank(Div(Delta($ret,10),Add(Abs(Mean($ret,21)),0.000001)))",6,,False,True,cluster_009,"Neg(CSRank(Mean(Abs($ret),34)))",operator_sanitize,g2,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-0fbae1eb7d48,cluster_106,"CSRank(Delta($final_float_market_cap,13))",1,,True,True,cluster_072,CSRank(Log($final_float_market_cap)),duplicate_escape,g2,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-8c85630279d1,cluster_109,"CSRank(Mul(ZScore(Mean($final_total_market_cap,5)),ZScore(Delta($final_total_market_cap,8))))",10,,True,True,cluster_072,CSRank(Log($final_total_market_cap)),duplicate_escape,g2,subperiod_instability,
phase3repair-failure_detail-operator_sanitize-540a02f6e0cc,cluster_143,"CSRank(Sub(Mean($ret,8),Mean($ret,5)))",3,,True,True,cluster_234,"CSRank(Mean(Abs($ret),3))",operator_sanitize,g2,subperiod_instability,
phase3repair-failure_detail-operator_sanitize-2b728f154080,cluster_039,"CSRank(Mean(Abs(Delta($ret,1)),8))",3,,True,True,cluster_009,"CSRank(Mean(Abs($ret),21))",operator_sanitize,g2,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-14f58954f7c3,cluster_066,"CSRank(Delta($open,3))",-13,,False,True,cluster_054,"CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))",duplicate_escape,g2,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-1d9a05e2e2bc,cluster_121,"CSRank(Mul(ZScore(Mean($open,3)),ZScore(Delta($vwap,6))))",-3,,False,True,cluster_054,"CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))",duplicate_escape,g2,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-685e8f21e220,cluster_111,"CSRank(Mul(ZScore(Mean($amount,21)),ZScore(Delta($amount,10))))",2,,False,True,cluster_179,"Neg(CSRank(Div(Mean($amount,5),Mean($amount,21))))",duplicate_escape,g3,corr_duplicate|operator_pathology,
phase3repair-failure_detail-operator_sanitize-a3c7820c8db3,cluster_227,"CSRank(Div(Delta($ret,11),Add(Abs(Mean($ret,8)),0.000001)))",6,,False,True,cluster_009,"Neg(CSRank(Mean(Abs($ret),34)))",operator_sanitize,g3,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-af57b0cf4f42,cluster_093,"CSRank(Mul(ZScore(Mean($final_float_market_cap,8)),ZScore(Delta($final_float_market_cap,11))))",4,,True,True,cluster_377,"CSRank(Div(Mean($final_float_market_cap,1),Mean($final_float_market_cap,5)))",duplicate_escape,g3,subperiod_instability|operator_pathology,
phase3repair-failure_detail-duplicate_escape-51d8b0bbafde,cluster_138,"CSRank(Mul(ZScore(Mean($high,3)),ZScore(Delta($volume,6))))",-29,,False,True,cluster_379,"CSRank(Mul(ZScore(Div(Sub($open,Mean($low,1)),Add(Abs(Sub(Mean($high,1),Mean($low,1))),0.000001))),ZScore(Div(Mean($volume,1),Add(Abs(Mean($volume,2)),0.000001)))))",duplicate_escape,g3,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-14f58954f7c3,cluster_066,"CSRank(Delta($open,3))",-13,,False,True,cluster_054,"CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))",duplicate_escape,g3,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-cace9f4398f2,cluster_282,"CSRank(Div(Delta($ret,6),Add(Abs(Mean($ret,3)),0.000001)))",6,,False,True,cluster_009,"Neg(CSRank(Mean(Abs($ret),34)))",operator_sanitize,g3,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-operator_sanitize-69b800182b63,cluster_094,"CSRank(Sub(Mean($final_float_market_cap,11),Mean($final_float_market_cap,8)))",0,,False,True,cluster_377,"CSRank(Div(Mean($final_float_market_cap,1),Mean($final_float_market_cap,5)))",operator_sanitize,g3,subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-2b728f154080,cluster_039,"CSRank(Mean(Abs(Delta($ret,1)),8))",3,,True,True,cluster_009,"CSRank(Mean(Abs($ret),21))",operator_sanitize,g3,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-8c354e05924a,cluster_121,"CSRank(Mul(ZScore(Mean($close,3)),ZScore(Delta($close,6))))",-8,,False,True,cluster_380,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Log($final_total_market_cap))))",duplicate_escape,g3,gap_dependency|turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-93f48ff886e9,cluster_001,"CSRank(Mean($high,3))",-16,,True,True,cluster_069,"CSRank(ZScore(Div(Sub($open,Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))))",duplicate_escape,g0,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-3eeef96196ea,cluster_001,"CSRank(Mean($open,8))",-13,,True,True,cluster_173,"CSRank(ZScore(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5))))",duplicate_escape,g0,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-bc2b9f28b7cf,cluster_001,"CSRank(Mean($close,3))",-25,,True,True,cluster_381,"CSRank(Mul(ZScore(Sub(Mom($close,1),Mom($close,2))),ZScore(Div(Mean($turnover_rate,1),Add(Abs(Mean($turnover_rate,2)),0.000001)))))",duplicate_escape,g0,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology,
phase3repair-failure_detail-operator_sanitize-6c53e2eb0cfa,cluster_050,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",-2,,True,True,cluster_382,"Neg(CSRank(Div(Mean($amount,1),Mean($amount,34))))",operator_sanitize,g0,corr_duplicate|operator_pathology,
phase3repair-failure_detail-operator_sanitize-4f1c182305d5,cluster_053,"CSRank(Sub(Mean($final_float_market_cap,8),Mean($final_float_market_cap,5)))",4,,True,True,cluster_072,CSRank(ZScore(Log($final_float_market_cap))),operator_sanitize,g0,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-operator_sanitize-60c2dfc8a49e,cluster_062,"CSRank(Sub(Mean($close,6),Mean($close,3)))",-26,,True,True,cluster_383,"CSRank(Mul(ZScore(Sub(Mom($close,1),Mom($close,2))),ZScore(Div(Sub(Mean($high,2),Mean($low,2)),Add(Abs(Mean($close,2)),0.000001)))))",operator_sanitize,g0,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-e4d6a635e92e,cluster_072,"CSRank(Mean(Abs(Delta($final_total_market_cap,1)),13))",4,,True,False,cluster_072,CSRank(ZScore(Log($final_total_market_cap))),operator_sanitize,g0,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-3e3afecf7117,cluster_093,"CSRank(Mul(ZScore(Mean($final_total_market_cap,21)),ZScore(Delta($final_total_market_cap,10))))",10,,True,True,cluster_072,CSRank(Log($final_total_market_cap)),duplicate_escape,g0,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-e78a2a378bb4,cluster_096,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Delta($close,11))))",-17,,True,True,cluster_377,"CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,5)),Sub(Mean($high,5),Mean($low,5)))),CSRank(Log($final_float_market_cap))))",duplicate_escape,g0,subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-d99e93c97494,cluster_001,"CSRank(Mean($open,3))",-13,,True,True,cluster_054,"CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))",duplicate_escape,g1,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-e1e45d7dce0f,cluster_001,"CSRank(Mean(Abs(Delta($open,1)),3))",-6,,True,True,cluster_054,"CSRank(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2)))",operator_sanitize,g1,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-aac378827b80,cluster_001,"CSRank(Mean($open,5))",-24,,True,True,cluster_054,"CSRank(CSResidual(CSRank(CSRank(ZScore(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3))))),CSRank(Log($final_float_market_cap))))",duplicate_escape,g1,corr_duplicate|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-c4d04ccf9d50,cluster_001,"CSRank(Mean($open,8))",-11,,True,True,cluster_173,"CSRank(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5)))",duplicate_escape,g1,subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-4df5aad615b5,cluster_001,"CSRank(Mean($close,3))",-2,,True,True,cluster_178,"Neg(CSRank(Mom($close,34)))",duplicate_escape,g1,corr_duplicate,
phase3repair-failure_detail-duplicate_escape-68465c0a0326,cluster_001,"CSRank(Mean($close,5))",-32,,True,True,cluster_378,"CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,3)))))",duplicate_escape,g1,turnover_too_high|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-459108bdccd0,cluster_001,"CSRank(Mean(Abs(Delta($open,1)),5))",-6,,True,True,cluster_044,"CSRank(Div(Sub($open,Mean($vwap,1)),Mean(Abs($ret),3)))",operator_sanitize,g1,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-99f9c0297f5d,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),5))",-4,,True,True,cluster_377,"CSRank(CSResidual(CSRank(Mom($close,4)),CSRank(Log($final_total_market_cap))))",operator_sanitize,g1,corr_duplicate|subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-0efc32f5d6e2,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),8))",-12,,True,True,cluster_377,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,5)),Delay($close,5))),CSRank(Log($final_total_market_cap))))",operator_sanitize,g1,gap_dependency|corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-b44e71dc2122,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),21))",6,,True,False,cluster_001,Neg(CSRank($close)),operator_sanitize,g1,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-af57b0cf4f42,cluster_093,"CSRank(Mul(ZScore(Mean($final_float_market_cap,8)),ZScore(Delta($final_float_market_cap,11))))",4,,True,True,cluster_377,"CSRank(Div(Mean($final_float_market_cap,1),Mean($final_float_market_cap,5)))",duplicate_escape,g2,subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-d8db426833f8,cluster_050,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",-2,,True,True,cluster_179,"Neg(CSRank(Div(Mean($amount,5),Mean($amount,21))))",operator_sanitize,g2,corr_duplicate|operator_pathology,
phase3repair-failure_detail-duplicate_escape-ece55d45682e,cluster_066,"CSRank(Delta($open,3))",-17,,False,True,cluster_054,"CSRank(ZScore(CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))))",duplicate_escape,g2,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-b368a6dc0595,cluster_138,"CSRank(Mul(ZScore(Mean($close,3)),ZScore(Delta($turnover_rate,6))))",-15,,False,True,cluster_381,"CSRank(Mul(ZScore(Sub(Mom($close,1),Mom($close,2))),ZScore(Div(Mean($turnover_rate,1),Add(Abs(Mean($turnover_rate,2)),0.000001)))))",duplicate_escape,g2,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology,
phase3repair-failure_detail-operator_sanitize-d50a60bc38cd,cluster_039,"CSRank(Mean(Abs(Delta($ret,1)),8))",1,,True,True,cluster_009,"Neg(CSRank(Mean(Abs($ret),34)))",operator_sanitize,g2,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-e070e50ebbcd,cluster_072,"CSRank(Mean($final_total_market_cap,8))",1,,True,False,cluster_072,CSRank(Log($final_total_market_cap)),duplicate_escape,g2,subperiod_instability,
phase3repair-failure_detail-operator_sanitize-b6b9bc8c26b7,cluster_062,"CSRank(Sub(Mean($final_total_market_cap,6),Mean($final_total_market_cap,3)))",6,,True,True,cluster_072,CSRank(Log($final_total_market_cap)),operator_sanitize,g2,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-operator_sanitize-45045b2de708,cluster_106,"CSRank(Div(Delta($final_float_market_cap,11),Add(Abs(Mean($final_float_market_cap,8)),0.000001)))",11,,True,True,cluster_072,CSRank(Log($final_float_market_cap)),operator_sanitize,g2,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-6a69c0324828,cluster_096,"CSRank(Mul(ZScore(Mean($open,8)),ZScore(Delta($vwap,11))))",-1,,True,True,cluster_173,"CSRank(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5)))",duplicate_escape,g2,subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-d306ad9e3aff,cluster_161,"CSRank(Delta($ret,8))",-4,,False,True,cluster_009,"Neg(CSRank(Mean(Abs($ret),34)))",duplicate_escape,g3,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-70a89b51b7fe,cluster_129,"CSRank(Mul(ZScore(Mean($amount,8)),ZScore(Delta($amount,11))))",2,,False,True,cluster_382,"Neg(CSRank(Div(Mean($amount,1),Mean($amount,34))))",duplicate_escape,g3,operator_pathology,
phase3repair-failure_detail-operator_sanitize-40cea808a831,cluster_015,"CSRank(Sub(Mean($amount,8),Mean($amount,5)))",-2,,True,True,cluster_179,"Neg(CSRank(Div(Mean($amount,5),Mean($amount,21))))",operator_sanitize,g3,corr_duplicate|operator_pathology,
phase3repair-failure_detail-operator_sanitize-a3c7820c8db3,cluster_227,"CSRank(Div(Delta($ret,11),Add(Abs(Mean($ret,8)),0.000001)))",6,,False,True,cluster_009,"Neg(CSRank(Mean(Abs($ret),34)))",operator_sanitize,g3,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-fdbbe77be171,cluster_106,"CSRank(Delta($final_total_market_cap,13))",1,,True,True,cluster_072,CSRank(Log($final_total_market_cap)),duplicate_escape,g3,subperiod_instability,
phase3repair-failure_detail-duplicate_escape-fff44bc9843e,cluster_221,"CSRank(Delta($ret,3))",-4,,False,True,cluster_234,"CSRank(ZScore(Mean(Abs($ret),2)))",duplicate_escape,g3,subperiod_instability,
phase3repair-failure_detail-duplicate_escape-4578bd70d8a7,cluster_066,"CSRank(Delta($open,3))",-15,,False,True,cluster_054,"CSRank(ZScore(CSRank(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2)))))",duplicate_escape,g3,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-f8e82711afa7,cluster_138,"CSRank(Mul(ZScore(Mean($close,3)),ZScore(Delta($volume,6))))",-23,,False,True,cluster_380,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001))),CSRank(Div(Mean($volume,1),Add(Abs(Mean($volume,2)),0.000001)))))",duplicate_escape,g3,gap_dependency|turnover_too_high|corr_duplicate|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-133a9bfb80c7,cluster_062,"CSRank(Sub(Mean($final_float_market_cap,6),Mean($final_float_market_cap,3)))",4,,True,True,cluster_072,CSRank(ZScore(Log($final_float_market_cap))),operator_sanitize,g3,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-8131fdecf8f9,cluster_001,"CSRank(Mean($open,3))",-15,,True,True,cluster_054,"CSRank(ZScore(CSRank(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2)))))",duplicate_escape,g0,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-23408a23f21e,cluster_001,"CSRank(Mean($high,3))",-16,,True,True,cluster_069,"Neg(CSRank(Div(Sub($open,Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))))",duplicate_escape,g0,turnover_too_high|corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-90954457d2df,cluster_001,"CSRank(Mean($open,5))",-13,,True,True,cluster_054,"Neg(CSRank(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3))))",duplicate_escape,g0,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-607b9329afe7,cluster_009,"CSRank(Mean(Abs(Delta($ret,1)),21))",3,,True,False,cluster_009,"CSRank(Mean(Abs($ret),34))",operator_sanitize,g0,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-operator_sanitize-847125cd4743,cluster_015,"CSRank(Sub(Mean($amount,8),Mean($amount,5)))",-4,,True,True,cluster_189,"CSRank(Neg(CSRank(Div(Mean($amount,2),Mean($amount,3)))))",operator_sanitize,g0,turnover_too_high|subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-e944bc6f2d5c,cluster_056,"CSRank(Mean(Abs(Delta($amount,1)),13))",-2,,True,True,cluster_207,"Neg(CSRank(Div(Mean($amount,8),Mean($amount,21))))",operator_sanitize,g0,corr_duplicate|operator_pathology,
phase3repair-failure_detail-operator_sanitize-e1ba2b009291,cluster_062,"CSRank(Sub(Mean($close,6),Mean($close,3)))",-12,,True,True,cluster_380,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Log($final_float_market_cap))))",operator_sanitize,g0,gap_dependency|turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-2ce6c0d814c0,cluster_072,"CSRank(Mean(Abs(Delta($final_total_market_cap,1)),21))",-11,,True,True,cluster_384,"CSRank(CSResidual(CSRank(CSRank(Div(Mean($volume,1),Mean($volume,13)))),CSRank(Log($final_total_market_cap))))",operator_sanitize,g0,subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-d8db7d8376cc,cluster_094,"CSRank(Sub(Mean($open,11),Mean($open,8)))",-6,,False,True,cluster_173,"CSRank(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5)))",operator_sanitize,g0,subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-cb1c8ee5cbff,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),3))",-36,,True,True,cluster_385,"CSRank(Mul(ZScore(Div(Sub(Mean($high,1),Mean($low,1)),Add(Abs(Mean($close,1)),0.000001))),ZScore(Div(Sub(Mean($high,2),Mean($low,2)),Add(Abs(Mean($close,2)),0.000001)))))",operator_sanitize,g1,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-d99e93c97494,cluster_001,"CSRank(Mean($open,3))",-13,,True,True,cluster_054,"CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))",duplicate_escape,g1,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-4d5f7114e32d,cluster_001,"CSRank(Mean($close,3))",-8,,True,True,cluster_380,"CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1)))",duplicate_escape,g1,gap_dependency|turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-faa59e021428,cluster_001,"CSRank(Mean($close,5))",-29,,True,True,cluster_378,"CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Mean(Abs($ret),3))))",duplicate_escape,g1,turnover_too_high|corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
