candidate_id,child_cluster,child_expression,complexity_delta,corr_to_parent,deployable,escaped_cluster,parent_cluster,parent_expression,repair_policy,seed,source_failure_reasons,turnover_delta
phase3repair-failure_detail-duplicate_escape-aac378827b80,cluster_001,"CSRank(Mean($open,5))",-24,-0.023455,True,True,cluster_162,"CSRank(CSResidual(CSRank(CSRank(ZScore(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3))))),CSRank(Log($final_float_market_cap))))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-0d86cf05ae76,cluster_001,"CSRank(Mean($close,3))",-17,0.255588,True,True,cluster_165,"CSRank(Div(Sub(Mean($high,1),Mean($low,1)),Add(Abs(Mean($close,1)),0.000001)))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,turnover_too_high|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-29e1eb8a1803,cluster_001,"CSRank(Mean($high,3))",-14,-0.000716,True,True,cluster_161,"CSRank(Div(Sub($open,Mean($low,2)),Sub(Mean($high,2),Mean($low,2))))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-d99e93c97494,cluster_001,"CSRank(Mean($open,3))",-13,-0.030116,True,True,cluster_162,"CSRank(ZScore(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2))))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-af888cddf78d,cluster_006,"CSRank(Sub(Mean($close,6),Mean($close,3)))",-28,0.060303,True,True,cluster_158,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001))),CSRank(Div(Mean($turnover_rate,1),Add(Abs(Mean($turnover_rate,2)),0.000001)))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,gap_dependency|turnover_too_high|corr_duplicate|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-ad29b74ac867,cluster_005,"CSRank(Sub(Mean($open,11),Mean($open,8)))",-8,-0.218431,False,True,cluster_156,"CSRank(ZScore(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-da16b50110ea,cluster_012,"CSRank(Sub(Mean($close,8),Mean($close,5)))",-16,0.610136,True,True,cluster_163,"Neg(CSRank(Div(Sub($close,Mean($low,21)),Add(Abs(Sub(Mean($high,21),Mean($low,21))),0.000001))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-0efc32f5d6e2,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),8))",-12,0.037024,True,True,cluster_157,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,5)),Delay($close,5))),CSRank(Log($final_total_market_cap))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,gap_dependency|corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-d8db426833f8,cluster_014,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",-2,0.238013,True,True,cluster_137,"Neg(CSRank(Div(Mean($amount,5),Mean($amount,21))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate|operator_pathology,
phase3repair-failure_detail-operator_sanitize-056006c83140,cluster_006,"CSRank(Sub(Mean($high,6),Mean($high,3)))",-34,-0.021156,True,True,cluster_166,"CSRank(Mul(ZScore(Div(Sub($open,Mean($low,1)),Add(Abs(Sub(Mean($high,1),Mean($low,1))),0.000001))),ZScore(Div(Mean($volume,1),Add(Abs(Mean($volume,2)),0.000001)))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-b0c03fc7677c,cluster_012,"CSRank(Sub(Mean($open,8),Mean($open,5)))",-8,0.204998,False,True,cluster_162,"Neg(CSRank(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-61fdda71e54a,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),5))",-24,-0.043278,True,True,cluster_167,"CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Mean(Abs($ret),3))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,turnover_too_high|corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-1d0d09f1d72f,cluster_001,"CSRank(Mean($close,13))",1,-0.998421,True,False,cluster_001,Neg(CSRank($close)),duplicate_escape,Phase3E_E3_D3_book_marginal,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-0309869ee0e1,cluster_001,"CSRank(Mean($close,8))",0,0.850867,True,True,cluster_124,"CSRank(Std($close,5))",duplicate_escape,Phase3E_E3_D3_book_marginal,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-duplicate_escape-68465c0a0326,cluster_001,"CSRank(Mean($close,5))",-32,-0.042469,True,True,cluster_167,"CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,3)))))",duplicate_escape,Phase3E_E3_D3_book_marginal,turnover_too_high|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-51f4f4db6912,cluster_001,"CSRank(Mean($close,3))",-33,0.004742,True,True,cluster_158,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001))),CSRank(Div(Mean($turnover_rate,1),Add(Abs(Mean($turnover_rate,2)),0.000001)))))",duplicate_escape,Phase3E_E3_D3_book_marginal,gap_dependency|turnover_too_high|corr_duplicate|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-93f48ff886e9,cluster_001,"CSRank(Mean($high,3))",-16,-0.010717,True,True,cluster_161,"CSRank(ZScore(Div(Sub($open,Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))))",duplicate_escape,Phase3E_E3_D3_book_marginal,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-505d00548908,cluster_001,"CSRank(Mean($open,3))",-11,-0.030116,True,True,cluster_162,"CSRank(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2)))",duplicate_escape,Phase3E_E3_D3_book_marginal,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-86615d6e22ba,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),5))",-11,-0.001949,True,True,cluster_083,"CSRank(ZScore(CSRank(CSResidual(CSRank(Mom($close,1)),CSRank(Mean(Abs($ret),4))))))",operator_sanitize,Phase3E_E3_D3_book_marginal,turnover_too_high|subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-28e642be47c1,not_clustered_non_metric,"CSRank(Div(Delta($ret,8),Add(Abs(Mean($ret,5)),0.000001)))",8,-0.013843,False,True,cluster_168,"CSRank(Mean(Abs($ret),3))",operator_sanitize,Phase3E_E3_D3_book_marginal,subperiod_instability,
phase3repair-failure_detail-operator_sanitize-459108bdccd0,cluster_001,"CSRank(Mean(Abs(Delta($open,1)),5))",-6,-0.042209,True,True,cluster_159,"CSRank(Div(Sub($open,Mean($vwap,1)),Mean(Abs($ret),3)))",operator_sanitize,Phase3E_E3_D3_book_marginal,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-847125cd4743,cluster_002,"CSRank(Sub(Mean($amount,8),Mean($amount,5)))",-4,0.062533,True,True,cluster_164,"CSRank(Neg(CSRank(Div(Mean($amount,2),Mean($amount,3)))))",operator_sanitize,Phase3E_E0_D3_primary,turnover_too_high|subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-09dbe3db23dd,cluster_005,"CSRank(Sub(Mean($close,11),Mean($close,8)))",-21,-0.213473,False,True,cluster_157,"CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,5)),Sub(Mean($high,5),Mean($low,5)))),CSRank(Log($final_float_market_cap))))",operator_sanitize,Phase3E_E0_D3_primary,subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-6c082ccd4179,cluster_006,"CSRank(Sub(Mean($close,6),Mean($close,3)))",-12,0.061066,True,True,cluster_158,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Log($final_total_market_cap))))",operator_sanitize,Phase3E_E0_D3_primary,gap_dependency|turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-93c38591ac13,cluster_001,"CSRank(Mean($close,3))",-41,-0.025265,True,True,cluster_169,"CSRank(Mul(ZScore(Div(Sub(Mean($high,1),Mean($low,1)),Add(Abs(Mean($close,1)),0.000001))),ZScore(Div(Sub(Mean($high,2),Mean($low,2)),Add(Abs(Mean($close,2)),0.000001)))))",duplicate_escape,Phase3E_E0_D3_primary,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-8131fdecf8f9,cluster_001,"CSRank(Mean($open,3))",-15,-0.030116,True,True,cluster_162,"CSRank(ZScore(CSRank(Div(Sub($open,Mean($vwap,2)),Mean(Abs($ret),2)))))",duplicate_escape,Phase3E_E0_D3_primary,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-92247745ff4a,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),3))",-28,-0.029134,True,True,cluster_158,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001))),CSRank(Div(Mean($volume,1),Add(Abs(Mean($volume,2)),0.000001)))))",operator_sanitize,Phase3E_E0_D3_primary,gap_dependency|turnover_too_high|corr_duplicate|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-c4a74f3f6484,cluster_056,"CSRank(Mul(ZScore(Mean($open,8)),ZScore(Delta($vwap,11))))",-3,-0.015107,True,True,cluster_156,"CSRank(ZScore(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5))))",duplicate_escape,Phase3E_E0_D3_primary,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-59cc6315adb3,cluster_063,"CSRank(Mul(ZScore(Mean($close,5)),ZScore(Delta($close,8))))",-7,-0.045197,True,True,cluster_083,"CSRank(ZScore(CSRank(CSResidual(CSRank(Mom($close,1)),CSRank(Mean(Abs($ret),4))))))",duplicate_escape,Phase3E_E0_D3_primary,turnover_too_high|subperiod_instability|operator_pathology,
phase3repair-failure_detail-duplicate_escape-7c7748d87f9e,not_clustered_non_metric,"CSRank(Mul(ZScore(Mean($close,3)),ZScore(Delta($amount,6))))",-41,-0.032017,False,True,cluster_170,"CSRank(Mul(CSResidual(CSRank(Div(Sub(Mean($high,1),Mean($low,1)),Add(Abs(Mean($close,1)),0.000001))),CSRank(Div(Mean($amount,1),Add(Abs(Mean($amount,2)),0.000001)))),Sign(ZScore(Sub(Mom($close,1),Mom($close,2))))))",duplicate_escape,Phase3E_E0_D3_primary,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-646a227cc10f,cluster_002,"CSRank(Sub(Mean($amount,8),Mean($amount,5)))",0,-0.545136,True,True,cluster_137,"CSRank(Div(Mean($amount,5),Mean($amount,21)))",operator_sanitize,Phase3E_E1_D3_plus_D2_sidecar,corr_duplicate|subperiod_instability|operator_pathology,
phase3repair-failure_detail-duplicate_escape-c4d04ccf9d50,cluster_001,"CSRank(Mean($open,8))",-11,-0.013633,True,True,cluster_156,"CSRank(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5)))",duplicate_escape,Phase3E_E1_D3_plus_D2_sidecar,subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-1d0d09f1d72f,cluster_001,"CSRank(Mean($close,13))",1,-0.998421,True,False,cluster_001,Neg(CSRank($close)),duplicate_escape,Phase3E_E1_D3_plus_D2_sidecar,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-operator_sanitize-6e96e60ac231,cluster_006,"CSRank(Sub(Mean($close,6),Mean($close,3)))",-36,-0.098868,True,True,cluster_169,"CSRank(Mul(ZScore(Div(Sub(Mean($high,1),Mean($low,1)),Add(Abs(Mean($close,1)),0.000001))),ZScore(Div(Sub(Mean($high,2),Mean($low,2)),Add(Abs(Mean($close,2)),0.000001)))))",operator_sanitize,Phase3E_E1_D3_plus_D2_sidecar,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-aac378827b80,cluster_001,"CSRank(Mean($open,5))",-24,-0.023455,True,True,cluster_162,"CSRank(CSResidual(CSRank(CSRank(ZScore(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3))))),CSRank(Log($final_float_market_cap))))",duplicate_escape,Phase3E_E1_D3_plus_D2_sidecar,corr_duplicate|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-9e55c11829d5,cluster_001,"CSRank(Mean($close,8))",-26,0.004447,True,True,cluster_157,"CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,5)),Sub(Mean($high,5),Mean($low,5)))),CSRank(Log($final_float_market_cap))))",duplicate_escape,Phase3E_E1_D3_plus_D2_sidecar,subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-0ff519dc3a06,cluster_001,"CSRank(Mean($close,5))",-21,-0.092916,True,True,cluster_163,"Neg(CSRank(Div(Sub($close,Mean($low,21)),Add(Abs(Sub(Mean($high,21),Mean($low,21))),0.000001))))",duplicate_escape,Phase3E_E1_D3_plus_D2_sidecar,operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-a4028972d774,cluster_001,"CSRank(Mean($close,3))",-17,0.015357,True,True,cluster_158,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Log($final_total_market_cap))))",duplicate_escape,Phase3E_E1_D3_plus_D2_sidecar,gap_dependency|turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-93f48ff886e9,cluster_001,"CSRank(Mean($high,3))",-16,-0.010717,True,True,cluster_161,"CSRank(ZScore(Div(Sub($open,Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))))",duplicate_escape,Phase3E_E1_D3_plus_D2_sidecar,turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-c2ce36b76747,cluster_012,"CSRank(Sub(Mean($close,8),Mean($close,5)))",-11,-0.081952,True,True,cluster_083,"CSRank(ZScore(CSRank(CSResidual(CSRank(Mom($close,1)),CSRank(Mean(Abs($ret),4))))))",operator_sanitize,Phase3E_E1_D3_plus_D2_sidecar,turnover_too_high|subperiod_instability|operator_pathology,
phase3repair-failure_detail-duplicate_escape-1d74f30972a3,cluster_001,"CSRank(Mean($close,13))",-9,-0.018624,True,True,cluster_012,"CSRank(CSResidual(CSRank(Mean($close,5)),CSRank(Mean($close,8))))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,subperiod_instability|operator_pathology,
phase3repair-failure_detail-operator_sanitize-0f81342bb6bb,cluster_005,"CSRank(Sub(Mean($close,11),Mean($close,8)))",-12,-0.255958,False,True,cluster_157,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,5)),Delay($close,5))),CSRank(Log($final_total_market_cap))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,gap_dependency|corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-2a5e0534a3a3,cluster_001,"CSRank(Mean($open,5))",-15,0.023671,True,True,cluster_162,"Neg(CSRank(ZScore(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3)))))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-a4028972d774,cluster_001,"CSRank(Mean($close,3))",-17,0.015357,True,True,cluster_158,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Log($final_total_market_cap))))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,gap_dependency|turnover_too_high|operator_pathology|field_pathology,
phase3repair-failure_detail-duplicate_escape-6831b3f1e41d,cluster_001,"CSRank(Mean($high,3))",-39,-0.010258,True,True,cluster_166,"CSRank(Mul(ZScore(Div(Sub($open,Mean($low,1)),Add(Abs(Sub(Mean($high,1),Mean($low,1))),0.000001))),ZScore(Div(Mean($volume,1),Add(Abs(Mean($volume,2)),0.000001)))))",duplicate_escape,Phase3E_E2_D3_deployability_hardened,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-e1ba2b009291,cluster_006,"CSRank(Sub(Mean($close,6),Mean($close,3)))",-12,0.060774,True,True,cluster_158,"CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Log($final_float_market_cap))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,gap_dependency|turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-83375652c948,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),3))",-46,0.035931,True,True,cluster_170,"CSRank(Mul(CSResidual(CSRank(Div(Sub(Mean($high,1),Mean($low,1)),Add(Abs(Mean($close,1)),0.000001))),CSRank(Div(Mean($amount,1),Add(Abs(Mean($amount,2)),0.000001)))),Sign(ZScore(Sub(Mom($close,1),Mom($close,2))))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,turnover_too_high|subperiod_instability|complexity_overfit|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-fd36f781c070,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),13))",3,-0.261098,True,True,cluster_075,"Neg(CSRank(Mom($close,34)))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate,
phase3repair-failure_detail-operator_sanitize-548312e46d1e,cluster_006,"CSRank(Sub(Mean($high,6),Mean($high,3)))",-9,-0.13748,True,True,cluster_161,"CSRank(Div(Sub($open,Mean($low,2)),Sub(Mean($high,2),Mean($low,2))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,turnover_too_high|corr_duplicate|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-b44e71dc2122,cluster_001,"CSRank(Mean(Abs(Delta($close,1)),21))",6,-0.926352,True,False,cluster_001,Neg(CSRank($close)),operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability,
phase3repair-failure_detail-operator_sanitize-b0c03fc7677c,cluster_012,"CSRank(Sub(Mean($open,8),Mean($open,5)))",-8,0.204998,False,True,cluster_162,"Neg(CSRank(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-9cfcc7a45dd4,cluster_001,"CSRank(Mean(Abs(Delta($open,1)),8))",-8,-0.000504,True,True,cluster_156,"CSRank(ZScore(Div(Sub($open,Mean($vwap,5)),Mean(Abs($ret),5))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
phase3repair-failure_detail-operator_sanitize-560bab9f77f7,cluster_001,"CSRank(Mean(Abs(Delta($open,1)),5))",-10,0.011275,True,True,cluster_162,"Neg(CSRank(ZScore(Div(Sub($open,Mean($vwap,3)),Mean(Abs($ret),3)))))",operator_sanitize,Phase3E_E2_D3_deployability_hardened,corr_duplicate|subperiod_instability|operator_pathology|field_pathology,
