expression_hash,candidate_id,horizon_min,fields,lane,factor_lane,source_lane,source_generator,fresh_eligible,memory_hit,shard_coverage,row_count,mean_ic_abs_mean,max_ic_abs_mean,mean_ic_mean,mean_ic_count,min_ic_count,mean_spread_mean,shards,expression
bc5169f10cc322a83d0582ca,phase3azb_opening_window_corrected_00105,30,m1_first30_amount,sidecar_context_formula,azb_opening_direct,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12403355807298115,0.1332768170994602,-0.04805915506834888,2109.0,2109,-0.00025738757737526563,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,CSRank($m1_first30_amount)
da701df57b69bcb7bd83ecfe,phase3azb_opening_window_corrected_00106,30,m1_first30_amount,sidecar_context_formula,azb_opening_inverse,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12403355807298112,0.1332768170994605,0.04805915506834872,2109.0,2109,0.0002602482652589195,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,Neg(CSRank($m1_first30_amount))
e4a294256049885dc3021340,phase3azb_opening_window_corrected_00057,30,m1_first15_amount,sidecar_context_formula,azb_opening_direct,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12266689618360194,0.13207397533732362,-0.04657322761346016,2258.0,2258,-0.0002143441542474976,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,CSRank($m1_first15_amount)
632ef2c52a92d647d412ffa8,phase3azb_opening_window_corrected_00058,30,m1_first15_amount,sidecar_context_formula,azb_opening_inverse,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12266689618360194,0.13207397533732368,0.04657322761346,2258.0,2258,0.00021675815975382416,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,Neg(CSRank($m1_first15_amount))
36fa58b2e9a0fbd8e44d6c46,phase3azb_opening_window_corrected_00107,30,m1_first30_high|m1_first30_low|open,sidecar_context_formula,azb_opening_range_ratio,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12191533212367386,0.1304565224037465,-0.056000888637927,2109.0,2109,-0.00019711477410290832,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))"
85708fad3d99b290a6b3c09f,phase3azb_opening_window_corrected_00108,30,m1_first30_high|m1_first30_low|open,sidecar_context_formula,azb_opening_range_ratio_inverse,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12191533212367381,0.13045652240374644,0.05600088863792683,2109.0,2109,0.00019974107568637882,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001))))"
62669053e7e955eaf02335cf,phase3azb_opening_window_corrected_00101,30,m1_first30_range,sidecar_context_formula,azb_opening_direct,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12178192458201255,0.13026762484839913,-0.05685263516800051,2109.0,2109,-0.0002035353388394529,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,CSRank($m1_first30_range)
dddff54cbada19b99a027bb2,phase3azb_opening_window_corrected_00102,30,m1_first30_range,sidecar_context_formula,azb_opening_inverse,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12178192458201248,0.1302676248483991,0.0568526351680003,2109.0,2109,0.0002050935036634952,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,Neg(CSRank($m1_first30_range))
802f83b10dcd75ebab9a3e56,phase3azb_opening_window_corrected_00144,30,m1_first30_range|volume,sidecar_context_formula,azb_opening_flow_residual,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.12014279992980384,0.1280574721912493,-0.053816112781966366,2098.0,2098,-0.0001727603141451932,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(CSResidual(ZScore($m1_first30_range),ZScore($volume)))"
a8f34885062c42d1b0b60130,phase3azb_opening_window_corrected_00135,30,m1_first30_range|m1_first30_vol,sidecar_context_formula,azb_opening_flow_residual,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.11996796889436064,0.1282286813671609,-0.049790779596074586,2109.0,2109,-0.00013725332112672956,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(CSResidual(ZScore($m1_first30_range),ZScore($m1_first30_vol)))"
7aaa7d89a4e2faf89052e502,phase3azb_opening_window_corrected_00059,30,m1_first15_high|m1_first15_low|open,sidecar_context_formula,azb_opening_range_ratio,phase3azb_opening_window_corrected,phase3azb_opening_window_corrected_pack_v1,True,False,16,16,0.11954344531897487,0.12821797358313883,-0.05181512992162648,2258.0,2258,-0.0001270127653445377,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001)))"
