candidate_id,contains_future_label,contains_zzshare_lagged_event_alias,contains_zzshare_limit_event,contains_zzshare_sentiment_context,diagnostic_role,event_family,expression,expression_key,factor_lane,factor_pack_id,factor_pack_version,input_candidate_roles,input_datasets,input_fields,input_source_fields,leakage_flag,official_book_eligible,pool_priority_score,pool_priority_version,replay_executable,required_audits,required_lag_days,requires_panelization,search_memory_key,skeleton_key,source_credit_cap_basis,source_credit_policy,source_generator,source_lane,source_quota_group,source_factor_pack,phase3aa_factor_candidate,phase3aa_injection_version,ablation_arm,phase3_budget_bucket,proof_variant,source_profile,selection_policy,strict_selection_role,selection_pool_type,quota_applied,quota_type,quota_stage,quota_basis,rejected_by_quota,quota_reject_reason,phase3e_selector_profile,phase3e_selection_score,base_quality,turnover_proxy,cost_adjusted_proxy,max_corr_to_103_registry,mean_corr_to_103_registry,nearest_103_cluster,max_corr_to_134_registry,mean_corr_to_134_registry,nearest_134_cluster_id,novelty_vs_134,known_cluster_id,provisional_cluster_id,source_lane_cluster_id,max_corr_to_selected_queue,mean_corr_to_selected_queue,base_e3_score,turnover_structure_risk,turnover_penalty,turnover_structure_penalty,selector_pool_turnover_p80,selector_pool_turnover_p90,selector_pool_turnover_p95,high_turnover_p80_count_before_pick,high_turnover_p90_count_before_pick,turnover_tail_penalty,liquidity_proxy,capacity_proxy,liquidity_penalty,capacity_penalty,pool_priority_bonus,registry_symbolic_corr_penalty,complexity_penalty,cap_reject_reason,signal_vector_id,signal_vector_source,signal_vector_error,signal_vector_ready,nearest_134_signal_cluster_id,max_corr_to_134_signal_vector,mean_topk_corr_to_134_signal_vector,novelty_vs_134_signal_vector,known_signal_cluster_id,provisional_signal_cluster_id,source_lane_signal_cluster_id,signal_vector_cluster_basis,max_corr_to_selected_queue_signal,mean_corr_to_selected_queue_signal,nearest_selected_signal_cluster_id,nearest_selected_signal_vector_id,known_signal_cluster_count_before_pick,provisional_signal_cluster_count_before_pick,source_lane_signal_cluster_count_before_pick,vector_diversity_penalty,known_signal_cluster_penalty,provisional_signal_cluster_penalty,source_lane_signal_cluster_penalty,cluster_001_signal_penalty,cluster_003_signal_penalty,selector_mode
phase3aa_event_0039_cn_zls_v1_zls_open_board_rate_00039,False,False,False,True,board_fragility,board_fragility,"CSRank(Div($ctx_zls_zb_num_lag1,Add(Abs($ctx_zls_uplimit_num_lag1),0.000001)))",v2cand-e649f37ebb9d,zls_open_board_rate,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,lagged_daily_context,open_sentiment_data,ctx_zls_zb_num_lag1|ctx_zls_uplimit_num_lag1,uplimit_num|zb_num,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:2b8213c0902275c4,skeleton-0179a533d19e0f68,cn_zzshare_limit_sentiment_v1:2b8213c0902275c4,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:board_fragility:board_fragility,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_15,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.7593268,0.0,,,0.107143,0.089048,cluster_076,0.107143,0.089048,cluster_076,0.892857,,prov_45921f8a,event_derived_feature_layer|prov_45921f8a,0.166667,0.086786,0.3535712,0.0,0.0,0.0,0.083538,0.091872,0.097157,4,2,0.0,0.0,0.0,1.0,1.0,-0.0175,0.107143,0.0,,0457d3718ae87663a5ca,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_0457d3718ae8,event_derived_feature_layer|sigprov_0457d3718ae8,self_vector,0.028152,0.020228,,f0f0f84e588cca07e33c,0,0,0,0.028152,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0027_cn_zls_v1_zls_sentiment_direct_zrank_00027,False,False,False,True,lagged_sentiment_context,lagged_sentiment_context,CSRank(ZScore($ctx_zls_lb_h_num_lag1)),v2cand-d85a12b137ce,zls_sentiment_direct_zrank,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,lagged_daily_context,open_sentiment_data,ctx_zls_lb_h_num_lag1,lb_h_num,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:f082cf0a8cc48960,skeleton-43c32d9e86d338e6,cn_zzshare_limit_sentiment_v1:f082cf0a8cc48960,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:lagged_sentiment_context:lagged_sentiment_context,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_17,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.7374997,0.0,,,0.166667,0.158333,cluster_013,0.166667,0.158333,cluster_013,0.833333,,prov_c19a96cb,event_derived_feature_layer|prov_c19a96cb,0.15,0.12,0.3049997,0.0,0.0,0.0,0.083538,0.091872,0.097157,5,3,0.0,0.0,0.0,1.0,1.0,-0.0175,0.166667,0.0,,61334f3b6c880a14f835,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_61334f3b6c88,event_derived_feature_layer|sigprov_61334f3b6c88,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0048_cn_zls_v1_zls_hot_rank_inverse_00048,False,False,False,True,hot_rank_context,hot_rank_context,CSRank(Neg($ctx_zls_rank_lag1)),v2cand-00f8719fcf27,zls_hot_rank_inverse,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,lagged_daily_stock_context,ths_hot_top,ctx_zls_rank_lag1,rank,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:9718b7ba5bdb0968,skeleton-1fbdca83db8a353a,cn_zzshare_limit_sentiment_v1:9718b7ba5bdb0968,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:hot_rank_context:hot_rank_context,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_20,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.66335585,0.0,,,0.166667,0.141667,cluster_079,0.166667,0.141667,cluster_079,0.833333,,prov_738a87f1,event_derived_feature_layer|prov_738a87f1,0.283333,0.165,0.2649998,0.0,0.0,0.0,0.083538,0.091872,0.097157,6,4,0.0,0.0,0.0,1.0,1.0,-0.0175,0.166667,0.0,,d0d050e0b291719eec79,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_d0d050e0b291,event_derived_feature_layer|sigprov_d0d050e0b291,self_vector,0.035941,0.027794,,323c3dec2d736430ba1b,0,0,0,0.035941,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0011_cn_zls_v1_zls_event_direct_00011,False,True,True,True,limit_event_pressure,limit_event_pressure,CSRank($ctx_zls_evt_up_limit_keep_times_lag1),v2cand-58d65b109014,zls_event_direct,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,minute_event_or_tplus1,uplimit_stocks,ctx_zls_evt_up_limit_keep_times_lag1,up_limit_keep_times,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:8a2ca1dff7d75570,skeleton-7bec5eaeed393de9,cn_zzshare_limit_sentiment_v1:8a2ca1dff7d75570,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:limit_event_pressure:limit_event_pressure,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_22,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.6175003,0.0,,,0.083333,0.083333,cluster_148,0.083333,0.083333,cluster_148,0.916667,,prov_c34c2f3c,event_derived_feature_layer|prov_c34c2f3c,0.8,0.2675,0.1850003,0.0,0.0,0.0,0.083538,0.091872,0.097157,6,4,0.0,0.0,0.0,1.0,1.0,-0.0175,0.083333,0.0,,902602022941cccc1241,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_902602022941,event_derived_feature_layer|sigprov_902602022941,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0009_cn_zls_v1_zls_event_direct_00009,False,True,True,True,limit_event_pressure,limit_event_pressure,CSRank($ctx_zls_evt_fd_max_lag1),v2cand-a202c8d7cf04,zls_event_direct,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,minute_event_or_tplus1,uplimit_stocks,ctx_zls_evt_fd_max_lag1,fd_max,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:7cd08ba34af78256,skeleton-7bec5eaeed393de9,cn_zzshare_limit_sentiment_v1:7cd08ba34af78256,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:limit_event_pressure:limit_event_pressure,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_23,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.6175003,0.0,,,0.083333,0.083333,cluster_148,0.083333,0.083333,cluster_148,0.916667,,prov_d7938008,event_derived_feature_layer|prov_d7938008,0.8,0.4825,0.1850003,0.0,0.0,0.0,0.083538,0.091872,0.097157,6,4,0.0,0.0,0.0,1.0,1.0,-0.0175,0.083333,0.0,,cd6b8ae33455c332d649,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_cd6b8ae33455,event_derived_feature_layer|sigprov_cd6b8ae33455,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0029_cn_zls_v1_zls_sentiment_direct_zrank_00029,False,False,False,True,lagged_sentiment_context,lagged_sentiment_context,CSRank(ZScore($ctx_zls_uplimit_num_lag1)),v2cand-1529e109f8c3,zls_sentiment_direct_zrank,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,lagged_daily_context,open_sentiment_data,ctx_zls_uplimit_num_lag1,uplimit_num,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:0f22526c44310130,skeleton-43c32d9e86d338e6,cn_zzshare_limit_sentiment_v1:0f22526c44310130,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:lagged_sentiment_context:lagged_sentiment_context,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_27,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.5424997,0.0,,,0.166667,0.158333,cluster_013,0.166667,0.158333,cluster_013,0.833333,,prov_667e046c,event_derived_feature_layer|prov_667e046c,0.8,0.305,0.1099997,0.0,0.0,0.0,0.083538,0.091872,0.097157,7,5,0.0,0.0,0.0,1.0,1.0,-0.0175,0.166667,0.0,,51884e8ae431585459cf,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_51884e8ae431,event_derived_feature_layer|sigprov_51884e8ae431,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0014_cn_zls_v1_zls_max_seal_to_amount_00014,False,True,True,True,seal_strength,seal_strength,"CSRank(Div($ctx_zls_evt_fd_max_lag1,Add(Abs($ctx_zls_evt_amount_lag1),0.000001)))",v2cand-e8a5d308423e,zls_max_seal_to_amount,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,minute_event_or_tplus1,uplimit_stocks,ctx_zls_evt_fd_max_lag1|ctx_zls_evt_amount_lag1,amount|fd_max,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:813e0fbe26a3c49a,skeleton-0179a533d19e0f68,cn_zzshare_limit_sentiment_v1:813e0fbe26a3c49a,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:seal_strength:seal_strength,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_30,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.5075002,0.0,,,0.183333,0.161786,cluster_021,0.183333,0.161786,cluster_021,0.816667,,prov_13a44981,event_derived_feature_layer|prov_13a44981,0.866667,0.299167,0.0750002,0.0,0.0,0.0,0.083538,0.091872,0.097157,7,5,0.0,0.0,0.0,1.0,1.0,-0.0175,0.183333,0.0,,cb493f2e2a6a9591148c,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_cb493f2e2a6a,event_derived_feature_layer|sigprov_cb493f2e2a6a,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0033_cn_zls_v1_zls_sentiment_direct_zrank_00033,False,False,False,True,lagged_sentiment_context,lagged_sentiment_context,CSRank(ZScore($ctx_zls_lbgd_lag1)),v2cand-90c7e863021c,zls_sentiment_direct_zrank,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,lagged_daily_context,sentiment_hot_day,ctx_zls_lbgd_lag1,lbgd,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:6d935e6fa506f1fe,skeleton-43c32d9e86d338e6,cn_zzshare_limit_sentiment_v1:6d935e6fa506f1fe,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:lagged_sentiment_context:lagged_sentiment_context,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_32,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.4824997,0.0,,,0.166667,0.158333,cluster_013,0.166667,0.158333,cluster_013,0.833333,,prov_c19a96cb,event_derived_feature_layer|prov_c19a96cb,1.0,0.511667,0.0499997,0.0,0.0,0.0,0.083538,0.091872,0.097157,7,5,0.0,0.0,0.0,1.0,1.0,-0.0175,0.166667,0.0,,f894b3ee4096231a65fe,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_f894b3ee4096,event_derived_feature_layer|sigprov_f894b3ee4096,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0025_cn_zls_v1_zls_sentiment_direct_zrank_00025,False,False,False,True,lagged_sentiment_context,lagged_sentiment_context,CSRank(ZScore($ctx_zls_lb_3_num_lag1)),v2cand-89d7a8a7cb24,zls_sentiment_direct_zrank,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,lagged_daily_context,open_sentiment_data,ctx_zls_lb_3_num_lag1,lb_3_num,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:27a643f9f4910677,skeleton-43c32d9e86d338e6,cn_zzshare_limit_sentiment_v1:27a643f9f4910677,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:lagged_sentiment_context:lagged_sentiment_context,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_33,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.4824997,0.0,,,0.166667,0.158333,cluster_013,0.166667,0.158333,cluster_013,0.833333,,prov_c19a96cb,event_derived_feature_layer|prov_c19a96cb,1.0,0.681667,0.0499997,0.0,0.0,0.0,0.083538,0.091872,0.097157,7,5,0.0,0.0,0.0,1.0,1.0,-0.0175,0.166667,0.0,,40b3ccf3271ef5f2ddba,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_40b3ccf3271e,event_derived_feature_layer|sigprov_40b3ccf3271e,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
phase3aa_event_0035_cn_zls_v1_zls_sentiment_direct_zrank_00035,False,False,False,True,lagged_sentiment_context,lagged_sentiment_context,CSRank(ZScore($ctx_zls_strong_lag1)),v2cand-ea13a4e9680e,zls_sentiment_direct_zrank,cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602,cn-zzshare-limit-sentiment-factor-pack-v1-2026-06-02,lagged_daily_context,sentiment_hot_day,ctx_zls_strong_lag1,strong,no_next_fields;lagged_event_alias_or_event_time_only;sentiment_hot_Tplus1_only,False,0.95,candidate-pool-source-priority-v1-2026-05-28,False,route_pit_check|panelization_coverage|field_lag_check|selector_only|frozen_replay_smoke|source_attribution,1,True,cn_zzshare_limit_sentiment_v1:e75eccfb61975604,skeleton-43c32d9e86d338e6,cn_zzshare_limit_sentiment_v1:e75eccfb61975604,phase3aa_opt_in_selector_source_priority,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,cn_zzshare_limit_sentiment_feature_layer:lagged_sentiment_context:lagged_sentiment_context,runtime\factor_packs\cn_zzshare_limit_sentiment_factor_candidate_pack_v1_20260602.json,True,phase3aa-shared-pool-event-injection-v1-2026-05-29,Phase3AA_G2_event_source_priority,event_derived_feature_layer,event_derived_feature_layer,D3_primary,phase3e_signal_vector_diversified_source_priority_proxy,phase3e_signal_vector_diversified_source_priority_proxy_rank_34,phase3e_selector_pool,False,phase3e_selector,selector_pre_audit,phase3e_signal_vector_diversified_source_priority_proxy,False,,signal_vector_diversified_source_priority_proxy,0.4824997,0.0,,,0.166667,0.158333,cluster_013,0.166667,0.158333,cluster_013,0.833333,,prov_c19a96cb,event_derived_feature_layer|prov_c19a96cb,1.0,0.825,0.0499997,0.0,0.0,0.0,0.083538,0.091872,0.097157,7,5,0.0,0.0,0.0,1.0,1.0,-0.0175,0.166667,0.0,,bb217d6ba2266e41e150,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_bb217d6ba226,event_derived_feature_layer|sigprov_bb217d6ba226,self_vector,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,signal_vector_diversified_source_priority_proxy
