candidate_id,source_lane,field,status,sources,derivation
phase3repair-failure_detail-duplicate_escape-7e210d77983c,legacy_unknown,close,available_after_join,base_replay,
stockpit-template-3640ff7d560d,legacy_unknown,close,available_after_join,base_replay,
agnostic-freeform-042e30be7cdf,legacy_unknown,close,available_after_join,base_replay,
agnostic-freeform-042e30be7cdf,legacy_unknown,volume,available_after_join,base_replay,
agnostic-freeform-042e30be7cdf,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
agnostic-freeform-2853176b2b50,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
agnostic-freeform-2853176b2b50,legacy_unknown,high,available_after_join,base_replay,
agnostic-freeform-2853176b2b50,legacy_unknown,open,available_after_join,base_replay,
agnostic-freeform-551385e7478d,legacy_unknown,high,available_after_join,base_replay,
agnostic-freeform-551385e7478d,legacy_unknown,vwap,available_after_join,derivable,amount / volume
agnostic-freeform-806d5235bba6,legacy_unknown,vwap,available_after_join,derivable,amount / volume
agnostic-freeform-806d5235bba6,legacy_unknown,volume,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-2cd6edb62448,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
fgv2-repair-nonlinearize-69d3d3bbf5,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
fgv2-repair-nonlinearize-69d3d3bbf5,legacy_unknown,close,available_after_join,base_replay,
phase3aa_event_0197_cn_integrated_v1_rzrq_direct_rank_zrank_00197,cn_integrated_feature_layer,ctx_rzrq_rzche3d,available_after_join,nonminute_panel,
stockpit-cem_adaptive_grammar-ad335fa8387e,legacy_unknown,amount,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-ad335fa8387e,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
agnostic-freeform-a7ad8beeeacf,legacy_unknown,final_total_market_cap,available_after_join,base_replay,
agnostic-freeform-a7ad8beeeacf,legacy_unknown,vwap,available_after_join,derivable,amount / volume
phase3aa_event_0196_cn_integrated_v1_rzrq_direct_rank_00196,cn_integrated_feature_layer,ctx_rzrq_rzche3d,available_after_join,nonminute_panel,
phase3aa_event_0206_cn_integrated_v1_rzrq_direct_rank_00206,cn_integrated_feature_layer,ctx_rzrq_rzjme5d,available_after_join,nonminute_panel,
phase3aa_event_0210_cn_integrated_v1_rzrq_direct_rank_00210,cn_integrated_feature_layer,ctx_rzrq_rzmre10d,available_after_join,nonminute_panel,
phase3aa_event_0204_cn_integrated_v1_rzrq_direct_rank_00204,cn_integrated_feature_layer,ctx_rzrq_rzjme3d,available_after_join,nonminute_panel,
phase3aa_event_0202_cn_integrated_v1_rzrq_direct_rank_00202,cn_integrated_feature_layer,ctx_rzrq_rzjme10d,available_after_join,nonminute_panel,
phase3aa_event_0208_cn_integrated_v1_rzrq_direct_rank_00208,cn_integrated_feature_layer,ctx_rzrq_rzmre,available_after_join,nonminute_panel,
phase3aa_event_0188_cn_integrated_v1_rzrq_direct_rank_00188,cn_integrated_feature_layer,ctx_rzrq_rqmcl5d,available_after_join,nonminute_panel,
phase3aa_event_0200_cn_integrated_v1_rzrq_direct_rank_00200,cn_integrated_feature_layer,ctx_rzrq_rzjme,available_after_join,nonminute_panel,
phase3aa_event_0190_cn_integrated_v1_rzrq_direct_rank_00190,cn_integrated_feature_layer,ctx_rzrq_rqye,available_after_join,nonminute_panel,
phase3repair-failure_detail-duplicate_escape-467a29a8b041,legacy_unknown,close,available_after_join,base_replay,
phase3aa_event_0135_cn_integrated_v1_minute_direct_rank_zrank_00135,cn_integrated_feature_layer,m1_first15_range,available_after_join,minute_panel,
phase3aa_event_0163_cn_integrated_v1_minute_direct_rank_zrank_00163,cn_integrated_feature_layer,m1_first5_range,available_after_join,minute_panel,
phase3aa_event_0149_cn_integrated_v1_minute_direct_rank_zrank_00149,cn_integrated_feature_layer,m1_first30_range,available_after_join,minute_panel,
fgv2-repair-nonlinearize-720a70b84f,legacy_unknown,close,available_after_join,base_replay,
fgv2-repair-nonlinearize-720a70b84f,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
phase3aa_event_0049_cn_integrated_v1_holder_structure_direct_00049,cn_integrated_feature_layer,ctx_holder_avg_market_cap,available_after_join,nonminute_panel,
agnostic-freeform-0b97263ee18f,legacy_unknown,vwap,available_after_join,derivable,amount / volume
agnostic-freeform-0b97263ee18f,legacy_unknown,high,available_after_join,base_replay,
agnostic-freeform-0b97263ee18f,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
fgv2-repair-add_confirmation-a2ebaeae10,legacy_unknown,close,available_after_join,base_replay,
fgv2-repair-add_confirmation-a2ebaeae10,legacy_unknown,amount,available_after_join,base_replay,
phase3aa_event_0146_cn_integrated_v1_minute_direct_rank_zrank_00146,cn_integrated_feature_layer,m1_first30_last_return_vs_open,available_after_join,minute_panel,
phase3aa_event_0152_cn_integrated_v1_minute_direct_rank_00152,cn_integrated_feature_layer,m1_first30_vwap,available_after_join,minute_panel,
phase3aa_event_0159_cn_integrated_v1_minute_direct_rank_00159,cn_integrated_feature_layer,m1_first5_last_return_vs_open,available_after_join,minute_panel,
phase3aa_event_0161_cn_integrated_v1_minute_direct_rank_00161,cn_integrated_feature_layer,m1_first5_low,available_after_join,minute_panel,
phase3aa_event_0147_cn_integrated_v1_minute_direct_rank_00147,cn_integrated_feature_layer,m1_first30_low,available_after_join,minute_panel,
phase3aa_event_0157_cn_integrated_v1_minute_direct_rank_00157,cn_integrated_feature_layer,m1_first5_high,available_after_join,minute_panel,
phase3aa_event_0129_cn_integrated_v1_minute_direct_rank_00129,cn_integrated_feature_layer,m1_first15_high,available_after_join,minute_panel,
phase3aa_event_0133_cn_integrated_v1_minute_direct_rank_00133,cn_integrated_feature_layer,m1_first15_low,available_after_join,minute_panel,
phase3aa_event_0123_cn_integrated_v1_minute_direct_rank_00123,cn_integrated_feature_layer,m1_day_high,available_after_join,minute_panel,
phase3repair-failure_detail-operator_sanitize-b2b84bc3ef72,legacy_unknown,amount,available_after_join,base_replay,
agnostic-freeform-f58db5f7c1ae,legacy_unknown,high,available_after_join,base_replay,
agnostic-freeform-f58db5f7c1ae,legacy_unknown,amount,available_after_join,base_replay,
fgv2-repair-add_state_gate-7a09229418,legacy_unknown,close,available_after_join,base_replay,
agnostic-freeform-a89759d3657a,legacy_unknown,high,available_after_join,base_replay,
agnostic-freeform-a89759d3657a,legacy_unknown,vwap,available_after_join,derivable,amount / volume
stockpit-cem_adaptive_grammar-8b93b582ec12,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-8b93b582ec12,legacy_unknown,close,available_after_join,base_replay,
fgv2-repair-add_confirmation-bdafbf08d5,legacy_unknown,close,available_after_join,base_replay,
fgv2-repair-add_confirmation-bdafbf08d5,legacy_unknown,amount,available_after_join,base_replay,
phase3repair-failure_detail-duplicate_escape-3b6fda3fc699,legacy_unknown,high,available_after_join,base_replay,
phase3repair-failure_detail-operator_sanitize-8fb17dfd7ee6,legacy_unknown,close,available_after_join,base_replay,
phase3repair-failure_detail-operator_sanitize-2b72dd1e1855,legacy_unknown,close,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-098c6066c092,legacy_unknown,close,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-098c6066c092,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
phase3repair-failure_detail-duplicate_escape-962c2202831a,legacy_unknown,close,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-6542d470d51e,legacy_unknown,close,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-6542d470d51e,legacy_unknown,final_float_market_cap,available_after_join,base_replay,
phase3repair-failure_detail-operator_sanitize-92247745ff4a,legacy_unknown,close,available_after_join,base_replay,
phase3repair-failure_detail-duplicate_escape-342328343b5c,legacy_unknown,close,available_after_join,base_replay,
stockpit-cem_adaptive_grammar-fc08bbc3ff5f,legacy_unknown,close,available_after_join,base_replay,
phase3aa_event_0040_cn_integrated_v1_fundamental_risk_inverse_00040,cn_integrated_feature_layer,ctx_fund_bs_debt_to_assets,available_after_join,nonminute_panel,
phase3aa_event_0186_cn_integrated_v1_rzrq_direct_rank_00186,cn_integrated_feature_layer,ctx_rzrq_rqmcl3d,available_after_join,nonminute_panel,
phase3aa_event_0184_cn_integrated_v1_rzrq_direct_rank_00184,cn_integrated_feature_layer,ctx_rzrq_rqmcl10d,available_after_join,nonminute_panel,
phase3aa_event_0198_cn_integrated_v1_rzrq_direct_rank_00198,cn_integrated_feature_layer,ctx_rzrq_rzche5d,available_after_join,nonminute_panel,
phase3aa_event_0194_cn_integrated_v1_rzrq_direct_rank_00194,cn_integrated_feature_layer,ctx_rzrq_rzche10d,available_after_join,nonminute_panel,
phase3aa_event_0192_cn_integrated_v1_rzrq_direct_rank_00192,cn_integrated_feature_layer,ctx_rzrq_rzche,available_after_join,nonminute_panel,
phase3aa_event_0036_cn_integrated_v1_fundamental_quality_direct_00036,cn_integrated_feature_layer,ctx_fund_cf_operate_cash_to_netprofit,available_after_join,nonminute_panel,
phase3aa_event_0034_cn_integrated_v1_fundamental_quality_direct_00034,cn_integrated_feature_layer,ctx_fund_ps_operate_profit_margin,available_after_join,nonminute_panel,
phase3aa_event_0032_cn_integrated_v1_fundamental_quality_direct_00032,cn_integrated_feature_layer,ctx_fund_ps_netprofit_margin,available_after_join,nonminute_panel,
phase3aa_event_0030_cn_integrated_v1_fundamental_quality_direct_00030,cn_integrated_feature_layer,ctx_fund_bs_cash_to_assets,available_after_join,nonminute_panel,
phase3aa_event_0038_cn_integrated_v1_fundamental_quality_direct_00038,cn_integrated_feature_layer,ctx_fund_ps_research_to_income,available_after_join,nonminute_panel,
phase3aa_event_0195_cn_integrated_v1_rzrq_direct_rank_zrank_00195,cn_integrated_feature_layer,ctx_rzrq_rzche10d,available_after_join,nonminute_panel,
