expression_hash,candidate_id,phase3bk_rank,factor_lane,fields,expression,horizon_min,shard_count,ic_mean,ic_abs_mean,ic_hit_rate,spread_mean,spread_abs_mean,spread_hit_rate,wrong_lag_prev_ic_mean,wrong_lag_future_ic_mean,mean_one_way_turnover,signal_unique_min,signal_nonnull_sum,eval_rows_sum,expected_direction,primary_horizon_min,aligned_ic_mean,aligned_spread_mean,blocker_flags,phase3bl_decision,source_generator,source_lane,policy_score,note,open_direction,abs_aligned_ic_mean,positive_horizon_count,phase3bp_blocker_flags,phase3bp_decision
e7ab4ef435533eff9ab3a00b,phase3bt_00005,,rx_range_location::rank,close|high|low,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))))",1,4,-0.237386568,0.237386568,0,-0.0008760003499,0.0008915883165,0.01630434783,-0.01298519748,0.5952452177,0.794684347,2635,60859,62131,1,0,-0.237386568,-0.0008760003499,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.21296716,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_10,short_top,0.237386568,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
eb4b97fd2cd1153daeddd57c,phase3bt_00059,,rx_interaction::rx_range_location::rx_opening_amount::spread,close|high|low|m1_first30_vol|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,-0.234611218,0.234611218,0,-0.0007812905214,0.0007853160843,0.006097560976,-0.009891326914,0.5772487463,0.7992348484,2236,54390,62131,1,0,-0.234611218,-0.0007812905214,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.12059682,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_8 x m1_first30_vol spread,short_top,0.234611218,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
c6cb4f9744a245dff00dd91e,phase3bt_00056,,rx_interaction::rx_range_location::rx_opening_amount::product,close|high|low|m1_first30_vol|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,0.2331422253,0.2335654704,0.993902439,0.0007751599227,0.0007875798677,0.9817073171,0.0104622137,-0.5513536966,0.7931498203,2236,54390,62131,1,0,0.2331422253,0.0007751599227,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.12078598,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_15 x m1_first30_vol product,long_top,0.2331422253,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
b4a24dfa823f80daa5be481a,phase3bt_00036,,rx_interaction::rx_range_location::rx_flow_amount_volume::spread,amount|close|high|low,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),ZScore(Delta($amount,20))))",1,4,-0.2271842891,0.2271842891,0,-0.0008719367259,0.0008761533904,0.01630434783,-0.01401722891,0.5171720906,0.7948335863,2238,60859,62131,1,0,-0.2271842891,-0.0008719367259,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.14568967,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_20 x amount_delta_20 spread,short_top,0.2271842891,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
869dc7b7f98bac6655c87ab5,phase3bt_00095,,cem_atom::rx_range_location::inverted,close|high|low,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),5)))))",1,4,0.2238934701,0.2241311559,0.9891304348,0.000806492817,0.0008221074215,0.9836956522,0.01042157906,-0.6097070332,0.8004664613,2658,60859,62131,1,0,0.2238934701,0.000806492817,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.20230603,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_cem_elite: cem seed atom bar_loc_shift_5,long_top,0.2238934701,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
c9d6bc5d6979c13389efd0d5,phase3bt_00006,,rx_range_location::rank,close|high|low,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),5))))",1,4,-0.2238934701,0.2241311559,0.01086956522,-0.0008125165523,0.0008267378839,0.02173913043,-0.01042157906,0.6097070332,0.8007081774,2658,60859,62131,1,0,-0.2238934701,-0.0008125165523,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.21253834,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_5,short_top,0.2238934701,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
9b972a667306dc46fe6ea317,phase3bt_00033,,rx_interaction::rx_range_location::rx_flow_amount_volume::spread,close|high|low|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),ZScore(Delta($volume,20))))",1,4,-0.2227875995,0.2227875995,0,-0.0008498654014,0.0008553260439,0.01086956522,-0.01366713777,0.521944376,0.796072672,2242,60859,62131,1,0,-0.2227875995,-0.0008498654014,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.1461081,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_20 x volume_delta_20 spread,short_top,0.2227875995,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
2a6feba8e9af4662906e8396,phase3bt_00062,,rx_interaction::rx_range_location::rx_opening_amount::product,close|high|low|m1_first30_vol|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),5))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,0.2164223804,0.2166724877,0.993902439,0.0006933433729,0.0006991095936,0.9817073171,0.009851700568,-0.571770119,0.7983448826,2236,54390,62131,1,0,0.2164223804,0.0006933433729,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.12023956,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_5 x m1_first30_vol product,long_top,0.2164223804,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
b654a78fc6d3f92c0a90f659,phase3bt_00098,,cem_atom::rx_intraday_return::inverted,intraday_ret_from_open,"Neg(CSRank(ZScore(Delta($intraday_ret_from_open,2))))",1,4,0.2095825649,0.2108408244,0.9836956522,0.000961444701,0.0009805202808,0.9619565217,0.02293938568,-0.5711977547,0.7959714338,2173,60859,62131,1,0,0.2095825649,0.000961444701,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.17080885,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_cem_elite: cem seed atom intraday_delta_2,long_top,0.2095825649,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
4de821be9966b544c2f5d401,phase3bt_00012,,rx_intraday_return::rank,intraday_ret_from_open,"CSRank(ZScore(Delta($intraday_ret_from_open,2)))",1,4,-0.2095825649,0.2108408244,0.01630434783,-0.0009608550949,0.0009778006078,0.03804347826,-0.02293938568,0.5711977547,0.7960414874,2173,60859,62131,1,0,-0.2095825649,-0.0009608550949,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bt_ast_feedback_hybrid,phase3bt_ast_feedback_hybrid,0.18837138,phase3bt_ast_feedback_hybrid: hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform intraday_delta_2,short_top,0.2095825649,4,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong,bp_watch_or_reject
