candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,cem_prior_score
phase3bs_00001,fe10017d8dfe09ba49e36153,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Std($ret_1m,15))))",rx_interaction::rx_intraday_return::rx_volatility_state::spread,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",15,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Std:1|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,15,maxwin_le_15,9,complexity_le_10,phase3bp:fe10017d8dfe09ba49e36153,0.20788805,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_15 x ret_vol_15 spread,
phase3bs_00002,ad2a92e983095fc10b51fa0e,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Std($ret_1m,30))))",rx_interaction::rx_intraday_return::rx_volatility_state::spread,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Std:1|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:ad2a92e983095fc10b51fa0e,0.19627779,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_15 x ret_vol_30 spread,
phase3bs_00003,6e2f4deda047be4f343e0954,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std($ret_1m,15))))",rx_interaction::rx_intraday_return::rx_volatility_state::spread,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Std:1|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:6e2f4deda047be4f343e0954,0.19627779,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x ret_vol_15 spread,
phase3bs_00004,d9342cd0b82fcaca4df382e5,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Std($ret_1m,15))))",rx_interaction::rx_intraday_return::rx_volatility_state::product,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",15,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Std:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,15,maxwin_le_15,9,complexity_le_10,phase3bp:d9342cd0b82fcaca4df382e5,0.19615988,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_15 x ret_vol_15 product,
phase3bs_00005,92ce29d5fa178e234712bda6,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),3))))",rx_range_location::rank,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,3,maxwin_le_5,18,complexity_le_18,phase3bp:92ce29d5fa178e234712bda6,0.1948403,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_3,
phase3bs_00006,d1984b6bb06f8dfc56bd4c25,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))))",rx_range_location::rank,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,2,maxwin_le_5,18,complexity_le_18,phase3bp:d1984b6bb06f8dfc56bd4c25,0.1948087,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_2,
phase3bs_00007,c9d6bc5d6979c13389efd0d5,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),5))))",rx_range_location::rank,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,5,maxwin_le_5,18,complexity_le_18,phase3bp:c9d6bc5d6979c13389efd0d5,0.19473798,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_5,
phase3bs_00008,70059e34f028e13c03845e5a,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))))",rx_range_location::rank,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,20,maxwin_le_30,18,complexity_le_18,phase3bp:70059e34f028e13c03845e5a,0.1943348,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx atom transform bar_loc_shift_20,
phase3bs_00009,ab9c938e347d4ee32e83fae6,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($volume,15))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:ab9c938e347d4ee32e83fae6,0.17044207,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x volume_delta_15 spread,
phase3bs_00010,7d15ca9dc064ba578922bc82,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($volume,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,phase3bs_adaptive_hybrid_rx_cem,phase3bs_adaptive_hybrid_rx_cem,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:7d15ca9dc064ba578922bc82,0.17044207,1,read_only_research_candidate,phase3bs_adaptive_hybrid_rx_cem: hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_15 x volume_delta_30 spread,
