candidate_id,horizon_min,factor_lane,fields,expression_hash,shard_coverage,mean_ic_abs_mean,std_ic_abs_mean,min_ic_abs_mean,max_ic_abs_mean,mean_ic_mean,dominant_sign,sign_consistency,mean_ic_count,min_ic_count,stability_score,expression
phase3ba_focused_minute_expansion_00296,30,ba_ay_ax_add,amount|final_total_market_cap|vwap,d7fc05c599a6a7b8595354d4,16,0.1710420516292449,0.006040450201460265,0.1652671372248366,0.18378773618300584,0.055490841834023495,positive,1.0,2037.0,2037,0.17001508398096085,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))"
phase3ba_focused_minute_expansion_00302,30,ba_ay_ax_add,amount|final_total_market_cap|vwap,352a276c73a502c5b00d2250,16,0.17068427502010808,0.006082656308532784,0.16476602679361455,0.18363128570733636,0.056292882886525376,positive,1.0,2067.0,2067,0.1696523381551712,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))"
phase3ba_focused_minute_expansion_00287,30,ba_ay_ax_add,amount|final_float_market_cap|vwap,636940a6802aff3fd8006ff7,16,0.1704438983974077,0.006029799761310656,0.16438484029658593,0.18457482248508475,0.054183563412406155,positive,1.0,2037.0,2037,0.1694223157582877,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001)))))))"
phase3ba_focused_minute_expansion_00290,30,ba_ay_ax_add,amount|final_float_market_cap|vwap,e2a898cd24bfa56d82373bf8,16,0.17013849298616252,0.00607499600677249,0.16379964080921083,0.18424432091149315,0.05499373103033931,positive,1.0,2067.0,2067,0.16911114346491243,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001)))))))"
phase3ba_focused_minute_expansion_00359,30,ba_ay_ax_add,amount|close|final_total_market_cap|vwap,a7f4d925d1a1aab07b396239,16,0.16788484837589474,0.006053610688265361,0.1615678158246683,0.18102208847828705,0.053578949024778326,positive,1.0,2037.0,2037,0.1668746541857155,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001))),ZScore(Mom($close,30))))))))"
phase3ba_focused_minute_expansion_00317,30,ba_ay_ax_add,amount|close|final_float_market_cap|vwap,29bceb8720d4589158f119ab,16,0.167229675918642,0.005965351129225009,0.16025685230366407,0.18142619578811434,0.052197156352288915,positive,1.0,2037.0,2037,0.16623800783090778,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,30))))))))"
phase3ba_focused_minute_expansion_00323,30,ba_ay_ax_add,amount|close|final_float_market_cap|vwap,e62b38e268daded6ef5c8a22,16,0.16703313547479157,0.005969716949379168,0.15979168680376618,0.18089766643897826,0.052546287110186635,positive,1.0,2067.0,2067,0.16604191225688433,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,30))))))))"
phase3ba_focused_minute_expansion_00329,30,ba_ay_ax_add,amount|close|final_float_market_cap|vwap,6cda219976de4f6f69dd064b,16,0.16617517169023588,0.005998317802457494,0.15834001672312553,0.179827516924789,0.05244110598934936,positive,1.0,2097.0,2097,0.16518434350192107,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,30))))))))"
phase3ba_focused_minute_expansion_00341,30,ba_ay_ax_add,amount|final_total_market_cap|vwap,236db13dd906847c84121e5b,16,0.16598774052810641,0.006154149965856044,0.15880166992097344,0.17883478228806932,0.057181150018096386,positive,1.0,2135.0,2135,0.1649724751756371,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,20),Add(Abs(Mean($final_total_market_cap,20)),0.000001)))))))"
phase3ba_focused_minute_expansion_00305,30,ba_ay_ax_add,amount|final_float_market_cap|vwap,76825a230e4a937b06a962d5,16,0.16577106680123066,0.0061861794859188295,0.15879095051133835,0.1793922933659308,0.055966552086815835,positive,1.0,2135.0,2135,0.1647518820879914,"CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001)))))))"
