candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,parent_candidate_ids,parent_factor_lanes,field_list,note,fresh_search_intent,x0_r3_role
phase3ba_focused_minute_expansion_00150,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:bbbae25d1316f2398fdd19b8,bbbae25d1316f2398fdd19b8,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00108,ax_inverse_capacity_flow_level|azb_opening_range_ratio_inverse,amount|float_share|m1_first30_high|m1_first30_low|open,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00151,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first30_range))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:9a695a7a914442835dd76576,9a695a7a914442835dd76576,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00101,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first30_range,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00152,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first30_range)))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:5ed0da864e5d998c49aae7b5,5ed0da864e5d998c49aae7b5,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00101,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first30_range,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00153,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first30_range))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:1b295853637c13419fd824f8,1b295853637c13419fd824f8,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00101,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first30_range,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00154,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first30_range))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:fa68b070d950d4dbebde945b,fa68b070d950d4dbebde945b,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00101,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first30_range,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00155,"CSRank(CSResidual(ZScore(CSRank($m1_first30_range)),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:bec14864783d60b76b4f0927,bec14864783d60b76b4f0927,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00101,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first30_range,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00156,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first30_range)))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:a5233f9b8450f015c1efe0eb,a5233f9b8450f015c1efe0eb,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00102,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first30_range,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00157,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first30_range))))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:96bf50d1ae400f20150d42a1,96bf50d1ae400f20150d42a1,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00102,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first30_range,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00158,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first30_range)))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:789866fa6933ff5bd2651a4e,789866fa6933ff5bd2651a4e,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00102,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first30_range,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00159,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first30_range)))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:c0d9247c84719e4e09d14971,c0d9247c84719e4e09d14971,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00102,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first30_range,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00160,"CSRank(CSResidual(ZScore(Neg(CSRank($m1_first30_range))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:0e113343bdc6c25283be5294,0e113343bdc6c25283be5294,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00102,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first30_range,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00161,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($volume))))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:2527399d212727fda99ff346,2527399d212727fda99ff346,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00144,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|volume,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00162,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($volume)))))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:2f7ecc6336645fd02e0617e5,2f7ecc6336645fd02e0617e5,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00144,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|volume,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00163,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($volume))))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:7627a217e9e75dd3f419ebbe,7627a217e9e75dd3f419ebbe,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00144,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|volume,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00164,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($volume))))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:5285284c6cf0c4fb1077ef61,5285284c6cf0c4fb1077ef61,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00144,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|volume,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00165,"CSRank(CSResidual(ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($volume)))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:197ad741af9bd081f78b440f,197ad741af9bd081f78b440f,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00144,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|volume,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00166,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($m1_first30_vol))))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:051572868605f38a2c27685a,051572868605f38a2c27685a,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00135,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|m1_first30_vol,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00167,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($m1_first30_vol)))))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:cbd5209d3e4f0de3770d2d8c,cbd5209d3e4f0de3770d2d8c,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00135,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|m1_first30_vol,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00168,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($m1_first30_vol))))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:ad9c9664ed8a5a5a7b5b832c,ad9c9664ed8a5a5a7b5b832c,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00135,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|m1_first30_vol,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00169,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($m1_first30_vol))))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:d4046091857739afd9dcdb58,d4046091857739afd9dcdb58,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00135,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|m1_first30_vol,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00170,"CSRank(CSResidual(ZScore(CSRank(CSResidual(ZScore($m1_first30_range),ZScore($m1_first30_vol)))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:326b038bc41a3335c17033d0,326b038bc41a3335c17033d0,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00135,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first30_range|m1_first30_vol,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00171,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:9cc2ed59c5319c5868b5a07f,9cc2ed59c5319c5868b5a07f,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00059,ax_inverse_capacity_flow_level|azb_opening_range_ratio,amount|float_share|m1_first15_high|m1_first15_low|open,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00172,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001)))))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:a8b9f513bb87fd7e426c2aee,a8b9f513bb87fd7e426c2aee,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00059,ax_inverse_capacity_flow_level|azb_opening_range_ratio,amount|float_share|m1_first15_high|m1_first15_low|open,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00173,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:d6fed2eb61850d24f0a2b38e,d6fed2eb61850d24f0a2b38e,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00059,ax_inverse_capacity_flow_level|azb_opening_range_ratio,amount|float_share|m1_first15_high|m1_first15_low|open,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00174,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:7feac272d83346a9a678235a,7feac272d83346a9a678235a,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00059,ax_inverse_capacity_flow_level|azb_opening_range_ratio,amount|float_share|m1_first15_high|m1_first15_low|open,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00175,"CSRank(CSResidual(ZScore(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001)))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:d7e9cc5d5fac4a24e3c0be2d,d7e9cc5d5fac4a24e3c0be2d,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00059,ax_inverse_capacity_flow_level|azb_opening_range_ratio,amount|float_share|m1_first15_high|m1_first15_low|open,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00176,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001)))))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:333ebea69d77c975e8933001,333ebea69d77c975e8933001,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00060,ax_inverse_capacity_flow_level|azb_opening_range_ratio_inverse,amount|float_share|m1_first15_high|m1_first15_low|open,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00177,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))))))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:9e2d2e26f6412a9aeeffd070,9e2d2e26f6412a9aeeffd070,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00060,ax_inverse_capacity_flow_level|azb_opening_range_ratio_inverse,amount|float_share|m1_first15_high|m1_first15_low|open,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00178,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001)))))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:14cff69b06498eae6f35a9a8,14cff69b06498eae6f35a9a8,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00060,ax_inverse_capacity_flow_level|azb_opening_range_ratio_inverse,amount|float_share|m1_first15_high|m1_first15_low|open,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00179,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001)))))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:177acfd0eb3bd595630cf31a,177acfd0eb3bd595630cf31a,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00060,ax_inverse_capacity_flow_level|azb_opening_range_ratio_inverse,amount|float_share|m1_first15_high|m1_first15_low|open,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00180,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:d5d9cf2826e0064d8b8f02ce,d5d9cf2826e0064d8b8f02ce,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00060,ax_inverse_capacity_flow_level|azb_opening_range_ratio_inverse,amount|float_share|m1_first15_high|m1_first15_low|open,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00181,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first15_range))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:a0bf3c825254eae4f76d8ce2,a0bf3c825254eae4f76d8ce2,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00053,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first15_range,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00182,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first15_range)))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:af7f561b04b52d35c34d23be,af7f561b04b52d35c34d23be,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00053,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first15_range,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00183,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first15_range))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:298debe5e3c707fdf9641634,298debe5e3c707fdf9641634,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00053,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first15_range,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00184,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank($m1_first15_range))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:518fa7dd72d5c72e93c7d612,518fa7dd72d5c72e93c7d612,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00053,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first15_range,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00185,"CSRank(CSResidual(ZScore(CSRank($m1_first15_range)),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:ea53020fc424d2f084c36d41,ea53020fc424d2f084c36d41,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00053,ax_inverse_capacity_flow_level|azb_opening_direct,amount|float_share|m1_first15_range,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00186,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first15_range)))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:80c2c617a61b731bd3ce0b03,80c2c617a61b731bd3ce0b03,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00054,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first15_range,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00187,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first15_range))))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:17452067c99b38af43482bff,17452067c99b38af43482bff,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00054,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first15_range,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00188,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first15_range)))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:21106b148c0e1963177f5afa,21106b148c0e1963177f5afa,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00054,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first15_range,capacity-flow x opening-window interaction,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00189,"CSRank(CSResidual(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(Neg(CSRank($m1_first15_range)))))",ba_ax_resid_opening,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:1616192a53aea0188cfe326c,1616192a53aea0188cfe326c,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00054,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first15_range,capacity-flow residualized against opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00190,"CSRank(CSResidual(ZScore(Neg(CSRank($m1_first15_range))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))",ba_opening_resid_ax,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:1760a11c1552c85b68589c75,1760a11c1552c85b68589c75,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00054,ax_inverse_capacity_flow_level|azb_opening_inverse,amount|float_share|m1_first15_range,opening-window residualized against capacity-flow,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00191,"CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first15_range),ZScore($m1_first15_vol))))))",ba_ax_azb_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:a147ec5f33842bc65f6bb31c,a147ec5f33842bc65f6bb31c,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00087,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first15_range|m1_first15_vol,capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00192,"Neg(CSRank(Add(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first15_range),ZScore($m1_first15_vol)))))))",ba_ax_azb_add_inverse,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:97f87b886c028a77f5bad73f,97f87b886c028a77f5bad73f,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00087,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first15_range|m1_first15_vol,inverse capacity-flow plus opening-window,True,read_only_research_candidate
phase3ba_focused_minute_expansion_00193,"CSRank(Mul(ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001))))),ZScore(CSRank(CSResidual(ZScore($m1_first15_range),ZScore($m1_first15_vol))))))",ba_ax_azb_interaction,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,phase3ba:4db78aa9fa3000f9c4b2f1bc,4db78aa9fa3000f9c4b2f1bc,phase3ax_capacity_refine_00317|phase3azb_opening_window_corrected_00087,ax_inverse_capacity_flow_level|azb_opening_flow_residual,amount|float_share|m1_first15_range|m1_first15_vol,capacity-flow x opening-window interaction,True,read_only_research_candidate
