candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,search_memory_key,policy_score,expected_direction,x0_r3_role,note
phase3bs_00017,8a0181e0d5a52c5ef5780da6,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",30,phase3bp:8a0181e0d5a52c5ef5780da6,0.31160526,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first15_vwap_open x ret_vol_30 product
phase3bs_00018,b40102bcfb8d7dee142fd8b7,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",30,phase3bp:b40102bcfb8d7dee142fd8b7,0.31130046,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first5_vwap_open x ret_vol_30 product
phase3bs_00019,c62572b4966df118b5a53867,"CSRank(Sub(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::spread,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",30,phase3bp:c62572b4966df118b5a53867,0.3009647,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first15_vwap_open x ret_vol_30 spread
phase3bs_00020,494cdc10d824bb2c0039fab0,"CSRank(Sub(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::spread,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",30,phase3bp:494cdc10d824bb2c0039fab0,0.3006599,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first5_vwap_open x ret_vol_30 spread
phase3bs_00021,4b742c3c8f995d44486635c2,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,8))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",8,phase3bp:4b742c3c8f995d44486635c2,0.29509376,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first15_vwap_open x ret_vol_8 product
phase3bs_00022,e12211f0f8f23092360f5f1d,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,8))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",8,phase3bp:e12211f0f8f23092360f5f1d,0.29478896,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first5_vwap_open x ret_vol_8 product
phase3bs_00023,202e6a2ae79f23060378c07b,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,10))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",10,phase3bp:202e6a2ae79f23060378c07b,0.29135396,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first15_vwap_open x ret_vol_10 product
phase3bs_00024,5919e4ec06c6b83579e260ad,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,10))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",10,phase3bp:5919e4ec06c6b83579e260ad,0.29104916,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first5_vwap_open x ret_vol_10 product
phase3bs_00025,44e8b0b222df9a3dcd498631,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:44e8b0b222df9a3dcd498631,0.26544478,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x range_vol_30 product
phase3bs_00026,c2b29287cab2ac7a03de3f50,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:c2b29287cab2ac7a03de3f50,0.26290867,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x ret_vol_30 product
phase3bs_00027,96241c9ea92182ee1e03d696,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:96241c9ea92182ee1e03d696,0.26215822,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x range_vol_30 spread
phase3bs_00028,d3b0192ac84f1ecc43e5f4f3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",30,phase3bp:d3b0192ac84f1ecc43e5f4f3,0.26126943,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x m1_first30_vol product
phase3bs_00029,63b431f1e658e3d087035479,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::spread,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:63b431f1e658e3d087035479,0.25924172,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x ret_vol_30 spread
phase3bs_00030,52e1f8b76d0faacb47099f46,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",8,phase3bp:52e1f8b76d0faacb47099f46,0.25718903,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_8 x range_vol_30 product
phase3bs_00031,2ea18753cf9486b443d45ccd,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:2ea18753cf9486b443d45ccd,0.25718903,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x range_vol_8 product
phase3bs_00032,c8c8b8320280a3c955f2acf3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:c8c8b8320280a3c955f2acf3,0.2562286,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x amount_delta_30 product
phase3bs_00033,fe9b06ad7fed77677afb5492,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",30,phase3bp:fe9b06ad7fed77677afb5492,0.25518911,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x m1_first30_vol spread
phase3bs_00034,90b2d2504698f85c799a58c7,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,8))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",8,phase3bp:90b2d2504698f85c799a58c7,0.25465292,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x ret_vol_8 product
phase3bs_00035,355d7a25aa37575ec755b662,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:355d7a25aa37575ec755b662,0.25465292,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_8 x ret_vol_30 product
phase3bs_00036,65d057dd0a31d241360c112f,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:65d057dd0a31d241360c112f,0.25432129,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x range_vol_30 product
phase3bs_00037,c8af19143070433e5893b16e,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:c8af19143070433e5893b16e,0.2542309,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x m1_first30_vol product
phase3bs_00038,ebdacf8c48cebb2a08cda5b1,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($volume,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,phase3bp:ebdacf8c48cebb2a08cda5b1,0.25276696,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x volume_delta_30 product
phase3bs_00039,c1e02291a97acad64569ce22,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::spread,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:c1e02291a97acad64569ce22,0.25065434,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x range_vol_30 spread
phase3bs_00040,d17cc06ce68913c7ecb0e6b0,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($amount,30))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,amount|close|high|low,"['amount', 'close', 'high', 'low']",30,phase3bp:d17cc06ce68913c7ecb0e6b0,0.2502923,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x amount_delta_30 product
phase3bs_00041,8870236775482cec8db99055,"CSRank(Mul(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_range::rx_range_location::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,high|low|m1_first30_range|open,"['high', 'low', 'm1_first30_range', 'open']",0,phase3bp:8870236775482cec8db99055,0.24948434,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction m1_first30_range x range_vol_30 product
phase3bs_00042,eac8039dd584de14582c9d95,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::spread,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:eac8039dd584de14582c9d95,0.24876148,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x m1_first30_vol spread
phase3bs_00043,cdafeab805bc4c758314e156,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($volume,30))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|volume,"['close', 'high', 'low', 'volume']",30,phase3bp:cdafeab805bc4c758314e156,0.24856148,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x volume_delta_30 product
phase3bs_00044,c9bdcc648a729249216d8b2f,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,8))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:c9bdcc648a729249216d8b2f,0.24797285,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x amount_delta_8 product
phase3bs_00045,70e36a9ce615c957548b1a9f,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:70e36a9ce615c957548b1a9f,0.24797285,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_8 x amount_delta_30 product
phase3bs_00046,d3e5c255593dd37cda7c52b8,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,10))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:d3e5c255593dd37cda7c52b8,0.24610295,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction intraday_delta_30 x amount_delta_10 product
phase3bs_00047,bba764a326c86816b61e06cc,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:bba764a326c86816b61e06cc,0.24606554,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_8 x range_vol_30 product
phase3bs_00048,33de1a530fa113fd5ddc0be8,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",rx_interaction::rx_range_location::rx_range_location::product,phase3bs_seed_rx_ucb_fresh,phase3bs_seed_rx_ucb_fresh,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:33de1a530fa113fd5ddc0be8,0.24606554,1,read_only_research_candidate,phase3bs_seed_rx_ucb_fresh: rx interaction bar_loc_shift_30 x range_vol_8 product
