expression_hash,candidate_id,horizon_min,fields,lane,factor_lane,source_lane,source_generator,fresh_eligible,memory_hit,shard_coverage,row_count,mean_ic_abs_mean,max_ic_abs_mean,mean_ic_mean,mean_ic_count,min_ic_count,mean_spread_mean,shards,expression
ffcd07b8e851a0c13e30884e,phase3ba_focused_minute_expansion_00269,30,amount|final_total_market_cap|float_share|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.1712189612649549,0.18530563093166902,0.05085478976073222,2037.0,2037,9.879462714667638e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))"
b22b38985bd5256a6be090e0,phase3ba_focused_minute_expansion_00437,30,amount|final_total_market_cap|float_share|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.1708029497950064,0.18484055694030446,0.05124149137583602,2037.0,2037,9.607679790352395e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))"
9e8a91c58afe09c9fd11d9d5,phase3ba_focused_minute_expansion_00440,30,amount|final_total_market_cap|float_share|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.17071036672202375,0.18478726885585692,0.051906216697281675,2067.0,2067,0.00010367083721403382,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))"
6733cea46f2f381368ca455e,phase3ba_focused_minute_expansion_00272,30,amount|final_total_market_cap|float_share|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.1706284304419821,0.18470185418056626,0.051394147539431057,2037.0,2037,9.875987889554496e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))"
20f29c6f61f18e64d2656d7d,phase3ba_focused_minute_expansion_00443,30,amount|final_total_market_cap|float_share|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16830737884083546,0.18226587437222724,0.05489373333210573,2067.0,2067,0.00012197470869553864,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))"
8dc14d265fe718204deaf509,phase3ba_focused_minute_expansion_00663,30,amount|final_total_market_cap|float_share|m1_first30_high|m1_first30_low|open|vwap,sidecar_context_formula,ba_triple_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16829403195111126,0.18098065360896093,0.06266132385285694,1812.0,1812,0.00020986137008507203,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))"
fe185f384d30dd6f3ee3e38e,phase3ba_focused_minute_expansion_00275,30,amount|final_total_market_cap|float_share|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16825537144140348,0.1822552378362785,0.054434285743541394,2037.0,2037,0.00012173762186218905,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))"
ace326b7e17bd18334689b58,phase3ba_focused_minute_expansion_00667,30,amount|final_total_market_cap|float_share|m1_first30_range|vwap,sidecar_context_formula,ba_triple_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16822202630776814,0.18092514268536727,0.06296938938119485,1812.0,1812,0.00021255562270064453,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank($m1_first30_range)))))"
a217732319c437cad15deff4,phase3ba_focused_minute_expansion_00683,30,amount|final_total_market_cap|float_share|m1_first30_high|m1_first30_low|open|vwap,sidecar_context_formula,ba_triple_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16775430703401223,0.18031366409459304,0.06292772704934319,1812.0,1812,0.00020825924913112063,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))"
88bfde7d84ebf266e2c41e2b,phase3ba_focused_minute_expansion_00278,30,amount|final_total_market_cap|float_share|vwap,sidecar_context_formula,ba_ay_ax_add,phase3ba_focused_minute_expansion,phase3ba_focused_minute_expansion_pack_v1,True,False,16,16,0.16774104945674997,0.18172394397143185,0.05190737598374717,2037.0,2037,0.00010703995614310415,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Std($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))"
