factor_lane,count,best_abs_aligned_ic,followup_count,future_wrong_lag_count
cem_interaction::rx_range_location::rx_opening_amount::spread,11,0.2175969885,0,11
cem_interaction::rx_range_location::rx_opening_amount::product,4,0.2117057359,0,4
rx_interaction::rx_range_location::rx_flow_amount_volume::spread,4,0.1970152621,0,4
cem_interaction::rx_intraday_return::rx_opening_amount::product,3,0.1792778816,0,2
cem_interaction::rx_range_location::rx_volatility_state::spread,5,0.1753233905,0,5
cem_interaction::rx_range_location::rx_range_location::spread,5,0.1749935355,0,5
cem_interaction::rx_range_location::rx_flow_amount_volume::spread,10,0.1665818137,0,10
cem_interaction::rx_intraday_return::rx_opening_amount::spread,3,0.1559182983,0,3
cem_interaction::rx_intraday_return::rx_opening_amount::signed_state,4,0.1117313286,1,2
cem_interaction::rx_intraday_return::rx_range_location::spread,10,0.1108368508,0,8
rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,4,0.1078138033,2,0
rx_interaction::rx_range_location::rx_range_location::product,4,0.07396761085,0,0
cem_interaction::rx_opening_amount::rx_range_location::spread,3,0.05866342276,0,3
cem_interaction::rx_opening_amount::rx_range_location::signed_state,8,0.05245768583,0,2
cem_interaction::rx_opening_range::rx_volatility_state::spread,3,0.04626366245,0,1
cem_interaction::rx_opening_amount::rx_range_location::product,1,0.04518802442,0,1
cem_atom::rx_range_location::rank,1,0.04344156116,0,1
cem_atom::rx_range_location::inverted,2,0.04344156116,0,2
rx_interaction::rx_intraday_return::rx_range_location::product,2,0.04214863537,0,2
rx_interaction::rx_range_location::rx_volatility_state::product,3,0.04158967647,0,0
cem_interaction::rx_opening_range::rx_range_location::spread,1,0.04152851629,0,1
cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product,4,0.03362864882,0,0
cem_interaction::rx_opening_range::rx_volatility_state::product,1,0.03188340287,0,1
