candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,search_memory_key,policy_score,expected_direction,x0_r3_role,note,cem_prior_score
phase3bs_00011,014eeb8694ee03b47f3875fa,"CSRank(ZScore(Delta($intraday_ret_from_open,15)))",cem_atom::rx_intraday_return::rank,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open,['intraday_ret_from_open'],15,phase3bp:014eeb8694ee03b47f3875fa,0.191738,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom intraday_delta_15,0.196477
phase3bs_00012,9165995ab31cc9104e17278f,"Neg(CSRank(ZScore(Delta($intraday_ret_from_open,15))))",cem_atom::rx_intraday_return::inverted,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open,['intraday_ret_from_open'],15,phase3bp:9165995ab31cc9104e17278f,0.19038008,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom intraday_delta_15,0.19510908
phase3bs_00013,9c32cf7419759ab9c68a45c5,"CSRank(ZScore(Delta($intraday_ret_from_open,20)))",cem_atom::rx_intraday_return::rank,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open,['intraday_ret_from_open'],20,phase3bp:9c32cf7419759ab9c68a45c5,0.1877977,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom intraday_delta_20,0.1924207
phase3bs_00014,cc94e18218a4a65153f73060,"Neg(CSRank(ZScore(Delta($intraday_ret_from_open,20))))",cem_atom::rx_intraday_return::inverted,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open,['intraday_ret_from_open'],20,phase3bp:cc94e18218a4a65153f73060,0.18643978,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom intraday_delta_20,0.19089678
phase3bs_00015,6fda91fea1edf0d63cad96f2,"CSRank(Sub(ZScore(Delta($ret_1m,15)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",15,phase3bp:6fda91fea1edf0d63cad96f2,0.17510536,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction ret_delta_15 x range_vol_15 spread,0.17355436
phase3bs_00016,0c8a74a1c529b33180224735,"CSRank(Sub(ZScore(Delta($ret_1m,15)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),20))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",15,phase3bp:0c8a74a1c529b33180224735,0.17313521,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction ret_delta_15 x range_vol_20 spread,0.17201121
phase3bs_00017,258457dba1aa10e1ee12fe12,"CSRank(Sub(ZScore(Delta($ret_1m,20)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",20,phase3bp:258457dba1aa10e1ee12fe12,0.17313521,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction ret_delta_20 x range_vol_15 spread,0.17184621
phase3bs_00018,c9797219512197f8c97101e9,"CSRank(Sub(ZScore(Delta($ret_1m,20)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),20))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",20,phase3bp:c9797219512197f8c97101e9,0.17116506,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction ret_delta_20 x range_vol_20 spread,0.16999106
phase3bs_00019,35c457fbc458f17a81915ae8,"CSRank(Mul(ZScore(Delta($ret_1m,15)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",cem_interaction::rx_intraday_return::rx_range_location::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",15,phase3bp:35c457fbc458f17a81915ae8,0.17658735,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction ret_delta_15 x range_vol_15 product,0.16925835
phase3bs_00020,5391229f3f4fe93579d29dc5,"Neg(CSRank(ZScore(Delta($intraday_ret_from_open,10))))",cem_atom::rx_intraday_return::inverted,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open,['intraday_ret_from_open'],10,phase3bp:5391229f3f4fe93579d29dc5,0.15486358,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom intraday_delta_10,0.15950558
phase3bs_00021,f527d6894a24f3667b276a50,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",15,phase3bp:f527d6894a24f3667b276a50,0.15564309,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first30_vol product,0.15616109
phase3bs_00022,b5aaf7424bc0e2d98d355648,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($volume,15))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",15,phase3bp:b5aaf7424bc0e2d98d355648,0.1457626,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x volume_delta_15 product,0.1545456
phase3bs_00023,f9045826d4c41668cb807b34,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",15,phase3bp:f9045826d4c41668cb807b34,0.15278513,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first30_vol spread,0.15336113
phase3bs_00024,fd67168f66034995d0abb8c1,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($volume,20))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",20,phase3bp:fd67168f66034995d0abb8c1,0.14379245,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x volume_delta_20 product,0.15279045
phase3bs_00025,54a368d3de8cc137cf757f46,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Delta($volume,15))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",20,phase3bp:54a368d3de8cc137cf757f46,0.14379245,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_20 x volume_delta_15 product,0.15264845
phase3bs_00026,6e2ce4be08db270bcdb19524,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($volume,15)))))",cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",15,phase3bp:6e2ce4be08db270bcdb19524,0.14394756,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem round 2 elite resample intraday_delta_15 x volume_delta_15,0.15239956
phase3bs_00027,69bbd4b434d9104a463ac8fe,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",20,phase3bp:69bbd4b434d9104a463ac8fe,0.15170279,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_20 x m1_first30_vol product,0.15206679
phase3bs_00028,08228d8f445441ee816dc28b,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,15))),ZScore(Delta($volume,15))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::signed_state,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",15,phase3bp:08228d8f445441ee816dc28b,0.14346756,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x volume_delta_15 signed_state,0.15160056
phase3bs_00029,2f810e22333207dfec43239f,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($amount,15))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",15,phase3bp:2f810e22333207dfec43239f,0.1418692,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x amount_delta_15 product,0.1500992
phase3bs_00030,536217ed91abe8f3437f9e30,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",20,phase3bp:536217ed91abe8f3437f9e30,0.14884483,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_20 x m1_first30_vol spread,0.14944383
phase3bs_00031,bcf0d40880c970e75ada4cf3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first5_vol|volume,"['intraday_ret_from_open', 'm1_first5_vol', 'volume']",15,phase3bp:bcf0d40880c970e75ada4cf3,0.14886809,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first5_vol product,0.14928809
phase3bs_00032,42903e02e589b5c573631fd2,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,15))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::signed_state,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",15,phase3bp:42903e02e589b5c573631fd2,0.1546788,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first30_vol signed_state,0.1489808
phase3bs_00033,8fb249ea82d239be5de0f366,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($amount,20))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",20,phase3bp:8fb249ea82d239be5de0f366,0.13989905,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x amount_delta_20 product,0.14818805
phase3bs_00034,3eb6f83586ffc3382e496d15,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($amount,15)))))",cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",15,phase3bp:3eb6f83586ffc3382e496d15,0.14005416,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem round 2 elite resample intraday_delta_15 x amount_delta_15,0.14812616
phase3bs_00035,4e094feac5e32a93ad36a675,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Delta($amount,15))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",20,phase3bp:4e094feac5e32a93ad36a675,0.13989905,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_20 x amount_delta_15 product,0.14809005
phase3bs_00036,1a571f13dae9c4cecc1a3d47,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,15))),ZScore(Delta($amount,15))))",cem_interaction::rx_intraday_return::rx_flow_amount_volume::signed_state,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",15,phase3bp:1a571f13dae9c4cecc1a3d47,0.13957416,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x amount_delta_15 signed_state,0.14781316
phase3bs_00037,6203e1cdad31e84ebd5dea89,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first5_vol|volume,"['intraday_ret_from_open', 'm1_first5_vol', 'volume']",15,phase3bp:6203e1cdad31e84ebd5dea89,0.14601013,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first5_vol spread,0.14653113
phase3bs_00038,8cfdf831882907b7b7d18131,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_range_location::rx_opening_amount::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:8cfdf831882907b7b7d18131,0.13713885,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction bar_loc_shift_15 x m1_first30_vol spread,0.14519485
phase3bs_00039,99d78c5ae77f8e6842d883e6,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first5_vol|volume,"['intraday_ret_from_open', 'm1_first5_vol', 'volume']",20,phase3bp:99d78c5ae77f8e6842d883e6,0.14492779,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_20 x m1_first5_vol product,0.14511579
phase3bs_00040,8966513cc3b8fdc89a884fc3,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first5_vol|volume,"['intraday_ret_from_open', 'm1_first5_vol', 'volume']",20,phase3bp:8966513cc3b8fdc89a884fc3,0.14206983,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_20 x m1_first5_vol spread,0.14269483
phase3bs_00041,d85834f26631105696e86ca1,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,15))),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::signed_state,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first5_vol|volume,"['intraday_ret_from_open', 'm1_first5_vol', 'volume']",15,phase3bp:d85834f26631105696e86ca1,0.1479038,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first5_vol signed_state,0.1422598
phase3bs_00042,8bb84c94da7e4647c7e659f2,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_range_location::rx_opening_amount::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:8bb84c94da7e4647c7e659f2,0.13319855,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction bar_loc_shift_20 x m1_first30_vol spread,0.14188255
phase3bs_00043,c6cb4f9744a245dff00dd91e,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_range_location::rx_opening_amount::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:c6cb4f9744a245dff00dd91e,0.13958849,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction bar_loc_shift_15 x m1_first30_vol product,0.14176349
phase3bs_00044,88e0f7242c1d2da0a67f45b0,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first15_vol|volume,"['intraday_ret_from_open', 'm1_first15_vol', 'volume']",15,phase3bp:88e0f7242c1d2da0a67f45b0,0.14034639,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first15_vol product,0.14083339
phase3bs_00045,21ea729cac1e9e2055ccb338,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",cem_interaction::rx_intraday_return::rx_range_location::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",15,phase3bp:21ea729cac1e9e2055ccb338,0.14145316,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x range_vol_15 spread,0.14015916
phase3bs_00046,38d33a0aed8b1903bc7fb6cc,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,15))))",cem_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",15,phase3bp:38d33a0aed8b1903bc7fb6cc,0.13119992,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction m1_first15_vwap_open x ret_vol_15 product,0.13928992
phase3bs_00047,93dbc9d0bc438ea19069b71d,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",cem_interaction::rx_range_location::rx_range_location::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:93dbc9d0bc438ea19069b71d,0.14065516,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction bar_loc_shift_15 x range_vol_15 spread,0.13871216
phase3bs_00048,f5f8487ce142dbc6d132daf7,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",cem_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|m1_first15_vol|volume,"['intraday_ret_from_open', 'm1_first15_vol', 'volume']",15,phase3bp:f5f8487ce142dbc6d132daf7,0.13748843,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x m1_first15_vol spread,0.13836843
