candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,search_memory_key,policy_score,expected_direction,x0_r3_role,note
phase3bp_02887,c02ca67313855a9bed78339e,"CSRank(Mul(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,phase3bp:c02ca67313855a9bed78339e,0.15881308,1,read_only_research_candidate,rx interaction ret_delta_30 x range_vol_30 product
phase3bp_02889,876d0abcb981634e9bbb1803,"CSRank(CSResidual(CSRank(Delta($ret_1m,30)),CSRank(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,phase3bp:876d0abcb981634e9bbb1803,0.15871476,1,read_only_research_candidate,rx interaction ret_delta_30 x range_vol_30 residual
phase3bp_02888,377353004f44d81ad84002c4,"CSRank(Sub(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,phase3bp:377353004f44d81ad84002c4,0.15782644,1,read_only_research_candidate,rx interaction ret_delta_30 x range_vol_30 spread
phase3bp_00045,6109e0fb1996c5871e3d32a3,"CSRank(ZScore(Delta($intraday_ret_from_open,8)))",rx_intraday_return::rank,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,intraday_ret_from_open,['intraday_ret_from_open'],8,phase3bp:6109e0fb1996c5871e3d32a3,0.15687477,1,read_only_research_candidate,rx atom transform intraday_delta_8
phase3bp_00046,333b291141ce4b15e7ff2cb1,"Neg(CSRank(ZScore(Delta($intraday_ret_from_open,8))))",rx_intraday_return::inverted,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,intraday_ret_from_open,['intraday_ret_from_open'],8,phase3bp:333b291141ce4b15e7ff2cb1,0.15686062,1,read_only_research_candidate,rx atom transform intraday_delta_8
phase3bp_01363,b1f1a7643e6aa06e4a7ef6c1,"CSRank(Mul(ZScore(Delta($ret_1m,8)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",8,phase3bp:b1f1a7643e6aa06e4a7ef6c1,0.15372953,1,read_only_research_candidate,rx interaction ret_delta_8 x range_vol_30 product
phase3bp_03930,cd4bbd7c1a958a416d49be6d,"CSRank(CSResidual(CSRank($m1_first15_vwap_return_vs_open),CSRank(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",30,phase3bp:cd4bbd7c1a958a416d49be6d,0.12697171,1,read_only_research_candidate,rx interaction m1_first15_vwap_open x ret_vol_30 residual
phase3bp_03552,cc9f4ef9f29ac0174e7b27fb,"CSRank(CSResidual(CSRank($m1_first5_vwap_return_vs_open),CSRank(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",30,phase3bp:cc9f4ef9f29ac0174e7b27fb,0.12666661,1,read_only_research_candidate,rx interaction m1_first5_vwap_open x ret_vol_30 residual
phase3bp_03928,8a0181e0d5a52c5ef5780da6,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",30,phase3bp:8a0181e0d5a52c5ef5780da6,0.12476052,1,read_only_research_candidate,rx interaction m1_first15_vwap_open x ret_vol_30 product
phase3bp_03550,b40102bcfb8d7dee142fd8b7,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",30,phase3bp:b40102bcfb8d7dee142fd8b7,0.12445542,1,read_only_research_candidate,rx interaction m1_first5_vwap_open x ret_vol_30 product
phase3bp_03929,c62572b4966df118b5a53867,"CSRank(Sub(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",30,phase3bp:c62572b4966df118b5a53867,0.12059148,1,read_only_research_candidate,rx interaction m1_first15_vwap_open x ret_vol_30 spread
phase3bp_03551,494cdc10d824bb2c0039fab0,"CSRank(Sub(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",30,phase3bp:494cdc10d824bb2c0039fab0,0.12028638,1,read_only_research_candidate,rx interaction m1_first5_vwap_open x ret_vol_30 spread
phase3bp_03882,0938ddc6c43018d82444913e,"CSRank(CSResidual(CSRank($m1_first15_vwap_return_vs_open),CSRank(Std($ret_1m,8))))",rx_interaction::rx_opening_divergence::rx_volatility_state::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",8,phase3bp:0938ddc6c43018d82444913e,0.11680461,1,read_only_research_candidate,rx interaction m1_first15_vwap_open x ret_vol_8 residual
phase3bp_03504,eec61d08bd6f279619546986,"CSRank(CSResidual(CSRank($m1_first5_vwap_return_vs_open),CSRank(Std($ret_1m,8))))",rx_interaction::rx_opening_divergence::rx_volatility_state::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",8,phase3bp:eec61d08bd6f279619546986,0.11649951,1,read_only_research_candidate,rx interaction m1_first5_vwap_open x ret_vol_8 residual
phase3bp_03163,c2b29287cab2ac7a03de3f50,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:c2b29287cab2ac7a03de3f50,0.11170333,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x ret_vol_30 product
phase3bp_03165,ae1245edfce05a1a877d3341,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),CSRank(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:ae1245edfce05a1a877d3341,0.111301,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x ret_vol_30 residual
phase3bp_03019,44e8b0b222df9a3dcd498631,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:44e8b0b222df9a3dcd498631,0.11117542,1,read_only_research_candidate,rx interaction intraday_delta_30 x range_vol_30 product
phase3bp_03021,1fc8474b639b963bf6c21ad0,"CSRank(CSResidual(CSRank(Delta($intraday_ret_from_open,30)),CSRank(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:1fc8474b639b963bf6c21ad0,0.1110771,1,read_only_research_candidate,rx interaction intraday_delta_30 x range_vol_30 residual
phase3bp_03164,63b431f1e658e3d087035479,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:63b431f1e658e3d087035479,0.11041268,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x ret_vol_30 spread
phase3bp_03020,96241c9ea92182ee1e03d696,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:96241c9ea92182ee1e03d696,0.11018878,1,read_only_research_candidate,rx interaction intraday_delta_30 x range_vol_30 spread
phase3bp_03115,90b2d2504698f85c799a58c7,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,8))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",8,phase3bp:90b2d2504698f85c799a58c7,0.10661978,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x ret_vol_8 product
phase3bp_01495,52e1f8b76d0faacb47099f46,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",8,phase3bp:52e1f8b76d0faacb47099f46,0.10609187,1,read_only_research_candidate,rx interaction intraday_delta_8 x range_vol_30 product
phase3bp_03022,c8c8b8320280a3c955f2acf3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:c8c8b8320280a3c955f2acf3,0.10571908,1,read_only_research_candidate,rx interaction intraday_delta_30 x amount_delta_30 product
phase3bp_03024,62dee052dc3cef52db23f91a,"CSRank(CSResidual(CSRank(Delta($intraday_ret_from_open,30)),CSRank(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:62dee052dc3cef52db23f91a,0.10511004,1,read_only_research_candidate,rx interaction intraday_delta_30 x amount_delta_30 residual
phase3bp_03154,65d057dd0a31d241360c112f,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:65d057dd0a31d241360c112f,0.10446955,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x range_vol_30 product
phase3bp_03156,ba2a8a522e8294964bcc0d78,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),CSRank(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:ba2a8a522e8294964bcc0d78,0.10406722,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x range_vol_30 residual
phase3bp_03025,ebdacf8c48cebb2a08cda5b1,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($volume,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,phase3bp:ebdacf8c48cebb2a08cda5b1,0.10383868,1,read_only_research_candidate,rx interaction intraday_delta_30 x volume_delta_30 product
phase3bp_03027,689899a3f34b49e82020c9d7,"CSRank(CSResidual(CSRank(Delta($intraday_ret_from_open,30)),CSRank(Delta($volume,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::residual,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,phase3bp:689899a3f34b49e82020c9d7,0.10322964,1,read_only_research_candidate,rx interaction intraday_delta_30 x volume_delta_30 residual
phase3bp_03155,c1e02291a97acad64569ce22,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:c1e02291a97acad64569ce22,0.1031789,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x range_vol_30 spread
phase3bp_03067,d3b0192ac84f1ecc43e5f4f3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",30,phase3bp:d3b0192ac84f1ecc43e5f4f3,0.10256866,1,read_only_research_candidate,rx interaction intraday_delta_30 x m1_first30_vol product
