rank,candidate_id,horizon_min,mean_ic_abs_mean,pandas_seconds,numba_seconds,speedup,max_abs_diff,mean_abs_diff,nonfinite_mismatch_count,finite_compare_count,passed,expression
1,phase3ba_focused_minute_expansion_00269,30,0.1712189612649549,1.1019967000001998,2.011357699999735,0.5478869820123715,0.5,0.0022313478989202406,0,268308,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))"
2,phase3ba_focused_minute_expansion_00437,30,0.1708029497950064,0.5336813999997503,0.15382910000016636,3.469313673415323,0.5,0.002106245194898127,0,268316,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))"
3,phase3ba_focused_minute_expansion_00440,30,0.17071036672202375,0.352337499999976,0.10842309999998179,3.249653441010589,0.5,0.0021142969340513986,0,268800,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))"
4,phase3ba_focused_minute_expansion_00272,30,0.1706284304419821,0.1111946999999418,0.043177900000046066,2.5752688296518165,0.5,0.002223723694943337,0,268308,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))"
5,phase3ba_focused_minute_expansion_00443,30,0.16830737884083546,0.4178169000001617,0.25317979999999807,1.650277391798891,0.6666666666666667,0.0021558750236205593,0,268800,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))"
6,phase3ba_focused_minute_expansion_00663,30,0.16829403195111126,0.5193982999999207,0.12227080000002388,4.247934093829592,0.5,0.001727743534914724,0,247323,False,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))"
7,phase3ba_focused_minute_expansion_00275,30,0.16825537144140348,0.12781039999981658,0.06902080000008937,1.851766424029439,0.6666666666666667,0.0022627099251724676,0,268308,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($float_share,12)),0.000001)))))))"
8,phase3ba_focused_minute_expansion_00667,30,0.16822202630776814,0.3661309999997684,0.10364019999997254,3.5327122101256596,0.5,0.0017118575548240396,0,247323,False,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))),ZScore(Neg(CSRank($m1_first30_range)))))"
9,phase3ba_focused_minute_expansion_00683,30,0.16775430703401223,0.11513479999985066,0.04933359999995446,2.3338008983726497,0.5,0.0016993827042831786,0,247323,False,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))),ZScore(Neg(CSRank(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001)))))))"
10,phase3ba_focused_minute_expansion_00278,30,0.16774104945674997,0.3605120000001989,0.43273550000003524,0.8331001269832716,0.6666666666666667,0.0021770038153261914,0,268308,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Std($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))"
11,phase3ba_focused_minute_expansion_00687,30,0.16767309716035594,0.09554900000011912,0.0411696999999549,2.320857329546336,0.5,0.0016983574400393701,0,247323,False,"CSRank(Add(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))),ZScore(Neg(CSRank($m1_first30_range)))))"
12,phase3ba_focused_minute_expansion_00446,30,0.16731393083313117,0.09460250000029191,0.04300039999998262,2.200037674075826,0.5,0.002066519174146002,0,268316,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Std($amount,120),Add(Abs(Mean($float_share,120)),0.000001)))))))"
13,phase3ba_focused_minute_expansion_00281,30,0.16724353489256805,0.3171646000000692,0.1042566999999508,3.042150768250087,0.5,0.0022032470501207927,0,268308,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Std($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))"
14,phase3ba_focused_minute_expansion_00449,30,0.1671739919872097,0.09331610000026558,0.04265650000024834,2.187617361943017,0.5,0.0020516493055555557,0,268800,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Std($amount,90),Add(Abs(Mean($float_share,90)),0.000001)))))))"
15,phase3ba_focused_minute_expansion_00287,30,0.1666034128420006,0.31417869999995673,0.11921500000016749,2.635395713622575,0.7142857142857142,0.002262235168726961,0,268308,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_total_market_cap,120)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001)))))))"
16,phase3ba_focused_minute_expansion_00455,30,0.16626871499596926,0.09968490000028396,0.04349150000007285,2.292054769325431,0.5833333333333334,0.002191916212511332,0,268316,False,"CSRank(Add(ZScore(CSRank(Add(ZScore(Neg(CSRank(ZScore(Mean(Abs(Delta($vwap,1)),21))))),ZScore(Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_total_market_cap,90)),0.000001)))))))),ZScore(Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001)))))))"
