date_key,code,action,side,previous_weight,target_weight,delta_weight,abs_delta_weight,cluster_ids,status,fill_quantity,fill_price,fill_time,slippage_bps
20260508,sz301308,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300870,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300857,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300757,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300751,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300750,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300620,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300548,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300502,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300476,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300475,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300394,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300308,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz300033,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz002916,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz002384,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
20260508,sz002371,OPEN,BUY_OR_LONGER,0.0,0.0045454545,0.0045454545,0.0045454545,cluster_001|cluster_002|cluster_004|cluster_005|cluster_006|cluster_009,paper_order_intent_unfilled,,,,
