lane,factor_lane,source_lane,fresh_bucket,row_count,unique_candidate_count,unique_expression_count,shard_coverage,mean_ic_abs_mean,max_ic_abs_mean,top_candidate_id,top_fields
sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,fresh,2240,35,35,16,0.086003544464061,0.10795313562796043,phase3az_light_broad_minute_00059,vwap
sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,fresh,2240,35,35,16,0.0860035444639583,0.10795313562796045,phase3az_light_broad_minute_00060,vwap
sidecar_context_formula,az_intraminute_range_reversal,phase3az_light_broad_minute,fresh,704,11,11,16,0.07895160139585812,0.10184243775359998,phase3az_light_broad_minute_00316,close|high|low
sidecar_context_formula,az_intraminute_range,phase3az_light_broad_minute,fresh,704,11,11,16,0.07895160139472508,0.10184243775359997,phase3az_light_broad_minute_00315,close|high|low
sidecar_context_formula,az_opening_window_inverse,phase3az_light_broad_minute,fresh,192,3,3,16,0.07805309654642921,0.09706951293016654,phase3az_light_broad_minute_00272,m1_first30_vwap_return_vs_open
sidecar_context_formula,az_opening_window_direct,phase3az_light_broad_minute,fresh,192,3,3,16,0.07805309654498115,0.09706951293016648,phase3az_light_broad_minute_00271,m1_first30_vwap_return_vs_open
sidecar_context_formula,az_flow_acceleration,phase3az_light_broad_minute,fresh,1728,27,27,16,0.06132131553677828,0.08001881715144059,phase3az_light_broad_minute_00111,amount
sidecar_context_formula,az_flow_acceleration_reversal,phase3az_light_broad_minute,fresh,1792,28,28,16,0.061225605062035886,0.08001881715144062,phase3az_light_broad_minute_00112,amount
sidecar_context_formula,az_price_flow_exhaustion,phase3az_light_broad_minute,fresh,4224,66,66,16,0.05990855839358195,0.07968414735070846,phase3az_light_broad_minute_00150,amount_yuan|close
sidecar_context_formula,az_price_flow_confirmation,phase3az_light_broad_minute,fresh,4224,66,66,16,0.059908558393547945,0.07968414735194974,phase3az_light_broad_minute_00149,amount_yuan|close
sidecar_context_formula,az_flow_acceleration,phase3az_light_broad_minute,memory_hit,64,1,1,16,0.058641422236269405,0.0657877000997457,phase3az_light_broad_minute_00091,volume
sidecar_context_formula,az_opening_window_flow_exhaustion,phase3az_light_broad_minute,fresh,384,6,6,16,0.05466332352721325,0.06322137435915524,phase3az_light_broad_minute_00276,m1_first30_vwap_return_vs_open|volume
sidecar_context_formula,az_opening_window_flow_interaction,phase3az_light_broad_minute,fresh,384,6,6,16,0.054663323526404746,0.06322137435915538,phase3az_light_broad_minute_00275,m1_first30_vwap_return_vs_open|volume
