expression_hash,candidate_id,horizon_min,fields,lane,factor_lane,source_lane,source_generator,fresh_eligible,memory_hit,shard_coverage,row_count,mean_ic_abs_mean,max_ic_abs_mean,mean_ic_mean,mean_ic_count,min_ic_count,mean_spread_mean,shards,expression
cc1a95c0d6ecfd5910d36e1c,phase3az_light_broad_minute_00091,30,volume,sidecar_context_formula,az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,False,True,16,16,0.06338972191763502,0.0657877000997457,-0.0039826094279717585,2379.0,2379,-1.0643166303749456e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(ZScore(Mean($volume,5)),ZScore(Mean($volume,20))))"
cc1a95c0d6ecfd5910d36e1c,phase3az_light_broad_minute_00091,15,volume,sidecar_context_formula,az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,False,True,16,16,0.06149873411750783,0.0633263560406183,-0.004293832268449345,2380.0,2380,-1.7929977908170057e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(ZScore(Mean($volume,5)),ZScore(Mean($volume,20))))"
cc1a95c0d6ecfd5910d36e1c,phase3az_light_broad_minute_00091,5,volume,sidecar_context_formula,az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,False,True,16,16,0.057798693789734464,0.05977491455153983,-0.0027072761793963808,2380.0,2380,-5.327277082802926e-06,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(ZScore(Mean($volume,5)),ZScore(Mean($volume,20))))"
cc1a95c0d6ecfd5910d36e1c,phase3az_light_broad_minute_00091,1,volume,sidecar_context_formula,az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,False,True,16,16,0.0518785391202003,0.05428087009562508,0.0011621592291712465,2374.5,2372,2.4271426978270373e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(ZScore(Mean($volume,5)),ZScore(Mean($volume,20))))"
