expression_hash,candidate_id,horizon_min,fields,lane,factor_lane,source_lane,source_generator,fresh_eligible,memory_hit,shard_coverage,row_count,mean_ic_abs_mean,max_ic_abs_mean,mean_ic_mean,mean_ic_count,min_ic_count,mean_spread_mean,shards,expression
a3127ae4ed10b3e13c32ae59,phase3az_light_broad_minute_00059,30,vwap,sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10443179025024922,0.10795313562796043,0.013210509752478491,2357.0,2357,7.882325044039577e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(Mom($vwap,2),Mom($vwap,8)))"
308f207b0cf0a70d3a158b3c,phase3az_light_broad_minute_00060,30,vwap,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.1044317902502492,0.10795313562796045,-0.013210509752478464,2357.0,2357,-7.638138093621143e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($vwap,2),Mom($vwap,8))))"
bb9b40af3dc2b27f67197500,phase3az_light_broad_minute_00032,30,low,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10421872991729136,0.10772783871510933,-0.01298187970168089,2390.0,2390,-7.415610330890711e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($low,2),Mom($low,8))))"
476da5ab180f0c0d52f8ceac,phase3az_light_broad_minute_00031,30,low,sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10421872991729134,0.1077278387151094,0.012981879701680677,2390.0,2390,7.522188390465183e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(Mom($low,2),Mom($low,8)))"
758c72b5780870cc024af295,phase3az_light_broad_minute_00004,30,open,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10406327481375827,0.10765550076829294,-0.012854348619683577,2390.0,2390,-6.401406835004669e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($open,2),Mom($open,8))))"
f72551b102bb84711d913845,phase3az_light_broad_minute_00003,30,open,sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10406327481375825,0.10765550076829299,0.01285434861968337,2390.0,2390,6.742395013976605e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(Mom($open,2),Mom($open,8)))"
d26b4f03c32685caf75f57cf,phase3az_light_broad_minute_00018,30,high,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10388407456238472,0.10773067286381907,-0.012910823352741683,2390.0,2390,-6.429413530364831e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($high,2),Mom($high,8))))"
557d64305ec568e97e82b8ca,phase3az_light_broad_minute_00017,30,high,sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10388407456238467,0.10773067286381907,0.012910823352741482,2390.0,2390,6.504451748396133e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(Mom($high,2),Mom($high,8)))"
60b2deaca6bd8863dbea7e5b,phase3az_light_broad_minute_00045,30,close,sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10368712420092442,0.10716157752693775,0.013063708643634478,2390.0,2390,7.149733135424794e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(Mom($close,2),Mom($close,8)))"
1f22524784368da3bd634c0b,phase3az_light_broad_minute_00046,30,close,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10368712420092441,0.10716157752693758,-0.013063708643634698,2390.0,2390,-6.964706103477971e-05,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($close,2),Mom($close,8))))"
4e6eef1f0eba522b03145e85,phase3az_light_broad_minute_00030,30,low,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10344804838591184,0.10633317482266007,-0.019380613315560773,2393.0,2393,-0.00014422756663925876,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($low,1),Mom($low,5))))"
6ea8b630a4b8d74014db1141,phase3az_light_broad_minute_00029,30,low,sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.1034480483859118,0.10633317482265996,0.01938061331556057,2393.0,2393,0.00014878576692207266,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(Mom($low,1),Mom($low,5)))"
b073b951eae9ee3896da65c6,phase3az_light_broad_minute_00058,30,vwap,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.1031658800448019,0.10639303411502724,-0.018924658553555386,2360.0,2360,-0.0001437200451062881,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($vwap,1),Mom($vwap,5))))"
aef747339f415976538808c3,phase3az_light_broad_minute_00057,30,vwap,sidecar_context_formula,az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10316588004480186,0.10639303411502722,0.018924658553555407,2360.0,2360,0.00014658071783082456,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"CSRank(Sub(Mom($vwap,1),Mom($vwap,5)))"
4dba2e50d90771a996b02d5d,phase3az_light_broad_minute_00016,30,high,sidecar_context_formula,az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,True,False,16,16,0.10312737743704449,0.10599725365430508,-0.018646862766937663,2393.0,2393,-0.000136108453996533,shard_00|shard_01|shard_02|shard_03|shard_04|shard_05|shard_06|shard_07|shard_08|shard_09|shard_10|shard_11|shard_12|shard_13|shard_14|shard_15,"Neg(CSRank(Sub(Mom($high,1),Mom($high,5))))"
