candidate_id,source_lane,source_generator,factor_lane,expression,portfolio_replay_pass,cost_survives,cost_turnover_deployable,strict_cost_adjusted_sortino,strict_mean_rank_ic,portfolio_replay_long_short_sortino,portfolio_replay_avg_one_way_turnover
phase3aa_event_0217_cn_integrated_v2_quality_x_rzrq_flow_00217,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($ctx_rzrq_rqjmg3d)))",True,False,False,-0.305004,-0.005874,-0.20261,0.675
phase3aa_event_0187_cn_integrated_v2_quality_size_residual_00187,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_size_residual,"CSRank(Sub(ZScore($ctx_fund_ps_research_to_income),ZScore($amount)))",False,False,False,-1.88648,0.016093,-2.33917,0.5
phase3aa_event_0145_cn_integrated_v2_quality_x_minute_pressure_00145,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_minute_pressure,"CSRank(Mul(ZScore($ctx_fund_cf_operate_cash_to_netprofit),ZScore($m1_first30_amount)))",True,False,False,-1.84914,-0.164364,-1.525823,0.4
phase3aa_event_0203_cn_integrated_v2_quality_x_minute_pressure_00203,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_minute_pressure,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($m1_first15_vol)))",True,True,False,0.0,0.109509,5.643755,0.5
phase3aa_event_0211_cn_integrated_v2_quality_x_minute_pressure_00211,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_minute_pressure,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($m1_first30_vol)))",True,True,False,0.0,0.109642,4.866469,0.5
phase3aa_event_0158_cn_integrated_v2_quality_x_rzrq_flow_00158,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_cf_operate_cash_to_netprofit),ZScore($ctx_rzrq_rqmcl)))",False,False,False,-1.935412,0.037252,-1.999266,0.55
phase3aa_event_0219_cn_integrated_v2_quality_x_rzrq_flow_00219,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($ctx_rzrq_rqmcl)))",False,True,False,0.0,0.054519,,0.65
phase3aa_event_0218_cn_integrated_v2_quality_x_rzrq_flow_00218,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($ctx_rzrq_rqjmg5d)))",True,False,False,-1.186821,-0.006001,-0.842851,0.675
phase3aa_event_0216_cn_integrated_v2_quality_x_rzrq_flow_00216,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($ctx_rzrq_rqjmg10d)))",True,True,False,2.086051,-0.011297,-0.003091,0.525
phase3aa_event_0150_cn_integrated_v2_quality_x_minute_pressure_00150,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_minute_pressure,"CSRank(Mul(ZScore($ctx_fund_cf_operate_cash_to_netprofit),ZScore($m1_first30_vol)))",False,False,False,-1.876389,-0.002984,-1.923319,0.45
phase3aa_event_0215_cn_integrated_v2_quality_x_rzrq_flow_00215,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($ctx_rzrq_rqjmg)))",True,True,False,0.0,-0.001464,,0.9
phase3aa_event_0154_cn_integrated_v2_quality_x_rzrq_flow_00154,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_cf_operate_cash_to_netprofit),ZScore($ctx_rzrq_rqjmg)))",True,True,False,0.0,0.059262,,0.7
phase3aa_event_0136_cn_integrated_v2_quality_x_minute_pressure_00136,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_minute_pressure,"CSRank(Mul(ZScore($ctx_fund_cf_operate_cash_to_netprofit),ZScore($m1_amount_day)))",True,False,False,-2.337611,-0.16751,-2.244341,0.5
phase3aa_event_0214_cn_integrated_v2_quality_x_minute_pressure_00214,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_minute_pressure,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($m1_first5_amount)))",False,True,False,469.534219,0.057531,,0.525
phase3aa_event_0157_cn_integrated_v2_quality_x_rzrq_flow_00157,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_rzrq_flow,"CSRank(Mul(ZScore($ctx_fund_cf_operate_cash_to_netprofit),ZScore($ctx_rzrq_rqjmg5d)))",True,False,False,-6.46549,0.048182,0.694301,0.6
phase3aa_event_0198_cn_integrated_v2_quality_x_minute_pressure_00198,cn_integrated_feature_layer,cn_integrated_factor_pack_v2,quality_x_minute_pressure,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($m1_first15_amount)))",False,True,False,2.953561,0.061135,-0.23346,0.625
