shard,attempt,attempt_dir,summary_path,rows_path,rows_exists,decision,error_count,input_candidate_count,evaluated_candidate_count,memory_hit_count,panel_rows,panel_codes,evaluated_trade_time_count,original_trade_time_count,panel_read_column_count,expression_field_count,lazy_sidecar_enabled,lazy_loaded_field_count,_mtime
shard_00,shard_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,775781,340,2400,58563,12,6,True,3,1781262772.9398253
shard_01,shard_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,778939,340,2400,58563,12,6,True,3,1781262775.2058527
shard_02,shard_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_02_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_02_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,771422,340,2400,58563,12,6,True,3,1781262777.3768995
shard_03,shard_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_03_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_03_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,770948,340,2400,58563,12,6,True,3,1781262779.4176948
shard_04,shard_04_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_04_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_04_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_04_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,768669,340,2400,58563,12,6,True,3,1781262781.5620766
shard_05,shard_05_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_05_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_05_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_05_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,777615,340,2400,58563,12,6,True,3,1781262784.110324
shard_06,shard_06_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_06_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_06_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_06_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,774707,340,2400,58563,12,6,True,3,1781262786.70496
shard_07,shard_07_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_07_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_07_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_07_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,780609,340,2400,58563,12,6,True,3,1781262789.0377479
shard_08,shard_08_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_08_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_08_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_08_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,776402,340,2400,58563,12,6,True,3,1781262791.562893
shard_09,shard_09_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_09_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_09_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_09_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,774197,340,2400,58563,12,6,True,3,1781262793.7356603
shard_10,shard_10_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_10_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_10_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_10_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,776744,340,2400,58563,12,6,True,3,1781262796.0455632
shard_11,shard_11_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_11_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_11_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_11_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,773390,339,2400,58563,12,6,True,3,1781262798.328544
shard_12,shard_12_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_12_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_12_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_12_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,778472,339,2400,58563,12,6,True,3,1781262800.5191605
shard_13,shard_13_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_13_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_13_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_13_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,767315,339,2400,58563,12,6,True,3,1781262802.8292816
shard_14,shard_14_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_14_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_14_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_14_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,772588,339,2400,58563,12,6,True,3,1781262804.8001099
shard_15,shard_15_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_15_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_15_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ax_company_capacity_flow_refinement_20260612\shard_15_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,384,384,0,772033,339,2400,58563,12,6,True,3,1781262806.8952649
