panel_field,source_group,dataset,route,field_family,nonnull_count,nonnull_rate,unique_nonnull_count
ctx_fulla_bs_fee_commission_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,647,0.00075309,12
ctx_fulla_bs_fin_fund_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,967,0.00112556,20
ctx_fulla_bs_finance_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,515674,0.60022884,10229
ctx_fulla_bs_fixed_asset_disposal_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_fixed_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799439,0.93052266,15860
ctx_fulla_bs_fvtoci_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_fvtoci_ncfinasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_fvtpl_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_fvtpl_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_general_risk_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,14833,0.01726516,120
ctx_fulla_bs_goodwill_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,375966,0.43761298,2477
ctx_fulla_bs_hold_maturity_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_holdsale_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,8470,0.00985882,90
ctx_fulla_bs_holdsale_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1398,0.00162723,19
ctx_fulla_bs_insurance_contract_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_intangible_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,795692,0.92616126,15780
ctx_fulla_bs_interest_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,34016,0.03959359,585
ctx_fulla_bs_interest_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,25266,0.02940885,469
ctx_fulla_bs_internal_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_internal_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_inventory_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,789136,0.91853028,15660
ctx_fulla_bs_invest_realestate_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,391882,0.45613872,7530
ctx_fulla_bs_lease_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,648324,0.7546294,12840
ctx_fulla_bs_lend_fund_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,1697,0.00197526,34
ctx_fulla_bs_liab_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1742,0.00202763,3
ctx_fulla_bs_liab_equity_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_liab_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_liab_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,161,0.0001874,3
ctx_fulla_bs_loan_advance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,8720,0.01014981,173
ctx_fulla_bs_loan_pbc_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,820,0.00095446,19
ctx_fulla_bs_long_equity_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,524362,0.6103414,10155
ctx_fulla_bs_long_loan_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,434709,0.50598804,8298
ctx_fulla_bs_long_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,210832,0.24540203,3551
ctx_fulla_bs_long_prepaid_expense_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,708133,0.82424525,14003
ctx_fulla_bs_long_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,145478,0.16933196,2686
ctx_fulla_bs_long_staffsalary_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,92565,0.10774284,1683
ctx_fulla_bs_minority_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,622365,0.72441391,12296
ctx_fulla_bs_monetaryfunds_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799425,0.93050636,15859
ctx_fulla_bs_noncurrent_asset_1year_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,154694,0.18005911,2894
ctx_fulla_bs_noncurrent_asset_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2644,0.00307754,5
ctx_fulla_bs_noncurrent_asset_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1191,0.00138629,26
ctx_fulla_bs_noncurrent_liab_1year_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,727718,0.8470416,14376
ctx_fulla_bs_noncurrent_liab_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,754,0.00087763,2
ctx_fulla_bs_noncurrent_liab_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2307,0.00268528,44
ctx_fulla_bs_note_accounts_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799001,0.93001284,15852
ctx_fulla_bs_note_accounts_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,796881,0.92754522,15813
ctx_fulla_bs_note_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,506444,0.5894854,9930
ctx_fulla_bs_note_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,536404,0.62435793,10624
ctx_fulla_bs_oil_gas_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2314,0.00269343,49
ctx_fulla_bs_other_compre_income_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,557402,0.64879896,10048
ctx_fulla_bs_other_creditor_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,14378,0.01673555,269
ctx_fulla_bs_other_current_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,788497,0.9177865,15639
ctx_fulla_bs_other_current_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,752740,0.87616644,14864
ctx_fulla_bs_other_equity_invest_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,367979,0.42831635,4475
ctx_fulla_bs_other_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_other_equity_tool_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,77287,0.08995972,1391
ctx_fulla_bs_other_noncurrent_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,689243,0.80225787,13447
ctx_fulla_bs_other_noncurrent_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,289628,0.33711817,4009
ctx_fulla_bs_other_noncurrent_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,100497,0.11697545,1673
ctx_fulla_bs_other_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,255,0.00029681,5
ctx_fulla_bs_other_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,217,0.00025258,5
ctx_fulla_bs_parent_equity_balance_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,2453,0.00285522,6
ctx_fulla_bs_parent_equity_other_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_perpetual_bond_paybale_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,144,0.00016761,2
ctx_fulla_bs_perpetual_bond_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,11846,0.01378838,153
ctx_fulla_bs_predict_current_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,708,0.00082409,19
ctx_fulla_bs_predict_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,273935,0.318852,4992
ctx_fulla_bs_preferred_shares_paybale_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,218,0.00025375,5
ctx_fulla_bs_preferred_shares_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,431,0.00050167,3
ctx_fulla_bs_premium_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,324,0.00037713,6
ctx_fulla_bs_prepayment_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,797683,0.92847873,15822
ctx_fulla_bs_productive_biology_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,23979,0.02791083,459
ctx_fulla_bs_project_material_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_rc_reserve_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,162,0.00018856,3
ctx_fulla_bs_reinsure_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,162,0.00018856,3
ctx_fulla_bs_reinsure_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,162,0.00018856,3
ctx_fulla_bs_sell_repo_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2193,0.00255259,49
ctx_fulla_bs_settle_excess_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,2257,0.00262708,45
ctx_fulla_bs_share_capital_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,799430,0.93051218,4913
ctx_fulla_bs_short_bond_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_short_fin_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,766,0.0008916,19
ctx_fulla_bs_short_loan_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,587011,0.68326293,11375
ctx_fulla_bs_special_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,75,8.73e-05,1
ctx_fulla_bs_special_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,249784,0.29074097,4865
ctx_fulla_bs_staff_salary_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,797412,0.92816329,15817
ctx_fulla_bs_subsidy_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_surplus_reserve_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,786416,0.91536428,3967
ctx_fulla_bs_tax_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799406,0.93048425,15858
ctx_fulla_bs_total_assets_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,802752,0.93437889,15903
ctx_fulla_bs_total_current_assets_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799471,0.9305599,15858
ctx_fulla_bs_total_current_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799471,0.9305599,15858
ctx_fulla_bs_total_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799439,0.93052266,15860
ctx_fulla_bs_total_liab_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799439,0.93052266,15860
ctx_fulla_bs_total_liabilities_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,802320,0.93387605,15897
ctx_fulla_bs_total_noncurrent_assets_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,799471,0.9305599,15858
ctx_fulla_bs_total_noncurrent_liab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,797166,0.92787695,15807
ctx_fulla_bs_total_other_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,798220,0.92910378,15832
ctx_fulla_bs_total_other_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,798576,0.92951815,15843
ctx_fulla_bs_total_parent_equity_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,802641,0.93424969,15902
ctx_fulla_bs_trade_finasset_notfvtpl_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,457990,0.53308642,8559
ctx_fulla_bs_trade_finasset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_trade_finliab_notfvtpl_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,37971,0.04419709,710
ctx_fulla_bs_trade_finliab_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_bs_treasury_shares_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,313578,0.36499525,4217
ctx_fulla_bs_unassign_rpofit_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799430,0.93051218,15859
ctx_fulla_bs_unconfirm_invest_loss_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_bs_useright_asset_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,709756,0.82613438,14067
ctx_fulla_bs_osopinion_type,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0
ctx_fulla_ps_total_operate_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811681,0.94477197,16099
ctx_fulla_ps_total_operate_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,810392,0.94327162,16038
ctx_fulla_ps_operate_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811681,0.94477197,16099
ctx_fulla_ps_operate_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,809425,0.94214606,16001
ctx_fulla_ps_interest_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,25863,0.03010374,269
ctx_fulla_ps_interest_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,12830,0.01493373,266
ctx_fulla_ps_earned_premium,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,14917,0.01736293,24
ctx_fulla_ps_earned_premium_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,1239,0.00144216,23
ctx_fulla_ps_fee_commission_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,19439,0.0226264,126
ctx_fulla_ps_fee_commission_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,5698,0.0066323,120
ctx_fulla_ps_other_business_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,322,0.0003748,7
ctx_fulla_ps_other_business_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,305,0.00035501,6
ctx_fulla_ps_toi_other,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,377,0.00043882,9
ctx_fulla_ps_toi_other_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,353,0.00041088,7
ctx_fulla_ps_total_operate_cost,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811813,0.94492562,16103
ctx_fulla_ps_total_operate_cost_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,809474,0.94220309,16006
ctx_fulla_ps_operate_cost,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811215,0.94422956,16091
ctx_fulla_ps_operate_cost_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,808959,0.94160365,15993
ctx_fulla_ps_interest_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,21026,0.02447362,155
ctx_fulla_ps_interest_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,7198,0.00837825,152
ctx_fulla_ps_fee_commission_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,19757,0.02299655,130
ctx_fulla_ps_fee_commission_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,6117,0.00712,129
ctx_fulla_ps_research_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,773537,0.90037352,15267
ctx_fulla_ps_research_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,765809,0.89137836,15077
ctx_fulla_ps_surrender_value,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,13797,0.01605929,1
ctx_fulla_ps_surrender_value_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_ps_net_compensate_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,14179,0.01650392,4
ctx_fulla_ps_net_compensate_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,162,0.00018856,3
ctx_fulla_ps_net_contract_reserve,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,15728,0.01830691,35
ctx_fulla_ps_net_contract_reserve_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,1760,0.00204859,34
ctx_fulla_ps_policy_bonus_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,14017,0.01631536,1
ctx_fulla_ps_policy_bonus_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_ps_reinsure_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,14179,0.01650392,4
ctx_fulla_ps_reinsure_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,162,0.00018856,3
ctx_fulla_ps_other_business_cost,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,322,0.0003748,7
ctx_fulla_ps_other_business_cost_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,305,0.00035501,6
ctx_fulla_ps_operate_tax_add,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811781,0.94488837,16101
ctx_fulla_ps_operate_tax_add_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,809458,0.94218447,16005
ctx_fulla_ps_sale_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,801228,0.932605,15872
ctx_fulla_ps_sale_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,797962,0.92880347,15766
ctx_fulla_ps_manage_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811813,0.94492562,16103
ctx_fulla_ps_manage_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,809474,0.94220309,16006
ctx_fulla_ps_me_research_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_ps_me_research_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_ps_finance_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811329,0.94436226,16093
ctx_fulla_ps_finance_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,808990,0.94163973,15996
ctx_fulla_ps_fe_interest_expense,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,767204,0.8930021,15083
ctx_fulla_ps_fe_interest_expense_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,752779,0.87621184,14769
ctx_fulla_ps_fe_interest_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,793151,0.92320362,15721
ctx_fulla_ps_fe_interest_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,789737,0.91922982,15603
ctx_fulla_ps_asset_impairment_loss,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,389,0.00045278,8
ctx_fulla_ps_asset_impairment_loss_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,389,0.00045278,8
ctx_fulla_ps_credit_impairment_loss,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,636,0.00074028,14
ctx_fulla_ps_credit_impairment_loss_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,619,0.0007205,13
ctx_fulla_ps_toc_other,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,644,0.0007496,13
ctx_fulla_ps_toc_other_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,604,0.00070304,10
ctx_fulla_ps_fairvalue_change_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,521411,0.60690653,9605
ctx_fulla_ps_fairvalue_change_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,445137,0.51812592,8405
ctx_fulla_ps_invest_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,768898,0.89497386,14765
ctx_fulla_ps_invest_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,741168,0.86269699,14235
ctx_fulla_ps_invest_joint_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,495809,0.57710658,9459
ctx_fulla_ps_invest_joint_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,463665,0.53969194,8984
ctx_fulla_ps_net_exposure_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,17801,0.02071982,16
ctx_fulla_ps_net_exposure_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,589,0.00068558,13
ctx_fulla_ps_exchange_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,20375,0.02371588,97
ctx_fulla_ps_exchange_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,4262,0.00496084,88
ctx_fulla_ps_asset_disposal_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,690026,0.80316926,11937
ctx_fulla_ps_asset_disposal_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,615070,0.71592275,10817
ctx_fulla_ps_asset_impairment_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,697309,0.81164645,12871
ctx_fulla_ps_asset_impairment_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,649321,0.75578988,12146
ctx_fulla_ps_credit_impairment_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,805230,0.9372632,15703
ctx_fulla_ps_credit_impairment_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,799719,0.93084857,15562
ctx_fulla_ps_other_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,810521,0.94342177,16017
ctx_fulla_ps_other_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,806940,0.93925359,15932
ctx_fulla_ps_operate_profit_other,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_ps_operate_profit_other_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0
ctx_fulla_ps_operate_profit_balance,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811647,0.9447324,15
ctx_fulla_ps_operate_profit_balance_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,2878,0.0033499,10
ctx_fulla_ps_operate_profit,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,811813,0.94492562,16103
ctx_fulla_ps_operate_profit_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,809756,0.94253133,16023
ctx_fulla_ps_nonbusiness_income,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,792131,0.92201637,15197
ctx_fulla_ps_nonbusiness_income_yoy,fundamental_pit_silver,fundamental_profit_long,announcement_pit_feature,fundamental_quality_risk,776275,0.90356047,15055
