source_file,candidate_id,source_generator,source_lane,selection_rank,expression,fields
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,fgv2-repair-add_state_gate-161491c3ed,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,16.0,"CSRank(Mul(CSRank(CSResidual(CSRank(Std($vwap,8)),CSRank(Std($amount,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",amount|close|vwap
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-8bd4815d8179,agnostic_freeform_ast,agnostic_freeform_ast,29.0,"CSRank(Mul(CSRank($open),Corr(Mean($volume,3),Mom($turnover_rate,34),8)))",open|turnover_rate|volume
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-6d9722cc5a6c,agnostic_freeform_ast,agnostic_freeform_ast,10.0,"CSRank(Sub(CSRank(Mean($final_float_market_cap,34)),ZScore(Std($final_float_market_cap,13))))",final_float_market_cap
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-d97ca0d75066,agnostic_freeform_ast,agnostic_freeform_ast,6.0,"CSRank(Sub(CSRank($final_total_market_cap),CSRank(Mean($final_float_market_cap,21))))",final_float_market_cap|final_total_market_cap
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-27a47f8821a9,cem_adaptive_grammar,r0_cem_led,11.0,"Neg(CSRank(CSResidual(CSRank(Mom($volume,21)),CSRank(Mom($final_float_market_cap,8)))))",final_float_market_cap|volume
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-cdfd99276c45,agnostic_freeform_ast,agnostic_freeform_ast,27.0,"CSRank(Mul(CSRank($high),Corr(Delta($close,13),Delay(Std($final_total_market_cap,8),1),13)))",close|final_total_market_cap|high
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-966e7274328f,ast_evolutionary_mutation,r0_cem_led,32.0,"Neg(CSRank(Mean(Abs($ret),1)))",ret
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-a3fdf62de625,agnostic_freeform_ast,agnostic_freeform_ast,30.0,"CSRank(CSResidual(Sign(Mom($final_float_market_cap,5)),ZScore(Std($vwap,21))))",final_float_market_cap|vwap
runtime\cn_phase3ad_hfq_valuation_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-17526325417a,agnostic_freeform_ast,agnostic_freeform_ast,28.0,"CSRank(Mul(ZScore(Mean($high,21)),Mul(CSRank(Mom($vwap,13)),ZScore(Mom($low,8)))))",high|low|vwap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0530_phase3ad_newdata_event_auction_premax_strength_00031,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,12.0,CSRank($evt_uplimit_auction_pre1max_ratio),evt_uplimit_auction_pre1max_ratio
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0529_phase3ad_newdata_event_seal_max_strength_00030,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,18.0,"CSRank(Div($evt_uplimit_fd_max,Add(Abs($evt_uplimit_amount),0.000001)))",evt_uplimit_amount|evt_uplimit_fd_max
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0525_phase3ad_newdata_event_auction_buy_offer_imbalance_00026,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,14.0,"CSRank(Div(Sub($evt_uplimit_auction_buy,$evt_uplimit_auction_offer),Add(Abs(Add($evt_uplimit_auction_buy,$evt_uplimit_auction_offer)),0.000001)))",evt_uplimit_auction_buy|evt_uplimit_auction_offer
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0533_phase3ad_newdata_stock_heat_small_liquid_momentum_00042,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,13.0,"CSRank(Div($ctx_ths_hot_last_pct,Add(Abs($ctx_ths_hot_circulation_value),0.000001)))",ctx_ths_hot_circulation_value|ctx_ths_hot_last_pct
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0531_phase3ad_newdata_stock_heat_rank_strength_00040,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,15.0,CSRank(Neg($ctx_ths_hot_rank)),ctx_ths_hot_rank
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0027_phase3ad_newdata_sentiment_downlimit_pressure_inverse_00033,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,16.0,"CSRank(Neg(Div($ctx_sent_downlimit_num,Add(Abs(Add(Add($ctx_sent_up_num,$ctx_sent_down_num),0.000001)),0.000001))))",ctx_sent_down_num|ctx_sent_downlimit_num|ctx_sent_up_num
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0580_phase3ad_newdata_atomic_direct_rank_01112,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,19.0,CSRank($evt_uplimit_fd_max),evt_uplimit_fd_max
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0573_phase3ad_newdata_atomic_direct_rank_01105,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,20.0,CSRank($evt_uplimit_auction_offer),evt_uplimit_auction_offer
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0025_phase3ad_newdata_fundamental_yoy_inventory_yoy_00025,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,26.0,CSRank(Neg($ctx_fulla_bs_inventory_yoy)),ctx_fulla_bs_inventory_yoy
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0024_phase3ad_newdata_fundamental_yoy_goodwill_yoy_00024,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,25.0,CSRank(Neg($ctx_fulla_bs_goodwill_yoy)),ctx_fulla_bs_goodwill_yoy
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0019_phase3ad_newdata_fundamental_yoy_operate_profit_yoy_00019,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,21.0,CSRank($ctx_fulla_ps_operate_profit_yoy),ctx_fulla_ps_operate_profit_yoy
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0017_phase3ad_newdata_fundamental_finance_expense_inverse_00017,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,27.0,"CSRank(Neg(Div($ctx_fulla_ps_finance_expense,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001))))",ctx_fulla_ps_finance_expense|ctx_fulla_ps_total_operate_income
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0014_phase3ad_newdata_fundamental_sales_expense_intensity_inverse_00014,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,23.0,"CSRank(Neg(Div($ctx_fulla_ps_sale_expense,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001))))",ctx_fulla_ps_sale_expense|ctx_fulla_ps_total_operate_income
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0011_phase3ad_newdata_fundamental_operate_profit_margin_00011,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,24.0,"CSRank(Div($ctx_fulla_ps_operate_profit,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001)))",ctx_fulla_ps_operate_profit|ctx_fulla_ps_total_operate_income
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0008_phase3ad_newdata_fundamental_intangible_asset_inverse_00008,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,22.0,"CSRank(Neg(Div($ctx_fulla_bs_intangible_asset,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",ctx_fulla_bs_intangible_asset|ctx_fulla_bs_total_assets
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,phase3aa_event_0004_phase3ad_newdata_fundamental_inventory_asset_inverse_00004,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,17.0,"CSRank(Neg(Div($ctx_fulla_bs_inventory,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",ctx_fulla_bs_inventory|ctx_fulla_bs_total_assets
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-89cb546db0b9,cem_adaptive_grammar,r0_cem_led,1.0,"Neg(CSRank(Delta($amount,8)))",amount
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-6cce0bae10c2,cem_adaptive_grammar,r0_cem_led,5.0,"CSRank(CSResidual(CSRank(Mean(Abs($close),8)),CSRank(Mean(Abs($final_float_market_cap),8))))",close|final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-19e64dc9388b,ast_evolutionary_mutation,r0_cem_led,4.0,"CSRank(CSResidual(CSRank(CSRank($close)),CSRank(Log($final_float_market_cap))))",close|final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-template-abe8a59e35f4,simple_template,r0_cem_led,32.0,"Neg(CSRank(Mom($close,13)))",close
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-9eca4c4339,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,11.0,"CSRank(Mul(Sign(ZScore(Neg(CSRank(Mom($close,13))))),Mul(ZScore(Neg(CSRank(Mom($close,13)))),ZScore(Neg(CSRank(Mom($close,13)))))))",close
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-template-956585a6923a,simple_template,r0_cem_led,3.0,"Neg(CSRank(Mom($close,21)))",close
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-39ba35c18089,cem_adaptive_grammar,r0_cem_led,7.0,"Neg(CSRank(Delta($final_float_market_cap,8)))",final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-57145232a53c,cem_adaptive_grammar,r0_cem_led,2.0,"CSRank(Std($final_float_market_cap,8))",final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-7b5ecdd3357a,agnostic_freeform_ast,agnostic_freeform_ast,8.0,"CSRank(CSResidual(ZScore(Std($final_float_market_cap,3)),Sign(Delta($low,13))))",final_float_market_cap|low
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-376d905b72,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,10.0,"CSRank(Mul(Sign(ZScore(CSRank(CSResidual(CSRank(Delta($vwap,21)),CSRank(Delta($close,21)))))),Mul(ZScore(CSRank(CSResidual(CSRank(Delta($vwap,21)),CSRank(Delta($close,21))))),ZScore(CSRank(CSResidual(CSRank(Delta($vwap,21)),CSRank(Delta($close,21))))))))",close|vwap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-4f4f9b8cc469,agnostic_freeform_ast,agnostic_freeform_ast,29.0,"CSRank(Sub(Sign(Mean($turnover_rate,34)),ZScore(Delta($close,34))))",close|turnover_rate
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-efba1282d30c,ast_evolutionary_mutation,r0_cem_led,30.0,CSRank(ZScore(CSRank(Log($final_total_market_cap)))),final_total_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-f9b273bc4005,cem_adaptive_grammar,r0_cem_led,31.0,"Neg(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close))))",close|final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-6d9722cc5a6c,agnostic_freeform_ast,agnostic_freeform_ast,9.0,"CSRank(Sub(CSRank(Mean($final_float_market_cap,34)),ZScore(Std($final_float_market_cap,13))))",final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-d97ca0d75066,agnostic_freeform_ast,agnostic_freeform_ast,6.0,"CSRank(Sub(CSRank($final_total_market_cap),CSRank(Mean($final_float_market_cap,21))))",final_float_market_cap|final_total_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-27a47f8821a9,cem_adaptive_grammar,r0_cem_led,28.0,"Neg(CSRank(CSResidual(CSRank(Mom($volume,21)),CSRank(Mom($final_float_market_cap,8)))))",final_float_market_cap|volume
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary\aa\phase3e_selector_audit.csv,agnostic-freeform-cdfd99276c45,agnostic_freeform_ast,agnostic_freeform_ast,33.0,"CSRank(Mul(CSRank($high),Corr(Delta($close,13),Delay(Std($final_total_market_cap,8),1),13)))",close|final_total_market_cap|high
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0530_phase3ad_newdata_event_auction_premax_strength_00031,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,11.0,CSRank($evt_uplimit_auction_pre1max_ratio),evt_uplimit_auction_pre1max_ratio
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0529_phase3ad_newdata_event_seal_max_strength_00030,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,17.0,"CSRank(Div($evt_uplimit_fd_max,Add(Abs($evt_uplimit_amount),0.000001)))",evt_uplimit_amount|evt_uplimit_fd_max
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0525_phase3ad_newdata_event_auction_buy_offer_imbalance_00026,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,13.0,"CSRank(Div(Sub($evt_uplimit_auction_buy,$evt_uplimit_auction_offer),Add(Abs(Add($evt_uplimit_auction_buy,$evt_uplimit_auction_offer)),0.000001)))",evt_uplimit_auction_buy|evt_uplimit_auction_offer
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0533_phase3ad_newdata_stock_heat_small_liquid_momentum_00042,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,12.0,"CSRank(Div($ctx_ths_hot_last_pct,Add(Abs($ctx_ths_hot_circulation_value),0.000001)))",ctx_ths_hot_circulation_value|ctx_ths_hot_last_pct
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0531_phase3ad_newdata_stock_heat_rank_strength_00040,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,14.0,CSRank(Neg($ctx_ths_hot_rank)),ctx_ths_hot_rank
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0027_phase3ad_newdata_sentiment_downlimit_pressure_inverse_00033,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,15.0,"CSRank(Neg(Div($ctx_sent_downlimit_num,Add(Abs(Add(Add($ctx_sent_up_num,$ctx_sent_down_num),0.000001)),0.000001))))",ctx_sent_down_num|ctx_sent_downlimit_num|ctx_sent_up_num
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0580_phase3ad_newdata_atomic_direct_rank_01112,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,19.0,CSRank($evt_uplimit_fd_max),evt_uplimit_fd_max
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0573_phase3ad_newdata_atomic_direct_rank_01105,cn_phase3ad_new_data_factor_pack_v1,event_derived_feature_layer,18.0,CSRank($evt_uplimit_auction_offer),evt_uplimit_auction_offer
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0025_phase3ad_newdata_fundamental_yoy_inventory_yoy_00025,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,25.0,CSRank(Neg($ctx_fulla_bs_inventory_yoy)),ctx_fulla_bs_inventory_yoy
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0024_phase3ad_newdata_fundamental_yoy_goodwill_yoy_00024,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,24.0,CSRank(Neg($ctx_fulla_bs_goodwill_yoy)),ctx_fulla_bs_goodwill_yoy
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0019_phase3ad_newdata_fundamental_yoy_operate_profit_yoy_00019,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,20.0,CSRank($ctx_fulla_ps_operate_profit_yoy),ctx_fulla_ps_operate_profit_yoy
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0017_phase3ad_newdata_fundamental_finance_expense_inverse_00017,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,26.0,"CSRank(Neg(Div($ctx_fulla_ps_finance_expense,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001))))",ctx_fulla_ps_finance_expense|ctx_fulla_ps_total_operate_income
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0014_phase3ad_newdata_fundamental_sales_expense_intensity_inverse_00014,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,22.0,"CSRank(Neg(Div($ctx_fulla_ps_sale_expense,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001))))",ctx_fulla_ps_sale_expense|ctx_fulla_ps_total_operate_income
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0011_phase3ad_newdata_fundamental_operate_profit_margin_00011,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,23.0,"CSRank(Div($ctx_fulla_ps_operate_profit,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001)))",ctx_fulla_ps_operate_profit|ctx_fulla_ps_total_operate_income
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0008_phase3ad_newdata_fundamental_intangible_asset_inverse_00008,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,21.0,"CSRank(Neg(Div($ctx_fulla_bs_intangible_asset,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",ctx_fulla_bs_intangible_asset|ctx_fulla_bs_total_assets
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0004_phase3ad_newdata_fundamental_inventory_asset_inverse_00004,cn_phase3ad_new_data_factor_pack_v1,fundamental_pit_feature_layer,16.0,"CSRank(Neg(Div($ctx_fulla_bs_inventory,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",ctx_fulla_bs_inventory|ctx_fulla_bs_total_assets
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-89cb546db0b9,cem_adaptive_grammar,r0_cem_led,1.0,"Neg(CSRank(Delta($amount,8)))",amount
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-6cce0bae10c2,cem_adaptive_grammar,r0_cem_led,5.0,"CSRank(CSResidual(CSRank(Mean(Abs($close),8)),CSRank(Mean(Abs($final_float_market_cap),8))))",close|final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-19e64dc9388b,ast_evolutionary_mutation,r0_cem_led,4.0,"CSRank(CSResidual(CSRank(CSRank($close)),CSRank(Log($final_float_market_cap))))",close|final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-template-abe8a59e35f4,simple_template,r0_cem_led,32.0,"Neg(CSRank(Mom($close,13)))",close
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-9eca4c4339,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,30.0,"CSRank(Mul(Sign(ZScore(Neg(CSRank(Mom($close,13))))),Mul(ZScore(Neg(CSRank(Mom($close,13)))),ZScore(Neg(CSRank(Mom($close,13)))))))",close
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-template-956585a6923a,simple_template,r0_cem_led,3.0,"Neg(CSRank(Mom($close,21)))",close
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-39ba35c18089,cem_adaptive_grammar,r0_cem_led,7.0,"Neg(CSRank(Delta($final_float_market_cap,8)))",final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-57145232a53c,cem_adaptive_grammar,r0_cem_led,2.0,"CSRank(Std($final_float_market_cap,8))",final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-7b5ecdd3357a,agnostic_freeform_ast,agnostic_freeform_ast,8.0,"CSRank(CSResidual(ZScore(Std($final_float_market_cap,3)),Sign(Delta($low,13))))",final_float_market_cap|low
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-376d905b72,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,10.0,"CSRank(Mul(Sign(ZScore(CSRank(CSResidual(CSRank(Delta($vwap,21)),CSRank(Delta($close,21)))))),Mul(ZScore(CSRank(CSResidual(CSRank(Delta($vwap,21)),CSRank(Delta($close,21))))),ZScore(CSRank(CSResidual(CSRank(Delta($vwap,21)),CSRank(Delta($close,21))))))))",close|vwap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-4f4f9b8cc469,agnostic_freeform_ast,agnostic_freeform_ast,28.0,"CSRank(Sub(Sign(Mean($turnover_rate,34)),ZScore(Delta($close,34))))",close|turnover_rate
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-efba1282d30c,ast_evolutionary_mutation,r0_cem_led,29.0,CSRank(ZScore(CSRank(Log($final_total_market_cap)))),final_total_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-f9b273bc4005,cem_adaptive_grammar,r0_cem_led,31.0,"Neg(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close))))",close|final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-6d9722cc5a6c,agnostic_freeform_ast,agnostic_freeform_ast,9.0,"CSRank(Sub(CSRank(Mean($final_float_market_cap,34)),ZScore(Std($final_float_market_cap,13))))",final_float_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-d97ca0d75066,agnostic_freeform_ast,agnostic_freeform_ast,6.0,"CSRank(Sub(CSRank($final_total_market_cap),CSRank(Mean($final_float_market_cap,21))))",final_float_market_cap|final_total_market_cap
runtime\cn_phase3ad_selector_preflight_v1_20260603\selector_only_s36_canary_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-27a47f8821a9,cem_adaptive_grammar,r0_cem_led,27.0,"Neg(CSRank(CSResidual(CSRank(Mom($volume,21)),CSRank(Mom($final_float_market_cap,8)))))",final_float_market_cap|volume
runtime\cn_research_factor_pack_v2_selector_gate_20260531\selector\aa\phase3e_selector_audit.csv,phase3aa_event_1242_cn_research_v2_fundamental_x_event_0073,cn_research_factor_pack_v2,event_derived_feature_layer,38.0,"CSRank(Mul($fund_research_to_income,$limit_up_close_count_t3))",fund_research_to_income|limit_up_close_count_t3
runtime\cn_research_factor_pack_v2_selector_gate_20260531\selector\aa\phase3e_selector_audit.csv,phase3aa_event_1241_cn_research_v2_fundamental_x_event_0072,cn_research_factor_pack_v2,event_derived_feature_layer,31.0,"CSRank(Mul($fund_research_to_income,$limit_up_touch_not_close_count_t5))",fund_research_to_income|limit_up_touch_not_close_count_t5
runtime\cn_research_factor_pack_v2_selector_gate_20260531\selector\aa\phase3e_selector_audit.csv,phase3aa_event_1240_cn_research_v2_fundamental_x_event_0071,cn_research_factor_pack_v2,event_derived_feature_layer,36.0,"CSRank(Mul($fund_research_to_income,$limit_up_any_open_not_close_in_t2))",fund_research_to_income|limit_up_any_open_not_close_in_t2
