source_registry,source_group,dataset,field_name,field_family,route,selector_allowed,pit_rule,priority,asset_status,integration_hint,panel_materialized,panel_aliases,factor_pack_referenced,factor_pack_aliases,factor_pack_names,selector_selected,selector_aliases,availability_executable_seen,availability_aliases,blocked_or_metadata,high_value_family,integration_status,recommended_repair_action,repair_priority_score
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,END_CCE,price_state,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fund_cf_end_cce,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,NETCASH_FINANCE,price_state,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fund_cf_netcash_finance,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,NETCASH_INVEST,price_state,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fund_cf_netcash_invest,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,TOTAL_OPERATE_INFLOW,price_state,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fund_cf_total_operate_inflow,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,TOTAL_OPERATE_OUTFLOW,price_state,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fund_cf_total_operate_outflow,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,7.4
global_field_route,cn_local_index_1min_silver_v2_20260601\index_1min_silver_by_date,index_1min_v2,amplitude_pct,group_market_context,index_minute_market_context,regime_or_interaction_candidate,index context only after observed minute window closes,medium,registered,,True,ctx_hfq_amplitude_pct|ctx_hfq_amplitude_pct_x|ctx_hfq_amplitude_pct_y,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,9.3
global_field_route,cn_local_index_1min_silver_v2_20260601\index_1min_silver_by_date,index_1min_v2,pct_chg,group_market_context,index_minute_market_context,regime_or_interaction_candidate,index context only after observed minute window closes,medium,registered,,True,ctx_hfq_pct_chg|ctx_hfq_pct_chg_x|ctx_hfq_pct_chg_y|m1_pct_chg_first,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,9.3
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,amount_yuan,flow_liquidity,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,,True,ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,10.8
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,amplitude_pct,price_state,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,low,registered,,True,ctx_hfq_amplitude_pct|ctx_hfq_amplitude_pct_x|ctx_hfq_amplitude_pct_y,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,7.4
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,float_shares,capacity_size,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,,True,ctx_hfq_float_shares|ctx_hfq_float_shares_x|ctx_hfq_float_shares_y,False,,,False,,False,,False,True,panel_only,build_factor_pack_candidates_then_selector_canary,10.6
