factor_pack,candidate_id,source_generator,source_lane,factor_lane,expression,fields
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0341,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_6,3),Mean($break_board_after_streak_ge_6,10)))",break_board_after_streak_ge_6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0342,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_6,5),Mean($break_board_after_streak_ge_6,20)))",break_board_after_streak_ge_6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0343,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_7,2),Mean($break_board_after_streak_ge_7,5)))",break_board_after_streak_ge_7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0344,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_7,3),Mean($break_board_after_streak_ge_7,10)))",break_board_after_streak_ge_7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0345,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_7,5),Mean($break_board_after_streak_ge_7,20)))",break_board_after_streak_ge_7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0346,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_8,2),Mean($break_board_after_streak_ge_8,5)))",break_board_after_streak_ge_8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0347,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_8,3),Mean($break_board_after_streak_ge_8,10)))",break_board_after_streak_ge_8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0348,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_8,5),Mean($break_board_after_streak_ge_8,20)))",break_board_after_streak_ge_8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0349,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_9,2),Mean($break_board_after_streak_ge_9,5)))",break_board_after_streak_ge_9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0350,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_9,3),Mean($break_board_after_streak_ge_9,10)))",break_board_after_streak_ge_9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0351,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($break_board_after_streak_ge_9,5),Mean($break_board_after_streak_ge_9,20)))",break_board_after_streak_ge_9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0352,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t10,2),Mean($limit_up_close_count_t10,5)))",limit_up_close_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0353,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t10,3),Mean($limit_up_close_count_t10,10)))",limit_up_close_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0354,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t10,5),Mean($limit_up_close_count_t10,20)))",limit_up_close_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0355,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t2,2),Mean($limit_up_close_count_t2,5)))",limit_up_close_count_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0356,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t2,3),Mean($limit_up_close_count_t2,10)))",limit_up_close_count_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0357,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t2,5),Mean($limit_up_close_count_t2,20)))",limit_up_close_count_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0358,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t3,2),Mean($limit_up_close_count_t3,5)))",limit_up_close_count_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0359,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t3,3),Mean($limit_up_close_count_t3,10)))",limit_up_close_count_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_curve_0360,cn_field_factor_pack_v1,event_derived_feature_layer,event_curve,"CSRank(Sub(Mean($limit_up_close_count_t3,5),Mean($limit_up_close_count_t3,20)))",limit_up_close_count_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0361,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t10,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0362,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t10,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t10|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0363,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t10,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t10|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0364,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t10,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t10|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0365,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t10,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t10|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0366,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t10,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t10|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0367,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t2,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0368,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t2,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t2|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0369,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t2,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t2|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0370,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t2,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t2|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0371,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t2,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t2|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0372,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t2,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t2|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0373,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t3,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0374,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t3,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t3|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0375,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t3,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t3|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0376,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t3,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t3|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0377,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t3,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t3|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0378,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t3,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t3|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0379,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t4,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0380,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t4,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t4|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0381,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t4,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t4|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0382,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t4,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t4|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0383,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t4,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t4|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0384,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t4,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t4|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0385,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t5,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0386,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t5,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t5|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0387,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t5,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t5|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0388,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t5,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t5|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0389,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t5,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t5|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0390,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t5,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t5|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0391,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t6,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0392,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t6,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t6|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0393,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t6,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t6|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0394,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t6,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t6|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0395,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t6,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t6|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0396,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t6,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t6|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0397,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t7,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0398,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t7,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t7|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0399,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t7,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t7|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0400,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t7,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t7|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0401,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t7,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t7|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0402,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t7,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t7|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0403,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t8,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0404,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t8,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t8|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0405,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t8,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t8|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0406,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t8,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t8|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0407,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t8,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t8|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0408,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t8,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t8|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0409,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t9,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_close_not_open_in_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0410,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t9,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_close_not_open_in_t9|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0411,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t9,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_close_not_open_in_t9|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0412,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t9,5)),ZScore(Mean($seal_money,10))))",limit_up_any_close_not_open_in_t9|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0413,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t9,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_close_not_open_in_t9|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0414,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_close_not_open_in_t9,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_close_not_open_in_t9|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0415,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t10,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_open_not_close_in_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0416,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t10,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_open_not_close_in_t10|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0417,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t10,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_open_not_close_in_t10|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0418,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t10,5)),ZScore(Mean($seal_money,10))))",limit_up_any_open_not_close_in_t10|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0419,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t10,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_open_not_close_in_t10|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0420,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t10,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_open_not_close_in_t10|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0421,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t2,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_open_not_close_in_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0422,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t2,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_open_not_close_in_t2|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0423,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t2,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_open_not_close_in_t2|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0424,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t2,5)),ZScore(Mean($seal_money,10))))",limit_up_any_open_not_close_in_t2|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0425,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t2,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_open_not_close_in_t2|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0426,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t2,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_open_not_close_in_t2|seal_circulation_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0427,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t3,5)),ZScore(Mean($amount,10))))",amount|limit_up_any_open_not_close_in_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0428,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t3,5)),ZScore(Mean($turnover_ratio,10))))",limit_up_any_open_not_close_in_t3|turnover_ratio
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0429,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t3,5)),ZScore(Mean($turnover_ratio_real,10))))",limit_up_any_open_not_close_in_t3|turnover_ratio_real
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0430,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t3,5)),ZScore(Mean($seal_money,10))))",limit_up_any_open_not_close_in_t3|seal_money
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0431,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t3,5)),ZScore(Mean($seal_rate,10))))",limit_up_any_open_not_close_in_t3|seal_rate
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0432,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t3,5)),ZScore(Mean($seal_circulation_rate,10))))",limit_up_any_open_not_close_in_t3|seal_circulation_rate
