seed,manifest_exists,selector_manifest_exists,shared_pool_exists,shared_pool_hash,frozen_queue_hash_count,selector_profile_count,execution_path,selector_arms,replay_arms,step_statuses,selector_manifest_arm_count,selected_counts
33,True,True,True,5725046d4fd08df9150f93f92078beec95b6da17ce1ed6cb330d7b7ee640cd3a,4,4,shared_pool_official_replay_only_resume,"h0,h1,h2,h3","h0,h1,h2",generate_shared_pool:completed_before_resume;apply_shared_selectors:completed_before_resume;selector_dryrun_audit:completed_hold_but_not_official_blocking;official_replay:completed_replay_only_resume,4,h0:64;h1:64;h2:64;h3:64
34,True,True,True,34cc7b8c893a9bb4656a2eb314c13446624bdc822863e2c7c06272ce3db8a3e1,4,4,shared_pool_official,"h0,h1,h2,h3","h0,h1,h2",generate_shared_pool:completed;apply_shared_selectors:completed;selector_dryrun_audit:completed;official_replay:completed,4,h0:64;h1:64;h2:64;h3:64
35,True,True,True,d5b8aa06ac1aadd31835a91a189751a3576b213b86c6cf80b1ecb31f246a88fc,4,4,shared_pool_official,"h0,h1,h2,h3","h0,h1,h2",generate_shared_pool:completed;apply_shared_selectors:completed;selector_dryrun_audit:completed;official_replay:completed,4,h0:64;h1:64;h2:64;h3:64
36,True,True,True,72eb079c0d60012961ced0fb7c3920e36476f3112249fb4eeea00c94e831993f,4,4,shared_pool_official,"h0,h1,h2,h3","h0,h1,h2",generate_shared_pool:completed;apply_shared_selectors:completed;selector_dryrun_audit:completed;official_replay:completed,4,h0:64;h1:64;h2:64;h3:64
