arm,candidate_id,expr_hash,source_lane,source_generator,source_profile,selector_name,selector_version,base_e3_score,base_quality,turnover_proxy,turnover_structure_risk,cost_adjusted_proxy,liquidity_proxy,liquidity_proxy_source,capacity_proxy,capacity_proxy_source,factor_exposure_proxy,sector_concentration_proxy,complexity_score,operator_pathology_flag,max_corr_to_103_registry,mean_corr_to_103_registry,nearest_103_cluster,max_corr_to_134_registry,mean_corr_to_134_registry,nearest_134_cluster_id,novelty_vs_134,max_corr_to_selected_queue,max_corr_to_selected_queue_before_pick,mean_corr_to_selected_queue,mean_corr_to_selected_queue_before_pick,provisional_cluster_id,known_cluster_id,known_cluster_count_before_pick,provisional_cluster_count_before_pick,source_lane_cluster_count_before_pick,known_cluster_count_penalty,provisional_cluster_count_penalty,source_lane_cluster_count_penalty,anti_concentration_penalty,cluster_001_penalty,signal_vector_id,signal_vector_source,signal_vector_error,signal_vector_ready,nearest_134_signal_cluster_id,max_corr_to_134_signal_vector,mean_topk_corr_to_134_signal_vector,novelty_vs_134_signal_vector,known_signal_cluster_id,provisional_signal_cluster_id,source_lane_signal_cluster_id,signal_vector_cluster_basis,max_corr_to_selected_queue_signal,max_corr_to_selected_queue_signal_before_pick,mean_corr_to_selected_queue_signal,mean_corr_to_selected_queue_signal_before_pick,nearest_selected_signal_cluster_id,nearest_selected_signal_vector_id,known_signal_cluster_count_before_pick,provisional_signal_cluster_count_before_pick,source_lane_signal_cluster_count_before_pick,vector_diversity_penalty,known_signal_cluster_penalty,provisional_signal_cluster_penalty,source_lane_signal_cluster_penalty,cluster_001_signal_penalty,cluster_003_signal_penalty,cap_relaxed_for_backfill,selector_mode,turnover_penalty,turnover_structure_penalty,selector_pool_turnover_p80,selector_pool_turnover_p90,selector_pool_turnover_p95,high_turnover_p80_count_before_pick,high_turnover_p90_count_before_pick,turnover_tail_penalty,liquidity_penalty,capacity_penalty,registry_symbolic_corr_penalty,complexity_penalty,hard_gate_pass,hard_reject_reason,cap_reject_reason,feature_missing,gate_not_applied,selection_score,selection_score_final,rank_before_selection,selection_rank,selected_for_audit,selection_reason,uses_forbidden_replay_labels,book_marginal_mode,residual_ir_proxy,book_marginal_score,projection_topk_clusters,expression
Phase3H_H0_G0_stable,phase3repair-failure_detail-operator_sanitize-b2b84bc3ef72,,ast_failure_aware_repair,ast_failure_aware_repair,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,0.6615631,1.146563,0.064552,0.0,1.146563,2560463022.364667,mean_window_long_selected_amount,107491259830.7424,mean_window_long_selected_final_float_market_cap,,,5.85,False,1.0,0.88,cluster_002,1.0,0.88,cluster_002,0.0,0.283333,0.283333,0.213333,0.213333,prov_34c8b53f,cluster_002,,,,,,,,,869dadbfe44f5b032486,phase3g_artifact,,True,cluster_014,1.0,0.626615,0.0,cluster_014,cluster_014,ast_failure_aware_repair|cluster_014,known_134,0.091526,0.091526,0.036439,0.036439,,6a91d053f8f5217cf32e,0,0,0,0.091526,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,6,4,0.0,0.046161,0.039369,1.0,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.5746134,0.5746134,26,26,True,selected_D3_primary,False,signal_vector_proxy,,0.5746134,,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))"
Phase3H_H0_G0_stable,agnostic-freeform-b3f1f3ea2ae5,,agnostic_freeform_ast,agnostic_freeform_ast,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.12483175,1.143357,0.049336,1.6,1.143357,2743663958.676987,mean_window_long_selected_amount,108760933257.82455,mean_window_long_selected_final_float_market_cap,,,15.9,False,0.45,0.410714,cluster_019,0.45,0.410714,cluster_019,0.55,0.35625,0.35625,0.324167,0.324167,prov_1101576e,,,,,,,,,,ec099d3f536384ef3714,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_63dab99a2804,agnostic_freeform_ast|sigprov_63dab99a2804,selected_queue,0.846339,0.846339,0.703855,0.703855,sigprov_63dab99a2804,63dab99a2804cb8485f7,0,1,1,0.846339,0.0,1.0,1.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,1.6,0.083538,0.091872,0.097157,9,5,0.0,0.046014,0.039351,0.45,0.044335,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-1.1780573,-1.1780573,,,False,backfill_candidate,False,signal_vector_proxy,,-1.1780573,,"CSRank(Mul(Sign(Mean($close,3)),Mul(CSRank(Mean(Abs(Delta($final_total_market_cap,1)),8)),ZScore(Mean($low,34)))))"
Phase3H_H0_G0_stable,agnostic-freeform-61c3f1bba3ff,,agnostic_freeform_ast,agnostic_freeform_ast,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.1770059,1.135756,0.055354,0.0,1.135756,2651146759.653152,mean_window_long_selected_amount,102635270403.22191,mean_window_long_selected_final_float_market_cap,,,4.45,False,0.3875,0.3575,cluster_047,0.3875,0.3575,cluster_047,0.6125,0.366667,0.366667,0.338333,0.338333,prov_12cc2b09,,,,,,,,,,255006b0f697b6174432,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_f0f0f84e588c,agnostic_freeform_ast|sigprov_f0f0f84e588c,selected_queue,0.992684,0.992684,0.764997,0.764997,sigprov_f0f0f84e588c,f0f0f84e588cca07e33c,0,1,0,0.992684,0.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046087,0.039441,0.3875,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.1839561,0.1839561,,,False,backfill_candidate,False,signal_vector_proxy,,0.1839561,,"CSRank(ZScore(Mean($open,3)))"
Phase3H_H0_G0_stable,phase3repair-failure_detail-operator_sanitize-92247745ff4a,,ast_failure_aware_repair,ast_failure_aware_repair,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.1845727,1.130823,0.080767,1.0,1.130823,2797228466.524331,mean_window_long_selected_amount,86822395018.32748,mean_window_long_selected_final_float_market_cap,,,5.85,False,0.366667,0.366667,cluster_050,0.366667,0.366667,cluster_050,0.633333,0.3875,0.3875,0.354167,0.354167,prov_e03792d2,,,,,,,,,,d5fcd2ca4abe11404b24,phase3g_artifact,,True,cluster_001,0.814413,0.770493,0.185587,cluster_001,cluster_001,ast_failure_aware_repair|cluster_001,known_134,0.863213,0.863213,0.447728,0.447728,cluster_018,8521d31633f9fbc73e9d,0,0,0,0.863213,0.0,0.0,0.0,2.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,1.0,0.083538,0.091872,0.097157,9,5,0.0,0.045973,0.039703,0.366667,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.8019655,-0.8019655,,,False,backfill_candidate,False,signal_vector_proxy,,-0.8019655,,"CSRank(Mean(Abs(Delta($close,1)),3))"
Phase3H_H0_G0_stable,phase3repair-failure_detail-operator_sanitize-056006c83140,,ast_failure_aware_repair,ast_failure_aware_repair,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,0.47436,1.11436,0.05554,0.0,1.11436,1267363174.856966,mean_window_long_selected_amount,49722792656.80704,mean_window_long_selected_final_float_market_cap,,,5.85,False,1.0,0.92,cluster_006,1.0,0.92,cluster_006,0.0,0.8,0.8,0.411667,0.411667,prov_ae8cf3b5,cluster_006,,,,,,,,,52ff387454a8f49c9967,phase3g_artifact,,True,cluster_006,0.916902,0.687538,0.083098,cluster_006,cluster_006,ast_failure_aware_repair|cluster_006,known_134,0.727359,0.727359,0.367347,0.367347,,f56edfe5980efa9e36c3,0,0,0,0.727359,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.047709,0.040601,1.0,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.17923695,-0.17923695,,,False,backfill_candidate,False,signal_vector_proxy,,-0.17923695,,"CSRank(Sub(Mean($high,6),Mean($high,3)))"
Phase3H_H0_G0_stable,stockpit-template-3640ff7d560d,,r0_cem_led,simple_template,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.2612273,1.113727,0.056112,0.0,1.113727,2658087432.153726,mean_window_long_selected_amount,102580108577.70102,mean_window_long_selected_final_float_market_cap,,,1.9,False,0.283333,0.283333,cluster_144,0.283333,0.283333,cluster_144,0.716667,0.325,0.325,0.325,0.325,prov_9af47bf9,,,,,,,,,,8521d31633f9fbc73e9d,phase3g_artifact,,True,cluster_018,0.917738,0.831194,0.082262,cluster_018,cluster_018,r0_cem_led|cluster_018,known_134,0.0,0.0,0.0,0.0,,f0f0f84e588cca07e33c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,0,0,0.0,0.046081,0.039442,0.283333,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,1.2982452,1.2982452,2,2,True,selected_D3_primary,False,signal_vector_proxy,,1.2982452,,CSRank($close)
Phase3H_H0_G0_stable,agnostic-freeform-2853176b2b50,,agnostic_freeform_ast,agnostic_freeform_ast,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.1630943,1.113451,0.064815,0.0,1.113451,2935420918.098843,mean_window_long_selected_amount,95988491463.27316,mean_window_long_selected_final_float_market_cap,,,13.35,False,0.408333,0.378333,cluster_129,0.408333,0.378333,cluster_129,0.591667,0.27619,0.27619,0.226766,0.226766,prov_136aa3ae,,,,,,,,,,63dab99a2804cb8485f7,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_63dab99a2804,agnostic_freeform_ast|sigprov_63dab99a2804,self_vector,0.745147,0.745147,0.332845,0.332845,,f0f0f84e588cca07e33c,0,0,0,0.745147,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,3,2,0.0,0.045871,0.039545,0.408333,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.90520465,0.90520465,10,10,True,selected_D3_primary,False,signal_vector_proxy,,0.90520465,,"CSRank(Mul(CSRank(Std($final_float_market_cap,34)),Mul(ZScore(Std($high,21)),Sign(Mean($open,5)))))"
Phase3H_H0_G0_stable,stockpit-cem_adaptive_grammar-6f17a5e346bf,,r0_cem_led,cem_adaptive_grammar,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,0.9785267,1.108527,0.056112,0.0,1.108527,2658087432.153726,mean_window_long_selected_amount,102580108577.70102,mean_window_long_selected_final_float_market_cap,,,3.3,False,0.366667,0.345,cluster_006,0.366667,0.345,cluster_006,0.633333,1.0,1.0,0.463333,0.463333,prov_4868222a,,,,,,,,,,1c683e119130815ef1a5,phase3g_artifact,,True,cluster_018,0.917738,0.831194,0.082262,cluster_018,cluster_018,r0_cem_led|cluster_018,known_134,1.0,1.0,0.430299,0.430299,cluster_018,8521d31633f9fbc73e9d,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046081,0.039442,0.366667,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-1.4344554,-1.4344554,,,False,backfill_candidate,False,signal_vector_proxy,,-1.4344554,,"CSRank(Mean($close,1))"
Phase3H_H0_G0_stable,stockpit-ast_evolutionary_mutation-253d1c47f58a,,r0_cem_led,ast_evolutionary_mutation,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.215727,1.105727,0.056112,0.0,1.105727,2658087432.153726,mean_window_long_selected_amount,102580108577.70102,mean_window_long_selected_final_float_market_cap,,,4.2,False,0.325,0.31,cluster_107,0.325,0.31,cluster_107,0.675,0.325,0.325,0.3,0.3,prov_cb78e982,,,,,,,,,,3736f52569bd31254345,phase3g_artifact,,True,cluster_018,0.917738,0.831194,0.082262,cluster_018,cluster_018,r0_cem_led|cluster_018,known_134,1.0,1.0,0.430299,0.430299,cluster_018,8521d31633f9fbc73e9d,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046081,0.039442,0.325,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-1.1972551,-1.1972551,,,False,backfill_candidate,False,signal_vector_proxy,,-1.1972551,,Neg(Neg(CSRank($close)))
Phase3H_H0_G0_stable,phase3repair-failure_detail-operator_sanitize-4ab5afcf301b,,ast_failure_aware_repair,ast_failure_aware_repair,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,0.465093,1.105093,0.052374,0.0,1.105093,1205753361.954086,mean_window_long_selected_amount,50703166776.960434,mean_window_long_selected_final_float_market_cap,,,5.85,False,1.0,0.92,cluster_006,1.0,0.92,cluster_006,0.0,0.8,0.8,0.411667,0.411667,prov_ae8cf3b5,cluster_006,,,,,,,,,e3071172da5af51aea30,phase3g_artifact,,True,cluster_012,0.9507,0.70668,0.0493,cluster_012,cluster_012,ast_failure_aware_repair|cluster_012,known_134,0.656203,0.656203,0.327358,0.327358,,f56edfe5980efa9e36c3,0,0,0,0.656203,0.0,0.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.047823,0.040569,1.0,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.13611485,-0.13611485,,,False,backfill_candidate,False,signal_vector_proxy,,-0.13611485,,"CSRank(Sub(Mean($open,8),Mean($open,5)))"
Phase3H_H0_G0_stable,agnostic-freeform-f58db5f7c1ae,,agnostic_freeform_ast,agnostic_freeform_ast,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.146416,1.103916,0.053868,0.0,1.103916,2188896135.304355,mean_window_long_selected_amount,91826103172.13986,mean_window_long_selected_final_float_market_cap,,,8.9,False,0.4,0.360476,cluster_144,0.4,0.360476,cluster_144,0.6,0.325,0.325,0.293254,0.293254,prov_e6935d3f,,,,,,,,,,7fd13b678e1aef89c4da,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_f0f0f84e588c,agnostic_freeform_ast|sigprov_f0f0f84e588c,selected_queue,0.882908,0.882908,0.708518,0.708518,sigprov_f0f0f84e588c,f0f0f84e588cca07e33c,0,1,0,0.882908,0.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046497,0.039615,0.4,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.2576534,0.2576534,,,False,backfill_candidate,False,signal_vector_proxy,,0.2576534,,"CSRank(CSResidual(ZScore(Mean($high,2)),ZScore(Std($amount,3))))"
Phase3H_H0_G0_stable,stockpit-ast_evolutionary_mutation-c2569c9c5b10,,r0_cem_led,ast_evolutionary_mutation,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.175827,1.103327,0.056112,0.0,1.103327,2658087432.153726,mean_window_long_selected_amount,102580108577.70102,mean_window_long_selected_final_float_market_cap,,,4.2,False,0.325,0.325,cluster_038,0.325,0.325,cluster_038,0.675,0.45,0.45,0.34,0.34,prov_fe189545,,,,,,,,,,f014ff2b1b3c6c8faaba,phase3g_artifact,,True,cluster_018,0.917738,0.831194,0.082262,cluster_018,cluster_018,r0_cem_led|cluster_018,known_134,1.0,1.0,0.430299,0.430299,cluster_018,8521d31633f9fbc73e9d,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046081,0.039442,0.325,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-1.2371551,-1.2371551,,,False,backfill_candidate,False,signal_vector_proxy,,-1.2371551,,CSRank(ZScore(CSRank($close)))
Phase3H_H0_G0_stable,fgv2-repair-nonlinearize-bfcb608426,,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.0752195,1.092067,0.054186,0.0,1.092067,2616339298.642597,mean_window_long_selected_amount,102521907820.3567,mean_window_long_selected_final_float_market_cap,,,19.4,False,0.414286,0.385714,cluster_016,0.414286,0.385714,cluster_016,0.585714,0.342857,0.342857,0.327381,0.327381,prov_08465fce,,,,,,,,,,e37c6b7842b6be976276,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_f0f0f84e588c,formula_gen_v2_repair_expansion|sigprov_f0f0f84e588c,selected_queue,0.993293,0.993293,0.76348,0.76348,sigprov_f0f0f84e588c,f0f0f84e588cca07e33c,0,1,0,0.993293,0.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046115,0.039443,0.414286,0.27422,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.02674714,0.02674714,,,False,backfill_candidate,False,signal_vector_proxy,,0.02674714,,"CSRank(Mul(Sign(ZScore(CSRank(Mean(Abs($close),8)))),Mul(ZScore(CSRank(Mean(Abs($close),8))),ZScore(CSRank(Mean(Abs($close),8))))))"
Phase3H_H0_G0_stable,agnostic-freeform-8062a4cdc1dd,,agnostic_freeform_ast,agnostic_freeform_ast,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.1211243,1.086124,0.064324,1.35,1.086124,4144364561.21314,mean_window_long_selected_amount,139225389855.0994,mean_window_long_selected_final_float_market_cap,,,10.05,False,0.408333,0.384524,cluster_143,0.408333,0.384524,cluster_143,0.591667,0.325,0.325,0.273611,0.273611,prov_7e249de4,,,,,,,,,,9c2ed958fe7eab11abcf,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_f0f0f84e588c,agnostic_freeform_ast|sigprov_f0f0f84e588c,selected_queue,0.961799,0.961799,0.739935,0.739935,sigprov_f0f0f84e588c,f0f0f84e588cca07e33c,0,1,0,0.961799,0.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,1.35,0.083538,0.091872,0.097157,9,5,0.0,0.045157,0.038972,0.408333,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.72008475,-0.72008475,,,False,backfill_candidate,False,signal_vector_proxy,,-0.72008475,,"CSRank(CSResidual(CSRank($high),ZScore(Mean(Abs(Delta($volume,1)),3))))"
Phase3H_H0_G0_stable,agnostic-freeform-566625b9ea8c,,agnostic_freeform_ast,agnostic_freeform_ast,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.1216449,1.080395,0.072382,0.0,1.080395,2751602881.023399,mean_window_long_selected_amount,87776610419.06235,mean_window_long_selected_final_float_market_cap,,,4.45,False,0.3875,0.3575,cluster_054,0.3875,0.3575,cluster_054,0.6125,0.366667,0.366667,0.313333,0.313333,prov_17e395c1,,,,,,,,,,cdf479db78e271738edf,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_f0f0f84e588c,agnostic_freeform_ast|sigprov_f0f0f84e588c,selected_queue,0.897543,0.897543,0.703867,0.703867,sigprov_f0f0f84e588c,f0f0f84e588cca07e33c,0,1,0,0.897543,0.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046008,0.039686,0.3875,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,0.21897905,0.21897905,,,False,backfill_candidate,False,signal_vector_proxy,,0.21897905,,"CSRank(ZScore(Std($vwap,13)))"
Phase3H_H0_G0_stable,stockpit-cem_adaptive_grammar-098c6066c092,,r0_cem_led,cem_adaptive_grammar,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,0.558863,1.078863,0.06018,0.0,1.078863,4160855300.573569,mean_window_long_selected_amount,139393176656.47345,mean_window_long_selected_final_float_market_cap,,,8.9,False,1.0,0.98,cluster_027,1.0,0.98,cluster_027,0.0,0.4,0.4,0.370833,0.370833,prov_6ad013ff,cluster_027,,,,,,,,,11a3892541533ca30f57,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_7acd4ef71bdf,r0_cem_led|sigprov_7acd4ef71bdf,selected_queue,1.0,1.0,0.542642,0.542642,sigprov_7acd4ef71bdf,7acd4ef71bdf87b6a845,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.045149,0.03897,1.0,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.441137,-0.441137,,,False,backfill_candidate,False,signal_vector_proxy,,-0.441137,,"CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2))))"
Phase3H_H0_G0_stable,phase3repair-failure_detail-operator_sanitize-7fe694c517cc,,ast_failure_aware_repair,ast_failure_aware_repair,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.1302587,1.076509,0.073858,1.0,1.076509,2797566851.995974,mean_window_long_selected_amount,92064695855.50009,mean_window_long_selected_final_float_market_cap,,,5.85,False,0.366667,0.366667,cluster_050,0.366667,0.366667,cluster_050,0.633333,0.3875,0.3875,0.354167,0.354167,prov_24dfc25f,,,,,,,,,,d45c157d913516b570de,phase3g_artifact,,True,cluster_001,0.871198,0.820474,0.128802,cluster_001,cluster_001,ast_failure_aware_repair|cluster_001,known_134,0.919189,0.919189,0.464244,0.464244,cluster_018,8521d31633f9fbc73e9d,0,0,0,0.919189,0.0,0.0,0.0,2.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,1.0,0.083538,0.091872,0.097157,9,5,0.0,0.045973,0.039611,0.366667,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.93500995,-0.93500995,,,False,backfill_candidate,False,signal_vector_proxy,,-0.93500995,,"CSRank(Mean(Abs(Delta($close,1)),8))"
Phase3H_H0_G0_stable,fgv2-repair-add_state_gate-82bf8b7900,,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.05044387,1.07291,0.060416,0.65,1.07291,3223435504.013312,mean_window_long_selected_amount,104866465861.13713,mean_window_long_selected_final_float_market_cap,,,16.3,False,0.45,0.410714,cluster_030,0.45,0.410714,cluster_030,0.55,0.35625,0.35625,0.315179,0.315179,prov_abd42678,,,,,,,,,,89405fa52c1787e72989,runtime_evaluated,,True,cluster_001,0.0,0.0,1.0,,sigprov_f0f0f84e588c,formula_gen_v2_repair_expansion|sigprov_f0f0f84e588c,selected_queue,0.815165,0.815165,0.650006,0.650006,sigprov_f0f0f84e588c,f0f0f84e588cca07e33c,0,1,0,0.815165,0.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.65,0.083538,0.091872,0.097157,9,5,0.0,0.045675,0.039407,0.45,0.070608,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.21058439,-0.21058439,,,False,backfill_candidate,False,signal_vector_proxy,,-0.21058439,,"CSRank(Mul(CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2)))),ZScore(Mean(Abs(Delta($close,1)),20))))"
Phase3H_H0_G0_stable,agnostic-freeform-7c70e48d65a9,,agnostic_freeform_ast,agnostic_freeform_ast,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.087263,1.067263,0.055225,0.0,1.067263,2640744691.29091,mean_window_long_selected_amount,102614701409.80754,mean_window_long_selected_final_float_market_cap,,,8.8,False,0.4,0.363333,cluster_051,0.4,0.363333,cluster_051,0.6,0.4,0.4,0.36,0.36,prov_e822b4bf,,,,,,,,,,99c0ec57db332dbe84be,phase3g_artifact,,True,cluster_018,0.919339,0.830401,0.080661,cluster_018,cluster_018,agnostic_freeform_ast|cluster_018,known_134,0.999788,0.999788,0.427078,0.427078,cluster_018,8521d31633f9fbc73e9d,1,1,0,0.999788,1.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046095,0.039441,0.4,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.92623815,-0.92623815,,,False,backfill_candidate,False,signal_vector_proxy,,-0.92623815,,"CSRank(Mul(Sign(ZScore($low)),Mul(ZScore($low),ZScore($low))))"
Phase3H_H0_G0_stable,fgv2-repair-nonlinearize-4b7790878e,,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,phase3e_candidate_pool,signal_vector_diversified_source_priority_proxy,phase3g-signal-vector-selector-v1-2026-05-14,1.084527,1.064527,0.056112,0.0,1.064527,2658087432.153726,mean_window_long_selected_amount,102580108577.70102,mean_window_long_selected_final_float_market_cap,,,12.25,False,0.4,0.363333,cluster_051,0.4,0.363333,cluster_051,0.6,0.4,0.4,0.36,0.36,prov_66bc3028,,,,,,,,,,d2af21f39fbf5b20976f,phase3g_artifact,,True,cluster_018,0.917738,0.831194,0.082262,cluster_018,cluster_018,formula_gen_v2_repair_expansion|cluster_018,known_134,1.0,1.0,0.430299,0.430299,cluster_018,8521d31633f9fbc73e9d,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,,signal_vector_diversified_source_priority_proxy,0.0,0.0,0.083538,0.091872,0.097157,9,5,0.0,0.046081,0.039442,0.4,0.0,True,,,factor_exposure_proxy|sector_concentration_proxy,candidate_return_vector|registry_return_vectors|true_book_marginal,-0.9284551,-0.9284551,,,False,backfill_candidate,False,signal_vector_proxy,,-0.9284551,,"CSRank(Mul(Sign(ZScore(CSRank($close))),Mul(ZScore(CSRank($close)),ZScore(CSRank($close)))))"
