candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,seed_family,parent_note,fresh_search_intent,x0_r3_role
phase3ax_capacity_refine_00061,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:38eb1cebe96fab681cef007f,38eb1cebe96fab681cef007f,phase3aw_directional_capacity,amount/final_float_market_cap/mean15_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00062,"Neg(CSRank(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))))",ax_inverse_capacity_flow_level,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:ad314276122cc281bbe7baaa,ad314276122cc281bbe7baaa,phase3aw_directional_capacity,amount/final_float_market_cap/mean20,True,read_only_research_candidate
phase3ax_capacity_refine_00063,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:995f541c0a10697b38dca0ba,995f541c0a10697b38dca0ba,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00064,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:540bfa3c18cea334a469fe90,540bfa3c18cea334a469fe90,phase3aw_directional_capacity,amount/final_float_market_cap/mean20_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00065,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:526d1f9d884fca033c8648ab,526d1f9d884fca033c8648ab,phase3aw_directional_capacity,amount/final_float_market_cap/mean20_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00066,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:638b63199e9f8474f5226fb9,638b63199e9f8474f5226fb9,phase3aw_directional_capacity,amount/final_float_market_cap/mean20_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00067,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f6196145e232b0955d848b8d,f6196145e232b0955d848b8d,phase3aw_directional_capacity,amount/final_float_market_cap/mean20_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00068,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:29336d7a19d31d46caa27b8c,29336d7a19d31d46caa27b8c,phase3aw_directional_capacity,amount/final_float_market_cap/mean20_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00069,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:1f09f573592f647652277ce2,1f09f573592f647652277ce2,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00070,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:2b06aafaf5049e2669928121,2b06aafaf5049e2669928121,phase3aw_directional_capacity,amount/final_float_market_cap/mean30_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00071,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:52e8adfc5a2467205e5e5452,52e8adfc5a2467205e5e5452,phase3aw_directional_capacity,amount/final_float_market_cap/mean30_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00072,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:82c8112b1e65b7860db2390a,82c8112b1e65b7860db2390a,phase3aw_directional_capacity,amount/final_float_market_cap/mean30_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00073,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:d61b617ec70d5c421ea94ee7,d61b617ec70d5c421ea94ee7,phase3aw_directional_capacity,amount/final_float_market_cap/mean30_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00074,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:bbce4115b666cf62511877a6,bbce4115b666cf62511877a6,phase3aw_directional_capacity,amount/final_float_market_cap/mean30_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00075,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:b549f0fc98fa913764c2372a,b549f0fc98fa913764c2372a,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00076,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a2751d14ff6989269a2d6a1f,a2751d14ff6989269a2d6a1f,phase3aw_directional_capacity,amount/final_float_market_cap/mean45_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00077,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a59a9271633a9b563d04a981,a59a9271633a9b563d04a981,phase3aw_directional_capacity,amount/final_float_market_cap/mean45_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00078,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:4fcc14d82fd25149d30e26de,4fcc14d82fd25149d30e26de,phase3aw_directional_capacity,amount/final_float_market_cap/mean45_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00079,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:1a0bfb67d7954db52f91e82a,1a0bfb67d7954db52f91e82a,phase3aw_directional_capacity,amount/final_float_market_cap/mean45_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00080,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a8959b778e73f484fe6bbc7a,a8959b778e73f484fe6bbc7a,phase3aw_directional_capacity,amount/final_float_market_cap/mean45_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00081,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:e8d2649bece88cff89933076,e8d2649bece88cff89933076,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00082,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:89bf952d8abbb4cb4983ddaf,89bf952d8abbb4cb4983ddaf,phase3aw_directional_capacity,amount/final_float_market_cap/mean60_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00083,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:e41f9ab1d0fc7bb01a37ac02,e41f9ab1d0fc7bb01a37ac02,phase3aw_directional_capacity,amount/final_float_market_cap/mean60_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00084,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:cbf432923441ea7b5d335efa,cbf432923441ea7b5d335efa,phase3aw_directional_capacity,amount/final_float_market_cap/mean60_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00085,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:1b6f93db7f63e22634072bf6,1b6f93db7f63e22634072bf6,phase3aw_directional_capacity,amount/final_float_market_cap/mean60_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00086,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:214ec1cf8d8ed6db07513c00,214ec1cf8d8ed6db07513c00,phase3aw_directional_capacity,amount/final_float_market_cap/mean60_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00087,"Neg(CSRank(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))))",ax_inverse_capacity_flow_level,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:8762cfbc8b62ffc1ad40536c,8762cfbc8b62ffc1ad40536c,phase3aw_directional_capacity,amount/final_float_market_cap/mean90,True,read_only_research_candidate
phase3ax_capacity_refine_00088,"Neg(CSRank(Div(Std($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:0dcfd0f93ca91bbcfb0013bd,0dcfd0f93ca91bbcfb0013bd,phase3aw_directional_capacity,amount/final_float_market_cap/std90,True,read_only_research_candidate
phase3ax_capacity_refine_00089,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:3decae7339c1df6bc07aa534,3decae7339c1df6bc07aa534,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00090,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:54e352363e3840bb8529111d,54e352363e3840bb8529111d,phase3aw_directional_capacity,amount/final_float_market_cap/mean90_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00091,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:d9f1b3df9de848045e4ca0c8,d9f1b3df9de848045e4ca0c8,phase3aw_directional_capacity,amount/final_float_market_cap/mean90_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00092,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:c8e83e8a1446b09213566306,c8e83e8a1446b09213566306,phase3aw_directional_capacity,amount/final_float_market_cap/mean90_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00093,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:21e19f29d92f3b82bca069f3,21e19f29d92f3b82bca069f3,phase3aw_directional_capacity,amount/final_float_market_cap/mean90_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00094,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,90),Add(Abs(Mean($final_float_market_cap,90)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:eef0ed5b812c638a6fab4e7c,eef0ed5b812c638a6fab4e7c,phase3aw_directional_capacity,amount/final_float_market_cap/mean90_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00095,"Neg(CSRank(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))))",ax_inverse_capacity_flow_level,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:3a4c4a7f64005103f7d1c9a4,3a4c4a7f64005103f7d1c9a4,phase3aw_directional_capacity,amount/final_float_market_cap/mean120,True,read_only_research_candidate
phase3ax_capacity_refine_00096,"Neg(CSRank(Div(Std($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a44deb8f4ac40492ebb834ca,a44deb8f4ac40492ebb834ca,phase3aw_directional_capacity,amount/final_float_market_cap/std120,True,read_only_research_candidate
phase3ax_capacity_refine_00097,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:375c8e6551c3f5d319057d2e,375c8e6551c3f5d319057d2e,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00098,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:c919197c7cb39674f979bf59,c919197c7cb39674f979bf59,phase3aw_directional_capacity,amount/final_float_market_cap/mean120_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00099,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:84bbb0268718c0a78df6682f,84bbb0268718c0a78df6682f,phase3aw_directional_capacity,amount/final_float_market_cap/mean120_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00100,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:796acc772885f9bce08bae65,796acc772885f9bce08bae65,phase3aw_directional_capacity,amount/final_float_market_cap/mean120_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00101,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:ee3134fc94e622254a8f0989,ee3134fc94e622254a8f0989,phase3aw_directional_capacity,amount/final_float_market_cap/mean120_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00102,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:e1b4f78792fc9756134ca4f6,e1b4f78792fc9756134ca4f6,phase3aw_directional_capacity,amount/final_float_market_cap/mean120_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00103,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,1),Add(Abs(Mean($final_float_market_cap,1)),0.000001))),ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:b042e698c737c018050bd83c,b042e698c737c018050bd83c,phase3aw_directional_capacity,amount/final_float_market_cap/accel1_5,True,read_only_research_candidate
phase3ax_capacity_refine_00104,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,1),Add(Abs(Mean($final_float_market_cap,1)),0.000001))),ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))))))",ax_capacity_acceleration_residual,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:56429142e3408b83f195892b,56429142e3408b83f195892b,phase3aw_directional_capacity,amount/final_float_market_cap/accel_resid1_5,True,read_only_research_candidate
phase3ax_capacity_refine_00105,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,2),Add(Abs(Mean($final_float_market_cap,2)),0.000001))),ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:19ed6e6d3760725f19826dca,19ed6e6d3760725f19826dca,phase3aw_directional_capacity,amount/final_float_market_cap/accel2_8,True,read_only_research_candidate
phase3ax_capacity_refine_00106,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,2),Add(Abs(Mean($final_float_market_cap,2)),0.000001))),ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))))))",ax_capacity_acceleration_residual,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:218366a85c8c0e2c0b5103f9,218366a85c8c0e2c0b5103f9,phase3aw_directional_capacity,amount/final_float_market_cap/accel_resid2_8,True,read_only_research_candidate
phase3ax_capacity_refine_00107,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f3518e8d834d9a7d75520c03,f3518e8d834d9a7d75520c03,phase3aw_directional_capacity,amount/final_float_market_cap/accel3_10,True,read_only_research_candidate
phase3ax_capacity_refine_00108,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))))))",ax_capacity_acceleration_residual,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:5ce5d942ca237e98548870fe,5ce5d942ca237e98548870fe,phase3aw_directional_capacity,amount/final_float_market_cap/accel_resid3_10,True,read_only_research_candidate
phase3ax_capacity_refine_00109,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:680aa2c107805e778a4938c7,680aa2c107805e778a4938c7,phase3aw_directional_capacity,amount/final_float_market_cap/accel5_20,True,read_only_research_candidate
phase3ax_capacity_refine_00110,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001))))))",ax_capacity_acceleration_residual,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f44978dd6e75cfb76f2b3ecd,f44978dd6e75cfb76f2b3ecd,phase3aw_directional_capacity,amount/final_float_market_cap/accel_resid5_20,True,read_only_research_candidate
phase3ax_capacity_refine_00111,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:54164d716698c6f27d1c1552,54164d716698c6f27d1c1552,phase3aw_directional_capacity,amount/final_float_market_cap/accel8_30,True,read_only_research_candidate
phase3ax_capacity_refine_00112,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))))))",ax_capacity_acceleration_residual,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:7de7894ead6c792264641cc3,7de7894ead6c792264641cc3,phase3aw_directional_capacity,amount/final_float_market_cap/accel_resid8_30,True,read_only_research_candidate
phase3ax_capacity_refine_00113,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:c6368534f3c0c77d53862783,c6368534f3c0c77d53862783,phase3aw_directional_capacity,amount/final_float_market_cap/accel10_45,True,read_only_research_candidate
phase3ax_capacity_refine_00114,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Div(Mean($amount,45),Add(Abs(Mean($final_float_market_cap,45)),0.000001))))))",ax_capacity_acceleration_residual,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:770e431e9f5d3876102350f1,770e431e9f5d3876102350f1,phase3aw_directional_capacity,amount/final_float_market_cap/accel_resid10_45,True,read_only_research_candidate
phase3ax_capacity_refine_00115,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:d03860b2899ea32b392472c3,d03860b2899ea32b392472c3,phase3aw_directional_capacity,amount/final_float_market_cap/accel15_60,True,read_only_research_candidate
phase3ax_capacity_refine_00116,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Div(Mean($amount,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001))))))",ax_capacity_acceleration_residual,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:14d008d58b69171ba96024b8,14d008d58b69171ba96024b8,phase3aw_directional_capacity,amount/final_float_market_cap/accel_resid15_60,True,read_only_research_candidate
phase3ax_capacity_refine_00117,"Neg(CSRank(Sub(ZScore(Div(Mean($amount,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001))),ZScore(Div(Mean($amount,120),Add(Abs(Mean($final_float_market_cap,120)),0.000001))))))",ax_inverse_capacity_flow_acceleration,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a4f4b1ecd218faae56a74fb2,a4f4b1ecd218faae56a74fb2,phase3aw_directional_capacity,amount/final_float_market_cap/accel30_120,True,read_only_research_candidate
