candidate_id,status,fields,blockers,expression
cn_integrated_v2_quality_holder_residual_00008,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_holder_avg_market_cap,,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_avg_market_cap)))"
cn_integrated_v2_quality_holder_residual_00009,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_holder_holder_num,,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_holder_num)))"
cn_integrated_v2_quality_holder_residual_00010,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_holder_holder_num_change,,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_holder_num_change)))"
cn_integrated_v2_quality_holder_residual_00011,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_holder_holder_num_ratio,,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_holder_num_ratio)))"
cn_integrated_v2_quality_holder_residual_00012,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_holder_interval_chrate,,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_interval_chrate)))"
cn_integrated_v2_quality_holder_residual_00013,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_holder_pre_holder_num,,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_pre_holder_num)))"
cn_integrated_v2_quality_x_minute_pressure_00014,still_blocked,ctx_fund_ps_operate_profit_margin|m1_amount_day,blocked_current_day_aggregate:m1_amount_day,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_amount_day)))"
cn_integrated_v2_quality_x_minute_pressure_00015,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_amount,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_amount)))"
cn_integrated_v2_quality_x_minute_pressure_00016,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_high,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_high)))"
cn_integrated_v2_quality_x_minute_pressure_00017,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_last_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_last_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00018,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_low,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_low)))"
cn_integrated_v2_quality_x_minute_pressure_00019,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_range,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_range)))"
cn_integrated_v2_quality_x_minute_pressure_00020,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_vol,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_vol)))"
cn_integrated_v2_quality_x_minute_pressure_00021,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_vwap,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_vwap)))"
cn_integrated_v2_quality_x_minute_pressure_00022,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first15_vwap_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_vwap_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00023,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_amount,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_amount)))"
cn_integrated_v2_quality_x_minute_pressure_00024,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_high,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_high)))"
cn_integrated_v2_quality_x_minute_pressure_00025,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_last_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_last_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00026,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_low,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_low)))"
cn_integrated_v2_quality_x_minute_pressure_00027,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_range,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_range)))"
cn_integrated_v2_quality_x_minute_pressure_00028,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_vol,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_vol)))"
cn_integrated_v2_quality_x_minute_pressure_00029,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_vwap,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_vwap)))"
cn_integrated_v2_quality_x_minute_pressure_00030,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first30_vwap_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_vwap_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00031,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|m1_first5_amount,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first5_amount)))"
cn_integrated_v2_quality_x_rzrq_flow_00032,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqjmg,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqjmg)))"
cn_integrated_v2_quality_x_rzrq_flow_00033,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqjmg10d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqjmg10d)))"
cn_integrated_v2_quality_x_rzrq_flow_00034,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqjmg3d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqjmg3d)))"
cn_integrated_v2_quality_x_rzrq_flow_00035,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqjmg5d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqjmg5d)))"
cn_integrated_v2_quality_x_rzrq_flow_00036,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqmcl,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqmcl)))"
cn_integrated_v2_quality_x_rzrq_flow_00037,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqmcl10d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqmcl10d)))"
cn_integrated_v2_quality_x_rzrq_flow_00038,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqmcl3d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqmcl3d)))"
cn_integrated_v2_quality_x_rzrq_flow_00039,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqmcl5d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqmcl5d)))"
cn_integrated_v2_quality_x_rzrq_flow_00040,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rqye,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rqye)))"
cn_integrated_v2_quality_x_rzrq_flow_00041,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzche,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzche)))"
cn_integrated_v2_quality_x_rzrq_flow_00042,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzche10d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzche10d)))"
cn_integrated_v2_quality_x_rzrq_flow_00043,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzche3d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzche3d)))"
cn_integrated_v2_quality_x_rzrq_flow_00044,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzche5d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzche5d)))"
cn_integrated_v2_quality_x_rzrq_flow_00045,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzjme,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzjme)))"
cn_integrated_v2_quality_x_rzrq_flow_00046,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzjme10d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzjme10d)))"
cn_integrated_v2_quality_x_rzrq_flow_00047,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzjme3d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzjme3d)))"
cn_integrated_v2_quality_x_rzrq_flow_00048,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzjme5d,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzjme5d)))"
cn_integrated_v2_quality_x_rzrq_flow_00049,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_rzrq_rzmre,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_rzrq_rzmre)))"
cn_integrated_v2_quality_x_market_breadth_00050,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_dt,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_dt)))"
cn_integrated_v2_quality_x_market_breadth_00051,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_q_zrcs,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_q_zrcs)))"
cn_integrated_v2_quality_x_market_breadth_00052,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_q_zrtj,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_q_zrtj)))"
cn_integrated_v2_quality_x_market_breadth_00053,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_s_zrcs,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_s_zrcs)))"
cn_integrated_v2_quality_x_market_breadth_00054,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_s_zrtj,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_s_zrtj)))"
cn_integrated_v2_quality_x_market_breadth_00055,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_sjdt,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_sjdt)))"
cn_integrated_v2_quality_x_market_breadth_00056,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_sjzt,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_sjzt)))"
cn_integrated_v2_quality_x_market_breadth_00057,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_stdt,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_stdt)))"
cn_integrated_v2_quality_x_market_breadth_00058,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_stzt,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_stzt)))"
cn_integrated_v2_quality_x_market_breadth_00059,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_szjs,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_szjs)))"
cn_integrated_v2_quality_x_market_breadth_00060,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_xdjs,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_xdjs)))"
cn_integrated_v2_quality_x_market_breadth_00061,sidecar_context_formula,ctx_fund_ps_operate_profit_margin|ctx_mkt_updown_zt,,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_mkt_updown_zt)))"
cn_integrated_v2_quality_direct_control_00062,sidecar_context_formula,ctx_fund_ps_netprofit_margin,,CSRank($ctx_fund_ps_netprofit_margin)
cn_integrated_v2_quality_size_residual_00063,sidecar_context_formula,ctx_fund_ps_netprofit_margin|final_float_market_cap,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($final_float_market_cap)))"
cn_integrated_v2_quality_size_residual_00064,sidecar_context_formula,ctx_fund_ps_netprofit_margin|final_total_market_cap,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($final_total_market_cap)))"
cn_integrated_v2_quality_size_residual_00065,sidecar_context_formula,amount|ctx_fund_ps_netprofit_margin,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($amount)))"
cn_integrated_v2_quality_minus_balance_risk_00066,sidecar_context_formula,ctx_fund_bs_debt_to_assets|ctx_fund_ps_netprofit_margin,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_fund_bs_debt_to_assets)))"
cn_integrated_v2_quality_minus_balance_risk_00067,sidecar_context_formula,ctx_fund_bs_goodwill_to_assets|ctx_fund_ps_netprofit_margin,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_fund_bs_goodwill_to_assets)))"
cn_integrated_v2_quality_minus_balance_risk_00068,sidecar_context_formula,ctx_fund_bs_inventory_to_assets|ctx_fund_ps_netprofit_margin,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_fund_bs_inventory_to_assets)))"
cn_integrated_v2_quality_holder_residual_00069,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_holder_avg_market_cap,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_holder_avg_market_cap)))"
cn_integrated_v2_quality_holder_residual_00070,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_holder_holder_num,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_holder_holder_num)))"
cn_integrated_v2_quality_holder_residual_00071,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_holder_holder_num_change,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_holder_holder_num_change)))"
cn_integrated_v2_quality_holder_residual_00072,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_holder_holder_num_ratio,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_holder_holder_num_ratio)))"
cn_integrated_v2_quality_holder_residual_00073,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_holder_interval_chrate,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_holder_interval_chrate)))"
cn_integrated_v2_quality_holder_residual_00074,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_holder_pre_holder_num,,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_holder_pre_holder_num)))"
cn_integrated_v2_quality_x_minute_pressure_00075,still_blocked,ctx_fund_ps_netprofit_margin|m1_amount_day,blocked_current_day_aggregate:m1_amount_day,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_amount_day)))"
cn_integrated_v2_quality_x_minute_pressure_00076,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_amount,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_amount)))"
cn_integrated_v2_quality_x_minute_pressure_00077,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_high,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_high)))"
cn_integrated_v2_quality_x_minute_pressure_00078,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_last_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_last_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00079,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_low,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_low)))"
cn_integrated_v2_quality_x_minute_pressure_00080,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_range,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_range)))"
cn_integrated_v2_quality_x_minute_pressure_00081,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_vol,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_vol)))"
cn_integrated_v2_quality_x_minute_pressure_00082,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_vwap,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_vwap)))"
cn_integrated_v2_quality_x_minute_pressure_00083,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first15_vwap_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first15_vwap_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00084,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_amount,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_amount)))"
cn_integrated_v2_quality_x_minute_pressure_00085,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_high,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_high)))"
cn_integrated_v2_quality_x_minute_pressure_00086,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_last_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_last_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00087,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_low,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_low)))"
cn_integrated_v2_quality_x_minute_pressure_00088,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_range,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_range)))"
cn_integrated_v2_quality_x_minute_pressure_00089,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_vol,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_vol)))"
cn_integrated_v2_quality_x_minute_pressure_00090,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_vwap,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_vwap)))"
cn_integrated_v2_quality_x_minute_pressure_00091,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first30_vwap_return_vs_open,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first30_vwap_return_vs_open)))"
cn_integrated_v2_quality_x_minute_pressure_00092,sidecar_context_formula,ctx_fund_ps_netprofit_margin|m1_first5_amount,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($m1_first5_amount)))"
cn_integrated_v2_quality_x_rzrq_flow_00093,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqjmg,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqjmg)))"
cn_integrated_v2_quality_x_rzrq_flow_00094,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqjmg10d,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqjmg10d)))"
cn_integrated_v2_quality_x_rzrq_flow_00095,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqjmg3d,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqjmg3d)))"
cn_integrated_v2_quality_x_rzrq_flow_00096,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqjmg5d,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqjmg5d)))"
cn_integrated_v2_quality_x_rzrq_flow_00097,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqmcl,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqmcl)))"
cn_integrated_v2_quality_x_rzrq_flow_00098,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqmcl10d,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqmcl10d)))"
cn_integrated_v2_quality_x_rzrq_flow_00099,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqmcl3d,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqmcl3d)))"
cn_integrated_v2_quality_x_rzrq_flow_00100,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqmcl5d,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqmcl5d)))"
cn_integrated_v2_quality_x_rzrq_flow_00101,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rqye,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rqye)))"
cn_integrated_v2_quality_x_rzrq_flow_00102,sidecar_context_formula,ctx_fund_ps_netprofit_margin|ctx_rzrq_rzche,,"CSRank(Mul(ZScore($ctx_fund_ps_netprofit_margin),ZScore($ctx_rzrq_rzche)))"
