candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,search_memory_key,policy_score,expected_direction,x0_r3_role,note
phase3bp_02125,a25a01f898d576016a30e10e,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($amount,8))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,amount|close|high|low,"['amount', 'close', 'high', 'low']",8,phase3bp:a25a01f898d576016a30e10e,0.09676887,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x amount_delta_8 product
phase3bp_01141,0ad611a4d0dc60c38b64b70b,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Delta($amount,30))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,amount|close|high|low,"['amount', 'close', 'high', 'low']",30,phase3bp:0ad611a4d0dc60c38b64b70b,0.09676887,1,read_only_research_candidate,rx interaction bar_loc_shift_8 x amount_delta_30 product
phase3bp_02127,c026343ac5089b94e82cd245,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($volume,8))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|volume,"['close', 'high', 'low', 'volume']",8,phase3bp:c026343ac5089b94e82cd245,0.09582867,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x volume_delta_8 product
phase3bp_01143,b1df47eab9785aa06f063dff,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Delta($volume,30))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|volume,"['close', 'high', 'low', 'volume']",30,phase3bp:b1df47eab9785aa06f063dff,0.09582867,1,read_only_research_candidate,rx interaction bar_loc_shift_8 x volume_delta_30 product
phase3bp_02833,8870236775482cec8db99055,"CSRank(Mul(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_range::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|m1_first30_range|open,"['high', 'low', 'm1_first30_range', 'open']",0,phase3bp:8870236775482cec8db99055,0.09539536,1,read_only_research_candidate,rx interaction m1_first30_range x range_vol_30 product
phase3bp_02834,e37d49511f69dcda7e857c5f,"CSRank(Sub(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_range::rx_range_location::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|m1_first30_range|open,"['high', 'low', 'm1_first30_range', 'open']",0,phase3bp:e37d49511f69dcda7e857c5f,0.09408097,1,read_only_research_candidate,rx interaction m1_first30_range x range_vol_30 spread
phase3bp_01081,55fe0bd8c6dc51b0c68261ce,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",8,phase3bp:55fe0bd8c6dc51b0c68261ce,0.09240156,1,read_only_research_candidate,rx interaction intraday_delta_8 x m1_first30_vol product
phase3bp_02665,79b3ec4b5508b6769a4dee3f,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_divergence::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|m1_first15_vwap_return_vs_open|open,"['high', 'low', 'm1_first15_vwap_return_vs_open', 'open']",0,phase3bp:79b3ec4b5508b6769a4dee3f,0.09068542,1,read_only_research_candidate,rx interaction m1_first15_vwap_open x range_vol_30 product
phase3bp_02413,3a93f93f5fc1181da1bd188c,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_divergence::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|m1_first5_vwap_return_vs_open|open,"['high', 'low', 'm1_first5_vwap_return_vs_open', 'open']",0,phase3bp:3a93f93f5fc1181da1bd188c,0.0906244,1,read_only_research_candidate,rx interaction m1_first5_vwap_open x range_vol_30 product
phase3bp_02183,561e0458e2352b1a47c9f279,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|m1_first5_vol|volume,"['close', 'high', 'low', 'm1_first5_vol', 'volume']",0,phase3bp:561e0458e2352b1a47c9f279,0.09059846,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x m1_first5_vol product
phase3bp_01082,bb808778de991f2a3e9ced07,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",8,phase3bp:bb808778de991f2a3e9ced07,0.09001925,1,read_only_research_candidate,rx interaction intraday_delta_8 x m1_first30_vol spread
phase3bp_01171,c0d92f5dd8f353b0f3612d24,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:c0d92f5dd8f353b0f3612d24,0.08987665,1,read_only_research_candidate,rx interaction bar_loc_shift_8 x m1_first30_vol product
phase3bp_02666,3fd4dd9dfb1d2bf01e6bcb22,"CSRank(Sub(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_divergence::rx_range_location::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|m1_first15_vwap_return_vs_open|open,"['high', 'low', 'm1_first15_vwap_return_vs_open', 'open']",0,phase3bp:3fd4dd9dfb1d2bf01e6bcb22,0.08937103,1,read_only_research_candidate,rx interaction m1_first15_vwap_open x range_vol_30 spread
phase3bp_02414,46a51b55e743431b747821bf,"CSRank(Sub(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_divergence::rx_range_location::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|m1_first5_vwap_return_vs_open|open,"['high', 'low', 'm1_first5_vwap_return_vs_open', 'open']",0,phase3bp:46a51b55e743431b747821bf,0.08931001,1,read_only_research_candidate,rx interaction m1_first5_vwap_open x range_vol_30 spread
phase3bp_02185,a54442f9861634d17f663086,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|m1_first15_vol|volume,"['close', 'high', 'low', 'm1_first15_vol', 'volume']",0,phase3bp:a54442f9861634d17f663086,0.08923444,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x m1_first15_vol product
phase3bp_00103,0dfd18625965a70e3c21811d,"CSRank(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30)))",rx_range_location::rank,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|open,"['high', 'low', 'open']",0,phase3bp:0dfd18625965a70e3c21811d,0.08859175,1,read_only_research_candidate,rx atom transform range_vol_30
phase3bp_02917,fd794bc3fbeb87c69e28ca56,"CSRank(Mul(ZScore($m1_first30_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_opening_divergence::rx_range_location::product,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|m1_first30_vwap_return_vs_open|open,"['high', 'low', 'm1_first30_vwap_return_vs_open', 'open']",0,phase3bp:fd794bc3fbeb87c69e28ca56,0.08843066,1,read_only_research_candidate,rx interaction m1_first30_vwap_open x range_vol_30 product
phase3bp_00104,8e811f788bb0815ae37b04c2,"Neg(CSRank(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_range_location::inverted,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,high|low|open,"['high', 'low', 'open']",0,phase3bp:8e811f788bb0815ae37b04c2,0.08841012,1,read_only_research_candidate,rx atom transform range_vol_30
phase3bp_02184,b4534e0bb90bc0a942afca65,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|m1_first5_vol|volume,"['close', 'high', 'low', 'm1_first5_vol', 'volume']",0,phase3bp:b4534e0bb90bc0a942afca65,0.08828886,1,read_only_research_candidate,rx interaction bar_loc_shift_30 x m1_first5_vol spread
phase3bp_01172,eb4b97fd2cd1153daeddd57c,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::spread,phase3bp_true1min_rx_ucb_native,phase3bp_true1min_rx_ucb_native,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:eb4b97fd2cd1153daeddd57c,0.08756706,1,read_only_research_candidate,rx interaction bar_loc_shift_8 x m1_first30_vol spread
